Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2004¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":362,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Program
2429¿VariableDeclarator¿¿3534¿v270¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2430¿CallExpression¿¿3534¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2431¿MemberExpression¿¿3534¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2432¿Identifier¿¿3534¿v269¿¿¿¿¿Identifier
2433¿Identifier¿¿3534¿hasOwnProperty¿¿¿{"start":{"line":121,"column":27},"end":{"line":121,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2434¿Identifier¿¿3534¿key¿¿¿{"start":{"line":121,"column":42},"end":{"line":121,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2435¿IfStatement¿¿3534¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":123,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2436¿Identifier¿¿3534¿v270¿¿¿¿¿Identifier
2437¿VariableDeclarator¿¿3534¿v271¿¿¿{"start":{"line":122,"column":17},"end":{"line":122,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2438¿LogicalExpression¿||¿3534¿¿¿¿{"start":{"line":122,"column":17},"end":{"line":122,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿LogicalExpression
2439¿Identifier¿¿3534¿scope¿¿¿{"start":{"line":122,"column":17},"end":{"line":122,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2440¿ThisExpression¿¿3534¿¿¿¿{"start":{"line":122,"column":26},"end":{"line":122,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2441¿VariableDeclarator¿¿3534¿v272¿¿¿{"start":{"line":122,"column":37},"end":{"line":122,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2442¿MemberExpression¿¿3534¿¿¿¿{"start":{"line":122,"column":37},"end":{"line":122,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2443¿ThisExpression¿¿3534¿¿¿¿{"start":{"line":122,"column":37},"end":{"line":122,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2444¿Identifier¿¿3534¿_properties¿¿¿{"start":{"line":122,"column":42},"end":{"line":122,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2445¿VariableDeclarator¿¿3534¿v273¿¿¿{"start":{"line":122,"column":37},"end":{"line":122,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2446¿MemberExpression¿computed¿3534¿¿¿¿{"start":{"line":122,"column":37},"end":{"line":122,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2447¿Identifier¿¿3534¿v272¿¿¿¿¿Identifier
2448¿Identifier¿¿3534¿key¿¿¿{"start":{"line":122,"column":54},"end":{"line":122,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2449¿VariableDeclarator¿¿3534¿v274¿¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2450¿CallExpression¿¿3534¿¿¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2451¿MemberExpression¿¿3534¿¿¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2452¿Identifier¿¿3534¿fn¿¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2453¿Identifier¿¿3534¿call¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2454¿Identifier¿¿3534¿v271¿¿¿¿¿Identifier
2455¿Identifier¿¿3534¿key¿¿¿{"start":{"line":122,"column":32},"end":{"line":122,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2456¿Identifier¿¿3534¿v273¿¿¿¿¿Identifier
2457¿ExpressionStatement¿¿3534¿¿¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2458¿Identifier¿¿3534¿v274¿¿¿¿¿Identifier
2459¿BlockStatement¿¿3534¿¿¿¿{"start":{"line":121,"column":48},"end":{"line":123,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2460¿BlockStatement¿¿3534¿¿¿¿{"start":{"line":120,"column":37},"end":{"line":124,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2461¿ReturnStatement¿¿3534¿¿¿¿{"start":{"line":125,"column":3},"end":{"line":125,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
2462¿ThisExpression¿¿3534¿¿¿¿{"start":{"line":125,"column":10},"end":{"line":125,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2463¿BlockStatement¿¿3534¿¿¿¿{"start":{"line":119,"column":55},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2464¿ExpressionStatement¿¿3513¿¿¿¿{"start":{"line":119,"column":0},"end":{"line":126,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2465¿AssignmentExpression¿=¿3513¿¿¿¿{"start":{"line":119,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2466¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2467¿Identifier¿¿3513¿v267¿¿¿¿¿Identifier
2468¿Identifier¿¿3513¿each¿¿¿{"start":{"line":119,"column":27},"end":{"line":119,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2469¿Identifier¿¿3513¿v275¿¿¿¿¿Identifier
2470¿VariableDeclarator¿¿3513¿v276¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2471¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2472¿Identifier¿¿3513¿PropertiesReader¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2473¿Identifier¿¿3513¿prototype¿¿¿{"start":{"line":131,"column":17},"end":{"line":131,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2474¿VariableDeclarator¿¿3513¿v293¿¿¿{"start":{"line":131,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2475¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":131,"column":37},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2476¿Identifier¿¿0¿value¿¿¿{"start":{"line":131,"column":47},"end":{"line":131,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2477¿VariableDeclarator¿¿3538¿v277¿¿¿{"start":{"line":133,"column":7},"end":{"line":133,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2478¿BinaryExpression¿!==¿3538¿¿¿¿{"start":{"line":133,"column":7},"end":{"line":133,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2479¿Identifier¿¿3538¿value¿¿¿{"start":{"line":133,"column":7},"end":{"line":133,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2480¿Literal¿object¿3538¿¿null¿¿{"start":{"line":133,"column":17},"end":{"line":133,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2481¿VariableDeclarator¿¿3538¿v278¿¿¿{"start":{"line":133,"column":25},"end":{"line":133,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2482¿BinaryExpression¿!==¿3538¿¿¿¿{"start":{"line":133,"column":25},"end":{"line":133,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2483¿Identifier¿¿3538¿value¿¿¿{"start":{"line":133,"column":25},"end":{"line":133,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2484¿Literal¿string¿3538¿¿''¿¿{"start":{"line":133,"column":35},"end":{"line":133,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2485¿VariableDeclarator¿¿3538¿v279¿¿¿{"start":{"line":133,"column":7},"end":{"line":133,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2486¿LogicalExpression¿&&¿3538¿¿¿¿{"start":{"line":133,"column":7},"end":{"line":133,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿LogicalExpression
2487¿Identifier¿¿3538¿v277¿¿¿¿¿Identifier
2488¿Identifier¿¿3538¿v278¿¿¿¿¿Identifier
2489¿VariableDeclarator¿¿3538¿v280¿¿¿{"start":{"line":133,"column":42},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2490¿CallExpression¿¿3538¿¿¿¿{"start":{"line":133,"column":42},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2491¿Identifier¿¿3538¿isNaN¿¿¿{"start":{"line":133,"column":42},"end":{"line":133,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2492¿Identifier¿¿3538¿value¿¿¿{"start":{"line":133,"column":48},"end":{"line":133,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2493¿VariableDeclarator¿¿3538¿v281¿¿¿{"start":{"line":133,"column":41},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2494¿UnaryExpression¿!¿3538¿¿¿¿{"start":{"line":133,"column":41},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2495¿Identifier¿¿3538¿v280¿¿¿¿¿Identifier
2496¿VariableDeclarator¿¿3538¿v282¿¿¿{"start":{"line":133,"column":7},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2497¿LogicalExpression¿&&¿3538¿¿¿¿{"start":{"line":133,"column":7},"end":{"line":133,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿LogicalExpression
2498¿Identifier¿¿3538¿v279¿¿¿¿¿Identifier
2499¿Identifier¿¿3538¿v281¿¿¿¿¿Identifier
2500¿IfStatement¿¿3538¿¿¿¿{"start":{"line":133,"column":3},"end":{"line":135,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2501¿Identifier¿¿3538¿v282¿¿¿¿¿Identifier
2502¿VariableDeclarator¿¿3538¿v283¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2503¿UnaryExpression¿+¿3538¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2504¿Identifier¿¿3538¿value¿¿¿{"start":{"line":134,"column":14},"end":{"line":134,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2505¿ReturnStatement¿¿3538¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
2506¿Identifier¿¿3538¿v283¿¿¿¿¿Identifier
2507¿BlockStatement¿¿3538¿¿¿¿{"start":{"line":133,"column":56},"end":{"line":135,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2508¿VariableDeclarator¿¿3538¿v284¿¿¿{"start":{"line":137,"column":7},"end":{"line":137,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2509¿BinaryExpression¿===¿3538¿¿¿¿{"start":{"line":137,"column":7},"end":{"line":137,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2510¿Identifier¿¿3538¿value¿¿¿{"start":{"line":137,"column":7},"end":{"line":137,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2511¿Literal¿string¿3538¿¿'true'¿¿{"start":{"line":137,"column":17},"end":{"line":137,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2512¿VariableDeclarator¿¿3538¿v285¿¿¿{"start":{"line":137,"column":27},"end":{"line":137,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2513¿BinaryExpression¿===¿3538¿¿¿¿{"start":{"line":137,"column":27},"end":{"line":137,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2514¿Identifier¿¿3538¿value¿¿¿{"start":{"line":137,"column":27},"end":{"line":137,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2515¿Literal¿string¿3538¿¿'false'¿¿{"start":{"line":137,"column":37},"end":{"line":137,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2516¿VariableDeclarator¿¿3538¿v286¿¿¿{"start":{"line":137,"column":7},"end":{"line":137,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2517¿LogicalExpression¿||¿3538¿¿¿¿{"start":{"line":137,"column":7},"end":{"line":137,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿LogicalExpression
2518¿Identifier¿¿3538¿v284¿¿¿¿¿Identifier
2519¿Identifier¿¿3538¿v285¿¿¿¿¿Identifier
2520¿IfStatement¿¿3538¿¿¿¿{"start":{"line":137,"column":3},"end":{"line":139,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2521¿Identifier¿¿3538¿v286¿¿¿¿¿Identifier
2522¿VariableDeclarator¿¿3538¿v287¿¿¿{"start":{"line":138,"column":13},"end":{"line":138,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2523¿BinaryExpression¿===¿3538¿¿¿¿{"start":{"line":138,"column":13},"end":{"line":138,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2524¿Identifier¿¿3538¿value¿¿¿{"start":{"line":138,"column":13},"end":{"line":138,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2525¿Literal¿string¿3538¿¿'true'¿¿{"start":{"line":138,"column":23},"end":{"line":138,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2526¿ReturnStatement¿¿3538¿¿¿¿{"start":{"line":138,"column":6},"end":{"line":138,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
2527¿Identifier¿¿3538¿v287¿¿¿¿¿Identifier
2528¿BlockStatement¿¿3538¿¿¿¿{"start":{"line":137,"column":46},"end":{"line":139,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
