Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2610¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":247,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Program
3188¿VariableDeclarator¿¿4671¿v434¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3189¿UnaryExpression¿typeof¿4671¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿UnaryExpression
3190¿Identifier¿¿4671¿other¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3191¿VariableDeclarator¿¿4671¿v435¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3192¿BinaryExpression¿===¿4671¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3193¿Identifier¿¿4671¿v434¿¿¿¿¿Identifier
3194¿Literal¿string¿4671¿¿'object'¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3195¿IfStatement¿¿4671¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":121,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
3196¿Identifier¿¿4671¿v435¿¿¿¿¿Identifier
3197¿VariableDeclarator¿¿4671¿v436¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3198¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3199¿Identifier¿¿4671¿other¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3200¿Identifier¿¿4671¿constructor¿¿¿{"start":{"line":102,"column":14},"end":{"line":102,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3201¿VariableDeclarator¿¿4671¿v437¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3202¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3203¿Identifier¿¿4671¿v436¿¿¿¿¿Identifier
3204¿Identifier¿¿4671¿name¿¿¿{"start":{"line":102,"column":26},"end":{"line":102,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3205¿VariableDeclarator¿¿4671¿v438¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3206¿BinaryExpression¿===¿4671¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3207¿Identifier¿¿4671¿v437¿¿¿¿¿Identifier
3208¿Literal¿string¿4671¿¿'RegExp'¿¿{"start":{"line":102,"column":35},"end":{"line":102,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3209¿IfStatement¿¿4671¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
3210¿Identifier¿¿4671¿v438¿¿¿¿¿Identifier
3211¿VariableDeclarator¿¿4671¿v439¿¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3212¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3213¿ThisExpression¿¿4671¿¿¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3214¿Identifier¿¿4671¿nominalValue¿¿¿{"start":{"line":103,"column":29},"end":{"line":103,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3215¿VariableDeclarator¿¿4671¿v440¿¿¿{"start":{"line":103,"column":13},"end":{"line":103,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3216¿CallExpression¿¿4671¿¿¿¿{"start":{"line":103,"column":13},"end":{"line":103,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3217¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":103,"column":13},"end":{"line":103,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3218¿Identifier¿¿4671¿other¿¿¿{"start":{"line":103,"column":13},"end":{"line":103,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3219¿Identifier¿¿4671¿test¿¿¿{"start":{"line":103,"column":19},"end":{"line":103,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3220¿Identifier¿¿4671¿v439¿¿¿¿¿Identifier
3221¿ReturnStatement¿¿4671¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
3222¿Identifier¿¿4671¿v440¿¿¿¿¿Identifier
3223¿BlockStatement¿¿4671¿¿¿¿{"start":{"line":102,"column":45},"end":{"line":104,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3224¿VariableDeclarator¿¿4671¿v441¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3225¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3226¿Identifier¿¿4671¿other¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3227¿Identifier¿¿4671¿interfaceName¿¿¿{"start":{"line":106,"column":14},"end":{"line":106,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3228¿VariableDeclarator¿¿4671¿v442¿¿¿{"start":{"line":106,"column":32},"end":{"line":106,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3229¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":106,"column":32},"end":{"line":106,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3230¿ThisExpression¿¿4671¿¿¿¿{"start":{"line":106,"column":32},"end":{"line":106,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3231¿Identifier¿¿4671¿interfaceName¿¿¿{"start":{"line":106,"column":37},"end":{"line":106,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3232¿VariableDeclarator¿¿4671¿v443¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3233¿BinaryExpression¿===¿4671¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3234¿Identifier¿¿4671¿v441¿¿¿¿¿Identifier
3235¿Identifier¿¿4671¿v442¿¿¿¿¿Identifier
3236¿IfStatement¿¿4671¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":120,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
3237¿Identifier¿¿4671¿v443¿¿¿¿¿Identifier
3238¿VariableDeclarator¿¿4671¿v444¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3239¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3240¿ThisExpression¿¿4671¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3241¿Identifier¿¿4671¿nominalValue¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3242¿VariableDeclarator¿¿4671¿v445¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3243¿CallExpression¿¿4671¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3244¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3245¿Identifier¿¿4671¿v444¿¿¿¿¿Identifier
3246¿Identifier¿¿4671¿toString¿¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3247¿VariableDeclarator¿¿4671¿v446¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3248¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3249¿Identifier¿¿4671¿other¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3250¿Identifier¿¿4671¿nominalValue¿¿¿{"start":{"line":107,"column":49},"end":{"line":107,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3251¿VariableDeclarator¿¿4671¿v447¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3252¿CallExpression¿¿4671¿¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3253¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3254¿Identifier¿¿4671¿v446¿¿¿¿¿Identifier
3255¿Identifier¿¿4671¿toString¿¿¿{"start":{"line":107,"column":62},"end":{"line":107,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3256¿VariableDeclarator¿¿4671¿v448¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3257¿BinaryExpression¿!==¿4671¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3258¿Identifier¿¿4671¿v445¿¿¿¿¿Identifier
3259¿Identifier¿¿4671¿v447¿¿¿¿¿Identifier
3260¿IfStatement¿¿4671¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":109,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
3261¿Identifier¿¿4671¿v448¿¿¿¿¿Identifier
3262¿ReturnStatement¿¿4671¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
3263¿Literal¿boolean¿4671¿¿false¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3264¿BlockStatement¿¿4671¿¿¿¿{"start":{"line":107,"column":74},"end":{"line":109,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3265¿VariableDeclarator¿¿4671¿v449¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3266¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3267¿ThisExpression¿¿4671¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3268¿Identifier¿¿4671¿language¿¿¿{"start":{"line":111,"column":15},"end":{"line":111,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3269¿VariableDeclarator¿¿4671¿v450¿¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3270¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3271¿Identifier¿¿4671¿other¿¿¿{"start":{"line":111,"column":28},"end":{"line":111,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3272¿Identifier¿¿4671¿language¿¿¿{"start":{"line":111,"column":34},"end":{"line":111,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3273¿VariableDeclarator¿¿4671¿v451¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3274¿BinaryExpression¿!==¿4671¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3275¿Identifier¿¿4671¿v449¿¿¿¿¿Identifier
3276¿Identifier¿¿4671¿v450¿¿¿¿¿Identifier
3277¿IfStatement¿¿4671¿¿¿¿{"start":{"line":111,"column":6},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
3278¿Identifier¿¿4671¿v451¿¿¿¿¿Identifier
3279¿ReturnStatement¿¿4671¿¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
3280¿Literal¿boolean¿4671¿¿false¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3281¿BlockStatement¿¿4671¿¿¿¿{"start":{"line":111,"column":44},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3282¿VariableDeclarator¿¿4671¿v452¿¿¿{"start":{"line":115,"column":11},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3283¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":115,"column":11},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3284¿ThisExpression¿¿4671¿¿¿¿{"start":{"line":115,"column":11},"end":{"line":115,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3285¿Identifier¿¿4671¿datatype¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3286¿VariableDeclarator¿¿4671¿v453¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3287¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3288¿ThisExpression¿¿4671¿¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3289¿Identifier¿¿4671¿datatype¿¿¿{"start":{"line":115,"column":34},"end":{"line":115,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3290¿VariableDeclarator¿¿4671¿v454¿¿¿{"start":{"line":115,"column":50},"end":{"line":115,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3291¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":115,"column":50},"end":{"line":115,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3292¿Identifier¿¿4671¿other¿¿¿{"start":{"line":115,"column":50},"end":{"line":115,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3293¿Identifier¿¿4671¿datatype¿¿¿{"start":{"line":115,"column":56},"end":{"line":115,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3294¿VariableDeclarator¿¿4671¿v455¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3295¿CallExpression¿¿4671¿¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3296¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":115,"column":29},"end":{"line":115,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3297¿Identifier¿¿4671¿v453¿¿¿¿¿Identifier
3298¿Identifier¿¿4671¿equals¿¿¿{"start":{"line":115,"column":43},"end":{"line":115,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3299¿Identifier¿¿4671¿v454¿¿¿¿¿Identifier
3300¿VariableDeclarator¿¿4671¿v456¿¿¿{"start":{"line":115,"column":28},"end":{"line":115,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3301¿UnaryExpression¿!¿4671¿¿¿¿{"start":{"line":115,"column":28},"end":{"line":115,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿UnaryExpression
