Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5849¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":760,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Program
6536¿CallExpression¿¿10307¿¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6537¿MemberExpression¿¿10307¿¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6538¿Identifier¿¿10307¿exports¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6539¿Identifier¿¿10307¿measureJPG¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6540¿Identifier¿¿10307¿buffer¿¿¿{"start":{"line":124,"column":29},"end":{"line":124,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6541¿ReturnStatement¿¿10307¿¿¿¿{"start":{"line":124,"column":3},"end":{"line":124,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
6542¿Identifier¿¿10307¿v603¿¿¿¿¿Identifier
6543¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6544¿Literal¿string¿10307¿¿'.gif'¿¿{"start":{"line":125,"column":7},"end":{"line":125,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6545¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":126,"column":2},"end":{"line":126,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6546¿Literal¿string¿10307¿¿'gif'¿¿{"start":{"line":126,"column":7},"end":{"line":126,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6547¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":127,"column":2},"end":{"line":128,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6548¿Literal¿string¿10307¿¿'image/gif'¿¿{"start":{"line":127,"column":7},"end":{"line":127,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6549¿VariableDeclarator¿¿10307¿v604¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6550¿CallExpression¿¿10307¿¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6551¿MemberExpression¿¿10307¿¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6552¿Identifier¿¿10307¿exports¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6553¿Identifier¿¿10307¿measureGIF¿¿¿{"start":{"line":128,"column":18},"end":{"line":128,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6554¿Identifier¿¿10307¿buffer¿¿¿{"start":{"line":128,"column":29},"end":{"line":128,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6555¿ReturnStatement¿¿10307¿¿¿¿{"start":{"line":128,"column":3},"end":{"line":128,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
6556¿Identifier¿¿10307¿v604¿¿¿¿¿Identifier
6557¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":129,"column":2},"end":{"line":129,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6558¿Literal¿string¿10307¿¿'.png'¿¿{"start":{"line":129,"column":7},"end":{"line":129,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6559¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6560¿Literal¿string¿10307¿¿'png'¿¿{"start":{"line":130,"column":7},"end":{"line":130,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6561¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":131,"column":2},"end":{"line":132,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6562¿Literal¿string¿10307¿¿'image/png'¿¿{"start":{"line":131,"column":7},"end":{"line":131,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6563¿VariableDeclarator¿¿10307¿v605¿¿¿{"start":{"line":132,"column":10},"end":{"line":132,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6564¿CallExpression¿¿10307¿¿¿¿{"start":{"line":132,"column":10},"end":{"line":132,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6565¿MemberExpression¿¿10307¿¿¿¿{"start":{"line":132,"column":10},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6566¿Identifier¿¿10307¿exports¿¿¿{"start":{"line":132,"column":10},"end":{"line":132,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6567¿Identifier¿¿10307¿measurePNG¿¿¿{"start":{"line":132,"column":18},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6568¿Identifier¿¿10307¿buffer¿¿¿{"start":{"line":132,"column":29},"end":{"line":132,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6569¿ReturnStatement¿¿10307¿¿¿¿{"start":{"line":132,"column":3},"end":{"line":132,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
6570¿Identifier¿¿10307¿v605¿¿¿¿¿Identifier
6571¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6572¿Literal¿string¿10307¿¿'.svg'¿¿{"start":{"line":133,"column":7},"end":{"line":133,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6573¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":134,"column":2},"end":{"line":134,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6574¿Literal¿string¿10307¿¿'svg'¿¿{"start":{"line":134,"column":7},"end":{"line":134,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6575¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":135,"column":2},"end":{"line":136,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6576¿Literal¿string¿10307¿¿'image/svg+xml'¿¿{"start":{"line":135,"column":7},"end":{"line":135,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6577¿VariableDeclarator¿¿10307¿v606¿¿¿{"start":{"line":136,"column":10},"end":{"line":136,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6578¿CallExpression¿¿10307¿¿¿¿{"start":{"line":136,"column":10},"end":{"line":136,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6579¿MemberExpression¿¿10307¿¿¿¿{"start":{"line":136,"column":10},"end":{"line":136,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6580¿Identifier¿¿10307¿exports¿¿¿{"start":{"line":136,"column":10},"end":{"line":136,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6581¿Identifier¿¿10307¿measureSVG¿¿¿{"start":{"line":136,"column":18},"end":{"line":136,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6582¿Identifier¿¿10307¿buffer¿¿¿{"start":{"line":136,"column":29},"end":{"line":136,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6583¿ReturnStatement¿¿10307¿¿¿¿{"start":{"line":136,"column":3},"end":{"line":136,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
6584¿Identifier¿¿10307¿v606¿¿¿¿¿Identifier
6585¿BlockStatement¿¿10307¿¿¿¿{"start":{"line":117,"column":41},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
6586¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":117,"column":0},"end":{"line":138,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6587¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":117,"column":0},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6588¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":117,"column":0},"end":{"line":117,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6589¿Identifier¿¿10281¿exports¿¿¿{"start":{"line":117,"column":0},"end":{"line":117,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6590¿Identifier¿¿10281¿measure¿¿¿{"start":{"line":117,"column":8},"end":{"line":117,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6591¿Identifier¿¿10281¿v607¿¿¿¿¿Identifier
6592¿VariableDeclarator¿exported¿10281¿Image¿¿¿{"start":{"line":140,"column":0},"end":{"line":150,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6593¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":140,"column":0},"end":{"line":150,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
6594¿Identifier¿¿0¿filename¿¿¿{"start":{"line":140,"column":15},"end":{"line":140,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6595¿Identifier¿¿0¿cmd¿¿¿{"start":{"line":140,"column":25},"end":{"line":140,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6596¿Identifier¿¿0¿width¿¿¿{"start":{"line":140,"column":30},"end":{"line":140,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6597¿Identifier¿¿0¿height¿¿¿{"start":{"line":140,"column":37},"end":{"line":140,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6598¿VariableDeclarator¿¿10324¿v608¿¿¿{"start":{"line":141,"column":12},"end":{"line":141,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6599¿UnaryExpression¿typeof¿10324¿¿¿¿{"start":{"line":141,"column":12},"end":{"line":141,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿UnaryExpression
6600¿Identifier¿¿10324¿filename¿¿¿{"start":{"line":141,"column":19},"end":{"line":141,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6601¿VariableDeclarator¿¿10324¿type¿¿¿{"start":{"line":141,"column":5},"end":{"line":141,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6602¿Identifier¿¿10324¿v608¿¿¿¿¿Identifier
6603¿ExpressionStatement¿¿10324¿¿¿¿{"start":{"line":142,"column":1},"end":{"line":142,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6604¿AssignmentExpression¿=¿10324¿¿¿¿{"start":{"line":142,"column":1},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6605¿MemberExpression¿¿10324¿¿¿¿{"start":{"line":142,"column":1},"end":{"line":142,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6606¿ThisExpression¿¿10324¿¿¿¿{"start":{"line":142,"column":1},"end":{"line":142,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
6607¿Identifier¿¿10324¿width¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6608¿Identifier¿¿10324¿width¿¿¿{"start":{"line":142,"column":14},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6609¿ExpressionStatement¿¿10324¿¿¿¿{"start":{"line":143,"column":1},"end":{"line":143,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6610¿AssignmentExpression¿=¿10324¿¿¿¿{"start":{"line":143,"column":1},"end":{"line":143,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6611¿MemberExpression¿¿10324¿¿¿¿{"start":{"line":143,"column":1},"end":{"line":143,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6612¿ThisExpression¿¿10324¿¿¿¿{"start":{"line":143,"column":1},"end":{"line":143,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
6613¿Identifier¿¿10324¿height¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6614¿Identifier¿¿10324¿height¿¿¿{"start":{"line":143,"column":15},"end":{"line":143,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6615¿ExpressionStatement¿¿10324¿¿¿¿{"start":{"line":144,"column":1},"end":{"line":144,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6616¿AssignmentExpression¿=¿10324¿¿¿¿{"start":{"line":144,"column":1},"end":{"line":144,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6617¿MemberExpression¿¿10324¿¿¿¿{"start":{"line":144,"column":1},"end":{"line":144,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6618¿ThisExpression¿¿10324¿¿¿¿{"start":{"line":144,"column":1},"end":{"line":144,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
6619¿Identifier¿¿10324¿builder¿¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6620¿ArrayExpression¿¿10324¿¿¿¿{"start":{"line":144,"column":16},"end":{"line":144,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ArrayExpression
6621¿VariableDeclarator¿¿10324¿v609¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6622¿BinaryExpression¿===¿10324¿¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6623¿Identifier¿¿10324¿type¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6624¿Literal¿string¿10324¿¿'string'¿¿{"start":{"line":145,"column":26},"end":{"line":145,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6625¿VariableDeclarator¿¿10324¿v610¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6626¿IfStatement¿¿10324¿¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿IfStatement
6627¿Identifier¿¿10324¿v609¿¿¿¿¿Identifier
6628¿ExpressionStatement¿¿10324¿¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6629¿AssignmentExpression¿=¿10324¿¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6630¿Identifier¿¿10324¿v610¿¿¿¿¿Identifier
6631¿Identifier¿¿10324¿filename¿¿¿{"start":{"line":145,"column":37},"end":{"line":145,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6632¿BlockStatement¿¿10324¿¿¿¿¿¿BlockStatement
6633¿ExpressionStatement¿¿10324¿¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6634¿AssignmentExpression¿=¿10324¿¿¿¿{"start":{"line":145,"column":17},"end":{"line":145,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6635¿Identifier¿¿10324¿v610¿¿¿¿¿Identifier
6636¿Literal¿object¿10324¿¿null¿¿{"start":{"line":145,"column":48},"end":{"line":145,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6637¿BlockStatement¿¿10324¿¿¿¿¿¿BlockStatement
6638¿ExpressionStatement¿¿10324¿¿¿¿{"start":{"line":145,"column":1},"end":{"line":145,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6639¿AssignmentExpression¿=¿10324¿¿¿¿{"start":{"line":145,"column":1},"end":{"line":145,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6640¿MemberExpression¿¿10324¿¿¿¿{"start":{"line":145,"column":1},"end":{"line":145,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6641¿ThisExpression¿¿10324¿¿¿¿{"start":{"line":145,"column":1},"end":{"line":145,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ThisExpression
6642¿Identifier¿¿10324¿filename¿¿¿{"start":{"line":145,"column":6},"end":{"line":145,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6643¿Identifier¿¿10324¿v610¿¿¿¿¿Identifier
6644¿VariableDeclarator¿¿10324¿v611¿¿¿{"start":{"line":146,"column":22},"end":{"line":146,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6645¿BinaryExpression¿===¿10324¿¿¿¿{"start":{"line":146,"column":22},"end":{"line":146,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6646¿Identifier¿¿10324¿type¿¿¿{"start":{"line":146,"column":22},"end":{"line":146,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
