Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1604¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":168,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Program
2063¿MemberExpression¿¿2843¿¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2064¿Identifier¿¿2843¿v194¿¿¿¿¿Identifier
2065¿Identifier¿¿2843¿silly¿¿¿{"start":{"line":75,"column":45},"end":{"line":75,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2066¿VariableDeclarator¿¿2843¿v196¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2067¿CallExpression¿¿2843¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2068¿MemberExpression¿¿2843¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2069¿Identifier¿¿2843¿console¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2070¿Identifier¿¿2843¿log¿¿¿{"start":{"line":75,"column":20},"end":{"line":75,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2071¿Identifier¿¿2843¿v195¿¿¿¿¿Identifier
2072¿ExpressionStatement¿¿2843¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2073¿Identifier¿¿2843¿v196¿¿¿¿¿Identifier
2074¿BlockStatement¿¿2843¿¿¿¿{"start":{"line":74,"column":26},"end":{"line":76,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2075¿BlockStatement¿¿2843¿¿¿¿{"start":{"line":68,"column":31},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2076¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2077¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2078¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2079¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2080¿Identifier¿¿2821¿silly¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2081¿Identifier¿¿2821¿v197¿¿¿¿¿Identifier
2082¿VariableDeclarator¿¿2821¿v207¿¿¿{"start":{"line":78,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2083¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":78,"column":16},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
2084¿Identifier¿¿0¿msg¿¿¿{"start":{"line":78,"column":25},"end":{"line":78,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2085¿VariableDeclarator¿¿2848¿n¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2086¿Literal¿string¿2848¿¿''¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2087¿VariableDeclarator¿¿2848¿i¿¿¿{"start":{"line":80,"column":17},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2088¿Literal¿number¿2848¿¿0¿¿{"start":{"line":80,"column":21},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2089¿VariableDeclarator¿¿2848¿v198¿¿¿{"start":{"line":80,"column":28},"end":{"line":80,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2090¿MemberExpression¿¿2848¿¿¿¿{"start":{"line":80,"column":28},"end":{"line":80,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2091¿Identifier¿¿2848¿arguments¿¿¿{"start":{"line":80,"column":28},"end":{"line":80,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2092¿Identifier¿¿2848¿length¿¿¿{"start":{"line":80,"column":38},"end":{"line":80,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2093¿VariableDeclarator¿¿2848¿v199¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2094¿BinaryExpression¿<¿2848¿¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2095¿Identifier¿¿2848¿i¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2096¿Identifier¿¿2848¿v198¿¿¿¿¿Identifier
2097¿WhileStatement¿¿2848¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
2098¿Identifier¿¿2848¿v199¿¿¿¿¿Identifier
2099¿VariableDeclarator¿¿2848¿v201¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2100¿BinaryExpression¿>¿2848¿¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2101¿Identifier¿¿2848¿i¿¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2102¿Literal¿number¿2848¿¿0¿¿{"start":{"line":81,"column":20},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2103¿IfStatement¿¿2848¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2104¿Identifier¿¿2848¿v201¿¿¿¿¿Identifier
2105¿ExpressionStatement¿¿2848¿¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2106¿AssignmentExpression¿+=¿2848¿¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2107¿Identifier¿¿2848¿n¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2108¿Literal¿string¿2848¿¿','¿¿{"start":{"line":81,"column":28},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2109¿BlockStatement¿¿2848¿¿¿¿¿¿BlockStatement
2110¿VariableDeclarator¿¿2848¿v202¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2111¿MemberExpression¿computed¿2848¿¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2112¿Identifier¿¿2848¿arguments¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2113¿Identifier¿¿2848¿i¿¿¿{"start":{"line":82,"column":42},"end":{"line":82,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2114¿ExpressionStatement¿¿2848¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2115¿AssignmentExpression¿+=¿2848¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2116¿Identifier¿¿2848¿n¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2117¿CallExpression¿¿2848¿¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2118¿MemberExpression¿¿2848¿¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2119¿Identifier¿¿2848¿JSON¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2120¿Identifier¿¿2848¿stringify¿¿¿{"start":{"line":82,"column":22},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2121¿Identifier¿¿2848¿v202¿¿¿¿¿Identifier
2122¿VariableDeclarator¿¿2848¿v200¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2123¿UpdateExpression¿¿2848¿¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿UpdateExpression
2124¿Identifier¿¿2848¿i¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2125¿ExpressionStatement¿¿2848¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2126¿AssignmentExpression¿=¿2848¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2127¿Identifier¿¿2848¿v199¿¿¿{"start":{"line":80,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2128¿BinaryExpression¿<¿2848¿¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2129¿Identifier¿¿2848¿i¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2130¿Identifier¿¿2848¿v198¿¿¿¿¿Identifier
2131¿BlockStatement¿¿2848¿¿¿¿¿¿BlockStatement
2132¿IfStatement¿¿2848¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":86,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2133¿Identifier¿¿2848¿isDebuggable¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2134¿VariableDeclarator¿¿2848¿v203¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2135¿CallExpression¿¿2848¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2136¿MemberExpression¿¿2848¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2137¿ThisExpression¿¿2848¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2138¿Identifier¿¿2848¿getTime¿¿¿{"start":{"line":85,"column":30},"end":{"line":85,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2139¿VariableDeclarator¿¿2848¿v204¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2140¿BinaryExpression¿+¿2848¿¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2141¿Identifier¿¿2848¿v203¿¿¿¿¿Identifier
2142¿Identifier¿¿2848¿n¿¿¿{"start":{"line":85,"column":42},"end":{"line":85,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2143¿VariableDeclarator¿¿2848¿v205¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2144¿MemberExpression¿¿2848¿¿¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2145¿Identifier¿¿2848¿v204¿¿¿¿¿Identifier
2146¿Identifier¿¿2848¿info¿¿¿{"start":{"line":85,"column":45},"end":{"line":85,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2147¿VariableDeclarator¿¿2848¿v206¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2148¿CallExpression¿¿2848¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
2149¿MemberExpression¿¿2848¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2150¿Identifier¿¿2848¿console¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2151¿Identifier¿¿2848¿log¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2152¿Identifier¿¿2848¿v205¿¿¿¿¿Identifier
2153¿ExpressionStatement¿¿2848¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2154¿Identifier¿¿2848¿v206¿¿¿¿¿Identifier
2155¿BlockStatement¿¿2848¿¿¿¿{"start":{"line":84,"column":26},"end":{"line":86,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2156¿BlockStatement¿¿2848¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
2157¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2158¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
2159¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2160¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
2161¿Identifier¿¿2821¿info¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2162¿Identifier¿¿2821¿v207¿¿¿¿¿Identifier
2163¿VariableDeclarator¿¿2821¿v217¿¿¿{"start":{"line":88,"column":4},"end":{"line":97,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2164¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":88,"column":17},"end":{"line":97,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
2165¿Identifier¿¿0¿msg¿¿¿{"start":{"line":88,"column":26},"end":{"line":88,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2166¿VariableDeclarator¿¿2853¿n¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2167¿Literal¿string¿2853¿¿''¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2168¿VariableDeclarator¿¿2853¿i¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2169¿Literal¿number¿2853¿¿0¿¿{"start":{"line":90,"column":21},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2170¿VariableDeclarator¿¿2853¿v208¿¿¿{"start":{"line":90,"column":28},"end":{"line":90,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2171¿MemberExpression¿¿2853¿¿¿¿{"start":{"line":90,"column":28},"end":{"line":90,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
2172¿Identifier¿¿2853¿arguments¿¿¿{"start":{"line":90,"column":28},"end":{"line":90,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2173¿Identifier¿¿2853¿length¿¿¿{"start":{"line":90,"column":38},"end":{"line":90,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2174¿VariableDeclarator¿¿2853¿v209¿¿¿{"start":{"line":90,"column":24},"end":{"line":90,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2175¿BinaryExpression¿<¿2853¿¿¿¿{"start":{"line":90,"column":24},"end":{"line":90,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2176¿Identifier¿¿2853¿i¿¿¿{"start":{"line":90,"column":24},"end":{"line":90,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2177¿Identifier¿¿2853¿v208¿¿¿¿¿Identifier
2178¿WhileStatement¿¿2853¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":93,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
2179¿Identifier¿¿2853¿v209¿¿¿¿¿Identifier
2180¿VariableDeclarator¿¿2853¿v211¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
2181¿BinaryExpression¿>¿2853¿¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
2182¿Identifier¿¿2853¿i¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
2183¿Literal¿number¿2853¿¿0¿¿{"start":{"line":91,"column":20},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
2184¿IfStatement¿¿2853¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
2185¿Identifier¿¿2853¿v211¿¿¿¿¿Identifier
2186¿ExpressionStatement¿¿2853¿¿¿¿{"start":{"line":91,"column":23},"end":{"line":91,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
2187¿AssignmentExpression¿+=¿2853¿¿¿¿{"start":{"line":91,"column":23},"end":{"line":91,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
