Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
965¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":104,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Program
1642¿Identifier¿¿1674¿set¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1643¿Identifier¿¿1674¿set¿¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1644¿ExpressionStatement¿¿1674¿¿¿¿{"start":{"line":100,"column":0},"end":{"line":100,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1645¿AssignmentExpression¿=¿1674¿¿¿¿{"start":{"line":100,"column":0},"end":{"line":100,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1646¿MemberExpression¿¿1674¿¿¿¿{"start":{"line":100,"column":0},"end":{"line":100,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1647¿Identifier¿¿1674¿exports¿¿¿{"start":{"line":100,"column":0},"end":{"line":100,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1648¿Identifier¿¿1674¿each¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1649¿Identifier¿¿1674¿each¿¿¿{"start":{"line":100,"column":15},"end":{"line":100,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1650¿ExpressionStatement¿¿1674¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1651¿AssignmentExpression¿=¿1674¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1652¿MemberExpression¿¿1674¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1653¿Identifier¿¿1674¿exports¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1654¿Identifier¿¿1674¿map¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1655¿Identifier¿¿1674¿map¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1656¿ExpressionStatement¿¿1674¿¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1657¿AssignmentExpression¿=¿1674¿¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1658¿MemberExpression¿¿1674¿¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1659¿Identifier¿¿1674¿exports¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1660¿Identifier¿¿1674¿paths¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1661¿Identifier¿¿1674¿paths¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1662¿ExpressionStatement¿¿1674¿¿¿¿{"start":{"line":103,"column":0},"end":{"line":103,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1663¿AssignmentExpression¿=¿1674¿¿¿¿{"start":{"line":103,"column":0},"end":{"line":103,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1664¿MemberExpression¿¿1674¿¿¿¿{"start":{"line":103,"column":0},"end":{"line":103,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1665¿Identifier¿¿1674¿exports¿¿¿{"start":{"line":103,"column":0},"end":{"line":103,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1666¿Identifier¿¿1674¿clone¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1667¿Identifier¿¿1674¿clone¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1668¿ExpressionStatement¿¿1674¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1669¿AssignmentExpression¿=¿1674¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1670¿MemberExpression¿¿1674¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1671¿Identifier¿¿1674¿exports¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1672¿Identifier¿¿1674¿copy¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1673¿Identifier¿¿1674¿clone¿¿¿{"start":{"line":104,"column":15},"end":{"line":104,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1674¿CFG_F_START¿¿1674¿__main__¿¿¿¿¿CFG_F_START
1675¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1676¿CFG_F_START¿¿1676¿967_anon¿¿¿¿¿CFG_F_START
1677¿CFG_F_END¿¿0¿967_anon¿¿¿¿¿CFG_F_END
1678¿CFG_F_START¿¿1678¿1002_anon¿¿¿¿¿CFG_F_START
1679¿CFG_F_END¿¿0¿1002_anon¿¿¿¿¿CFG_F_END
1680¿CFG_F_START¿¿1680¿1026_anon¿¿¿¿¿CFG_F_START
1681¿CFG_F_END¿¿0¿1026_anon¿¿¿¿¿CFG_F_END
1682¿CFG_IF_END¿¿0¿1038¿¿¿¿¿CFG_IF_END
1683¿CFG_IF_END¿¿0¿1047¿¿¿¿¿CFG_IF_END
1684¿CFG_IF_END¿¿0¿1080¿¿¿¿¿CFG_IF_END
1685¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1686¿CFG_F_START¿¿1686¿1099_anon¿¿¿¿¿CFG_F_START
1687¿CFG_F_END¿¿0¿1099_anon¿¿¿¿¿CFG_F_END
1688¿CFG_F_START¿¿1688¿1119_anon¿¿¿¿¿CFG_F_START
1689¿CFG_F_END¿¿0¿1119_anon¿¿¿¿¿CFG_F_END
1690¿CFG_IF_END¿¿0¿1126¿¿¿¿¿CFG_IF_END
1691¿CFG_IF_END¿¿0¿1139¿¿¿¿¿CFG_IF_END
1692¿CFG_IF_END¿¿0¿1220¿¿¿¿¿CFG_IF_END
1693¿CFG_IF_END¿¿0¿1256¿¿¿¿¿CFG_IF_END
1694¿CFG_IF_END¿¿0¿1197¿¿¿¿¿CFG_IF_END
1695¿CFG_IF_END¿¿0¿1172¿¿¿¿¿CFG_IF_END
1696¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1697¿CFG_F_START¿¿1697¿1285_anon¿¿¿¿¿CFG_F_START
1698¿CFG_F_END¿¿0¿1285_anon¿¿¿¿¿CFG_F_END
1699¿CFG_IF_END¿¿0¿1309¿¿¿¿¿CFG_IF_END
1700¿CFG_IF_END¿¿0¿1354¿¿¿¿¿CFG_IF_END
1701¿CFG_IF_END¿¿0¿1375¿¿¿¿¿CFG_IF_END
1702¿CFG_IF_END¿¿0¿1335¿¿¿¿¿CFG_IF_END
1703¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1704¿CFG_IF_END¿¿0¿1424¿¿¿¿¿CFG_IF_END
1705¿CFG_IF_END¿¿0¿1445¿¿¿¿¿CFG_IF_END
1706¿CFG_IF_END¿¿0¿1405¿¿¿¿¿CFG_IF_END
1707¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1708¿CFG_IF_END¿¿0¿1304¿¿¿¿¿CFG_IF_END
1709¿CFG_F_START¿¿1709¿1457_anon¿¿¿¿¿CFG_F_START
1710¿CFG_F_END¿¿0¿1457_anon¿¿¿¿¿CFG_F_END
1711¿CFG_IF_END¿¿0¿1477¿¿¿¿¿CFG_IF_END
1712¿CFG_F_START¿¿1712¿1490_anon¿¿¿¿¿CFG_F_START
1713¿CFG_F_END¿¿0¿1490_anon¿¿¿¿¿CFG_F_END
1714¿CFG_F_START¿¿1714¿1519_anon¿¿¿¿¿CFG_F_START
1715¿CFG_F_END¿¿0¿1519_anon¿¿¿¿¿CFG_F_END
1716¿CFG_F_START¿¿1716¿1525_anon¿¿¿¿¿CFG_F_START
1717¿CFG_F_END¿¿0¿1525_anon¿¿¿¿¿CFG_F_END
1718¿CFG_F_START¿¿1718¿1549_anon¿¿¿¿¿CFG_F_START
1719¿CFG_F_END¿¿0¿1549_anon¿¿¿¿¿CFG_F_END
1720¿CFG_F_START¿¿1720¿1555_anon¿¿¿¿¿CFG_F_START
1721¿CFG_F_END¿¿0¿1555_anon¿¿¿¿¿CFG_F_END
1722¿CFG_IF_END¿¿0¿1565¿¿¿¿¿CFG_IF_END
1723¿CFG_IF_END¿¿0¿1581¿¿¿¿¿CFG_IF_END
1724¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1725¿CFG_F_START¿¿1725¿1616_anon¿¿¿¿¿CFG_F_START
1726¿CFG_F_END¿¿0¿1616_anon¿¿¿¿¿CFG_F_END
1727¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1728¿PDG_OBJECT¿¿0¿1676.this-o203¿¿¿¿¿PDG_OBJECT
1729¿PDG_OBJECT¿¿0¿1676.o-o204¿¿¿¿¿PDG_OBJECT
1730¿PDG_OBJECT¿¿0¿1676.allowArray-o205¿¿¿¿¿PDG_OBJECT
1731¿PDG_OBJECT¿¿0¿1674.isObject-o206¿¿¿¿¿PDG_OBJECT
1732¿PDG_OBJECT¿¿0¿1678.this-o207¿¿¿¿¿PDG_OBJECT
1733¿PDG_OBJECT¿¿0¿1678.b-o208¿¿¿¿¿PDG_OBJECT
1734¿PDG_OBJECT¿¿0¿1674.isBasic-o209¿¿¿¿¿PDG_OBJECT
1735¿PDG_OBJECT¿¿0¿1680.this-o210¿¿¿¿¿PDG_OBJECT
1736¿PDG_OBJECT¿¿0¿1680.obj-o211¿¿¿¿¿PDG_OBJECT
1737¿PDG_OBJECT¿¿0¿1680.path-o212¿¿¿¿¿PDG_OBJECT
1738¿PDG_OBJECT¿¿0¿1680.dft-o213¿¿¿¿¿PDG_OBJECT
1739¿PDG_OBJECT¿¿0¿1674.get-o214¿¿¿¿¿PDG_OBJECT
1740¿PDG_OBJECT¿¿0¿1686.this-o215¿¿¿¿¿PDG_OBJECT
1741¿PDG_OBJECT¿¿0¿1686.i-o216¿¿¿¿¿PDG_OBJECT
1742¿PDG_OBJECT¿¿0¿1674.isNonNegativeInteger-o217¿¿¿¿¿PDG_OBJECT
1743¿PDG_OBJECT¿¿0¿1688.this-o218¿¿¿¿¿PDG_OBJECT
1744¿PDG_OBJECT¿¿0¿1688.obj-o219¿¿¿¿¿PDG_OBJECT
1745¿PDG_OBJECT¿¿0¿1688.path-o220¿¿¿¿¿PDG_OBJECT
1746¿PDG_OBJECT¿¿0¿1688.value-o221¿¿¿¿¿PDG_OBJECT
1747¿PDG_OBJECT¿¿0¿1674.set-o222¿¿¿¿¿PDG_OBJECT
1748¿PDG_OBJECT¿¿0¿1697.this-o223¿¿¿¿¿PDG_OBJECT
1749¿PDG_OBJECT¿¿0¿1697.obj-o224¿¿¿¿¿PDG_OBJECT
1750¿PDG_OBJECT¿¿0¿1697.iter-o225¿¿¿¿¿PDG_OBJECT
1751¿PDG_OBJECT¿¿0¿1697.includeArrays-o226¿¿¿¿¿PDG_OBJECT
1752¿PDG_OBJECT¿¿0¿1697.path-o227¿¿¿¿¿PDG_OBJECT
1753¿PDG_OBJECT¿¿0¿1674.each-o228¿¿¿¿¿PDG_OBJECT
1754¿PDG_OBJECT¿¿0¿1709.this-o229¿¿¿¿¿PDG_OBJECT
1755¿PDG_OBJECT¿¿0¿1709.obj-o230¿¿¿¿¿PDG_OBJECT
1756¿PDG_OBJECT¿¿0¿1709.iter-o231¿¿¿¿¿PDG_OBJECT
1757¿PDG_OBJECT¿¿0¿1709.out-o232¿¿¿¿¿PDG_OBJECT
1758¿PDG_OBJECT¿¿0¿1709.includeArrays-o233¿¿¿¿¿PDG_OBJECT
1759¿PDG_OBJECT¿¿0¿1674.map-o234¿¿¿¿¿PDG_OBJECT
1760¿PDG_OBJECT¿¿0¿1714.this-o235¿¿¿¿¿PDG_OBJECT
1761¿PDG_OBJECT¿¿0¿1714.obj-o236¿¿¿¿¿PDG_OBJECT
1762¿PDG_OBJECT¿¿0¿1714.incluedArrays-o237¿¿¿¿¿PDG_OBJECT
1763¿PDG_OBJECT¿¿0¿1674.paths-o238¿¿¿¿¿PDG_OBJECT
1764¿PDG_OBJECT¿¿0¿1718.this-o239¿¿¿¿¿PDG_OBJECT
1765¿PDG_OBJECT¿¿0¿1718.e-o240¿¿¿¿¿PDG_OBJECT
1766¿PDG_OBJECT¿¿0¿1674.id-o241¿¿¿¿¿PDG_OBJECT
1767¿PDG_OBJECT¿¿0¿1720.this-o242¿¿¿¿¿PDG_OBJECT
1768¿PDG_OBJECT¿¿0¿1720.obj-o243¿¿¿¿¿PDG_OBJECT
1769¿PDG_OBJECT¿¿0¿1674.clone-o244¿¿¿¿¿PDG_OBJECT
1770¿PDG_OBJECT¿¿0¿1725.this-o245¿¿¿¿¿PDG_OBJECT
1771¿PDG_OBJECT¿¿0¿1725.key-o246¿¿¿¿¿PDG_OBJECT
1772¿PDG_OBJECT¿¿0¿1674.isPrototypePolluted-o247¿¿¿¿¿PDG_OBJECT
1773¿PDG_OBJECT¿¿0¿1674.exports-o248¿¿¿¿¿PDG_OBJECT
1774¿PDG_OBJECT¿¿0¿1674.exports.get-o249¿¿¿¿¿PDG_OBJECT
1775¿PDG_OBJECT¿¿0¿1674.exports-o250¿¿¿¿¿PDG_OBJECT
1776¿PDG_OBJECT¿¿0¿1674.exports.set-o251¿¿¿¿¿PDG_OBJECT
1777¿PDG_OBJECT¿¿0¿1674.exports-o252¿¿¿¿¿PDG_OBJECT
1778¿PDG_OBJECT¿¿0¿1674.exports.each-o253¿¿¿¿¿PDG_OBJECT
1779¿PDG_OBJECT¿¿0¿1674.exports-o254¿¿¿¿¿PDG_OBJECT
1780¿PDG_OBJECT¿¿0¿1674.exports.map-o255¿¿¿¿¿PDG_OBJECT
1781¿PDG_OBJECT¿¿0¿1674.exports-o256¿¿¿¿¿PDG_OBJECT
1782¿PDG_OBJECT¿¿0¿1674.exports.paths-o257¿¿¿¿¿PDG_OBJECT
1783¿PDG_OBJECT¿¿0¿1674.exports-o258¿¿¿¿¿PDG_OBJECT
1784¿PDG_OBJECT¿¿0¿1674.exports.clone-o259¿¿¿¿¿PDG_OBJECT
1785¿PDG_OBJECT¿¿0¿1674.exports-o260¿¿¿¿¿PDG_OBJECT
1786¿PDG_OBJECT¿¿0¿1674.exports.copy-o261¿¿¿¿¿PDG_OBJECT
1787¿PDG_OBJECT¿¿0¿1676.v90-o262¿¿¿¿¿PDG_OBJECT
1788¿PDG_OBJECT¿¿0¿1676.v91-o263¿¿¿¿¿PDG_OBJECT
1789¿PDG_CALL¿¿1676¿1676.CALL->Array.isArray-o264¿¿¿¿¿PDG_CALL
1790¿PDG_OBJECT¿¿0¿1676.v92-o265¿¿¿¿¿PDG_OBJECT
1791¿PDG_OBJECT¿¿0¿1676.v95-o266¿¿¿¿¿PDG_OBJECT
1792¿PDG_RETURN¿¿0¿1676.RET_OBJ-o267¿¿¿¿¿PDG_RETURN
1793¿PDG_OBJECT¿¿0¿1678.v97-o268¿¿¿¿¿PDG_OBJECT
1794¿PDG_OBJECT¿¿0¿1678.v99-o269¿¿¿¿¿PDG_OBJECT
1795¿PDG_RETURN¿¿0¿1678.RET_OBJ-o270¿¿¿¿¿PDG_RETURN
1796¿PDG_CALL¿¿1680¿1680.CALL->isObject-o271¿¿¿¿¿PDG_CALL
1797¿PDG_OBJECT¿¿0¿1680.v101-o272¿¿¿¿¿PDG_OBJECT
1798¿PDG_RETURN¿¿0¿1680.RET_OBJ-o273¿¿¿¿¿PDG_RETURN
1799¿PDG_CALL¿¿1680¿1680.CALL->isBasic-o274¿¿¿¿¿PDG_CALL
1800¿PDG_OBJECT¿¿0¿1680.v103-o275¿¿¿¿¿PDG_OBJECT
1801¿PDG_OBJECT¿¿0¿1680.obj.*-o276¿¿¿¿¿PDG_OBJECT
1802¿PDG_RETURN¿¿0¿1680.RET_OBJ-o277¿¿¿¿¿PDG_RETURN
1803¿PDG_OBJECT¿¿0¿1680.path.length-o278¿¿¿¿¿PDG_OBJECT
1804¿PDG_OBJECT¿¿0¿1680.v106-o279¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿0¿1680.path.*-o280¿¿¿¿¿PDG_OBJECT
1806¿PDG_OBJECT¿¿0¿1680.v109-o281¿¿¿¿¿PDG_OBJECT
1807¿PDG_RETURN¿¿0¿1680.RET_OBJ-o282¿¿¿¿¿PDG_RETURN
1808¿PDG_OBJECT¿¿0¿1680.v106-o283¿¿¿¿¿PDG_OBJECT
1809¿PDG_RETURN¿¿0¿1680.RET_OBJ-o284¿¿¿¿¿PDG_RETURN
1810¿PDG_CALL¿¿1686¿1686.CALL->Number.isInteger-o285¿¿¿¿¿PDG_CALL
1811¿PDG_OBJECT¿¿0¿1686.v110-o286¿¿¿¿¿PDG_OBJECT
1812¿PDG_OBJECT¿¿0¿1686.v111-o287¿¿¿¿¿PDG_OBJECT
1813¿PDG_OBJECT¿¿0¿1686.v112-o288¿¿¿¿¿PDG_OBJECT
1814¿PDG_RETURN¿¿0¿1686.RET_OBJ-o289¿¿¿¿¿PDG_RETURN
1815¿PDG_CALL¿¿1688¿1688.CALL->Error-o290¿¿¿¿¿PDG_CALL
1816¿PDG_OBJECT¿¿0¿1688.v114-o291¿¿¿¿¿PDG_OBJECT
1817¿PDG_CALL¿¿1688¿1688.CALL->isBasic-o292¿¿¿¿¿PDG_CALL
1818¿PDG_OBJECT¿¿0¿1688.v115-o293¿¿¿¿¿PDG_OBJECT
1819¿PDG_RETURN¿¿0¿1688.RET_OBJ-o294¿¿¿¿¿PDG_RETURN
1820¿PDG_OBJECT¿¿0¿1688.path.length-o295¿¿¿¿¿PDG_OBJECT
1821¿PDG_OBJECT¿¿0¿1688.v117-o296¿¿¿¿¿PDG_OBJECT
1822¿PDG_OBJECT¿¿0¿1688.v120-o297¿¿¿¿¿PDG_OBJECT
1823¿PDG_OBJECT¿¿0¿1688.v121-o298¿¿¿¿¿PDG_OBJECT
1824¿PDG_OBJECT¿¿0¿1688.path.*-o299¿¿¿¿¿PDG_OBJECT
1825¿PDG_OBJECT¿¿0¿1688.obj-o300¿¿¿¿¿PDG_OBJECT
1826¿PDG_OBJECT¿¿0¿1688.obj.*-o301¿¿¿¿¿PDG_OBJECT
1827¿PDG_OBJECT¿¿0¿1688.obj.*-o302¿¿¿¿¿PDG_OBJECT
1828¿PDG_OBJECT¿¿0¿1688.v125-o303¿¿¿¿¿PDG_OBJECT
1829¿PDG_OBJECT¿¿0¿1688.v127-o304¿¿¿¿¿PDG_OBJECT
1830¿PDG_CALL¿¿1688¿1688.CALL->isNonNegativeInteger-o305¿¿¿¿¿PDG_CALL
1831¿PDG_OBJECT¿¿0¿1688.v129-o306¿¿¿¿¿PDG_OBJECT
1832¿PDG_OBJECT¿¿0¿1688.v130-o307¿¿¿¿¿PDG_OBJECT
1833¿PDG_OBJECT¿¿0¿1688.v131-o308¿¿¿¿¿PDG_OBJECT
1834¿PDG_OBJECT¿¿0¿1688.v132-o309¿¿¿¿¿PDG_OBJECT
1835¿PDG_OBJECT¿¿0¿1688.obj-o310¿¿¿¿¿PDG_OBJECT
1836¿PDG_OBJECT¿¿0¿1688.obj.v126-o311¿¿¿¿¿PDG_OBJECT
1837¿PDG_OBJECT¿¿0¿1688.obj.*-o312¿¿¿¿¿PDG_OBJECT
1838¿PDG_CALL¿¿1688¿1688.CALL->isPrototypePolluted-o313¿¿¿¿¿PDG_CALL
1839¿PDG_OBJECT¿¿0¿1688.v134-o314¿¿¿¿¿PDG_OBJECT
1840¿PDG_OBJECT¿¿0¿1688.v117-o315¿¿¿¿¿PDG_OBJECT
1841¿PDG_RETURN¿¿0¿1688.RET_OBJ-o316¿¿¿¿¿PDG_RETURN
1842¿PDG_OBJECT¿¿0¿1697.v137-o317¿¿¿¿¿PDG_OBJECT
1843¿PDG_CALL¿¿1697¿1697.CALL->Array.isArray-o318¿¿¿¿¿PDG_CALL
1844¿PDG_OBJECT¿¿0¿1697.v138-o319¿¿¿¿¿PDG_OBJECT
1845¿PDG_RETURN¿¿0¿1697.RET_OBJ-o320¿¿¿¿¿PDG_RETURN
1846¿PDG_OBJECT¿¿0¿1697.obj.length-o321¿¿¿¿¿PDG_OBJECT
1847¿PDG_OBJECT¿¿0¿1697.v141-o322¿¿¿¿¿PDG_OBJECT
1848¿PDG_OBJECT¿¿0¿1697.obj.*-o323¿¿¿¿¿PDG_OBJECT
1849¿PDG_CALL¿¿1697¿1697.CALL->isObject-o324¿¿¿¿¿PDG_CALL
1850¿PDG_OBJECT¿¿0¿1697.v143-o325¿¿¿¿¿PDG_OBJECT
1851¿PDG_CALL¿¿1697¿1697.CALL->path.concat-o326¿¿¿¿¿PDG_CALL
1852¿PDG_OBJECT¿¿0¿1697.v144-o327¿¿¿¿¿PDG_OBJECT
1853¿PDG_CALL¿¿1697¿1697.CALL->each-o328¿¿¿¿¿PDG_CALL
1854¿PDG_OBJECT¿¿0¿1697.v145-o329¿¿¿¿¿PDG_OBJECT
1855¿PDG_OBJECT¿¿0¿1697.v146-o330¿¿¿¿¿PDG_OBJECT
1856¿PDG_RETURN¿¿0¿1697.RET_OBJ-o331¿¿¿¿¿PDG_RETURN
1857¿PDG_CALL¿¿1697¿1697.CALL->path.concat-o332¿¿¿¿¿PDG_CALL
1858¿PDG_OBJECT¿¿0¿1697.v147-o333¿¿¿¿¿PDG_OBJECT
1859¿PDG_CALL¿¿1697¿1697.CALL->iter-o334¿¿¿¿¿PDG_CALL
1860¿PDG_OBJECT¿¿0¿1697.v148-o335¿¿¿¿¿PDG_OBJECT
1861¿PDG_OBJECT¿¿0¿1697.v149-o336¿¿¿¿¿PDG_OBJECT
1862¿PDG_RETURN¿¿0¿1697.RET_OBJ-o337¿¿¿¿¿PDG_RETURN
1863¿PDG_OBJECT¿¿0¿1697.v141-o338¿¿¿¿¿PDG_OBJECT
1864¿PDG_OBJECT¿¿0¿1697.k-o339¿¿¿¿¿PDG_OBJECT
1865¿PDG_CALL¿¿1697¿1697.CALL->isObject-o340¿¿¿¿¿PDG_CALL
1866¿PDG_OBJECT¿¿0¿1697.v150-o341¿¿¿¿¿PDG_OBJECT
1867¿PDG_CALL¿¿1697¿1697.CALL->path.concat-o342¿¿¿¿¿PDG_CALL
1868¿PDG_OBJECT¿¿0¿1697.v151-o343¿¿¿¿¿PDG_OBJECT
1869¿PDG_CALL¿¿1697¿1697.CALL->each-o344¿¿¿¿¿PDG_CALL
1870¿PDG_OBJECT¿¿0¿1697.v152-o345¿¿¿¿¿PDG_OBJECT
1871¿PDG_OBJECT¿¿0¿1697.v153-o346¿¿¿¿¿PDG_OBJECT
1872¿PDG_RETURN¿¿0¿1697.RET_OBJ-o347¿¿¿¿¿PDG_RETURN
1873¿PDG_CALL¿¿1697¿1697.CALL->path.concat-o348¿¿¿¿¿PDG_CALL
1874¿PDG_OBJECT¿¿0¿1697.v154-o349¿¿¿¿¿PDG_OBJECT
1875¿PDG_CALL¿¿1697¿1697.CALL->iter-o350¿¿¿¿¿PDG_CALL
1876¿PDG_OBJECT¿¿0¿1697.v155-o351¿¿¿¿¿PDG_OBJECT
1877¿PDG_OBJECT¿¿0¿1697.v156-o352¿¿¿¿¿PDG_OBJECT
1878¿PDG_RETURN¿¿0¿1697.RET_OBJ-o353¿¿¿¿¿PDG_RETURN
1879¿PDG_RETURN¿¿0¿1697.RET_OBJ-o354¿¿¿¿¿PDG_RETURN
1880¿PDG_OBJECT¿¿0¿1709.out-o355¿¿¿¿¿PDG_OBJECT
1881¿PDG_CALL¿¿1709¿1709.CALL->Array.isArray-o356¿¿¿¿¿PDG_CALL
1882¿PDG_OBJECT¿¿0¿1709.v157-o357¿¿¿¿¿PDG_OBJECT
1883¿PDG_OBJECT¿¿0¿1709.v159-o358¿¿¿¿¿PDG_OBJECT
1884¿PDG_OBJECT¿¿0¿1709.v160-o359¿¿¿¿¿PDG_OBJECT
1885¿PDG_OBJECT¿¿0¿1712.this-o360¿¿¿¿¿PDG_OBJECT
1886¿PDG_OBJECT¿¿0¿1712.val-o361¿¿¿¿¿PDG_OBJECT
1887¿PDG_OBJECT¿¿0¿1712.path-o362¿¿¿¿¿PDG_OBJECT
1888¿PDG_OBJECT¿¿0¿1709.v163-o363¿¿¿¿¿PDG_OBJECT
1889¿PDG_CALL¿¿1709¿1709.CALL->each-o364¿¿¿¿¿PDG_CALL
