Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1079¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Program
1736¿Identifier¿¿1878¿on¿¿¿{"start":{"line":58,"column":29},"end":{"line":58,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1737¿Literal¿string¿1878¿¿'data'¿¿{"start":{"line":58,"column":32},"end":{"line":58,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1738¿Identifier¿¿1878¿v202¿¿¿¿¿Identifier
1739¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1740¿Identifier¿¿1878¿v203¿¿¿¿¿Identifier
1741¿VariableDeclarator¿¿1878¿v207¿¿¿{"start":{"line":59,"column":34},"end":{"line":65,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1742¿ArrowFunctionExpression¿¿1878¿¿¿¿{"start":{"line":59,"column":34},"end":{"line":65,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrowFunctionExpression
1743¿Identifier¿¿0¿code¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1744¿VariableDeclarator¿¿1880¿v204¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1745¿BinaryExpression¿!==¿1880¿¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BinaryExpression
1746¿Identifier¿¿1880¿code¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1747¿Literal¿number¿1880¿¿0¿¿{"start":{"line":60,"column":33},"end":{"line":60,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1748¿IfStatement¿¿1880¿¿¿¿{"start":{"line":60,"column":20},"end":{"line":63,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿IfStatement
1749¿Identifier¿¿1880¿v204¿¿¿¿¿Identifier
1750¿VariableDeclarator¿¿1880¿v205¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1751¿CallExpression¿¿1880¿¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1752¿Identifier¿¿1880¿reject¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1753¿ExpressionStatement¿¿1880¿¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1754¿Identifier¿¿1880¿v205¿¿¿¿¿Identifier
1755¿ReturnStatement¿¿1880¿¿¿¿{"start":{"line":62,"column":24},"end":{"line":62,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1756¿BlockStatement¿¿1880¿¿¿¿{"start":{"line":60,"column":36},"end":{"line":63,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1757¿VariableDeclarator¿¿1880¿v206¿¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1758¿CallExpression¿¿1880¿¿¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1759¿Identifier¿¿1880¿resolve¿¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1760¿ExpressionStatement¿¿1880¿¿¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1761¿Identifier¿¿1880¿v206¿¿¿¿¿Identifier
1762¿BlockStatement¿¿1880¿¿¿¿{"start":{"line":59,"column":44},"end":{"line":65,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1763¿VariableDeclarator¿¿1878¿v208¿¿¿{"start":{"line":59,"column":16},"end":{"line":65,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1764¿CallExpression¿¿1878¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":65,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1765¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1766¿Identifier¿¿1878¿xargs¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1767¿Identifier¿¿1878¿on¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1768¿Literal¿string¿1878¿¿'close'¿¿{"start":{"line":59,"column":25},"end":{"line":59,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1769¿Identifier¿¿1878¿v207¿¿¿¿¿Identifier
1770¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":65,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1771¿Identifier¿¿1878¿v208¿¿¿¿¿Identifier
1772¿VariableDeclarator¿¿1878¿logStderrData¿¿¿{"start":{"line":66,"column":16},"end":{"line":68,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1773¿FunctionExpression¿¿1878¿anon¿¿¿{"start":{"line":66,"column":16},"end":{"line":68,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿FunctionExpression
1774¿Identifier¿¿0¿command¿¿¿{"start":{"line":66,"column":39},"end":{"line":66,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1775¿VariableDeclarator¿¿1883¿v212¿¿¿{"start":{"line":67,"column":27},"end":{"line":67,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1776¿ArrowFunctionExpression¿¿1883¿¿¿¿{"start":{"line":67,"column":27},"end":{"line":67,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ArrowFunctionExpression
1777¿Identifier¿¿0¿data¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1778¿VariableDeclarator¿¿1885¿v209¿¿¿{"start":{"line":67,"column":67},"end":{"line":67,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1779¿CallExpression¿¿1885¿¿¿¿{"start":{"line":67,"column":67},"end":{"line":67,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1780¿MemberExpression¿¿1885¿¿¿¿{"start":{"line":67,"column":67},"end":{"line":67,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1781¿Identifier¿¿1885¿data¿¿¿{"start":{"line":67,"column":67},"end":{"line":67,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1782¿Identifier¿¿1885¿toString¿¿¿{"start":{"line":67,"column":72},"end":{"line":67,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1783¿VariableDeclarator¿¿1885¿v210¿¿¿{"start":{"line":67,"column":51},"end":{"line":67,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1784¿TemplateLiteral¿¿1885¿¿¿¿{"start":{"line":67,"column":51},"end":{"line":67,"column":84},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿TemplateLiteral
1785¿Identifier¿¿1885¿command¿¿¿{"start":{"line":67,"column":54},"end":{"line":67,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1786¿Identifier¿¿1885¿v209¿¿¿¿¿Identifier
1787¿VariableDeclarator¿¿1885¿v211¿¿¿{"start":{"line":67,"column":37},"end":{"line":67,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1788¿CallExpression¿¿1885¿¿¿¿{"start":{"line":67,"column":37},"end":{"line":67,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1789¿MemberExpression¿¿1885¿¿¿¿{"start":{"line":67,"column":37},"end":{"line":67,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1790¿Identifier¿¿1885¿console¿¿¿{"start":{"line":67,"column":37},"end":{"line":67,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1791¿Identifier¿¿1885¿error¿¿¿{"start":{"line":67,"column":45},"end":{"line":67,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1792¿Identifier¿¿1885¿v210¿¿¿¿¿Identifier
1793¿ReturnStatement¿¿1885¿¿¿¿¿¿ReturnStatement
1794¿Identifier¿¿1885¿v211¿¿¿¿¿Identifier
1795¿BlockStatement¿¿1885¿¿¿¿¿¿BlockStatement
1796¿ReturnStatement¿¿1883¿¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1797¿Identifier¿¿1883¿v212¿¿¿¿¿Identifier
1798¿BlockStatement¿¿1883¿¿¿¿{"start":{"line":66,"column":48},"end":{"line":68,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1799¿BlockStatement¿¿1878¿¿¿¿{"start":{"line":46,"column":52},"end":{"line":69,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1800¿VariableDeclarator¿¿1876¿v214¿¿¿{"start":{"line":46,"column":19},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1801¿NewExpression¿¿1876¿¿¿¿{"start":{"line":46,"column":19},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿NewExpression
1802¿Identifier¿¿1876¿Promise¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1803¿Identifier¿¿1876¿v213¿¿¿¿¿Identifier
1804¿ReturnStatement¿¿1876¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":69,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1805¿Identifier¿¿1876¿v214¿¿¿¿¿Identifier
1806¿BlockStatement¿¿1876¿¿¿¿{"start":{"line":45,"column":60},"end":{"line":70,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1807¿VariableDeclarator¿¿1874¿v216¿¿¿{"start":{"line":45,"column":15},"end":{"line":70,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1808¿CallExpression¿¿1874¿¿¿¿{"start":{"line":45,"column":15},"end":{"line":70,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1809¿Identifier¿¿1874¿__awaiter¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1810¿ThisExpression¿¿1874¿¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ThisExpression
1811¿Identifier¿¿1874¿v174¿¿¿¿¿Identifier
1812¿Identifier¿¿1874¿v175¿¿¿¿¿Identifier
1813¿Identifier¿¿1874¿v215¿¿¿¿¿Identifier
1814¿ReturnStatement¿¿1874¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":70,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ReturnStatement
1815¿Identifier¿¿1874¿v216¿¿¿¿¿Identifier
1816¿BlockStatement¿¿1874¿¿¿¿{"start":{"line":44,"column":19},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿BlockStatement
1817¿ExpressionStatement¿¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1818¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿AssignmentExpression
1819¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1820¿Identifier¿¿1835¿Killer¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1821¿Identifier¿¿1835¿unixKill¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1822¿Identifier¿¿1835¿unixKill¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1823¿ExpressionStatement¿¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1824¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿AssignmentExpression
1825¿MemberExpression¿computed¿1835¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1826¿Identifier¿¿1835¿Killer¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1827¿Literal¿string¿1835¿¿is_class¿¿¿¿Literal
1828¿Literal¿boolean¿1835¿¿true¿¿¿¿Literal
1829¿ExpressionStatement¿¿1835¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1830¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿AssignmentExpression
1831¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1832¿Identifier¿¿1835¿exports¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1833¿Identifier¿¿1835¿Killer¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1834¿Identifier¿¿1835¿Killer¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1835¿CFG_F_START¿¿1835¿__main__¿¿¿¿¿CFG_F_START
1836¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1837¿CFG_F_START¿¿1837¿1091_anon¿¿¿¿¿CFG_F_START
1838¿CFG_F_END¿¿0¿1091_anon¿¿¿¿¿CFG_F_END
1839¿CFG_F_START¿¿1839¿1103_anon¿¿¿¿¿CFG_F_START
1840¿CFG_F_END¿¿0¿1103_anon¿¿¿¿¿CFG_F_END
1841¿CFG_F_START¿¿1841¿1107_anon¿¿¿¿¿CFG_F_START
1842¿CFG_F_END¿¿0¿1107_anon¿¿¿¿¿CFG_F_END
1843¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1844¿CFG_F_START¿¿1844¿1134_anon¿¿¿¿¿CFG_F_START
1845¿CFG_F_END¿¿0¿1134_anon¿¿¿¿¿CFG_F_END
1846¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1847¿CFG_F_START¿¿1847¿1161_anon¿¿¿¿¿CFG_F_START
1848¿CFG_F_END¿¿0¿1161_anon¿¿¿¿¿CFG_F_END
1849¿CFG_F_START¿¿1849¿1176_anon¿¿¿¿¿CFG_F_START
1850¿CFG_F_END¿¿0¿1176_anon¿¿¿¿¿CFG_F_END
1851¿CFG_IF_END¿¿0¿1201¿¿¿¿¿CFG_IF_END
1852¿CFG_F_START¿¿1852¿1280_Killer¿¿¿¿¿CFG_F_START
1853¿CFG_F_END¿¿0¿1280_Killer¿¿¿¿¿CFG_F_END
1854¿CFG_F_START¿¿1854¿1297_kill¿¿¿¿¿CFG_F_START
1855¿CFG_F_END¿¿0¿1297_kill¿¿¿¿¿CFG_F_END
1856¿CFG_F_START¿¿1856¿1305_anon¿¿¿¿¿CFG_F_START
1857¿CFG_F_END¿¿0¿1305_anon¿¿¿¿¿CFG_F_END
1858¿CFG_IF_END¿¿0¿1324¿¿¿¿¿CFG_IF_END
1859¿CFG_F_START¿¿1859¿1372_win32Kill¿¿¿¿¿CFG_F_START
1860¿CFG_F_END¿¿0¿1372_win32Kill¿¿¿¿¿CFG_F_END
1861¿CFG_F_START¿¿1861¿1381_anon¿¿¿¿¿CFG_F_START
1862¿CFG_F_END¿¿0¿1381_anon¿¿¿¿¿CFG_F_END
1863¿CFG_F_START¿¿1863¿1390_anon¿¿¿¿¿CFG_F_START
1864¿CFG_F_END¿¿0¿1390_anon¿¿¿¿¿CFG_F_END
1865¿CFG_F_START¿¿1865¿1416_anon¿¿¿¿¿CFG_F_START
1866¿CFG_F_END¿¿0¿1416_anon¿¿¿¿¿CFG_F_END
1867¿CFG_F_START¿¿1867¿1446_anon¿¿¿¿¿CFG_F_START
1868¿CFG_F_END¿¿0¿1446_anon¿¿¿¿¿CFG_F_END
1869¿CFG_F_START¿¿1869¿1472_anon¿¿¿¿¿CFG_F_START
1870¿CFG_F_END¿¿0¿1472_anon¿¿¿¿¿CFG_F_END
1871¿CFG_IF_END¿¿0¿1479¿¿¿¿¿CFG_IF_END
1872¿CFG_F_START¿¿1872¿1509_anon¿¿¿¿¿CFG_F_START
1873¿CFG_F_END¿¿0¿1509_anon¿¿¿¿¿CFG_F_END
1874¿CFG_F_START¿¿1874¿1552_unixKill¿¿¿¿¿CFG_F_START
1875¿CFG_F_END¿¿0¿1552_unixKill¿¿¿¿¿CFG_F_END
1876¿CFG_F_START¿¿1876¿1561_anon¿¿¿¿¿CFG_F_START
1877¿CFG_F_END¿¿0¿1561_anon¿¿¿¿¿CFG_F_END
1878¿CFG_F_START¿¿1878¿1563_anon¿¿¿¿¿CFG_F_START
1879¿CFG_F_END¿¿0¿1563_anon¿¿¿¿¿CFG_F_END
1880¿CFG_F_START¿¿1880¿1742_anon¿¿¿¿¿CFG_F_START
1881¿CFG_F_END¿¿0¿1742_anon¿¿¿¿¿CFG_F_END
1882¿CFG_IF_END¿¿0¿1748¿¿¿¿¿CFG_IF_END
1883¿CFG_F_START¿¿1883¿1773_anon¿¿¿¿¿CFG_F_START
1884¿CFG_F_END¿¿0¿1773_anon¿¿¿¿¿CFG_F_END
1885¿CFG_F_START¿¿1885¿1776_anon¿¿¿¿¿CFG_F_START
1886¿CFG_F_END¿¿0¿1776_anon¿¿¿¿¿CFG_F_END
1887¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1888¿PDG_OBJECT¿¿0¿1835.v110-o263¿¿¿¿¿PDG_OBJECT
1889¿PDG_OBJECT¿¿0¿1837.this-o264¿¿¿¿¿PDG_OBJECT
1890¿PDG_OBJECT¿¿0¿1837.thisArg-o265¿¿¿¿¿PDG_OBJECT
1891¿PDG_OBJECT¿¿0¿1837._arguments-o266¿¿¿¿¿PDG_OBJECT
1892¿PDG_OBJECT¿¿0¿1837.P-o267¿¿¿¿¿PDG_OBJECT
1893¿PDG_OBJECT¿¿0¿1837.generator-o268¿¿¿¿¿PDG_OBJECT
1894¿PDG_OBJECT¿¿0¿1835.v133-o269¿¿¿¿¿PDG_OBJECT
1895¿PDG_OBJECT¿¿0¿1835.v134-o270¿¿¿¿¿PDG_OBJECT
1896¿PDG_CALL¿¿1835¿1835.CALL->Object.defineProperty-o271¿¿¿¿¿PDG_CALL
1897¿PDG_OBJECT¿¿0¿1835.v135-o272¿¿¿¿¿PDG_OBJECT
1898¿PDG_CALL¿¿1835¿1835.CALL->require-o273¿¿¿¿¿PDG_CALL
1899¿PDG_OBJECT¿¿0¿1835.child_process_1-o274¿¿¿¿¿PDG_OBJECT
1900¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1901¿PDG_CALL¿¿1835¿1835.CALL->require-o275¿¿¿¿¿PDG_CALL
1902¿PDG_OBJECT¿¿0¿1835.os_1-o276¿¿¿¿¿PDG_OBJECT
1903¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1904¿PDG_CALL¿¿1835¿1835.CALL->require-o277¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿0¿1835.pidFromPort-o278¿¿¿¿¿PDG_OBJECT
1906¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1907¿PDG_OBJECT¿¿0¿1852.this-o279¿¿¿¿¿PDG_OBJECT
1908¿PDG_OBJECT¿¿0¿1852.ports-o280¿¿¿¿¿PDG_OBJECT
1909¿PDG_OBJECT¿¿0¿1852.options-o281¿¿¿¿¿PDG_OBJECT
1910¿PDG_OBJECT¿¿0¿1835.Killer-o282¿¿¿¿¿PDG_OBJECT
1911¿PDG_OBJECT¿¿0¿1854.this-o283¿¿¿¿¿PDG_OBJECT
1912¿PDG_OBJECT¿¿0¿1835.kill-o284¿¿¿¿¿PDG_OBJECT
1913¿PDG_OBJECT¿¿0¿1835.Killer-o285¿¿¿¿¿PDG_OBJECT
1914¿PDG_OBJECT¿¿0¿1835.Killer.kill-o286¿¿¿¿¿PDG_OBJECT
1915¿PDG_OBJECT¿¿0¿1859.this-o287¿¿¿¿¿PDG_OBJECT
1916¿PDG_OBJECT¿¿0¿1859.port-o288¿¿¿¿¿PDG_OBJECT
1917¿PDG_OBJECT¿¿0¿1835.win32Kill-o289¿¿¿¿¿PDG_OBJECT
1918¿PDG_OBJECT¿¿0¿1835.Killer-o290¿¿¿¿¿PDG_OBJECT
1919¿PDG_OBJECT¿¿0¿1835.Killer.win32Kill-o291¿¿¿¿¿PDG_OBJECT
1920¿PDG_OBJECT¿¿0¿1874.this-o292¿¿¿¿¿PDG_OBJECT
1921¿PDG_OBJECT¿¿0¿1874.port-o293¿¿¿¿¿PDG_OBJECT
1922¿PDG_OBJECT¿¿0¿1835.unixKill-o294¿¿¿¿¿PDG_OBJECT
