Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3216¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":597,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Program
3863¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3864¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3865¿Identifier¿¿5564¿arg¿¿¿{"start":{"line":190,"column":9},"end":{"line":190,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3866¿Identifier¿¿5564¿v343¿¿¿¿¿Identifier
3867¿VariableDeclarator¿¿5564¿v344¿¿¿{"start":{"line":193,"column":15},"end":{"line":193,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3868¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":193,"column":15},"end":{"line":193,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3869¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":193,"column":15},"end":{"line":193,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3870¿Identifier¿¿5564¿uid¿¿¿{"start":{"line":193,"column":20},"end":{"line":193,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3871¿VariableDeclarator¿¿5564¿v345¿¿¿{"start":{"line":194,"column":15},"end":{"line":194,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3872¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":194,"column":15},"end":{"line":194,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3873¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":194,"column":15},"end":{"line":194,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3874¿Identifier¿¿5564¿arg¿¿¿{"start":{"line":194,"column":20},"end":{"line":194,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3875¿VariableDeclarator¿¿5564¿v346¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3876¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3877¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3878¿Identifier¿¿5564¿valid¿¿¿{"start":{"line":195,"column":22},"end":{"line":195,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3879¿VariableDeclarator¿¿5564¿v347¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3880¿BinaryExpression¿===¿5564¿¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BinaryExpression
3881¿Identifier¿¿5564¿v346¿¿¿¿¿Identifier
3882¿Literal¿boolean¿5564¿¿true¿¿{"start":{"line":195,"column":32},"end":{"line":195,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3883¿VariableDeclarator¿¿5564¿v348¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3884¿IfStatement¿¿5564¿¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿IfStatement
3885¿Identifier¿¿5564¿v347¿¿¿¿¿Identifier
3886¿ExpressionStatement¿¿5564¿¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3887¿AssignmentExpression¿=¿5564¿¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3888¿Identifier¿¿5564¿v348¿¿¿¿¿Identifier
3889¿Literal¿string¿5564¿¿'YES'¿¿{"start":{"line":195,"column":39},"end":{"line":195,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3890¿BlockStatement¿¿5564¿¿¿¿¿¿BlockStatement
3891¿ExpressionStatement¿¿5564¿¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3892¿AssignmentExpression¿=¿5564¿¿¿¿{"start":{"line":195,"column":17},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3893¿Identifier¿¿5564¿v348¿¿¿¿¿Identifier
3894¿Literal¿string¿5564¿¿'NO'¿¿{"start":{"line":195,"column":47},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3895¿BlockStatement¿¿5564¿¿¿¿¿¿BlockStatement
3896¿VariableDeclarator¿¿5564¿v349¿¿¿{"start":{"line":196,"column":24},"end":{"line":196,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3897¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":196,"column":24},"end":{"line":196,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3898¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":196,"column":24},"end":{"line":196,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3899¿Identifier¿¿5564¿autocomplete¿¿¿{"start":{"line":196,"column":29},"end":{"line":196,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3900¿VariableDeclarator¿¿5564¿v350¿¿¿{"start":{"line":197,"column":17},"end":{"line":197,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3901¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":197,"column":17},"end":{"line":197,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3902¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":197,"column":17},"end":{"line":197,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3903¿Identifier¿¿5564¿title¿¿¿{"start":{"line":197,"column":22},"end":{"line":197,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3904¿VariableDeclarator¿¿5564¿v351¿¿¿{"start":{"line":198,"column":20},"end":{"line":198,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3905¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":198,"column":20},"end":{"line":198,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3906¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":198,"column":20},"end":{"line":198,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3907¿Identifier¿¿5564¿subtitle¿¿¿{"start":{"line":198,"column":25},"end":{"line":198,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3908¿VariableDeclarator¿¿5564¿v352¿¿¿{"start":{"line":199,"column":16},"end":{"line":199,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3909¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":199,"column":16},"end":{"line":199,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3910¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":199,"column":16},"end":{"line":199,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3911¿Identifier¿¿5564¿type¿¿¿{"start":{"line":199,"column":21},"end":{"line":199,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3912¿VariableDeclarator¿¿5564¿v353¿¿¿{"start":{"line":201,"column":20},"end":{"line":201,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3913¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":201,"column":20},"end":{"line":201,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3914¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":201,"column":20},"end":{"line":201,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3915¿Identifier¿¿5564¿icon¿¿¿{"start":{"line":201,"column":25},"end":{"line":201,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3916¿VariableDeclarator¿¿5564¿v354¿¿¿{"start":{"line":200,"column":16},"end":{"line":202,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3917¿ObjectExpression¿¿5564¿¿¿¿¿¿ObjectExpression
3918¿ExpressionStatement¿¿5564¿¿¿¿{"start":{"line":200,"column":16},"end":{"line":202,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3919¿AssignmentExpression¿=¿5564¿¿¿¿{"start":{"line":200,"column":16},"end":{"line":202,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3920¿MemberExpression¿computed¿5564¿¿¿¿{"start":{"line":200,"column":16},"end":{"line":202,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3921¿Identifier¿¿5564¿v354¿¿¿¿¿Identifier
3922¿Literal¿string¿5564¿¿'path'¿¿{"start":{"line":201,"column":12},"end":{"line":201,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3923¿Identifier¿¿5564¿v353¿¿¿¿¿Identifier
3924¿VariableDeclarator¿¿5564¿v355¿¿¿{"start":{"line":203,"column":24},"end":{"line":203,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3925¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":203,"column":24},"end":{"line":203,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3926¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":203,"column":24},"end":{"line":203,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3927¿Identifier¿¿5564¿quicklookurl¿¿¿{"start":{"line":203,"column":29},"end":{"line":203,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3928¿VariableDeclarator¿¿5564¿v356¿¿¿{"start":{"line":204,"column":16},"end":{"line":204,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3929¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":204,"column":16},"end":{"line":204,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3930¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":204,"column":16},"end":{"line":204,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3931¿Identifier¿¿5564¿text¿¿¿{"start":{"line":204,"column":21},"end":{"line":204,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3932¿VariableDeclarator¿¿5564¿v357¿¿¿{"start":{"line":205,"column":16},"end":{"line":205,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3933¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":205,"column":16},"end":{"line":205,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3934¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":205,"column":16},"end":{"line":205,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3935¿Identifier¿¿5564¿mods¿¿¿{"start":{"line":205,"column":21},"end":{"line":205,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3936¿VariableDeclarator¿¿5564¿v358¿¿¿{"start":{"line":192,"column":38},"end":{"line":206,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3937¿ObjectExpression¿¿5564¿¿¿¿{"start":{"line":192,"column":38},"end":{"line":206,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ObjectExpression
3938¿Property¿¿5564¿¿¿¿{"start":{"line":193,"column":8},"end":{"line":193,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3939¿Literal¿string¿5564¿¿'uid'¿¿{"start":{"line":193,"column":8},"end":{"line":193,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3940¿Identifier¿¿5564¿v344¿¿¿¿¿Identifier
3941¿Property¿¿5564¿¿¿¿{"start":{"line":194,"column":8},"end":{"line":194,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3942¿Literal¿string¿5564¿¿'arg'¿¿{"start":{"line":194,"column":8},"end":{"line":194,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3943¿Identifier¿¿5564¿v345¿¿¿¿¿Identifier
3944¿Property¿¿5564¿¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3945¿Literal¿string¿5564¿¿'valid'¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3946¿Identifier¿¿5564¿v348¿¿¿¿¿Identifier
3947¿Property¿¿5564¿¿¿¿{"start":{"line":196,"column":8},"end":{"line":196,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3948¿Literal¿string¿5564¿¿'autocomplete'¿¿{"start":{"line":196,"column":8},"end":{"line":196,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3949¿Identifier¿¿5564¿v349¿¿¿¿¿Identifier
3950¿Property¿¿5564¿¿¿¿{"start":{"line":197,"column":8},"end":{"line":197,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3951¿Literal¿string¿5564¿¿'title'¿¿{"start":{"line":197,"column":8},"end":{"line":197,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3952¿Identifier¿¿5564¿v350¿¿¿¿¿Identifier
3953¿Property¿¿5564¿¿¿¿{"start":{"line":198,"column":8},"end":{"line":198,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3954¿Literal¿string¿5564¿¿'subtitle'¿¿{"start":{"line":198,"column":8},"end":{"line":198,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3955¿Identifier¿¿5564¿v351¿¿¿¿¿Identifier
3956¿Property¿¿5564¿¿¿¿{"start":{"line":199,"column":8},"end":{"line":199,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3957¿Literal¿string¿5564¿¿'type'¿¿{"start":{"line":199,"column":8},"end":{"line":199,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3958¿Identifier¿¿5564¿v352¿¿¿¿¿Identifier
3959¿Property¿¿5564¿¿¿¿{"start":{"line":200,"column":8},"end":{"line":202,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3960¿Literal¿string¿5564¿¿'icon'¿¿{"start":{"line":200,"column":8},"end":{"line":200,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3961¿Identifier¿¿5564¿v354¿¿¿¿¿Identifier
3962¿Property¿¿5564¿¿¿¿{"start":{"line":203,"column":8},"end":{"line":203,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3963¿Literal¿string¿5564¿¿'quicklookurl'¿¿{"start":{"line":203,"column":8},"end":{"line":203,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3964¿Identifier¿¿5564¿v355¿¿¿¿¿Identifier
3965¿Property¿¿5564¿¿¿¿{"start":{"line":204,"column":8},"end":{"line":204,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3966¿Literal¿string¿5564¿¿'text'¿¿{"start":{"line":204,"column":8},"end":{"line":204,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3967¿Identifier¿¿5564¿v356¿¿¿¿¿Identifier
3968¿Property¿¿5564¿¿¿¿{"start":{"line":205,"column":8},"end":{"line":205,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3969¿Literal¿string¿5564¿¿'mods'¿¿{"start":{"line":205,"column":8},"end":{"line":205,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3970¿Identifier¿¿5564¿v357¿¿¿¿¿Identifier
3971¿VariableDeclarator¿¿5564¿item¿¿¿{"start":{"line":192,"column":8},"end":{"line":206,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3972¿CallExpression¿¿5564¿¿¿¿{"start":{"line":192,"column":15},"end":{"line":206,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3973¿Identifier¿¿5564¿_removeEmptyProperties¿¿¿{"start":{"line":192,"column":15},"end":{"line":192,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3974¿Identifier¿¿5564¿v358¿¿¿¿¿Identifier
