Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1067¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":231,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Program
1769¿Literal¿string¿1888¿¿'-sn'¿¿{"start":{"line":210,"column":8},"end":{"line":210,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1770¿Literal¿string¿1888¿¿'-PR'¿¿{"start":{"line":211,"column":8},"end":{"line":211,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1771¿BlockStatement¿¿1888¿¿¿¿{"start":{"line":199,"column":38},"end":{"line":213,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1772¿VariableDeclarator¿¿1888¿v157¿¿¿{"start":{"line":215,"column":26},"end":{"line":226,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1773¿ArrowFunctionExpression¿¿1888¿¿¿¿{"start":{"line":215,"column":26},"end":{"line":226,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrowFunctionExpression
1774¿Identifier¿¿0¿err¿¿¿{"start":{"line":215,"column":27},"end":{"line":215,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1775¿Identifier¿¿0¿result¿¿¿{"start":{"line":215,"column":32},"end":{"line":215,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1776¿IfStatement¿¿1894¿¿¿¿{"start":{"line":216,"column":6},"end":{"line":217,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1777¿Identifier¿¿1894¿err¿¿¿{"start":{"line":216,"column":10},"end":{"line":216,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1778¿VariableDeclarator¿¿1894¿v153¿¿¿{"start":{"line":217,"column":15},"end":{"line":217,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1779¿CallExpression¿¿1894¿¿¿¿{"start":{"line":217,"column":15},"end":{"line":217,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1780¿Identifier¿¿1894¿cb¿¿¿{"start":{"line":217,"column":15},"end":{"line":217,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1781¿Identifier¿¿1894¿err¿¿¿{"start":{"line":217,"column":18},"end":{"line":217,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1782¿ReturnStatement¿¿1894¿¿¿¿{"start":{"line":217,"column":8},"end":{"line":217,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1783¿Identifier¿¿1894¿v153¿¿¿¿¿Identifier
1784¿BlockStatement¿¿1894¿¿¿¿¿¿BlockStatement
1785¿VariableDeclarator¿¿1894¿v154¿¿¿{"start":{"line":219,"column":6},"end":{"line":219,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1786¿CallExpression¿¿1894¿¿¿¿{"start":{"line":219,"column":19},"end":{"line":219,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1787¿MemberExpression¿¿1894¿¿¿¿{"start":{"line":219,"column":19},"end":{"line":219,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1788¿Identifier¿¿1894¿network¿¿¿{"start":{"line":219,"column":19},"end":{"line":219,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1789¿Identifier¿¿1894¿calculate¿¿¿{"start":{"line":219,"column":27},"end":{"line":219,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1790¿Identifier¿¿1894¿opts¿¿¿{"start":{"line":219,"column":37},"end":{"line":219,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1791¿ExpressionStatement¿¿1894¿¿¿¿{"start":{"line":219,"column":6},"end":{"line":219,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1792¿AssignmentExpression¿=¿1894¿¿¿¿{"start":{"line":219,"column":6},"end":{"line":219,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1793¿MemberExpression¿¿1894¿¿¿¿{"start":{"line":219,"column":6},"end":{"line":219,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1794¿Identifier¿¿1894¿opts¿¿¿{"start":{"line":219,"column":6},"end":{"line":219,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1795¿Identifier¿¿1894¿range¿¿¿{"start":{"line":219,"column":11},"end":{"line":219,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1796¿Identifier¿¿1894¿v154¿¿¿¿¿Identifier
1797¿ExpressionStatement¿¿1894¿¿¿¿{"start":{"line":220,"column":6},"end":{"line":220,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1798¿AssignmentExpression¿=¿1894¿¿¿¿{"start":{"line":220,"column":6},"end":{"line":220,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1799¿Identifier¿¿1894¿funcs¿¿¿{"start":{"line":220,"column":6},"end":{"line":220,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1800¿CallExpression¿¿1894¿¿¿¿{"start":{"line":220,"column":14},"end":{"line":220,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1801¿MemberExpression¿¿1894¿¿¿¿{"start":{"line":220,"column":14},"end":{"line":220,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1802¿ThisExpression¿¿1894¿¿¿¿{"start":{"line":220,"column":14},"end":{"line":220,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ThisExpression
1803¿Identifier¿¿1894¿funcs¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1804¿Identifier¿¿1894¿opts¿¿¿{"start":{"line":220,"column":25},"end":{"line":220,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1805¿VariableDeclarator¿¿1894¿v155¿¿¿{"start":{"line":222,"column":22},"end":{"line":225,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1806¿ObjectExpression¿¿1894¿¿¿¿{"start":{"line":222,"column":22},"end":{"line":225,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ObjectExpression
1807¿Property¿¿1894¿¿¿¿{"start":{"line":223,"column":8},"end":{"line":223,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Property
1808¿Identifier¿¿1894¿opts¿¿¿{"start":{"line":223,"column":8},"end":{"line":223,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1809¿Identifier¿¿1894¿opts¿¿¿{"start":{"line":223,"column":8},"end":{"line":223,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1810¿Property¿¿1894¿¿¿¿{"start":{"line":224,"column":8},"end":{"line":224,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Property
1811¿Identifier¿¿1894¿funcs¿¿¿{"start":{"line":224,"column":8},"end":{"line":224,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1812¿Identifier¿¿1894¿funcs¿¿¿{"start":{"line":224,"column":8},"end":{"line":224,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1813¿VariableDeclarator¿¿1894¿v156¿¿¿{"start":{"line":222,"column":13},"end":{"line":225,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1814¿CallExpression¿¿1894¿¿¿¿{"start":{"line":222,"column":13},"end":{"line":225,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1815¿Identifier¿¿1894¿cb¿¿¿{"start":{"line":222,"column":13},"end":{"line":222,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1816¿Literal¿object¿1894¿¿null¿¿{"start":{"line":222,"column":16},"end":{"line":222,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1817¿Identifier¿¿1894¿v155¿¿¿¿¿Identifier
1818¿ReturnStatement¿¿1894¿¿¿¿{"start":{"line":222,"column":6},"end":{"line":225,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1819¿Identifier¿¿1894¿v156¿¿¿¿¿Identifier
1820¿BlockStatement¿¿1894¿¿¿¿{"start":{"line":215,"column":43},"end":{"line":226,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1821¿VariableDeclarator¿¿1888¿v158¿¿¿{"start":{"line":215,"column":4},"end":{"line":226,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1822¿CallExpression¿¿1888¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":226,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1823¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":215,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1824¿Identifier¿¿1888¿validation¿¿¿{"start":{"line":215,"column":4},"end":{"line":215,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1825¿Identifier¿¿1888¿init¿¿¿{"start":{"line":215,"column":15},"end":{"line":215,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1826¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":215,"column":20},"end":{"line":215,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1827¿Identifier¿¿1888¿v157¿¿¿¿¿Identifier
1828¿ExpressionStatement¿¿1888¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":226,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1829¿Identifier¿¿1888¿v158¿¿¿¿¿Identifier
1830¿BlockStatement¿¿1888¿¿¿¿{"start":{"line":183,"column":27},"end":{"line":227,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1831¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1832¿AssignmentExpression¿=¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1833¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1834¿Identifier¿¿1850¿tools¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1835¿Identifier¿¿1850¿init¿¿¿{"start":{"line":183,"column":2},"end":{"line":183,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1836¿Identifier¿¿1850¿init¿¿¿{"start":{"line":183,"column":2},"end":{"line":183,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1837¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1838¿AssignmentExpression¿=¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1839¿MemberExpression¿computed¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1840¿Identifier¿¿1850¿tools¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1841¿Literal¿string¿1850¿¿is_class¿¿¿¿Literal
1842¿Literal¿boolean¿1850¿¿true¿¿¿¿Literal
1843¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":231,"column":0},"end":{"line":231,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1844¿AssignmentExpression¿=¿1850¿¿¿¿{"start":{"line":231,"column":0},"end":{"line":231,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1845¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":231,"column":0},"end":{"line":231,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1846¿Identifier¿¿1850¿module¿¿¿{"start":{"line":231,"column":0},"end":{"line":231,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1847¿Identifier¿¿1850¿exports¿¿¿{"start":{"line":231,"column":7},"end":{"line":231,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1848¿NewExpression¿¿1850¿¿¿¿{"start":{"line":231,"column":17},"end":{"line":231,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿NewExpression
1849¿Identifier¿¿1850¿tools¿¿¿{"start":{"line":231,"column":21},"end":{"line":231,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1850¿CFG_F_START¿¿1850¿__main__¿¿¿¿¿CFG_F_START
1851¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1852¿CFG_F_START¿¿1852¿1111_tools¿¿¿¿¿CFG_F_START
1853¿CFG_F_END¿¿0¿1111_tools¿¿¿¿¿CFG_F_END
1854¿CFG_F_START¿¿1854¿1114_merge¿¿¿¿¿CFG_F_START
1855¿CFG_F_END¿¿0¿1114_merge¿¿¿¿¿CFG_F_END
1856¿CFG_F_START¿¿1856¿1132_chunk¿¿¿¿¿CFG_F_START
1857¿CFG_F_END¿¿0¿1132_chunk¿¿¿¿¿CFG_F_END
1858¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1859¿CFG_F_START¿¿1859¿1194_flatten¿¿¿¿¿CFG_F_START
1860¿CFG_F_END¿¿0¿1194_flatten¿¿¿¿¿CFG_F_END
1861¿CFG_IF_END¿¿0¿1224¿¿¿¿¿CFG_IF_END
1862¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1863¿CFG_F_START¿¿1863¿1265_funcs¿¿¿¿¿CFG_F_START
1864¿CFG_F_END¿¿0¿1265_funcs¿¿¿¿¿CFG_F_END
1865¿CFG_IF_END¿¿0¿1289¿¿¿¿¿CFG_IF_END
1866¿CFG_F_START¿¿1866¿1305_blocks¿¿¿¿¿CFG_F_START
1867¿CFG_F_END¿¿0¿1305_blocks¿¿¿¿¿CFG_F_END
1868¿CFG_F_START¿¿1868¿1316_anon¿¿¿¿¿CFG_F_START
1869¿CFG_F_END¿¿0¿1316_anon¿¿¿¿¿CFG_F_END
1870¿CFG_IF_END¿¿0¿1331¿¿¿¿¿CFG_IF_END
1871¿CFG_F_START¿¿1871¿1348_anon¿¿¿¿¿CFG_F_START
1872¿CFG_F_END¿¿0¿1348_anon¿¿¿¿¿CFG_F_END
1873¿CFG_IF_END¿¿0¿1352¿¿¿¿¿CFG_IF_END
1874¿CFG_F_START¿¿1874¿1376_anon¿¿¿¿¿CFG_F_START
1875¿CFG_F_END¿¿0¿1376_anon¿¿¿¿¿CFG_F_END
1876¿CFG_F_START¿¿1876¿1393_anon¿¿¿¿¿CFG_F_START
1877¿CFG_F_END¿¿0¿1393_anon¿¿¿¿¿CFG_F_END
1878¿CFG_F_START¿¿1878¿1418_anon¿¿¿¿¿CFG_F_START
1879¿CFG_F_END¿¿0¿1418_anon¿¿¿¿¿CFG_F_END
1880¿CFG_IF_END¿¿0¿1427¿¿¿¿¿CFG_IF_END
1881¿CFG_F_START¿¿1881¿1476_command¿¿¿¿¿CFG_F_START
1882¿CFG_F_END¿¿0¿1476_command¿¿¿¿¿CFG_F_END
1883¿CFG_IF_END¿¿0¿1494¿¿¿¿¿CFG_IF_END
1884¿CFG_IF_END¿¿0¿1529¿¿¿¿¿CFG_IF_END
1885¿CFG_IF_END¿¿0¿1566¿¿¿¿¿CFG_IF_END
1886¿CFG_F_START¿¿1886¿1599_worker¿¿¿¿¿CFG_F_START
1887¿CFG_F_END¿¿0¿1599_worker¿¿¿¿¿CFG_F_END
1888¿CFG_F_START¿¿1888¿1628_init¿¿¿¿¿CFG_F_START
1889¿CFG_F_END¿¿0¿1628_init¿¿¿¿¿CFG_F_END
1890¿CFG_IF_END¿¿0¿1663¿¿¿¿¿CFG_IF_END
1891¿CFG_IF_END¿¿0¿1702¿¿¿¿¿CFG_IF_END
1892¿CFG_IF_END¿¿0¿1738¿¿¿¿¿CFG_IF_END
1893¿CFG_IF_END¿¿0¿1723¿¿¿¿¿CFG_IF_END
1894¿CFG_F_START¿¿1894¿1773_anon¿¿¿¿¿CFG_F_START
1895¿CFG_F_END¿¿0¿1773_anon¿¿¿¿¿CFG_F_END
1896¿CFG_IF_END¿¿0¿1776¿¿¿¿¿CFG_IF_END
1897¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1898¿PDG_CALL¿¿1850¿1850.CALL->require-o228¿¿¿¿¿PDG_CALL
1899¿PDG_OBJECT¿¿0¿1850.async-o229¿¿¿¿¿PDG_OBJECT
1900¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1901¿PDG_CALL¿¿1850¿1850.CALL->require-o230¿¿¿¿¿PDG_CALL
1902¿PDG_OBJECT¿¿0¿1850.merge-o231¿¿¿¿¿PDG_OBJECT
1903¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1904¿PDG_CALL¿¿1850¿1850.CALL->require-o232¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿0¿1850.caller-o233¿¿¿¿¿PDG_OBJECT
1906¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1907¿PDG_CALL¿¿1850¿1850.CALL->require-o234¿¿¿¿¿PDG_CALL
1908¿PDG_OBJECT¿¿0¿1850.v80-o235¿¿¿¿¿PDG_OBJECT
1909¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1910¿PDG_OBJECT¿¿0¿1850.v80.exec-o236¿¿¿¿¿PDG_OBJECT
1911¿PDG_CALL¿¿1850¿1850.CALL->require-o237¿¿¿¿¿PDG_CALL
1912¿PDG_OBJECT¿¿0¿1850.v81-o238¿¿¿¿¿PDG_OBJECT
1913¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1914¿PDG_OBJECT¿¿0¿1850.v81.EventEmitter-o239¿¿¿¿¿PDG_OBJECT
1915¿PDG_CALL¿¿1850¿1850.CALL->require-o240¿¿¿¿¿PDG_CALL
1916¿PDG_OBJECT¿¿0¿1850.network-o241¿¿¿¿¿PDG_OBJECT
1917¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1918¿PDG_CALL¿¿1850¿1850.CALL->require-o242¿¿¿¿¿PDG_CALL
1919¿PDG_OBJECT¿¿0¿1850.reporting-o243¿¿¿¿¿PDG_OBJECT
1920¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1921¿PDG_CALL¿¿1850¿1850.CALL->require-o244¿¿¿¿¿PDG_CALL
1922¿PDG_OBJECT¿¿0¿1850.validation-o245¿¿¿¿¿PDG_OBJECT
1923¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1924¿PDG_OBJECT¿¿0¿1852.this-o246¿¿¿¿¿PDG_OBJECT
1925¿PDG_OBJECT¿¿0¿1850.tools-o247¿¿¿¿¿PDG_OBJECT
1926¿PDG_OBJECT¿¿0¿1854.this-o248¿¿¿¿¿PDG_OBJECT
1927¿PDG_OBJECT¿¿0¿1854.defaults-o249¿¿¿¿¿PDG_OBJECT
1928¿PDG_OBJECT¿¿0¿1854.obj-o250¿¿¿¿¿PDG_OBJECT
1929¿PDG_OBJECT¿¿0¿1850.tools-o251¿¿¿¿¿PDG_OBJECT
1930¿PDG_OBJECT¿¿0¿1850.tools.merge-o252¿¿¿¿¿PDG_OBJECT
1931¿PDG_OBJECT¿¿0¿1856.this-o253¿¿¿¿¿PDG_OBJECT
1932¿PDG_OBJECT¿¿0¿1856.obj-o254¿¿¿¿¿PDG_OBJECT
1933¿PDG_OBJECT¿¿0¿1856.offset-o255¿¿¿¿¿PDG_OBJECT
1934¿PDG_OBJECT¿¿0¿1850.chunk-o256¿¿¿¿¿PDG_OBJECT
1935¿PDG_OBJECT¿¿0¿1850.tools-o257¿¿¿¿¿PDG_OBJECT
1936¿PDG_OBJECT¿¿0¿1850.tools.chunk-o258¿¿¿¿¿PDG_OBJECT
1937¿PDG_OBJECT¿¿0¿1859.this-o259¿¿¿¿¿PDG_OBJECT
1938¿PDG_OBJECT¿¿0¿1859.arr-o260¿¿¿¿¿PDG_OBJECT
1939¿PDG_OBJECT¿¿0¿1859.obj-o261¿¿¿¿¿PDG_OBJECT
1940¿PDG_OBJECT¿¿0¿1850.flatten-o262¿¿¿¿¿PDG_OBJECT
1941¿PDG_OBJECT¿¿0¿1850.tools-o263¿¿¿¿¿PDG_OBJECT
1942¿PDG_OBJECT¿¿0¿1850.tools.flatten-o264¿¿¿¿¿PDG_OBJECT
1943¿PDG_OBJECT¿¿0¿1863.this-o265¿¿¿¿¿PDG_OBJECT
1944¿PDG_OBJECT¿¿0¿1863.opts-o266¿¿¿¿¿PDG_OBJECT
1945¿PDG_OBJECT¿¿0¿1850.funcs-o267¿¿¿¿¿PDG_OBJECT
1946¿PDG_OBJECT¿¿0¿1850.tools-o268¿¿¿¿¿PDG_OBJECT
1947¿PDG_OBJECT¿¿0¿1850.tools.funcs-o269¿¿¿¿¿PDG_OBJECT
1948¿PDG_OBJECT¿¿0¿1881.this-o270¿¿¿¿¿PDG_OBJECT
1949¿PDG_OBJECT¿¿0¿1881.opts-o271¿¿¿¿¿PDG_OBJECT
1950¿PDG_OBJECT¿¿0¿1881.block-o272¿¿¿¿¿PDG_OBJECT
1951¿PDG_OBJECT¿¿0¿1850.command-o273¿¿¿¿¿PDG_OBJECT
1952¿PDG_OBJECT¿¿0¿1850.tools-o274¿¿¿¿¿PDG_OBJECT
1953¿PDG_OBJECT¿¿0¿1850.tools.command-o275¿¿¿¿¿PDG_OBJECT
1954¿PDG_OBJECT¿¿0¿1886.this-o276¿¿¿¿¿PDG_OBJECT
1955¿PDG_OBJECT¿¿0¿1886.obj-o277¿¿¿¿¿PDG_OBJECT
1956¿PDG_OBJECT¿¿0¿1886.fn-o278¿¿¿¿¿PDG_OBJECT
1957¿PDG_OBJECT¿¿0¿1850.worker-o279¿¿¿¿¿PDG_OBJECT
1958¿PDG_OBJECT¿¿0¿1850.tools-o280¿¿¿¿¿PDG_OBJECT
1959¿PDG_OBJECT¿¿0¿1850.tools.worker-o281¿¿¿¿¿PDG_OBJECT
1960¿PDG_OBJECT¿¿0¿1888.this-o282¿¿¿¿¿PDG_OBJECT
1961¿PDG_OBJECT¿¿0¿1888.defaults-o283¿¿¿¿¿PDG_OBJECT
1962¿PDG_OBJECT¿¿0¿1888.opts-o284¿¿¿¿¿PDG_OBJECT
1963¿PDG_OBJECT¿¿0¿1888.cb-o285¿¿¿¿¿PDG_OBJECT
1964¿PDG_OBJECT¿¿0¿1850.init-o286¿¿¿¿¿PDG_OBJECT
1965¿PDG_OBJECT¿¿0¿1850.tools-o287¿¿¿¿¿PDG_OBJECT
1966¿PDG_OBJECT¿¿0¿1850.tools.init-o288¿¿¿¿¿PDG_OBJECT
1967¿PDG_OBJECT¿¿0¿1850.tools-o289¿¿¿¿¿PDG_OBJECT
1968¿PDG_OBJECT¿¿0¿1850.tools.is_class-o290¿¿¿¿¿PDG_OBJECT
1969¿PDG_CALL¿¿1854¿1854.CALL->merge-o291¿¿¿¿¿PDG_CALL
1970¿PDG_OBJECT¿¿0¿1854.v82-o292¿¿¿¿¿PDG_OBJECT
1971¿PDG_RETURN¿¿0¿1854.RET_OBJ-o293¿¿¿¿¿PDG_RETURN
1972¿PDG_OBJECT¿¿0¿1856.obj.length-o294¿¿¿¿¿PDG_OBJECT
1973¿PDG_OBJECT¿¿0¿1856.tarray-o295¿¿¿¿¿PDG_OBJECT
1974¿PDG_OBJECT¿¿0¿1856.v83-o296¿¿¿¿¿PDG_OBJECT
1975¿PDG_OBJECT¿¿0¿1856.v84-o297¿¿¿¿¿PDG_OBJECT
1976¿PDG_CALL¿¿1856¿1856.CALL->obj.slice-o298¿¿¿¿¿PDG_CALL
1977¿PDG_OBJECT¿¿0¿1856.v85-o299¿¿¿¿¿PDG_OBJECT
