Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
868¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Program
1613¿PDG_OBJECT¿¿0¿1520.v92-o264¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1520.reqObj-o265¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1520.reqObj.request-o266¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1520.reqObj-o267¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1520.reqObj.response-o268¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1520.reqObj-o269¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1520.reqObj.uid-o270¿¿¿¿¿PDG_OBJECT
1620¿PDG_OBJECT¿¿0¿1520.reqObj-o271¿¿¿¿¿PDG_OBJECT
1621¿PDG_OBJECT¿¿0¿1520.reqObj.startTime-o272¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1520.reqObj-o273¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1520.reqObj.uri-o274¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1520.reqObj-o275¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1520.reqObj.body-o276¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1520.reqObj-o277¿¿¿¿¿PDG_OBJECT
1627¿PDG_OBJECT¿¿0¿1520.reqObj-o278¿¿¿¿¿PDG_OBJECT
1628¿PDG_OBJECT¿¿0¿1520.reqObj.uri-o279¿¿¿¿¿PDG_OBJECT
1629¿PDG_OBJECT¿¿0¿1520.v93.length-o280¿¿¿¿¿PDG_OBJECT
1630¿PDG_OBJECT¿¿0¿1520.v95-o281¿¿¿¿¿PDG_OBJECT
1631¿PDG_OBJECT¿¿0¿1520.reqObj-o282¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1520.reqObj.uri-o283¿¿¿¿¿PDG_OBJECT
1633¿PDG_CALL¿¿1520¿1520.CALL->v98.split-o284¿¿¿¿¿PDG_CALL
1634¿PDG_OBJECT¿¿0¿1520.v99-o285¿¿¿¿¿PDG_OBJECT
1635¿PDG_CALL¿¿1520¿1520.CALL->_.compact-o286¿¿¿¿¿PDG_CALL
1636¿PDG_OBJECT¿¿0¿1520.v100-o287¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1520.v100.0-o288¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1520.v102-o289¿¿¿¿¿PDG_OBJECT
1639¿PDG_CALL¿¿1520¿1520.CALL->process.cwd-o290¿¿¿¿¿PDG_CALL
1640¿PDG_OBJECT¿¿0¿1520.v103-o291¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1520.v104."static"-o292¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1520.v106-o293¿¿¿¿¿PDG_OBJECT
1643¿PDG_CALL¿¿1520¿1520.CALL->path.resolve-o294¿¿¿¿¿PDG_CALL
1644¿PDG_OBJECT¿¿0¿1520.v108-o295¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1520.reqObj-o296¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1520.reqObj.filename-o297¿¿¿¿¿PDG_OBJECT
1647¿PDG_CALL¿¿1520¿1520.CALL->process.cwd-o298¿¿¿¿¿PDG_CALL
1648¿PDG_OBJECT¿¿0¿1520.v109-o299¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿0¿1520.v110.root-o300¿¿¿¿¿PDG_OBJECT
1650¿PDG_OBJECT¿¿0¿1520.v112-o301¿¿¿¿¿PDG_OBJECT
1651¿PDG_CALL¿¿1520¿1520.CALL->path.resolve-o302¿¿¿¿¿PDG_CALL
1652¿PDG_OBJECT¿¿0¿1520.v114-o303¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1520.reqObj-o304¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1520.reqObj.filename-o305¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1520.this.stack-o306¿¿¿¿¿PDG_OBJECT
1656¿PDG_CALL¿¿1520¿1520.CALL->v115.push-o307¿¿¿¿¿PDG_CALL
1657¿PDG_OBJECT¿¿0¿1520.v116-o308¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1520.this.ev-o309¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1520¿1520.CALL->v117.emit-o310¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿0¿1520.v118-o311¿¿¿¿¿PDG_OBJECT
1661¿PDG_RETURN¿¿0¿1520.RET_OBJ-o312¿¿¿¿¿PDG_RETURN
1662¿PDG_CALL¿¿1524¿1524.CALL->fs.readFileSync-o313¿¿¿¿¿PDG_CALL
1663¿PDG_OBJECT¿¿0¿1524.v120-o314¿¿¿¿¿PDG_OBJECT
1664¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1665¿PDG_CALL¿¿1524¿1524.CALL->v120.toString-o315¿¿¿¿¿PDG_CALL
1666¿PDG_OBJECT¿¿0¿1524.v121-o316¿¿¿¿¿PDG_OBJECT
1667¿PDG_RETURN¿¿0¿1524.RET_OBJ-o317¿¿¿¿¿PDG_RETURN
1668¿PDG_OBJECT¿¿0¿1526.err-o318¿¿¿¿¿PDG_OBJECT
1669¿PDG_OBJECT¿¿0¿1526.fileName-o319¿¿¿¿¿PDG_OBJECT
1670¿PDG_OBJECT¿¿0¿1526.filePath-o320¿¿¿¿¿PDG_OBJECT
1671¿PDG_OBJECT¿¿0¿1526.reqObj.filename-o321¿¿¿¿¿PDG_OBJECT
1672¿PDG_CALL¿¿1526¿1526.CALL->path.extname-o322¿¿¿¿¿PDG_CALL
1673¿PDG_OBJECT¿¿0¿1526.v124-o323¿¿¿¿¿PDG_OBJECT
1674¿PDG_CALL¿¿1526¿1526.CALL->path.basename-o324¿¿¿¿¿PDG_CALL
1675¿PDG_OBJECT¿¿0¿1526.fileName-o325¿¿¿¿¿PDG_OBJECT
1676¿PDG_OBJECT¿¿0¿1526.v125-o326¿¿¿¿¿PDG_OBJECT
1677¿PDG_OBJECT¿¿0¿1526.v125-o327¿¿¿¿¿PDG_OBJECT
1678¿PDG_OBJECT¿¿0¿1526.v125."Content-Type"-o328¿¿¿¿¿PDG_OBJECT
1679¿PDG_OBJECT¿¿0¿1526.reqObj-o329¿¿¿¿¿PDG_OBJECT
1680¿PDG_OBJECT¿¿0¿1526.reqObj.mime-o330¿¿¿¿¿PDG_OBJECT
1681¿PDG_OBJECT¿¿0¿1526.reqObj-o331¿¿¿¿¿PDG_OBJECT
1682¿PDG_OBJECT¿¿0¿1526.reqObj.status-o332¿¿¿¿¿PDG_OBJECT
1683¿PDG_OBJECT¿¿0¿1526.v126-o333¿¿¿¿¿PDG_OBJECT
1684¿PDG_OBJECT¿¿0¿1528.this-o334¿¿¿¿¿PDG_OBJECT
1685¿PDG_OBJECT¿¿0¿1528._this-o335¿¿¿¿¿PDG_OBJECT
1686¿PDG_OBJECT¿¿0¿1526.v143-o336¿¿¿¿¿PDG_OBJECT
1687¿PDG_CALL¿¿1526¿1526.CALL->v143-o337¿¿¿¿¿PDG_CALL
1688¿PDG_OBJECT¿¿0¿1526.v144-o338¿¿¿¿¿PDG_OBJECT
1689¿PDG_CALL¿¿1526¿1526.CALL->fs.readFile-o339¿¿¿¿¿PDG_CALL
1690¿PDG_OBJECT¿¿0¿1526.v145-o340¿¿¿¿¿PDG_OBJECT
1691¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1692¿PDG_RETURN¿¿0¿1526.RET_OBJ-o341¿¿¿¿¿PDG_RETURN
1693¿PDG_OBJECT¿¿0¿1530.this-o342¿¿¿¿¿PDG_OBJECT
1694¿PDG_OBJECT¿¿0¿1530.err-o343¿¿¿¿¿PDG_OBJECT
1695¿PDG_OBJECT¿¿0¿1530.file-o344¿¿¿¿¿PDG_OBJECT
1696¿PDG_OBJECT¿¿0¿1528.v142-o345¿¿¿¿¿PDG_OBJECT
1697¿PDG_RETURN¿¿0¿1528.RET_OBJ-o346¿¿¿¿¿PDG_RETURN
1698¿PDG_OBJECT¿¿0¿1530.e-o347¿¿¿¿¿PDG_OBJECT
1699¿PDG_OBJECT¿¿0¿1530.html-o348¿¿¿¿¿PDG_OBJECT
1700¿PDG_OBJECT¿¿0¿1530.readyFile-o349¿¿¿¿¿PDG_OBJECT
1701¿PDG_OBJECT¿¿0¿1530.template-o350¿¿¿¿¿PDG_OBJECT
1702¿PDG_CALL¿¿1530¿1530.CALL->_this.response500-o351¿¿¿¿¿PDG_CALL
1703¿PDG_OBJECT¿¿0¿1530.v127-o352¿¿¿¿¿PDG_OBJECT
1704¿PDG_CALL¿¿1530¿1530.CALL->JSON.stringify-o353¿¿¿¿¿PDG_CALL
1705¿PDG_OBJECT¿¿0¿1530.v128-o354¿¿¿¿¿PDG_OBJECT
1706¿PDG_OBJECT¿¿0¿1530.v129-o355¿¿¿¿¿PDG_OBJECT
1707¿PDG_CALL¿¿1530¿1530.CALL->_this.errorLog-o356¿¿¿¿¿PDG_CALL
1708¿PDG_OBJECT¿¿0¿1530.v130-o357¿¿¿¿¿PDG_OBJECT
1709¿PDG_RETURN¿¿0¿1530.RET_OBJ-o358¿¿¿¿¿PDG_RETURN
1710¿PDG_CALL¿¿1530¿1530.CALL->render-o359¿¿¿¿¿PDG_CALL
1711¿PDG_OBJECT¿¿0¿1530.readyFile-o360¿¿¿¿¿PDG_OBJECT
1712¿PDG_OBJECT¿¿0¿1530._this._tmpl-o361¿¿¿¿¿PDG_OBJECT
1713¿PDG_CALL¿¿1530¿1530.CALL->_.template-o362¿¿¿¿¿PDG_CALL
1714¿PDG_OBJECT¿¿0¿1530.template-o363¿¿¿¿¿PDG_OBJECT
1715¿PDG_CALL¿¿1530¿1530.CALL->fileName.slice-o364¿¿¿¿¿PDG_CALL
1716¿PDG_OBJECT¿¿0¿1530.v132-o365¿¿¿¿¿PDG_OBJECT
1717¿PDG_CALL¿¿1530¿1530.CALL->v132.toUpperCase-o366¿¿¿¿¿PDG_CALL
1718¿PDG_OBJECT¿¿0¿1530.v133-o367¿¿¿¿¿PDG_OBJECT
1719¿PDG_CALL¿¿1530¿1530.CALL->fileName.slice-o368¿¿¿¿¿PDG_CALL
1720¿PDG_OBJECT¿¿0¿1530.v134-o369¿¿¿¿¿PDG_OBJECT
1721¿PDG_CALL¿¿1530¿1530.CALL->v134.replace-o370¿¿¿¿¿PDG_CALL
1722¿PDG_OBJECT¿¿0¿1530.v135-o371¿¿¿¿¿PDG_OBJECT
1723¿PDG_OBJECT¿¿0¿1530.v136-o372¿¿¿¿¿PDG_OBJECT
1724¿PDG_OBJECT¿¿0¿1530.readyFile.html-o373¿¿¿¿¿PDG_OBJECT
1725¿PDG_OBJECT¿¿0¿1530.readyFile.navigation-o374¿¿¿¿¿PDG_OBJECT
1726¿PDG_OBJECT¿¿0¿1530.v139-o375¿¿¿¿¿PDG_OBJECT
1727¿PDG_CALL¿¿1530¿1530.CALL->template-o376¿¿¿¿¿PDG_CALL
1728¿PDG_OBJECT¿¿0¿1530.html-o377¿¿¿¿¿PDG_OBJECT
1729¿PDG_OBJECT¿¿0¿1530.reqObj-o378¿¿¿¿¿PDG_OBJECT
1730¿PDG_OBJECT¿¿0¿1530.reqObj.body-o379¿¿¿¿¿PDG_OBJECT
1731¿PDG_CALL¿¿1530¿1530.CALL->callback-o380¿¿¿¿¿PDG_CALL
1732¿PDG_OBJECT¿¿0¿1530.v141-o381¿¿¿¿¿PDG_OBJECT
1733¿PDG_RETURN¿¿0¿1530.RET_OBJ-o382¿¿¿¿¿PDG_RETURN
1734¿PDG_CALL¿¿1530¿1530.CALL->console.error-o383¿¿¿¿¿PDG_CALL
1735¿PDG_OBJECT¿¿0¿1530.v140-o384¿¿¿¿¿PDG_OBJECT
