Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2491¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":606,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Program
3144¿Identifier¿¿4392¿reference¿¿¿{"start":{"line":195,"column":20},"end":{"line":195,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3145¿Identifier¿¿4392¿Array¿¿¿{"start":{"line":195,"column":41},"end":{"line":195,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3146¿IfStatement¿¿4392¿¿¿¿{"start":{"line":195,"column":16},"end":{"line":199,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
3147¿Identifier¿¿4392¿v282¿¿¿¿¿Identifier
3148¿VariableDeclarator¿¿4392¿v283¿¿¿{"start":{"line":196,"column":20},"end":{"line":196,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3149¿CallExpression¿¿4392¿¿¿¿{"start":{"line":196,"column":20},"end":{"line":196,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3150¿MemberExpression¿¿4392¿¿¿¿{"start":{"line":196,"column":20},"end":{"line":196,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3151¿Identifier¿¿4392¿reference¿¿¿{"start":{"line":196,"column":20},"end":{"line":196,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3152¿Identifier¿¿4392¿splice¿¿¿{"start":{"line":196,"column":30},"end":{"line":196,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3153¿Identifier¿¿4392¿key¿¿¿{"start":{"line":196,"column":37},"end":{"line":196,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3154¿Literal¿number¿4392¿¿1¿¿{"start":{"line":196,"column":42},"end":{"line":196,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
3155¿ExpressionStatement¿¿4392¿¿¿¿{"start":{"line":196,"column":20},"end":{"line":196,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3156¿Identifier¿¿4392¿v283¿¿¿¿¿Identifier
3157¿BlockStatement¿¿4392¿¿¿¿{"start":{"line":195,"column":48},"end":{"line":197,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3158¿VariableDeclarator¿¿4392¿v284¿¿¿{"start":{"line":198,"column":27},"end":{"line":198,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3159¿MemberExpression¿computed¿4392¿¿¿¿{"start":{"line":198,"column":27},"end":{"line":198,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3160¿Identifier¿¿4392¿reference¿¿¿{"start":{"line":198,"column":27},"end":{"line":198,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3161¿Identifier¿¿4392¿key¿¿¿{"start":{"line":198,"column":37},"end":{"line":198,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3162¿VariableDeclarator¿¿4392¿v285¿¿¿{"start":{"line":198,"column":20},"end":{"line":198,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3163¿UnaryExpression¿delete¿4392¿¿¿¿{"start":{"line":198,"column":20},"end":{"line":198,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3164¿Identifier¿¿4392¿v284¿¿¿¿¿Identifier
3165¿ExpressionStatement¿¿4392¿¿¿¿{"start":{"line":198,"column":20},"end":{"line":198,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3166¿Identifier¿¿4392¿v285¿¿¿¿¿Identifier
3167¿BlockStatement¿¿4392¿¿¿¿{"start":{"line":197,"column":23},"end":{"line":199,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3168¿BlockStatement¿¿4392¿¿¿¿{"start":{"line":192,"column":42},"end":{"line":200,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3169¿ExpressionStatement¿¿4392¿¿¿¿{"start":{"line":201,"column":16},"end":{"line":201,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3170¿AssignmentExpression¿=¿4392¿¿¿¿{"start":{"line":201,"column":16},"end":{"line":201,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3171¿Identifier¿¿4392¿reference¿¿¿{"start":{"line":201,"column":16},"end":{"line":201,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3172¿MemberExpression¿computed¿4392¿¿¿¿{"start":{"line":201,"column":28},"end":{"line":201,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3173¿Identifier¿¿4392¿reference¿¿¿{"start":{"line":201,"column":28},"end":{"line":201,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3174¿Identifier¿¿4392¿key¿¿¿{"start":{"line":201,"column":38},"end":{"line":201,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3175¿BlockStatement¿¿4392¿¿¿¿{"start":{"line":200,"column":19},"end":{"line":202,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3176¿VariableDeclarator¿¿4392¿v273¿¿¿{"start":{"line":186,"column":34},"end":{"line":186,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3177¿UpdateExpression¿¿4392¿¿¿¿{"start":{"line":186,"column":34},"end":{"line":186,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UpdateExpression
3178¿Identifier¿¿4392¿index¿¿¿{"start":{"line":186,"column":34},"end":{"line":186,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3179¿ExpressionStatement¿¿4392¿¿¿¿{"start":{"line":186,"column":8},"end":{"line":203,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3180¿AssignmentExpression¿=¿4392¿¿¿¿{"start":{"line":186,"column":8},"end":{"line":203,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3181¿Identifier¿¿4392¿v272¿¿¿{"start":{"line":186,"column":8},"end":{"line":203,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3182¿BinaryExpression¿<¿4392¿¿¿¿{"start":{"line":186,"column":14},"end":{"line":186,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BinaryExpression
3183¿Identifier¿¿4392¿index¿¿¿{"start":{"line":186,"column":14},"end":{"line":186,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3184¿Identifier¿¿4392¿pathLength¿¿¿{"start":{"line":186,"column":22},"end":{"line":186,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3185¿BlockStatement¿¿4392¿¿¿¿¿¿BlockStatement
3186¿ReturnStatement¿¿4392¿¿¿¿{"start":{"line":205,"column":8},"end":{"line":205,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ReturnStatement
3187¿Identifier¿¿4392¿reference¿¿¿{"start":{"line":205,"column":15},"end":{"line":205,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3188¿BlockStatement¿¿4392¿¿¿¿{"start":{"line":168,"column":33},"end":{"line":206,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3189¿VariableDeclarator¿¿4364¿modelGet¿¿¿{"start":{"line":214,"column":4},"end":{"line":236,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3190¿FunctionExpression¿¿4364¿anon¿¿¿{"start":{"line":214,"column":4},"end":{"line":236,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
3191¿Identifier¿¿0¿binding¿¿¿{"start":{"line":214,"column":22},"end":{"line":214,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3192¿Identifier¿¿0¿parentPath¿¿¿{"start":{"line":214,"column":31},"end":{"line":214,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3193¿Identifier¿¿0¿scope¿¿¿{"start":{"line":214,"column":43},"end":{"line":214,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3194¿Identifier¿¿0¿returnAsTokens¿¿¿{"start":{"line":214,"column":50},"end":{"line":214,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3195¿VariableDeclarator¿¿4400¿v286¿¿¿{"start":{"line":215,"column":25},"end":{"line":215,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3196¿UnaryExpression¿typeof¿4400¿¿¿¿{"start":{"line":215,"column":25},"end":{"line":215,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿UnaryExpression
3197¿Identifier¿¿4400¿parentPath¿¿¿{"start":{"line":215,"column":32},"end":{"line":215,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3198¿VariableDeclarator¿¿4400¿v287¿¿¿{"start":{"line":215,"column":25},"end":{"line":215,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3199¿BinaryExpression¿!==¿4400¿¿¿¿{"start":{"line":215,"column":25},"end":{"line":215,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BinaryExpression
3200¿Identifier¿¿4400¿v286¿¿¿¿¿Identifier
3201¿Literal¿string¿4400¿¿'string'¿¿{"start":{"line":215,"column":47},"end":{"line":215,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
3202¿VariableDeclarator¿¿4400¿v288¿¿¿{"start":{"line":215,"column":11},"end":{"line":215,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3203¿LogicalExpression¿&&¿4400¿¿¿¿{"start":{"line":215,"column":11},"end":{"line":215,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
3204¿Identifier¿¿4400¿parentPath¿¿¿{"start":{"line":215,"column":11},"end":{"line":215,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3205¿Identifier¿¿4400¿v287¿¿¿¿¿Identifier
3206¿IfStatement¿¿4400¿¿¿¿{"start":{"line":215,"column":8},"end":{"line":218,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
3207¿Identifier¿¿4400¿v288¿¿¿¿¿Identifier
3208¿ExpressionStatement¿¿4400¿¿¿¿{"start":{"line":216,"column":12},"end":{"line":216,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3209¿AssignmentExpression¿=¿4400¿¿¿¿{"start":{"line":216,"column":12},"end":{"line":216,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3210¿Identifier¿¿4400¿scope¿¿¿{"start":{"line":216,"column":12},"end":{"line":216,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3211¿Identifier¿¿4400¿parentPath¿¿¿{"start":{"line":216,"column":20},"end":{"line":216,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3212¿ExpressionStatement¿¿4400¿¿¿¿{"start":{"line":217,"column":12},"end":{"line":217,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3213¿AssignmentExpression¿=¿4400¿¿¿¿{"start":{"line":217,"column":12},"end":{"line":217,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3214¿Identifier¿¿4400¿parentPath¿¿¿{"start":{"line":217,"column":12},"end":{"line":217,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3215¿CallExpression¿¿4400¿¿¿¿{"start":{"line":217,"column":25},"end":{"line":217,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3216¿MemberExpression¿¿4400¿¿¿¿{"start":{"line":217,"column":25},"end":{"line":217,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3217¿Identifier¿¿4400¿paths¿¿¿{"start":{"line":217,"column":25},"end":{"line":217,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3218¿Identifier¿¿4400¿create¿¿¿{"start":{"line":217,"column":31},"end":{"line":217,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3219¿BlockStatement¿¿4400¿¿¿¿{"start":{"line":215,"column":56},"end":{"line":218,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3220¿IfStatement¿¿4400¿¿¿¿{"start":{"line":220,"column":8},"end":{"line":229,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
3221¿Identifier¿¿4400¿binding¿¿¿{"start":{"line":220,"column":12},"end":{"line":220,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3222¿VariableDeclarator¿¿4400¿gelResult¿¿¿{"start":{"line":221,"column":16},"end":{"line":221,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3223¿VariableDeclarator¿¿4400¿expression¿¿¿{"start":{"line":222,"column":16},"end":{"line":222,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3224¿Identifier¿¿4400¿binding¿¿¿{"start":{"line":222,"column":29},"end":{"line":222,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3225¿VariableDeclarator¿¿4400¿v289¿¿¿{"start":{"line":224,"column":29},"end":{"line":224,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3226¿ObjectExpression¿¿4400¿¿¿¿{"start":{"line":224,"column":29},"end":{"line":224,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ObjectExpression
3227¿ExpressionStatement¿¿4400¿¿¿¿{"start":{"line":224,"column":12},"end":{"line":224,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3228¿AssignmentExpression¿=¿4400¿¿¿¿{"start":{"line":224,"column":12},"end":{"line":224,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3229¿Identifier¿¿4400¿scope¿¿¿{"start":{"line":224,"column":12},"end":{"line":224,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3230¿LogicalExpression¿||¿4400¿¿¿¿{"start":{"line":224,"column":20},"end":{"line":224,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
3231¿Identifier¿¿4400¿scope¿¿¿{"start":{"line":224,"column":20},"end":{"line":224,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3232¿Identifier¿¿4400¿v289¿¿¿¿¿Identifier
3233¿ExpressionStatement¿¿4400¿¿¿¿{"start":{"line":226,"column":12},"end":{"line":226,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3234¿AssignmentExpression¿=¿4400¿¿¿¿{"start":{"line":226,"column":12},"end":{"line":226,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3235¿MemberExpression¿computed¿4400¿¿¿¿{"start":{"line":226,"column":12},"end":{"line":226,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3236¿Identifier¿¿4400¿scope¿¿¿{"start":{"line":226,"column":12},"end":{"line":226,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3237¿Literal¿string¿4400¿¿'_gmc_'¿¿{"start":{"line":226,"column":18},"end":{"line":226,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
3238¿Identifier¿¿4400¿parentPath¿¿¿{"start":{"line":226,"column":29},"end":{"line":226,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3239¿VariableDeclarator¿¿4400¿v290¿¿¿{"start":{"line":228,"column":19},"end":{"line":228,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3240¿CallExpression¿¿4400¿¿¿¿{"start":{"line":228,"column":19},"end":{"line":228,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3241¿MemberExpression¿¿4400¿¿¿¿{"start":{"line":228,"column":19},"end":{"line":228,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3242¿Identifier¿¿4400¿gel¿¿¿{"start":{"line":228,"column":19},"end":{"line":228,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3243¿Identifier¿¿4400¿evaluate¿¿¿{"start":{"line":228,"column":23},"end":{"line":228,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3244¿Identifier¿¿4400¿expression¿¿¿{"start":{"line":228,"column":32},"end":{"line":228,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3245¿Identifier¿¿4400¿scope¿¿¿{"start":{"line":228,"column":44},"end":{"line":228,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3246¿Identifier¿¿4400¿returnAsTokens¿¿¿{"start":{"line":228,"column":51},"end":{"line":228,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3247¿ReturnStatement¿¿4400¿¿¿¿{"start":{"line":228,"column":12},"end":{"line":228,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ReturnStatement
3248¿Identifier¿¿4400¿v290¿¿¿¿¿Identifier
3249¿BlockStatement¿¿4400¿¿¿¿{"start":{"line":220,"column":21},"end":{"line":229,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
3250¿VariableDeclarator¿¿4400¿v291¿¿¿{"start":{"line":231,"column":35},"end":{"line":231,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
3251¿CallExpression¿¿4400¿¿¿¿{"start":{"line":231,"column":35},"end":{"line":231,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
3252¿MemberExpression¿¿4400¿¿¿¿{"start":{"line":231,"column":35},"end":{"line":231,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
3253¿Identifier¿¿4400¿paths¿¿¿{"start":{"line":231,"column":35},"end":{"line":231,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3254¿Identifier¿¿4400¿create¿¿¿{"start":{"line":231,"column":41},"end":{"line":231,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3255¿ExpressionStatement¿¿4400¿¿¿¿{"start":{"line":231,"column":8},"end":{"line":231,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
3256¿AssignmentExpression¿=¿4400¿¿¿¿{"start":{"line":231,"column":8},"end":{"line":231,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
3257¿Identifier¿¿4400¿parentPath¿¿¿{"start":{"line":231,"column":8},"end":{"line":231,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
3258¿LogicalExpression¿||¿4400¿¿¿¿{"start":{"line":231,"column":21},"end":{"line":231,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
3259¿Identifier¿¿4400¿parentPath¿¿¿{"start":{"line":231,"column":21},"end":{"line":231,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
