Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6996¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":848,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Program
7823¿Identifier¿¿12272¿toString¿¿¿{"start":{"line":178,"column":93},"end":{"line":178,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7824¿VariableDeclarator¿¿12272¿v798¿¿¿{"start":{"line":178,"column":89},"end":{"line":178,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7825¿CallExpression¿¿12272¿¿¿¿{"start":{"line":178,"column":89},"end":{"line":178,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7826¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":178,"column":89},"end":{"line":178,"column":111},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7827¿Identifier¿¿12272¿v797¿¿¿¿¿Identifier
7828¿Identifier¿¿12272¿replace¿¿¿{"start":{"line":178,"column":104},"end":{"line":178,"column":111},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7829¿Literal¿object¿12272¿¿/_/¿¿{"start":{"line":178,"column":112},"end":{"line":178,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7830¿Literal¿string¿12272¿¿'-'¿¿{"start":{"line":178,"column":117},"end":{"line":178,"column":120},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7831¿VariableDeclarator¿¿12272¿v799¿¿¿{"start":{"line":178,"column":82},"end":{"line":178,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7832¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":178,"column":82},"end":{"line":178,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7833¿Literal¿string¿12272¿¿'--'¿¿{"start":{"line":178,"column":82},"end":{"line":178,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7834¿Identifier¿¿12272¿v798¿¿¿¿¿Identifier
7835¿VariableDeclarator¿¿12272¿v800¿¿¿{"start":{"line":178,"column":72},"end":{"line":178,"column":122},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7836¿CallExpression¿¿12272¿¿¿¿{"start":{"line":178,"column":72},"end":{"line":178,"column":122},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7837¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":178,"column":72},"end":{"line":178,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7838¿Identifier¿¿12272¿args¿¿¿{"start":{"line":178,"column":72},"end":{"line":178,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7839¿Identifier¿¿12272¿push¿¿¿{"start":{"line":178,"column":77},"end":{"line":178,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7840¿Identifier¿¿12272¿v799¿¿¿¿¿Identifier
7841¿ExpressionStatement¿¿12272¿¿¿¿{"start":{"line":178,"column":72},"end":{"line":178,"column":123},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7842¿Identifier¿¿12272¿v800¿¿¿¿¿Identifier
7843¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":178,"column":70},"end":{"line":179,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7844¿VariableDeclarator¿¿12272¿v801¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7845¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7846¿Identifier¿¿12272¿options¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7847¿Identifier¿¿12272¿key¿¿¿{"start":{"line":179,"column":24},"end":{"line":179,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7848¿VariableDeclarator¿¿12272¿v802¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7849¿BinaryExpression¿==¿12272¿¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7850¿Identifier¿¿12272¿v801¿¿¿¿¿Identifier
7851¿Literal¿boolean¿12272¿¿false¿¿{"start":{"line":179,"column":32},"end":{"line":179,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7852¿VariableDeclarator¿¿12272¿v803¿¿¿{"start":{"line":179,"column":41},"end":{"line":179,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7853¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":179,"column":41},"end":{"line":179,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7854¿Identifier¿¿12272¿options¿¿¿{"start":{"line":179,"column":41},"end":{"line":179,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7855¿Identifier¿¿12272¿key¿¿¿{"start":{"line":179,"column":49},"end":{"line":179,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7856¿VariableDeclarator¿¿12272¿v804¿¿¿{"start":{"line":179,"column":41},"end":{"line":179,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7857¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":179,"column":41},"end":{"line":179,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7858¿Identifier¿¿12272¿v803¿¿¿¿¿Identifier
7859¿Identifier¿¿12272¿constructor¿¿¿{"start":{"line":179,"column":54},"end":{"line":179,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7860¿VariableDeclarator¿¿12272¿v805¿¿¿{"start":{"line":179,"column":41},"end":{"line":179,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7861¿BinaryExpression¿==¿12272¿¿¿¿{"start":{"line":179,"column":41},"end":{"line":179,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7862¿Identifier¿¿12272¿v804¿¿¿¿¿Identifier
7863¿Identifier¿¿12272¿Boolean¿¿¿{"start":{"line":179,"column":69},"end":{"line":179,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7864¿VariableDeclarator¿¿12272¿v806¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7865¿LogicalExpression¿&&¿12272¿¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿LogicalExpression
7866¿Identifier¿¿12272¿v802¿¿¿¿¿Identifier
7867¿Identifier¿¿12272¿v805¿¿¿¿¿Identifier
7868¿IfStatement¿¿12272¿¿¿¿{"start":{"line":179,"column":13},"end":{"line":180,"column":128},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
7869¿Identifier¿¿12272¿v806¿¿¿¿¿Identifier
7870¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":179,"column":78},"end":{"line":180,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7871¿VariableDeclarator¿¿12272¿v807¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7872¿CallExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7873¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7874¿Identifier¿¿12272¿key¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7875¿Identifier¿¿12272¿toString¿¿¿{"start":{"line":180,"column":36},"end":{"line":180,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7876¿VariableDeclarator¿¿12272¿v808¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7877¿CallExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7878¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7879¿Identifier¿¿12272¿v807¿¿¿¿¿Identifier
7880¿Identifier¿¿12272¿replace¿¿¿{"start":{"line":180,"column":47},"end":{"line":180,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7881¿Literal¿object¿12272¿¿/_/¿¿{"start":{"line":180,"column":55},"end":{"line":180,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7882¿Literal¿string¿12272¿¿'-'¿¿{"start":{"line":180,"column":60},"end":{"line":180,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7883¿VariableDeclarator¿¿12272¿v809¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7884¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7885¿Literal¿string¿12272¿¿'--'¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7886¿Identifier¿¿12272¿v808¿¿¿¿¿Identifier
7887¿VariableDeclarator¿¿12272¿v810¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7888¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7889¿Identifier¿¿12272¿v809¿¿¿¿¿Identifier
7890¿Literal¿string¿12272¿¿'=''¿¿{"start":{"line":180,"column":67},"end":{"line":180,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7891¿VariableDeclarator¿¿12272¿v811¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7892¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7893¿Identifier¿¿12272¿options¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7894¿Identifier¿¿12272¿key¿¿¿{"start":{"line":180,"column":82},"end":{"line":180,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7895¿VariableDeclarator¿¿12272¿v812¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7896¿CallExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":97},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7897¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7898¿Identifier¿¿12272¿v811¿¿¿¿¿Identifier
7899¿Identifier¿¿12272¿toString¿¿¿{"start":{"line":180,"column":87},"end":{"line":180,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7900¿VariableDeclarator¿¿12272¿v813¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":118},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7901¿CallExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":118},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7902¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":74},"end":{"line":180,"column":105},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7903¿Identifier¿¿12272¿v812¿¿¿¿¿Identifier
7904¿Identifier¿¿12272¿replace¿¿¿{"start":{"line":180,"column":98},"end":{"line":180,"column":105},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7905¿Literal¿string¿12272¿¿'''¿¿{"start":{"line":180,"column":106},"end":{"line":180,"column":109},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7906¿Literal¿string¿12272¿¿'\\\''¿¿{"start":{"line":180,"column":111},"end":{"line":180,"column":117},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7907¿VariableDeclarator¿¿12272¿v814¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":118},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7908¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":118},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7909¿Identifier¿¿12272¿v810¿¿¿¿¿Identifier
7910¿Identifier¿¿12272¿v813¿¿¿¿¿Identifier
7911¿VariableDeclarator¿¿12272¿v815¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":124},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7912¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":124},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7913¿Identifier¿¿12272¿v814¿¿¿¿¿Identifier
7914¿Literal¿string¿12272¿¿'''¿¿{"start":{"line":180,"column":121},"end":{"line":180,"column":124},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7915¿VariableDeclarator¿¿12272¿v816¿¿¿{"start":{"line":180,"column":15},"end":{"line":180,"column":125},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7916¿CallExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":15},"end":{"line":180,"column":125},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7917¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":180,"column":15},"end":{"line":180,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7918¿Identifier¿¿12272¿args¿¿¿{"start":{"line":180,"column":15},"end":{"line":180,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7919¿Identifier¿¿12272¿push¿¿¿{"start":{"line":180,"column":20},"end":{"line":180,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7920¿Identifier¿¿12272¿v815¿¿¿¿¿Identifier
7921¿ExpressionStatement¿¿12272¿¿¿¿{"start":{"line":180,"column":15},"end":{"line":180,"column":126},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7922¿Identifier¿¿12272¿v816¿¿¿¿¿Identifier
7923¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":180,"column":13},"end":{"line":180,"column":128},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7924¿BlockStatement¿¿12272¿¿¿¿¿¿BlockStatement
7925¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":177,"column":11},"end":{"line":181,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7926¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":172,"column":45},"end":{"line":182,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7927¿VariableDeclarator¿¿12270¿v818¿¿¿{"start":{"line":172,"column":2},"end":{"line":182,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7928¿CallExpression¿¿12270¿¿¿¿{"start":{"line":172,"column":2},"end":{"line":182,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7929¿MemberExpression¿¿12270¿¿¿¿{"start":{"line":172,"column":2},"end":{"line":172,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7930¿Identifier¿¿12270¿v766¿¿¿¿¿Identifier
7931¿Identifier¿¿12270¿forEach¿¿¿{"start":{"line":172,"column":23},"end":{"line":172,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7932¿Identifier¿¿12270¿v817¿¿¿¿¿Identifier
7933¿ExpressionStatement¿¿12270¿¿¿¿{"start":{"line":172,"column":2},"end":{"line":182,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7934¿Identifier¿¿12270¿v818¿¿¿¿¿Identifier
7935¿ReturnStatement¿¿12270¿¿¿¿{"start":{"line":185,"column":2},"end":{"line":185,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ReturnStatement
7936¿Identifier¿¿12270¿args¿¿¿{"start":{"line":185,"column":9},"end":{"line":185,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7937¿BlockStatement¿¿12270¿¿¿¿{"start":{"line":167,"column":52},"end":{"line":186,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7938¿ExpressionStatement¿¿12225¿¿¿¿{"start":{"line":167,"column":0},"end":{"line":186,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7939¿AssignmentExpression¿=¿12225¿¿¿¿{"start":{"line":167,"column":0},"end":{"line":186,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
7940¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":167,"column":0},"end":{"line":167,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7941¿Identifier¿¿12225¿v765¿¿¿¿¿Identifier
7942¿Identifier¿¿12225¿transform_options¿¿¿{"start":{"line":167,"column":14},"end":{"line":167,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7943¿Identifier¿¿12225¿v819¿¿¿¿¿Identifier
7944¿VariableDeclarator¿¿12225¿v820¿¿¿{"start":{"line":188,"column":0},"end":{"line":188,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7945¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":188,"column":0},"end":{"line":188,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7946¿Identifier¿¿12225¿Git¿¿¿{"start":{"line":188,"column":0},"end":{"line":188,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7947¿Identifier¿¿12225¿prototype¿¿¿{"start":{"line":188,"column":4},"end":{"line":188,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7948¿VariableDeclarator¿¿12225¿v831¿¿¿{"start":{"line":188,"column":0},"end":{"line":200,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7949¿FunctionExpression¿¿12225¿anon¿¿¿{"start":{"line":188,"column":20},"end":{"line":200,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
7950¿VariableDeclarator¿¿12279¿v821¿¿¿{"start":{"line":190,"column":13},"end":{"line":190,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
