Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
905¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":237},"fname":"/datasets/secbench-dataset/CWE-471/querymen_2.1.3/src/index.js"}¿¿Program
1700¿PDG_OBJECT¿¿0¿1567.v81-o313¿¿¿¿¿PDG_OBJECT
1701¿PDG_RETURN¿¿0¿1567.RET_OBJ-o314¿¿¿¿¿PDG_RETURN
1702¿PDG_OBJECT¿¿0¿1570.arguments-o315¿¿¿¿¿PDG_OBJECT
1703¿PDG_OBJECT¿¿0¿1570.arguments.length-o316¿¿¿¿¿PDG_OBJECT
1704¿PDG_OBJECT¿¿0¿1570.v89-o317¿¿¿¿¿PDG_OBJECT
1705¿PDG_OBJECT¿¿0¿1570.handlers.*-o318¿¿¿¿¿PDG_OBJECT
1706¿PDG_OBJECT¿¿0¿1570.v90-o319¿¿¿¿¿PDG_OBJECT
1707¿PDG_OBJECT¿¿0¿1570.v90.*-o320¿¿¿¿¿PDG_OBJECT
1708¿PDG_OBJECT¿¿0¿1570.v91.*-o321¿¿¿¿¿PDG_OBJECT
1709¿PDG_RETURN¿¿0¿1570.RET_OBJ-o322¿¿¿¿¿PDG_RETURN
1710¿PDG_OBJECT¿¿0¿1573.v93-o323¿¿¿¿¿PDG_OBJECT
1711¿PDG_OBJECT¿¿0¿1573.v93.0-o324¿¿¿¿¿PDG_OBJECT
1712¿PDG_OBJECT¿¿0¿1573.Array-o325¿¿¿¿¿PDG_OBJECT
1713¿PDG_OBJECT¿¿0¿1573.Array.prototype-o326¿¿¿¿¿PDG_OBJECT
1714¿PDG_OBJECT¿¿0¿1573.v94.slice-o327¿¿¿¿¿PDG_OBJECT
1715¿PDG_CALL¿¿1573¿1573.CALL->v95.call-o328¿¿¿¿¿PDG_CALL
1716¿PDG_OBJECT¿¿0¿1573.v96-o329¿¿¿¿¿PDG_OBJECT
1717¿PDG_CALL¿¿1573¿1573.CALL->v93.concat-o330¿¿¿¿¿PDG_CALL
1718¿PDG_OBJECT¿¿0¿1573.v97-o331¿¿¿¿¿PDG_OBJECT
1719¿PDG_CALL¿¿1573¿1573.CALL->handler.apply-o332¿¿¿¿¿PDG_CALL
1720¿PDG_OBJECT¿¿0¿1573.v98-o333¿¿¿¿¿PDG_OBJECT
1721¿PDG_RETURN¿¿0¿1573.RET_OBJ-o334¿¿¿¿¿PDG_RETURN
1722¿PDG_OBJECT¿¿0¿1575.v99-o335¿¿¿¿¿PDG_OBJECT
1723¿PDG_OBJECT¿¿0¿1575.v99.0-o336¿¿¿¿¿PDG_OBJECT
1724¿PDG_OBJECT¿¿0¿1575.Array-o337¿¿¿¿¿PDG_OBJECT
1725¿PDG_OBJECT¿¿0¿1575.Array.prototype-o338¿¿¿¿¿PDG_OBJECT
1726¿PDG_OBJECT¿¿0¿1575.v100.slice-o339¿¿¿¿¿PDG_OBJECT
1727¿PDG_CALL¿¿1575¿1575.CALL->v101.call-o340¿¿¿¿¿PDG_CALL
1728¿PDG_OBJECT¿¿0¿1575.v102-o341¿¿¿¿¿PDG_OBJECT
1729¿PDG_CALL¿¿1575¿1575.CALL->v99.concat-o342¿¿¿¿¿PDG_CALL
1730¿PDG_OBJECT¿¿0¿1575.v103-o343¿¿¿¿¿PDG_OBJECT
1731¿PDG_CALL¿¿1575¿1575.CALL->handler.apply-o344¿¿¿¿¿PDG_CALL
1732¿PDG_OBJECT¿¿0¿1575.v104-o345¿¿¿¿¿PDG_OBJECT
1733¿PDG_RETURN¿¿0¿1575.RET_OBJ-o346¿¿¿¿¿PDG_RETURN
1734¿PDG_OBJECT¿¿0¿1577.v105-o347¿¿¿¿¿PDG_OBJECT
1735¿PDG_OBJECT¿¿0¿1577.v105.0-o348¿¿¿¿¿PDG_OBJECT
1736¿PDG_OBJECT¿¿0¿1577.Array-o349¿¿¿¿¿PDG_OBJECT
1737¿PDG_OBJECT¿¿0¿1577.Array.prototype-o350¿¿¿¿¿PDG_OBJECT
1738¿PDG_OBJECT¿¿0¿1577.v106.slice-o351¿¿¿¿¿PDG_OBJECT
1739¿PDG_CALL¿¿1577¿1577.CALL->v107.call-o352¿¿¿¿¿PDG_CALL
1740¿PDG_OBJECT¿¿0¿1577.v108-o353¿¿¿¿¿PDG_OBJECT
1741¿PDG_CALL¿¿1577¿1577.CALL->v105.concat-o354¿¿¿¿¿PDG_CALL
1742¿PDG_OBJECT¿¿0¿1577.v109-o355¿¿¿¿¿PDG_OBJECT
1743¿PDG_CALL¿¿1577¿1577.CALL->handler.apply-o356¿¿¿¿¿PDG_CALL
1744¿PDG_OBJECT¿¿0¿1577.v110-o357¿¿¿¿¿PDG_OBJECT
1745¿PDG_RETURN¿¿0¿1577.RET_OBJ-o358¿¿¿¿¿PDG_RETURN
1746¿PDG_OBJECT¿¿0¿1581.this-o359¿¿¿¿¿PDG_OBJECT
1747¿PDG_OBJECT¿¿0¿1581.req-o360¿¿¿¿¿PDG_OBJECT
1748¿PDG_OBJECT¿¿0¿1581.res-o361¿¿¿¿¿PDG_OBJECT
1749¿PDG_OBJECT¿¿0¿1581.next-o362¿¿¿¿¿PDG_OBJECT
1750¿PDG_OBJECT¿¿0¿1579.v137-o363¿¿¿¿¿PDG_OBJECT
1751¿PDG_RETURN¿¿0¿1579.RET_OBJ-o364¿¿¿¿¿PDG_RETURN
1752¿PDG_OBJECT¿¿0¿1581.schema.options-o365¿¿¿¿¿PDG_OBJECT
1753¿PDG_OBJECT¿¿0¿1581.v113-o366¿¿¿¿¿PDG_OBJECT
1754¿PDG_OBJECT¿¿0¿1581.v114.near-o367¿¿¿¿¿PDG_OBJECT
1755¿PDG_OBJECT¿¿0¿1581.v116-o368¿¿¿¿¿PDG_OBJECT
1756¿PDG_OBJECT¿¿0¿1581.v118-o369¿¿¿¿¿PDG_OBJECT
1757¿PDG_OBJECT¿¿0¿1581._lodash2.default-o370¿¿¿¿¿PDG_OBJECT
1758¿PDG_CALL¿¿1581¿1581.CALL->v119.clone-o371¿¿¿¿¿PDG_CALL
1759¿PDG_OBJECT¿¿0¿1581.v120-o372¿¿¿¿¿PDG_OBJECT
1760¿PDG_CALL¿¿1581¿1581.CALL->_querymenSchema2.default-o373¿¿¿¿¿PDG_CALL
1761¿PDG_OBJECT¿¿0¿1581.v121-o374¿¿¿¿¿PDG_OBJECT
1762¿TAINT_SINK¿¿0¿default¿¿¿¿¿TAINT_SINK
1763¿PDG_OBJECT¿¿0¿1581.v123-o375¿¿¿¿¿PDG_OBJECT
1764¿PDG_CALL¿¿1581¿1581.CALL->v124.cloneDeep-o376¿¿¿¿¿PDG_CALL
1765¿PDG_OBJECT¿¿0¿1581.v125-o377¿¿¿¿¿PDG_OBJECT
1766¿PDG_CALL¿¿1581¿1581.CALL->_querymenSchema2.default-o378¿¿¿¿¿PDG_CALL
1767¿PDG_OBJECT¿¿0¿1581.v126-o379¿¿¿¿¿PDG_OBJECT
1768¿TAINT_SINK¿¿0¿default¿¿¿¿¿TAINT_SINK
1769¿PDG_OBJECT¿¿0¿1581.req.query-o380¿¿¿¿¿PDG_OBJECT
1770¿PDG_OBJECT¿¿0¿1586.this-o381¿¿¿¿¿PDG_OBJECT
1771¿PDG_OBJECT¿¿0¿1586.err-o382¿¿¿¿¿PDG_OBJECT
1772¿PDG_OBJECT¿¿0¿1581.v135-o383¿¿¿¿¿PDG_OBJECT
1773¿PDG_CALL¿¿1581¿1581.CALL->_schema.validate-o384¿¿¿¿¿PDG_CALL
1774¿PDG_OBJECT¿¿0¿1581.v136-o385¿¿¿¿¿PDG_OBJECT
1775¿PDG_OBJECT¿¿0¿1586.v128-o386¿¿¿¿¿PDG_OBJECT
1776¿PDG_OBJECT¿¿0¿1586.v128-o387¿¿¿¿¿PDG_OBJECT
1777¿PDG_OBJECT¿¿0¿1586.v128.error-o388¿¿¿¿¿PDG_OBJECT
1778¿PDG_OBJECT¿¿0¿1586.req-o389¿¿¿¿¿PDG_OBJECT
1779¿PDG_OBJECT¿¿0¿1586.req.querymen-o390¿¿¿¿¿PDG_OBJECT
1780¿PDG_CALL¿¿1586¿1586.CALL->res.status-o391¿¿¿¿¿PDG_CALL
1781¿PDG_OBJECT¿¿0¿1586.v129-o392¿¿¿¿¿PDG_OBJECT
1782¿PDG_OBJECT¿¿0¿1586.err.message-o393¿¿¿¿¿PDG_OBJECT
1783¿PDG_CALL¿¿1586¿1586.CALL->next-o394¿¿¿¿¿PDG_CALL
1784¿PDG_OBJECT¿¿0¿1586.v131-o395¿¿¿¿¿PDG_OBJECT
1785¿PDG_RETURN¿¿0¿1586.RET_OBJ-o396¿¿¿¿¿PDG_RETURN
1786¿PDG_CALL¿¿1586¿1586.CALL->_schema.parse-o397¿¿¿¿¿PDG_CALL
1787¿PDG_OBJECT¿¿0¿1586.v132-o398¿¿¿¿¿PDG_OBJECT
1788¿PDG_OBJECT¿¿0¿1586.req-o399¿¿¿¿¿PDG_OBJECT
1789¿PDG_OBJECT¿¿0¿1586.req.querymen-o400¿¿¿¿¿PDG_OBJECT
1790¿PDG_OBJECT¿¿0¿1586.v133-o401¿¿¿¿¿PDG_OBJECT
1791¿PDG_OBJECT¿¿0¿1586.v133.schema-o402¿¿¿¿¿PDG_OBJECT
1792¿PDG_CALL¿¿1586¿1586.CALL->next-o403¿¿¿¿¿PDG_CALL
1793¿PDG_OBJECT¿¿0¿1586.v134-o404¿¿¿¿¿PDG_OBJECT
1794¿PDG_OBJECT¿¿0¿1591.this-o405¿¿¿¿¿PDG_OBJECT
1795¿PDG_OBJECT¿¿0¿1591.err-o406¿¿¿¿¿PDG_OBJECT
1796¿PDG_OBJECT¿¿0¿1591.req-o407¿¿¿¿¿PDG_OBJECT
1797¿PDG_OBJECT¿¿0¿1591.res-o408¿¿¿¿¿PDG_OBJECT
1798¿PDG_OBJECT¿¿0¿1591.next-o409¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿0¿1589.v147-o410¿¿¿¿¿PDG_OBJECT
1800¿PDG_RETURN¿¿0¿1589.RET_OBJ-o411¿¿¿¿¿PDG_RETURN
1801¿PDG_OBJECT¿¿0¿1591.req.querymen-o412¿¿¿¿¿PDG_OBJECT
1802¿PDG_OBJECT¿¿0¿1591.v139.error-o413¿¿¿¿¿PDG_OBJECT
1803¿PDG_OBJECT¿¿0¿1591.v141-o414¿¿¿¿¿PDG_OBJECT
1804¿PDG_CALL¿¿1591¿1591.CALL->res.status-o415¿¿¿¿¿PDG_CALL
1805¿PDG_OBJECT¿¿0¿1591.v142-o416¿¿¿¿¿PDG_OBJECT
1806¿PDG_CALL¿¿1591¿1591.CALL->v142.json-o417¿¿¿¿¿PDG_CALL
1807¿PDG_OBJECT¿¿0¿1591.v145-o418¿¿¿¿¿PDG_OBJECT
1808¿PDG_CALL¿¿1591¿1591.CALL->next-o419¿¿¿¿¿PDG_CALL
1809¿PDG_OBJECT¿¿0¿1591.v146-o420¿¿¿¿¿PDG_OBJECT
