Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1006¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Program
1710¿MemberExpression¿¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1711¿Identifier¿¿1780¿d¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1712¿Identifier¿¿1780¿types¿¿¿{"start":{"line":118,"column":12},"end":{"line":118,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1713¿Identifier¿¿1780¿t¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1714¿VariableDeclarator¿¿1780¿v181¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1715¿CallExpression¿¿1780¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1716¿Identifier¿¿1780¿fn¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1717¿Identifier¿¿1780¿d¿¿¿{"start":{"line":120,"column":11},"end":{"line":120,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1718¿ExpressionStatement¿¿1780¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1719¿Identifier¿¿1780¿v181¿¿¿¿¿Identifier
1720¿BlockStatement¿¿1780¿¿¿¿{"start":{"line":100,"column":28},"end":{"line":121,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1721¿VariableDeclarator¿¿1777¿v183¿¿¿{"start":{"line":100,"column":4},"end":{"line":121,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1722¿CallExpression¿¿1777¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":121,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1723¿Identifier¿¿1777¿raw¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1724¿Identifier¿¿1777¿pid¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1725¿Identifier¿¿1777¿v182¿¿¿¿¿Identifier
1726¿ExpressionStatement¿¿1777¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":121,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1727¿Identifier¿¿1777¿v183¿¿¿¿¿Identifier
1728¿BlockStatement¿¿1777¿¿¿¿{"start":{"line":95,"column":52},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1729¿ExpressionStatement¿¿1739¿¿¿¿{"start":{"line":95,"column":15},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1730¿AssignmentExpression¿=¿1739¿¿¿¿{"start":{"line":95,"column":15},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1731¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1732¿Identifier¿¿1739¿exports¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1733¿Identifier¿¿1739¿counters¿¿¿{"start":{"line":95,"column":23},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1734¿Identifier¿¿1739¿v184¿¿¿¿¿Identifier
1735¿VariableDeclarator¿¿1739¿counters¿¿¿{"start":{"line":95,"column":4},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1736¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1737¿Identifier¿¿1739¿exports¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1738¿Identifier¿¿1739¿counters¿¿¿{"start":{"line":95,"column":23},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1739¿CFG_F_START¿¿1739¿__main__¿¿¿¿¿CFG_F_START
1740¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1741¿CFG_F_START¿¿1741¿1012_anon¿¿¿¿¿CFG_F_START
1742¿CFG_F_END¿¿0¿1012_anon¿¿¿¿¿CFG_F_END
1743¿CFG_IF_END¿¿0¿1022¿¿¿¿¿CFG_IF_END
1744¿CFG_F_START¿¿1744¿1044_anon¿¿¿¿¿CFG_F_START
1745¿CFG_F_END¿¿0¿1044_anon¿¿¿¿¿CFG_F_END
1746¿CFG_F_START¿¿1746¿1073_anon¿¿¿¿¿CFG_F_START
1747¿CFG_F_END¿¿0¿1073_anon¿¿¿¿¿CFG_F_END
1748¿CFG_IF_END¿¿0¿1080¿¿¿¿¿CFG_IF_END
1749¿CFG_F_START¿¿1749¿1118_anon¿¿¿¿¿CFG_F_START
1750¿CFG_F_END¿¿0¿1118_anon¿¿¿¿¿CFG_F_END
1751¿CFG_IF_END¿¿0¿1136¿¿¿¿¿CFG_IF_END
1752¿CFG_F_START¿¿1752¿1143_anon¿¿¿¿¿CFG_F_START
1753¿CFG_F_END¿¿0¿1143_anon¿¿¿¿¿CFG_F_END
1754¿CFG_F_START¿¿1754¿1210_anon¿¿¿¿¿CFG_F_START
1755¿CFG_F_END¿¿0¿1210_anon¿¿¿¿¿CFG_F_END
1756¿CFG_F_START¿¿1756¿1218_anon¿¿¿¿¿CFG_F_START
1757¿CFG_F_END¿¿0¿1218_anon¿¿¿¿¿CFG_F_END
1758¿CFG_F_START¿¿1758¿1247_anon¿¿¿¿¿CFG_F_START
1759¿CFG_F_END¿¿0¿1247_anon¿¿¿¿¿CFG_F_END
1760¿CFG_IF_END¿¿0¿1254¿¿¿¿¿CFG_IF_END
1761¿CFG_F_START¿¿1761¿1292_anon¿¿¿¿¿CFG_F_START
1762¿CFG_F_END¿¿0¿1292_anon¿¿¿¿¿CFG_F_END
1763¿CFG_IF_END¿¿0¿1312¿¿¿¿¿CFG_IF_END
1764¿CFG_F_START¿¿1764¿1349_anon¿¿¿¿¿CFG_F_START
1765¿CFG_F_END¿¿0¿1349_anon¿¿¿¿¿CFG_F_END
1766¿CFG_F_START¿¿1766¿1416_anon¿¿¿¿¿CFG_F_START
1767¿CFG_F_END¿¿0¿1416_anon¿¿¿¿¿CFG_F_END
1768¿CFG_F_START¿¿1768¿1424_anon¿¿¿¿¿CFG_F_START
1769¿CFG_F_END¿¿0¿1424_anon¿¿¿¿¿CFG_F_END
1770¿CFG_F_START¿¿1770¿1453_anon¿¿¿¿¿CFG_F_START
1771¿CFG_F_END¿¿0¿1453_anon¿¿¿¿¿CFG_F_END
1772¿CFG_IF_END¿¿0¿1460¿¿¿¿¿CFG_IF_END
1773¿CFG_F_START¿¿1773¿1498_anon¿¿¿¿¿CFG_F_START
1774¿CFG_F_END¿¿0¿1498_anon¿¿¿¿¿CFG_F_END
1775¿CFG_F_START¿¿1775¿1511_anon¿¿¿¿¿CFG_F_START
1776¿CFG_F_END¿¿0¿1511_anon¿¿¿¿¿CFG_F_END
1777¿CFG_F_START¿¿1777¿1578_anon¿¿¿¿¿CFG_F_START
1778¿CFG_F_END¿¿0¿1578_anon¿¿¿¿¿CFG_F_END
1779¿CFG_IF_END¿¿0¿1588¿¿¿¿¿CFG_IF_END
1780¿CFG_F_START¿¿1780¿1606_anon¿¿¿¿¿CFG_F_START
1781¿CFG_F_END¿¿0¿1606_anon¿¿¿¿¿CFG_F_END
1782¿CFG_F_START¿¿1782¿1611_anon¿¿¿¿¿CFG_F_START
1783¿CFG_F_END¿¿0¿1611_anon¿¿¿¿¿CFG_F_END
1784¿CFG_IF_END¿¿0¿1631¿¿¿¿¿CFG_IF_END
1785¿CFG_IF_END¿¿0¿1613¿¿¿¿¿CFG_IF_END
1786¿CFG_IF_END¿¿0¿1672¿¿¿¿¿CFG_IF_END
1787¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1788¿PDG_CALL¿¿1739¿1739.CALL->require-o221¿¿¿¿¿PDG_CALL
1789¿PDG_OBJECT¿¿0¿1739.cp-o222¿¿¿¿¿PDG_OBJECT
1790¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1791¿PDG_OBJECT¿¿0¿1741.this-o223¿¿¿¿¿PDG_OBJECT
1792¿PDG_OBJECT¿¿0¿1741.pid-o224¿¿¿¿¿PDG_OBJECT
1793¿PDG_OBJECT¿¿0¿1741.fn-o225¿¿¿¿¿PDG_OBJECT
1794¿PDG_OBJECT¿¿0¿1739.v118-o226¿¿¿¿¿PDG_OBJECT
1795¿PDG_OBJECT¿¿0¿1739.exports-o227¿¿¿¿¿PDG_OBJECT
1796¿PDG_OBJECT¿¿0¿1739.exports.raw-o228¿¿¿¿¿PDG_OBJECT
1797¿PDG_OBJECT¿¿0¿1754.this-o229¿¿¿¿¿PDG_OBJECT
1798¿PDG_OBJECT¿¿0¿1754.port-o230¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿0¿1754.fn-o231¿¿¿¿¿PDG_OBJECT
1800¿PDG_OBJECT¿¿0¿1739.v145-o232¿¿¿¿¿PDG_OBJECT
1801¿PDG_OBJECT¿¿0¿1739.exports-o233¿¿¿¿¿PDG_OBJECT
1802¿PDG_OBJECT¿¿0¿1739.exports.rawTcpPort-o234¿¿¿¿¿PDG_OBJECT
1803¿PDG_OBJECT¿¿0¿1766.this-o235¿¿¿¿¿PDG_OBJECT
1804¿PDG_OBJECT¿¿0¿1766.port-o236¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿0¿1766.fn-o237¿¿¿¿¿PDG_OBJECT
1806¿PDG_OBJECT¿¿0¿1739.v166-o238¿¿¿¿¿PDG_OBJECT
1807¿PDG_OBJECT¿¿0¿1739.exports-o239¿¿¿¿¿PDG_OBJECT
1808¿PDG_OBJECT¿¿0¿1739.exports.rawUdpPort-o240¿¿¿¿¿PDG_OBJECT
1809¿PDG_OBJECT¿¿0¿1777.this-o241¿¿¿¿¿PDG_OBJECT
1810¿PDG_OBJECT¿¿0¿1777.pid-o242¿¿¿¿¿PDG_OBJECT
1811¿PDG_OBJECT¿¿0¿1777.fn-o243¿¿¿¿¿PDG_OBJECT
1812¿PDG_OBJECT¿¿0¿1739.v184-o244¿¿¿¿¿PDG_OBJECT
1813¿PDG_OBJECT¿¿0¿1739.exports-o245¿¿¿¿¿PDG_OBJECT
1814¿PDG_OBJECT¿¿0¿1739.exports.counters-o246¿¿¿¿¿PDG_OBJECT
1815¿PDG_OBJECT¿¿0¿1741.v94-o247¿¿¿¿¿PDG_OBJECT
1816¿PDG_OBJECT¿¿0¿1741.process-o248¿¿¿¿¿PDG_OBJECT
1817¿PDG_OBJECT¿¿0¿1741.process.pid-o249¿¿¿¿¿PDG_OBJECT
1818¿PDG_CALL¿¿1741¿1741.CALL->parseInt-o250¿¿¿¿¿PDG_CALL
1819¿PDG_OBJECT¿¿0¿1741.pid-o251¿¿¿¿¿PDG_OBJECT
1820¿PDG_OBJECT¿¿0¿1741.v96-o252¿¿¿¿¿PDG_OBJECT
1821¿PDG_OBJECT¿¿0¿1744.this-o253¿¿¿¿¿PDG_OBJECT
1822¿PDG_OBJECT¿¿0¿1744.err-o254¿¿¿¿¿PDG_OBJECT
1823¿PDG_OBJECT¿¿0¿1744.d-o255¿¿¿¿¿PDG_OBJECT
1824¿PDG_OBJECT¿¿0¿1741.v116-o256¿¿¿¿¿PDG_OBJECT
1825¿PDG_CALL¿¿1741¿1741.CALL->cp.exec-o257¿¿¿¿¿PDG_CALL
1826¿PDG_OBJECT¿¿0¿1741.v117-o258¿¿¿¿¿PDG_OBJECT
1827¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1828¿PDG_CALL¿¿1744¿1744.CALL->d.split-o259¿¿¿¿¿PDG_CALL
1829¿PDG_OBJECT¿¿0¿1744.d-o260¿¿¿¿¿PDG_OBJECT
1830¿PDG_OBJECT¿¿0¿1744.data-o261¿¿¿¿¿PDG_OBJECT
1831¿PDG_OBJECT¿¿0¿1744.d.0-o262¿¿¿¿¿PDG_OBJECT
1832¿PDG_CALL¿¿1744¿1744.CALL->v97.toLowerCase-o263¿¿¿¿¿PDG_CALL
1833¿PDG_OBJECT¿¿0¿1744.v98-o264¿¿¿¿¿PDG_OBJECT
1834¿PDG_CALL¿¿1744¿1744.CALL->v98.split-o265¿¿¿¿¿PDG_CALL
1835¿PDG_OBJECT¿¿0¿1744.headers-o266¿¿¿¿¿PDG_OBJECT
1836¿PDG_OBJECT¿¿0¿1746.this-o267¿¿¿¿¿PDG_OBJECT
1837¿PDG_OBJECT¿¿0¿1746.v-o268¿¿¿¿¿PDG_OBJECT
1838¿PDG_OBJECT¿¿0¿1746.k-o269¿¿¿¿¿PDG_OBJECT
1839¿PDG_OBJECT¿¿0¿1744.v102-o270¿¿¿¿¿PDG_OBJECT
1840¿PDG_CALL¿¿1744¿1744.CALL->headers.forEach-o271¿¿¿¿¿PDG_CALL
1841¿PDG_OBJECT¿¿0¿1744.v103-o272¿¿¿¿¿PDG_OBJECT
1842¿PDG_CALL¿¿1744¿1744.CALL->d.pop-o273¿¿¿¿¿PDG_CALL
1843¿PDG_OBJECT¿¿0¿1744.v106-o274¿¿¿¿¿PDG_OBJECT
1844¿PDG_OBJECT¿¿0¿1749.this-o275¿¿¿¿¿PDG_OBJECT
1845¿PDG_OBJECT¿¿0¿1749.v-o276¿¿¿¿¿PDG_OBJECT
1846¿PDG_OBJECT¿¿0¿1744.v113-o277¿¿¿¿¿PDG_OBJECT
1847¿PDG_CALL¿¿1744¿1744.CALL->d.forEach-o278¿¿¿¿¿PDG_CALL
1848¿PDG_OBJECT¿¿0¿1744.v114-o279¿¿¿¿¿PDG_OBJECT
1849¿PDG_CALL¿¿1744¿1744.CALL->fn-o280¿¿¿¿¿PDG_CALL
1850¿PDG_OBJECT¿¿0¿1744.v115-o281¿¿¿¿¿PDG_OBJECT
1851¿PDG_OBJECT¿¿0¿1746.v99-o282¿¿¿¿¿PDG_OBJECT
1852¿PDG_OBJECT¿¿0¿1746.headers.*-o283¿¿¿¿¿PDG_OBJECT
1853¿PDG_CALL¿¿1749¿1749.CALL->v.split-o284¿¿¿¿¿PDG_CALL
1854¿PDG_OBJECT¿¿0¿1749.v-o285¿¿¿¿¿PDG_OBJECT
1855¿PDG_OBJECT¿¿0¿1749.v.4-o286¿¿¿¿¿PDG_OBJECT
1856¿PDG_OBJECT¿¿0¿1749.v108-o287¿¿¿¿¿PDG_OBJECT
1857¿PDG_OBJECT¿¿0¿1749.k-o288¿¿¿¿¿PDG_OBJECT
1858¿PDG_OBJECT¿¿0¿1752.this-o289¿¿¿¿¿PDG_OBJECT
1859¿PDG_OBJECT¿¿0¿1752.s-o290¿¿¿¿¿PDG_OBJECT
1860¿PDG_OBJECT¿¿0¿1752.i-o291¿¿¿¿¿PDG_OBJECT
1861¿PDG_OBJECT¿¿0¿1749.v110-o292¿¿¿¿¿PDG_OBJECT
1862¿PDG_CALL¿¿1749¿1749.CALL->v.forEach-o293¿¿¿¿¿PDG_CALL
1863¿PDG_OBJECT¿¿0¿1749.v111-o294¿¿¿¿¿PDG_OBJECT
1864¿PDG_CALL¿¿1749¿1749.CALL->data.push-o295¿¿¿¿¿PDG_CALL
1865¿PDG_OBJECT¿¿0¿1749.v112-o296¿¿¿¿¿PDG_OBJECT
1866¿PDG_OBJECT¿¿0¿1752.headers.*-o297¿¿¿¿¿PDG_OBJECT
1867¿PDG_OBJECT¿¿0¿1752.k-o298¿¿¿¿¿PDG_OBJECT
1868¿PDG_OBJECT¿¿0¿1752.k.*-o299¿¿¿¿¿PDG_OBJECT
1869¿PDG_OBJECT¿¿0¿1754.v119-o300¿¿¿¿¿PDG_OBJECT
1870¿PDG_OBJECT¿¿0¿1756.this-o301¿¿¿¿¿PDG_OBJECT
1871¿PDG_OBJECT¿¿0¿1756.err-o302¿¿¿¿¿PDG_OBJECT
1872¿PDG_OBJECT¿¿0¿1756.d-o303¿¿¿¿¿PDG_OBJECT
1873¿PDG_OBJECT¿¿0¿1754.v143-o304¿¿¿¿¿PDG_OBJECT
1874¿PDG_CALL¿¿1754¿1754.CALL->cp.exec-o305¿¿¿¿¿PDG_CALL
1875¿PDG_OBJECT¿¿0¿1754.v144-o306¿¿¿¿¿PDG_OBJECT
1876¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1877¿PDG_CALL¿¿1756¿1756.CALL->d.split-o307¿¿¿¿¿PDG_CALL
1878¿PDG_OBJECT¿¿0¿1756.d-o308¿¿¿¿¿PDG_OBJECT
1879¿PDG_OBJECT¿¿0¿1756.data-o309¿¿¿¿¿PDG_OBJECT
1880¿PDG_OBJECT¿¿0¿1756.d.0-o310¿¿¿¿¿PDG_OBJECT
1881¿PDG_CALL¿¿1756¿1756.CALL->v120.toLowerCase-o311¿¿¿¿¿PDG_CALL
1882¿PDG_OBJECT¿¿0¿1756.v121-o312¿¿¿¿¿PDG_OBJECT
1883¿PDG_CALL¿¿1756¿1756.CALL->v121.split-o313¿¿¿¿¿PDG_CALL
1884¿PDG_OBJECT¿¿0¿1756.headers-o314¿¿¿¿¿PDG_OBJECT
1885¿PDG_OBJECT¿¿0¿1758.this-o315¿¿¿¿¿PDG_OBJECT
1886¿PDG_OBJECT¿¿0¿1758.v-o316¿¿¿¿¿PDG_OBJECT
1887¿PDG_OBJECT¿¿0¿1758.k-o317¿¿¿¿¿PDG_OBJECT
1888¿PDG_OBJECT¿¿0¿1756.v125-o318¿¿¿¿¿PDG_OBJECT
1889¿PDG_CALL¿¿1756¿1756.CALL->headers.forEach-o319¿¿¿¿¿PDG_CALL
1890¿PDG_OBJECT¿¿0¿1756.v126-o320¿¿¿¿¿PDG_OBJECT
1891¿PDG_CALL¿¿1756¿1756.CALL->d.pop-o321¿¿¿¿¿PDG_CALL
1892¿PDG_OBJECT¿¿0¿1756.v129-o322¿¿¿¿¿PDG_OBJECT
1893¿PDG_OBJECT¿¿0¿1761.this-o323¿¿¿¿¿PDG_OBJECT
1894¿PDG_OBJECT¿¿0¿1761.v-o324¿¿¿¿¿PDG_OBJECT
1895¿PDG_OBJECT¿¿0¿1756.v140-o325¿¿¿¿¿PDG_OBJECT
1896¿PDG_CALL¿¿1756¿1756.CALL->d.forEach-o326¿¿¿¿¿PDG_CALL
1897¿PDG_OBJECT¿¿0¿1756.v141-o327¿¿¿¿¿PDG_OBJECT
1898¿PDG_CALL¿¿1756¿1756.CALL->fn-o328¿¿¿¿¿PDG_CALL
1899¿PDG_OBJECT¿¿0¿1756.v142-o329¿¿¿¿¿PDG_OBJECT
1900¿PDG_OBJECT¿¿0¿1758.v122-o330¿¿¿¿¿PDG_OBJECT
1901¿PDG_OBJECT¿¿0¿1758.headers.*-o331¿¿¿¿¿PDG_OBJECT
1902¿PDG_CALL¿¿1761¿1761.CALL->v.split-o332¿¿¿¿¿PDG_CALL
1903¿PDG_OBJECT¿¿0¿1761.v-o333¿¿¿¿¿PDG_OBJECT
1904¿PDG_OBJECT¿¿0¿1761.k-o334¿¿¿¿¿PDG_OBJECT
1905¿PDG_OBJECT¿¿0¿1761.headers.length-o335¿¿¿¿¿PDG_OBJECT
1906¿PDG_OBJECT¿¿0¿1761.v.*-o336¿¿¿¿¿PDG_OBJECT
1907¿PDG_OBJECT¿¿0¿1761.finalField.length-o337¿¿¿¿¿PDG_OBJECT
1908¿PDG_OBJECT¿¿0¿1761.v132-o338¿¿¿¿¿PDG_OBJECT
1909¿PDG_CALL¿¿1761¿1761.CALL->finalField.substring-o339¿¿¿¿¿PDG_CALL
1910¿PDG_OBJECT¿¿0¿1761.v133-o340¿¿¿¿¿PDG_OBJECT
1911¿PDG_CALL¿¿1761¿1761.CALL->v133.toLowerCase-o341¿¿¿¿¿PDG_CALL
1912¿PDG_OBJECT¿¿0¿1761.v134-o342¿¿¿¿¿PDG_OBJECT
1913¿PDG_OBJECT¿¿0¿1761.k-o343¿¿¿¿¿PDG_OBJECT
1914¿PDG_OBJECT¿¿0¿1761.k.'state'-o344¿¿¿¿¿PDG_OBJECT
1915¿PDG_CALL¿¿1761¿1761.CALL->v.pop-o345¿¿¿¿¿PDG_CALL
1916¿PDG_OBJECT¿¿0¿1761.v135-o346¿¿¿¿¿PDG_OBJECT
1917¿PDG_OBJECT¿¿0¿1764.this-o347¿¿¿¿¿PDG_OBJECT
1918¿PDG_OBJECT¿¿0¿1764.s-o348¿¿¿¿¿PDG_OBJECT
1919¿PDG_OBJECT¿¿0¿1764.i-o349¿¿¿¿¿PDG_OBJECT
1920¿PDG_OBJECT¿¿0¿1761.v137-o350¿¿¿¿¿PDG_OBJECT
1921¿PDG_CALL¿¿1761¿1761.CALL->v.forEach-o351¿¿¿¿¿PDG_CALL
1922¿PDG_OBJECT¿¿0¿1761.v138-o352¿¿¿¿¿PDG_OBJECT
1923¿PDG_CALL¿¿1761¿1761.CALL->data.push-o353¿¿¿¿¿PDG_CALL
1924¿PDG_OBJECT¿¿0¿1761.v139-o354¿¿¿¿¿PDG_OBJECT
1925¿PDG_OBJECT¿¿0¿1764.headers.*-o355¿¿¿¿¿PDG_OBJECT
1926¿PDG_OBJECT¿¿0¿1764.k-o356¿¿¿¿¿PDG_OBJECT
1927¿PDG_OBJECT¿¿0¿1764.k.*-o357¿¿¿¿¿PDG_OBJECT
1928¿PDG_OBJECT¿¿0¿1766.v146-o358¿¿¿¿¿PDG_OBJECT
1929¿PDG_OBJECT¿¿0¿1768.this-o359¿¿¿¿¿PDG_OBJECT
1930¿PDG_OBJECT¿¿0¿1768.err-o360¿¿¿¿¿PDG_OBJECT
1931¿PDG_OBJECT¿¿0¿1768.d-o361¿¿¿¿¿PDG_OBJECT
1932¿PDG_OBJECT¿¿0¿1766.v164-o362¿¿¿¿¿PDG_OBJECT
1933¿PDG_CALL¿¿1766¿1766.CALL->cp.exec-o363¿¿¿¿¿PDG_CALL
1934¿PDG_OBJECT¿¿0¿1766.v165-o364¿¿¿¿¿PDG_OBJECT
1935¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1936¿PDG_CALL¿¿1768¿1768.CALL->d.split-o365¿¿¿¿¿PDG_CALL
1937¿PDG_OBJECT¿¿0¿1768.d-o366¿¿¿¿¿PDG_OBJECT
1938¿PDG_OBJECT¿¿0¿1768.data-o367¿¿¿¿¿PDG_OBJECT
1939¿PDG_OBJECT¿¿0¿1768.d.0-o368¿¿¿¿¿PDG_OBJECT
1940¿PDG_CALL¿¿1768¿1768.CALL->v147.toLowerCase-o369¿¿¿¿¿PDG_CALL
1941¿PDG_OBJECT¿¿0¿1768.v148-o370¿¿¿¿¿PDG_OBJECT
1942¿PDG_CALL¿¿1768¿1768.CALL->v148.split-o371¿¿¿¿¿PDG_CALL
1943¿PDG_OBJECT¿¿0¿1768.headers-o372¿¿¿¿¿PDG_OBJECT
1944¿PDG_OBJECT¿¿0¿1770.this-o373¿¿¿¿¿PDG_OBJECT
1945¿PDG_OBJECT¿¿0¿1770.v-o374¿¿¿¿¿PDG_OBJECT
1946¿PDG_OBJECT¿¿0¿1770.k-o375¿¿¿¿¿PDG_OBJECT
1947¿PDG_OBJECT¿¿0¿1768.v152-o376¿¿¿¿¿PDG_OBJECT
1948¿PDG_CALL¿¿1768¿1768.CALL->headers.forEach-o377¿¿¿¿¿PDG_CALL
1949¿PDG_OBJECT¿¿0¿1768.v153-o378¿¿¿¿¿PDG_OBJECT
1950¿PDG_CALL¿¿1768¿1768.CALL->d.pop-o379¿¿¿¿¿PDG_CALL
1951¿PDG_OBJECT¿¿0¿1768.v156-o380¿¿¿¿¿PDG_OBJECT
1952¿PDG_OBJECT¿¿0¿1773.this-o381¿¿¿¿¿PDG_OBJECT
1953¿PDG_OBJECT¿¿0¿1773.v-o382¿¿¿¿¿PDG_OBJECT
1954¿PDG_OBJECT¿¿0¿1768.v161-o383¿¿¿¿¿PDG_OBJECT
1955¿PDG_CALL¿¿1768¿1768.CALL->d.forEach-o384¿¿¿¿¿PDG_CALL
1956¿PDG_OBJECT¿¿0¿1768.v162-o385¿¿¿¿¿PDG_OBJECT
1957¿PDG_CALL¿¿1768¿1768.CALL->fn-o386¿¿¿¿¿PDG_CALL
1958¿PDG_OBJECT¿¿0¿1768.v163-o387¿¿¿¿¿PDG_OBJECT
1959¿PDG_OBJECT¿¿0¿1770.v149-o388¿¿¿¿¿PDG_OBJECT
1960¿PDG_OBJECT¿¿0¿1770.headers.*-o389¿¿¿¿¿PDG_OBJECT
1961¿PDG_CALL¿¿1773¿1773.CALL->v.split-o390¿¿¿¿¿PDG_CALL
1962¿PDG_OBJECT¿¿0¿1773.v-o391¿¿¿¿¿PDG_OBJECT
1963¿PDG_OBJECT¿¿0¿1773.k-o392¿¿¿¿¿PDG_OBJECT
1964¿PDG_OBJECT¿¿0¿1775.this-o393¿¿¿¿¿PDG_OBJECT
1965¿PDG_OBJECT¿¿0¿1775.s-o394¿¿¿¿¿PDG_OBJECT
1966¿PDG_OBJECT¿¿0¿1775.i-o395¿¿¿¿¿PDG_OBJECT
1967¿PDG_OBJECT¿¿0¿1773.v158-o396¿¿¿¿¿PDG_OBJECT
1968¿PDG_CALL¿¿1773¿1773.CALL->v.forEach-o397¿¿¿¿¿PDG_CALL
1969¿PDG_OBJECT¿¿0¿1773.v159-o398¿¿¿¿¿PDG_OBJECT
1970¿PDG_CALL¿¿1773¿1773.CALL->data.push-o399¿¿¿¿¿PDG_CALL
1971¿PDG_OBJECT¿¿0¿1773.v160-o400¿¿¿¿¿PDG_OBJECT
1972¿PDG_OBJECT¿¿0¿1775.headers.*-o401¿¿¿¿¿PDG_OBJECT
