Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1698¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":203,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Program
2201¿ExpressionStatement¿¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2202¿Identifier¿¿v217¿¿¿¿¿Identifier
2203¿BlockStatement¿¿¿¿¿{"start":{"line":126,"column":11},"end":{"line":129,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2204¿BlockStatement¿¿¿¿¿{"start":{"line":119,"column":28},"end":{"line":130,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2205¿VariableDeclarator¿¿v219¿¿¿¿¿VariableDeclarator
2206¿CallExpression¿¿¿¿¿{"start":{"line":118,"column":0},"end":{"line":130,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2207¿MemberExpression¿¿¿¿¿{"start":{"line":118,"column":0},"end":{"line":119,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2208¿Identifier¿¿v208¿¿¿¿¿Identifier
2209¿Identifier¿¿post¿¿¿{"start":{"line":119,"column":3},"end":{"line":119,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2210¿Identifier¿¿v218¿¿¿¿¿Identifier
2211¿ExpressionStatement¿¿¿¿¿{"start":{"line":118,"column":0},"end":{"line":130,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2212¿Identifier¿¿v219¿¿¿¿¿Identifier
2213¿VariableDeclarator¿¿v220¿¿¿¿¿VariableDeclarator
2214¿CallExpression¿¿¿¿¿{"start":{"line":138,"column":0},"end":{"line":138,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2215¿MemberExpression¿¿¿¿¿{"start":{"line":138,"column":0},"end":{"line":138,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2216¿Identifier¿¿router¿¿¿{"start":{"line":138,"column":0},"end":{"line":138,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2217¿Identifier¿¿route¿¿¿{"start":{"line":138,"column":7},"end":{"line":138,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2218¿Literal¿string¿¿'/record/start'¿¿{"start":{"line":138,"column":13},"end":{"line":138,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2219¿VariableDeclarator¿¿v249¿¿¿¿¿VariableDeclarator
2220¿FunctionExpression¿¿anon¿¿¿{"start":{"line":139,"column":8},"end":{"line":166,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿FunctionExpression
2221¿Identifier¿¿req¿¿¿{"start":{"line":139,"column":18},"end":{"line":139,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2222¿Identifier¿¿res¿¿¿{"start":{"line":139,"column":23},"end":{"line":139,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2223¿VariableDeclarator¿¿v221¿¿¿¿¿VariableDeclarator
2224¿CallExpression¿¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2225¿MemberExpression¿¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2226¿Identifier¿¿console¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2227¿Identifier¿¿log¿¿¿{"start":{"line":140,"column":12},"end":{"line":140,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2228¿Literal¿string¿¿'Calling /record/start'¿¿{"start":{"line":140,"column":16},"end":{"line":140,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2229¿ExpressionStatement¿¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2230¿Identifier¿¿v221¿¿¿¿¿Identifier
2231¿VariableDeclarator¿¿v222¿¿¿¿¿VariableDeclarator
2232¿MemberExpression¿¿¿¿¿{"start":{"line":141,"column":19},"end":{"line":141,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2233¿Identifier¿¿req¿¿¿{"start":{"line":141,"column":19},"end":{"line":141,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2234¿Identifier¿¿body¿¿¿{"start":{"line":141,"column":23},"end":{"line":141,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2235¿VariableDeclarator¿¿filename¿¿¿{"start":{"line":141,"column":8},"end":{"line":141,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿VariableDeclarator
2236¿MemberExpression¿¿¿¿¿{"start":{"line":141,"column":19},"end":{"line":141,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2237¿Identifier¿¿v222¿¿¿¿¿Identifier
2238¿Identifier¿¿filename¿¿¿{"start":{"line":141,"column":28},"end":{"line":141,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2239¿VariableDeclarator¿¿v223¿¿¿¿¿VariableDeclarator
2240¿NewExpression¿¿¿¿¿{"start":{"line":142,"column":18},"end":{"line":142,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿NewExpression
2241¿Identifier¿¿Date¿¿¿{"start":{"line":142,"column":22},"end":{"line":142,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2242¿VariableDeclarator¿¿v224¿¿¿¿¿VariableDeclarator
2243¿CallExpression¿¿¿¿¿{"start":{"line":142,"column":18},"end":{"line":142,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2244¿MemberExpression¿¿¿¿¿{"start":{"line":142,"column":18},"end":{"line":142,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2245¿Identifier¿¿v223¿¿¿¿¿Identifier
2246¿Identifier¿¿getTime¿¿¿{"start":{"line":142,"column":29},"end":{"line":142,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2247¿ExpressionStatement¿¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2248¿AssignmentExpression¿=¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2249¿MemberExpression¿¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2250¿Identifier¿¿video¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2251¿Identifier¿¿start¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2252¿Identifier¿¿v224¿¿¿¿¿Identifier
2253¿VariableDeclarator¿¿v225¿¿¿¿¿VariableDeclarator
2254¿BinaryExpression¿==¿¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BinaryExpression
2255¿Identifier¿¿filename¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2256¿Identifier¿¿undefined¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2257¿IfStatement¿¿¿¿¿{"start":{"line":143,"column":4},"end":{"line":165,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿IfStatement
2258¿Identifier¿¿v225¿¿¿¿¿Identifier
2259¿VariableDeclarator¿¿v226¿¿¿¿¿VariableDeclarator
2260¿CallExpression¿¿¿¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2261¿MemberExpression¿¿¿¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2262¿Identifier¿¿res¿¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2263¿Identifier¿¿status¿¿¿{"start":{"line":144,"column":10},"end":{"line":144,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2264¿Literal¿number¿¿403¿¿{"start":{"line":144,"column":17},"end":{"line":144,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2265¿ExpressionStatement¿¿¿¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2266¿Identifier¿¿v226¿¿¿¿¿Identifier
2267¿VariableDeclarator¿¿v227¿¿¿¿¿VariableDeclarator
2268¿ObjectExpression¿¿¿¿¿{"start":{"line":145,"column":15},"end":{"line":145,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2269¿Property¿¿¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2270¿Identifier¿¿message¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2271¿Literal¿string¿¿'This method requires filename parameter'¿¿{"start":{"line":145,"column":25},"end":{"line":145,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2272¿VariableDeclarator¿¿v228¿¿¿¿¿VariableDeclarator
2273¿CallExpression¿¿¿¿¿{"start":{"line":145,"column":6},"end":{"line":145,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2274¿MemberExpression¿¿¿¿¿{"start":{"line":145,"column":6},"end":{"line":145,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2275¿Identifier¿¿res¿¿¿{"start":{"line":145,"column":6},"end":{"line":145,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2276¿Identifier¿¿json¿¿¿{"start":{"line":145,"column":10},"end":{"line":145,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2277¿Identifier¿¿v227¿¿¿¿¿Identifier
2278¿ExpressionStatement¿¿¿¿¿{"start":{"line":145,"column":6},"end":{"line":145,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2279¿Identifier¿¿v228¿¿¿¿¿Identifier
2280¿BlockStatement¿¿¿¿¿{"start":{"line":143,"column":31},"end":{"line":146,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
2281¿VariableDeclarator¿¿v229¿¿¿¿¿VariableDeclarator
2282¿BinaryExpression¿==¿¿¿¿{"start":{"line":147,"column":10},"end":{"line":147,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BinaryExpression
2283¿Identifier¿¿state¿¿¿{"start":{"line":147,"column":10},"end":{"line":147,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2284¿Literal¿number¿¿0¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2285¿IfStatement¿¿¿¿¿{"start":{"line":147,"column":6},"end":{"line":164,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿IfStatement
2286¿Identifier¿¿v229¿¿¿¿¿Identifier
2287¿ExpressionStatement¿¿¿¿¿{"start":{"line":148,"column":8},"end":{"line":148,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2288¿AssignmentExpression¿=¿¿¿¿{"start":{"line":148,"column":8},"end":{"line":148,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2289¿MemberExpression¿¿¿¿¿{"start":{"line":148,"column":8},"end":{"line":148,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2290¿Identifier¿¿video¿¿¿{"start":{"line":148,"column":8},"end":{"line":148,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2291¿Identifier¿¿filename¿¿¿{"start":{"line":148,"column":14},"end":{"line":148,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2292¿TemplateLiteral¿¿¿¿¿{"start":{"line":148,"column":25},"end":{"line":148,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿TemplateLiteral
2293¿Identifier¿¿videoFolderPath¿¿¿{"start":{"line":148,"column":28},"end":{"line":148,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2294¿Identifier¿¿filename¿¿¿{"start":{"line":148,"column":47},"end":{"line":148,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2295¿VariableDeclarator¿¿v230¿¿¿¿¿VariableDeclarator
2296¿MemberExpression¿¿¿¿¿{"start":{"line":149,"column":49},"end":{"line":149,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2297¿Identifier¿¿video¿¿¿{"start":{"line":149,"column":49},"end":{"line":149,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2298¿Identifier¿¿filename¿¿¿{"start":{"line":149,"column":55},"end":{"line":149,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2299¿VariableDeclarator¿¿v231¿¿¿¿¿VariableDeclarator
2300¿TemplateLiteral¿¿¿¿¿{"start":{"line":149,"column":20},"end":{"line":149,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿TemplateLiteral
2301¿Identifier¿¿v230¿¿¿¿¿Identifier
2302¿VariableDeclarator¿¿v232¿¿¿¿¿VariableDeclarator
2303¿CallExpression¿¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2304¿MemberExpression¿¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2305¿Identifier¿¿console¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2306¿Identifier¿¿log¿¿¿{"start":{"line":149,"column":16},"end":{"line":149,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2307¿Identifier¿¿v231¿¿¿¿¿Identifier
2308¿ExpressionStatement¿¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2309¿Identifier¿¿v232¿¿¿¿¿Identifier
2310¿VariableDeclarator¿¿v233¿¿¿¿¿VariableDeclarator
2311¿MemberExpression¿¿¿¿¿{"start":{"line":150,"column":39},"end":{"line":150,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2312¿Identifier¿¿video¿¿¿{"start":{"line":150,"column":39},"end":{"line":150,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2313¿Identifier¿¿filename¿¿¿{"start":{"line":150,"column":45},"end":{"line":150,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2314¿VariableDeclarator¿¿v234¿¿¿¿¿VariableDeclarator
2315¿TemplateLiteral¿¿¿¿¿{"start":{"line":150,"column":36},"end":{"line":150,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿TemplateLiteral
2316¿Identifier¿¿v233¿¿¿¿¿Identifier
2317¿VariableDeclarator¿¿v235¿¿¿¿¿VariableDeclarator
2318¿CallExpression¿¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2319¿MemberExpression¿¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2320¿Identifier¿¿rpi_live_module¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2321¿Identifier¿¿startRecord¿¿¿{"start":{"line":150,"column":24},"end":{"line":150,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2322¿Identifier¿¿v234¿¿¿¿¿Identifier
2323¿ExpressionStatement¿¿¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2324¿Identifier¿¿v235¿¿¿¿¿Identifier
2325¿ExpressionStatement¿¿¿¿¿{"start":{"line":151,"column":8},"end":{"line":151,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
2326¿AssignmentExpression¿=¿¿¿¿{"start":{"line":151,"column":8},"end":{"line":151,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿AssignmentExpression
2327¿Identifier¿¿state¿¿¿{"start":{"line":151,"column":8},"end":{"line":151,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2328¿Literal¿number¿¿2¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2329¿VariableDeclarator¿¿v236¿¿¿¿¿VariableDeclarator
2330¿MemberExpression¿¿¿¿¿{"start":{"line":152,"column":57},"end":{"line":152,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
2331¿Identifier¿¿video¿¿¿{"start":{"line":152,"column":57},"end":{"line":152,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2332¿Identifier¿¿filename¿¿¿{"start":{"line":152,"column":63},"end":{"line":152,"column":71},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2333¿VariableDeclarator¿¿v237¿¿¿¿¿VariableDeclarator
2334¿ObjectExpression¿¿¿¿¿{"start":{"line":152,"column":17},"end":{"line":152,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
2335¿Property¿¿¿¿¿{"start":{"line":152,"column":18},"end":{"line":152,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2336¿Identifier¿¿message¿¿¿{"start":{"line":152,"column":18},"end":{"line":152,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2337¿TemplateLiteral¿¿¿¿¿{"start":{"line":152,"column":27},"end":{"line":152,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿TemplateLiteral
2338¿Identifier¿¿v236¿¿¿¿¿Identifier
2339¿VariableDeclarator¿¿v238¿¿¿¿¿VariableDeclarator
2340¿CallExpression¿¿¿¿¿{"start":{"line":152,"column":8},"end":{"line":152,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
2341¿MemberExpression¿¿¿¿¿{"start":{"line":152,"column":8},"end":{"line":152,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
