Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
10852¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1019,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Program
11325¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11326¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11327¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11328¿Identifier¿¿v946¿¿¿¿¿Identifier
11329¿Literal¿number¿¿14¿¿{"start":{"line":111,"column":89},"end":{"line":111,"column":91},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11330¿Literal¿string¿¿'<'¿¿{"start":{"line":111,"column":93},"end":{"line":111,"column":96},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11331¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11332¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11333¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11334¿Identifier¿¿v946¿¿¿¿¿Identifier
11335¿Literal¿number¿¿15¿¿{"start":{"line":111,"column":98},"end":{"line":111,"column":100},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11336¿Literal¿string¿¿'>'¿¿{"start":{"line":111,"column":102},"end":{"line":111,"column":105},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11337¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11338¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11339¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11340¿Identifier¿¿v946¿¿¿¿¿Identifier
11341¿Literal¿number¿¿16¿¿{"start":{"line":111,"column":107},"end":{"line":111,"column":109},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11342¿Literal¿string¿¿'NOT'¿¿{"start":{"line":111,"column":111},"end":{"line":111,"column":116},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11343¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11344¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11345¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11346¿Identifier¿¿v946¿¿¿¿¿Identifier
11347¿Literal¿number¿¿17¿¿{"start":{"line":111,"column":118},"end":{"line":111,"column":120},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11348¿Literal¿string¿¿'-'¿¿{"start":{"line":111,"column":122},"end":{"line":111,"column":125},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11349¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11350¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11351¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11352¿Identifier¿¿v946¿¿¿¿¿Identifier
11353¿Literal¿number¿¿18¿¿{"start":{"line":111,"column":127},"end":{"line":111,"column":129},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11354¿Literal¿string¿¿'*'¿¿{"start":{"line":111,"column":131},"end":{"line":111,"column":134},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11355¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11356¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11357¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11358¿Identifier¿¿v946¿¿¿¿¿Identifier
11359¿Literal¿number¿¿19¿¿{"start":{"line":111,"column":136},"end":{"line":111,"column":138},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11360¿Literal¿string¿¿'/'¿¿{"start":{"line":111,"column":140},"end":{"line":111,"column":143},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11361¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11362¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11363¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11364¿Identifier¿¿v946¿¿¿¿¿Identifier
11365¿Literal¿number¿¿20¿¿{"start":{"line":111,"column":145},"end":{"line":111,"column":147},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11366¿Literal¿string¿¿'^'¿¿{"start":{"line":111,"column":149},"end":{"line":111,"column":152},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11367¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11368¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11369¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11370¿Identifier¿¿v946¿¿¿¿¿Identifier
11371¿Literal¿number¿¿21¿¿{"start":{"line":111,"column":154},"end":{"line":111,"column":156},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11372¿Literal¿string¿¿'FUNCTION'¿¿{"start":{"line":111,"column":158},"end":{"line":111,"column":168},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11373¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11374¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11375¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11376¿Identifier¿¿v946¿¿¿¿¿Identifier
11377¿Literal¿number¿¿24¿¿{"start":{"line":111,"column":170},"end":{"line":111,"column":172},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11378¿Literal¿string¿¿'ABSOLUTE_CELL'¿¿{"start":{"line":111,"column":174},"end":{"line":111,"column":189},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11379¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11380¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11381¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11382¿Identifier¿¿v946¿¿¿¿¿Identifier
11383¿Literal¿number¿¿25¿¿{"start":{"line":111,"column":191},"end":{"line":111,"column":193},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11384¿Literal¿string¿¿'RELATIVE_CELL'¿¿{"start":{"line":111,"column":195},"end":{"line":111,"column":210},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11385¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11386¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11387¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11388¿Identifier¿¿v946¿¿¿¿¿Identifier
11389¿Literal¿number¿¿26¿¿{"start":{"line":111,"column":212},"end":{"line":111,"column":214},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11390¿Literal¿string¿¿'MIXED_CELL'¿¿{"start":{"line":111,"column":216},"end":{"line":111,"column":228},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11391¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11392¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11393¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11394¿Identifier¿¿v946¿¿¿¿¿Identifier
11395¿Literal¿number¿¿27¿¿{"start":{"line":111,"column":230},"end":{"line":111,"column":232},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11396¿Literal¿string¿¿':'¿¿{"start":{"line":111,"column":234},"end":{"line":111,"column":237},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11397¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11398¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11399¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11400¿Identifier¿¿v946¿¿¿¿¿Identifier
11401¿Literal¿number¿¿28¿¿{"start":{"line":111,"column":239},"end":{"line":111,"column":241},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11402¿Literal¿string¿¿'ARRAY'¿¿{"start":{"line":111,"column":243},"end":{"line":111,"column":250},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11403¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11404¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11405¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11406¿Identifier¿¿v946¿¿¿¿¿Identifier
11407¿Literal¿number¿¿29¿¿{"start":{"line":111,"column":252},"end":{"line":111,"column":254},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11408¿Literal¿string¿¿';'¿¿{"start":{"line":111,"column":256},"end":{"line":111,"column":259},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11409¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11410¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11411¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11412¿Identifier¿¿v946¿¿¿¿¿Identifier
11413¿Literal¿number¿¿30¿¿{"start":{"line":111,"column":261},"end":{"line":111,"column":263},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11414¿Literal¿string¿¿','¿¿{"start":{"line":111,"column":265},"end":{"line":111,"column":268},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11415¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11416¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11417¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11418¿Identifier¿¿v946¿¿¿¿¿Identifier
11419¿Literal¿number¿¿31¿¿{"start":{"line":111,"column":270},"end":{"line":111,"column":272},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11420¿Literal¿string¿¿'VARIABLE'¿¿{"start":{"line":111,"column":274},"end":{"line":111,"column":284},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11421¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11422¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11423¿MemberExpression¿computed¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11424¿Identifier¿¿v946¿¿¿¿¿Identifier
11425¿Literal¿number¿¿32¿¿{"start":{"line":111,"column":286},"end":{"line":111,"column":288},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11426¿Literal¿string¿¿'DECIMAL'¿¿{"start":{"line":111,"column":290},"end":{"line":111,"column":299},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11427¿ExpressionStatement¿¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11428¿AssignmentExpression¿=¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":337},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
