Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
807¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":112,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Program
1498¿PDG_OBJECT¿¿0¿1411.tmpTarget-o226¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1413.this-o227¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿0¿1411.cleanup-o228¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1411.options.length-o229¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1411.v90-o230¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1411.v91-o231¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1411¿1411.CALL->options.join-o232¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿0¿1411.v92-o233¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1411.cmd-o234¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1411.v93-o235¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1411.v94-o236¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1411.v95-o237¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿0¿1411.cmd-o238¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1411.v96-o239¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1411.v97-o240¿¿¿¿¿PDG_OBJECT
1513¿PDG_OBJECT¿¿0¿1411.v98-o241¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿0¿1411.cmd-o242¿¿¿¿¿PDG_OBJECT
1515¿PDG_CALL¿¿1411¿1411.CALL->debug-o243¿¿¿¿¿PDG_CALL
1516¿PDG_OBJECT¿¿0¿1411.v99-o244¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1416.this-o245¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1416.err-o246¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1416.stdout-o247¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1416.stderr-o248¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1411.v140-o249¿¿¿¿¿PDG_OBJECT
1522¿PDG_CALL¿¿1411¿1411.CALL->exec-o250¿¿¿¿¿PDG_CALL
1523¿PDG_OBJECT¿¿0¿1411.child-o251¿¿¿¿¿PDG_OBJECT
1524¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1525¿PDG_CALL¿¿1413¿1413.CALL->fse.removeSync-o252¿¿¿¿¿PDG_CALL
1526¿PDG_OBJECT¿¿0¿1413.v86-o253¿¿¿¿¿PDG_OBJECT
1527¿PDG_CALL¿¿1413¿1413.CALL->path.join-o254¿¿¿¿¿PDG_CALL
1528¿PDG_OBJECT¿¿0¿1413.v87-o255¿¿¿¿¿PDG_OBJECT
1529¿PDG_CALL¿¿1413¿1413.CALL->fse.removeSync-o256¿¿¿¿¿PDG_CALL
1530¿PDG_OBJECT¿¿0¿1413.v88-o257¿¿¿¿¿PDG_OBJECT
1531¿PDG_CALL¿¿1416¿1416.CALL->stderr.trim-o258¿¿¿¿¿PDG_CALL
1532¿PDG_OBJECT¿¿0¿1416.v101-o259¿¿¿¿¿PDG_OBJECT
1533¿PDG_CALL¿¿1416¿1416.CALL->Error-o260¿¿¿¿¿PDG_CALL
1534¿PDG_OBJECT¿¿0¿1416.err-o261¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿0¿1416.err.name-o262¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1416.err-o263¿¿¿¿¿PDG_OBJECT
1537¿PDG_OBJECT¿¿0¿1416.err.name-o264¿¿¿¿¿PDG_OBJECT
1538¿PDG_CALL¿¿1416¿1416.CALL->debug-o265¿¿¿¿¿PDG_CALL
1539¿PDG_OBJECT¿¿0¿1416.v103-o266¿¿¿¿¿PDG_OBJECT
1540¿PDG_CALL¿¿1416¿1416.CALL->cleanup-o267¿¿¿¿¿PDG_CALL
1541¿PDG_OBJECT¿¿0¿1416.v104-o268¿¿¿¿¿PDG_OBJECT
1542¿PDG_CALL¿¿1416¿1416.CALL->callback-o269¿¿¿¿¿PDG_CALL
1543¿PDG_OBJECT¿¿0¿1416.v105-o270¿¿¿¿¿PDG_OBJECT
1544¿PDG_RETURN¿¿0¿1416.RET_OBJ-o271¿¿¿¿¿PDG_RETURN
1545¿PDG_OBJECT¿¿0¿1416.success-o272¿¿¿¿¿PDG_OBJECT
1546¿PDG_CALL¿¿1416¿1416.CALL->callback-o273¿¿¿¿¿PDG_CALL
1547¿PDG_OBJECT¿¿0¿1416.v109-o274¿¿¿¿¿PDG_OBJECT
1548¿PDG_RETURN¿¿0¿1416.RET_OBJ-o275¿¿¿¿¿PDG_RETURN
1549¿PDG_OBJECT¿¿0¿1423.this-o276¿¿¿¿¿PDG_OBJECT
1550¿PDG_OBJECT¿¿0¿1423.dirpath-o277¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1423.items-o278¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1416.v131-o279¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1430.this-o280¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1416.v134-o281¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1432.this-o282¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1432.err-o283¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1432.errPath-o284¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1416.v138-o285¿¿¿¿¿PDG_OBJECT
1559¿PDG_CALL¿¿1416¿1416.CALL->ndir.walk-o286¿¿¿¿¿PDG_CALL
1560¿PDG_OBJECT¿¿0¿1416.v139-o287¿¿¿¿¿PDG_OBJECT
1561¿PDG_CALL¿¿1423¿1423.CALL->dirpath.replace-o288¿¿¿¿¿PDG_CALL
1562¿PDG_OBJECT¿¿0¿1423.todir-o289¿¿¿¿¿PDG_OBJECT
1563¿PDG_CALL¿¿1423¿1423.CALL->fse.mkdirpSync-o290¿¿¿¿¿PDG_CALL
1564¿PDG_OBJECT¿¿0¿1423.v110-o291¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1423.items.length-o292¿¿¿¿¿PDG_OBJECT
1566¿PDG_OBJECT¿¿0¿1423.v112-o293¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1423.items.*-o294¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1423.info.0-o295¿¿¿¿¿PDG_OBJECT
1569¿PDG_CALL¿¿1423¿1423.CALL->path.basename-o296¿¿¿¿¿PDG_CALL
1570¿PDG_OBJECT¿¿0¿1423.name-o297¿¿¿¿¿PDG_OBJECT
1571¿PDG_OBJECT¿¿0¿1423.v114-o298¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1423.v115-o299¿¿¿¿¿PDG_OBJECT
1573¿PDG_CALL¿¿1423¿1423.CALL->name.indexOf-o300¿¿¿¿¿PDG_CALL
1574¿PDG_OBJECT¿¿0¿1423.v117-o301¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1423.v118-o302¿¿¿¿¿PDG_OBJECT
1576¿PDG_CALL¿¿1423¿1423.CALL->path.basename-o303¿¿¿¿¿PDG_CALL
1577¿PDG_OBJECT¿¿0¿1423.v120-o304¿¿¿¿¿PDG_OBJECT
1578¿PDG_CALL¿¿1423¿1423.CALL->path.join-o305¿¿¿¿¿PDG_CALL
1579¿PDG_OBJECT¿¿0¿1423.to-o306¿¿¿¿¿PDG_OBJECT
1580¿PDG_OBJECT¿¿0¿1423.info.1-o307¿¿¿¿¿PDG_OBJECT
1581¿PDG_CALL¿¿1423¿1423.CALL->v121.isDirectory-o308¿¿¿¿¿PDG_CALL
1582¿PDG_OBJECT¿¿0¿1423.v122-o309¿¿¿¿¿PDG_OBJECT
1583¿PDG_CALL¿¿1423¿1423.CALL->fse.mkdirpSync-o310¿¿¿¿¿PDG_CALL
1584¿PDG_OBJECT¿¿0¿1423.v123-o311¿¿¿¿¿PDG_OBJECT
1585¿PDG_CALL¿¿1423¿1423.CALL->v124.isFile-o312¿¿¿¿¿PDG_CALL
1586¿PDG_OBJECT¿¿0¿1423.v125-o313¿¿¿¿¿PDG_OBJECT
1587¿PDG_CALL¿¿1423¿1423.CALL->fs.readFileSync-o314¿¿¿¿¿PDG_CALL
1588¿PDG_OBJECT¿¿0¿1423.content-o315¿¿¿¿¿PDG_OBJECT
1589¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1590¿PDG_CALL¿¿1423¿1423.CALL->path.extname-o316¿¿¿¿¿PDG_CALL
1591¿PDG_OBJECT¿¿0¿1423.v126-o317¿¿¿¿¿PDG_OBJECT
1592¿PDG_CALL¿¿1423¿1423.CALL->v126.toLowerCase-o318¿¿¿¿¿PDG_CALL
1593¿PDG_OBJECT¿¿0¿1423.v127-o319¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1423.v128-o320¿¿¿¿¿PDG_OBJECT
1595¿PDG_CALL¿¿1423¿1423.CALL->content.toString-o321¿¿¿¿¿PDG_CALL
1596¿PDG_OBJECT¿¿0¿1423.v129-o322¿¿¿¿¿PDG_OBJECT
1597¿PDG_OBJECT¿¿0¿1423.content-o323¿¿¿¿¿PDG_OBJECT
1598¿PDG_CALL¿¿1423¿1423.CALL->fs.writeFileSync-o324¿¿¿¿¿PDG_CALL
1599¿PDG_OBJECT¿¿0¿1423.v130-o325¿¿¿¿¿PDG_OBJECT
1600¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1601¿PDG_OBJECT¿¿0¿1423.v112-o326¿¿¿¿¿PDG_OBJECT
1602¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1603¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1604¿PDG_CALL¿¿1430¿1430.CALL->cleanup-o327¿¿¿¿¿PDG_CALL
1605¿PDG_OBJECT¿¿0¿1430.v132-o328¿¿¿¿¿PDG_OBJECT
1606¿PDG_CALL¿¿1430¿1430.CALL->callback-o329¿¿¿¿¿PDG_CALL
1607¿PDG_OBJECT¿¿0¿1430.v133-o330¿¿¿¿¿PDG_OBJECT
1608¿PDG_CALL¿¿1432¿1432.CALL->cleanup-o331¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1432.v135-o332¿¿¿¿¿PDG_OBJECT
1610¿PDG_CALL¿¿1432¿1432.CALL->console.error-o333¿¿¿¿¿PDG_CALL
1611¿PDG_OBJECT¿¿0¿1432.v136-o334¿¿¿¿¿PDG_OBJECT
1612¿PDG_CALL¿¿1432¿1432.CALL->callback-o335¿¿¿¿¿PDG_CALL
1613¿PDG_OBJECT¿¿0¿1432.v137-o336¿¿¿¿¿PDG_OBJECT
