Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2112¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":241,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Program
2609¿VariableDeclarator¿¿3709¿file¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2610¿LogicalExpression¿||¿3709¿¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿LogicalExpression
2611¿Identifier¿¿3709¿v281¿¿¿¿¿Identifier
2612¿Literal¿string¿3709¿¿''¿¿{"start":{"line":77,"column":57},"end":{"line":77,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2613¿VariableDeclarator¿¿3709¿v282¿¿¿{"start":{"line":79,"column":48},"end":{"line":79,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2614¿MemberExpression¿¿3709¿¿¿¿{"start":{"line":79,"column":48},"end":{"line":79,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2615¿Identifier¿¿3709¿name¿¿¿{"start":{"line":79,"column":48},"end":{"line":79,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2616¿Identifier¿¿3709¿length¿¿¿{"start":{"line":79,"column":53},"end":{"line":79,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2617¿VariableDeclarator¿¿3709¿v283¿¿¿{"start":{"line":79,"column":48},"end":{"line":79,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2618¿BinaryExpression¿-¿3709¿¿¿¿{"start":{"line":79,"column":48},"end":{"line":79,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
2619¿Identifier¿¿3709¿v282¿¿¿¿¿Identifier
2620¿Literal¿number¿3709¿¿1¿¿{"start":{"line":79,"column":60},"end":{"line":79,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2621¿VariableDeclarator¿¿3709¿v284¿¿¿{"start":{"line":79,"column":30},"end":{"line":79,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2622¿CallExpression¿¿3709¿¿¿¿{"start":{"line":79,"column":30},"end":{"line":79,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2623¿MemberExpression¿¿3709¿¿¿¿{"start":{"line":79,"column":30},"end":{"line":79,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2624¿Identifier¿¿3709¿name¿¿¿{"start":{"line":79,"column":30},"end":{"line":79,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2625¿Identifier¿¿3709¿substring¿¿¿{"start":{"line":79,"column":35},"end":{"line":79,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2626¿Literal¿number¿3709¿¿1¿¿{"start":{"line":79,"column":45},"end":{"line":79,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2627¿Identifier¿¿3709¿v283¿¿¿¿¿Identifier
2628¿VariableDeclarator¿¿3709¿v285¿¿¿{"start":{"line":81,"column":46},"end":{"line":81,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2629¿MemberExpression¿¿3709¿¿¿¿{"start":{"line":81,"column":46},"end":{"line":81,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2630¿Identifier¿¿3709¿file¿¿¿{"start":{"line":81,"column":46},"end":{"line":81,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2631¿Identifier¿¿3709¿length¿¿¿{"start":{"line":81,"column":51},"end":{"line":81,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2632¿VariableDeclarator¿¿3709¿v286¿¿¿{"start":{"line":81,"column":46},"end":{"line":81,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2633¿BinaryExpression¿-¿3709¿¿¿¿{"start":{"line":81,"column":46},"end":{"line":81,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
2634¿Identifier¿¿3709¿v285¿¿¿¿¿Identifier
2635¿Literal¿number¿3709¿¿1¿¿{"start":{"line":81,"column":58},"end":{"line":81,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2636¿VariableDeclarator¿¿3709¿v287¿¿¿{"start":{"line":81,"column":28},"end":{"line":81,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2637¿CallExpression¿¿3709¿¿¿¿{"start":{"line":81,"column":28},"end":{"line":81,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2638¿MemberExpression¿¿3709¿¿¿¿{"start":{"line":81,"column":28},"end":{"line":81,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2639¿Identifier¿¿3709¿file¿¿¿{"start":{"line":81,"column":28},"end":{"line":81,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2640¿Identifier¿¿3709¿substring¿¿¿{"start":{"line":81,"column":33},"end":{"line":81,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2641¿Literal¿number¿3709¿¿1¿¿{"start":{"line":81,"column":43},"end":{"line":81,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2642¿Identifier¿¿3709¿v286¿¿¿¿¿Identifier
2643¿VariableDeclarator¿¿3709¿v288¿¿¿{"start":{"line":80,"column":30},"end":{"line":81,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2644¿BinaryExpression¿+¿3709¿¿¿¿{"start":{"line":80,"column":30},"end":{"line":81,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
2645¿Identifier¿¿3709¿base¿¿¿{"start":{"line":80,"column":30},"end":{"line":80,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2646¿Identifier¿¿3709¿v287¿¿¿¿¿Identifier
2647¿VariableDeclarator¿¿3709¿v289¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2648¿ObjectExpression¿¿3709¿¿¿¿¿¿ObjectExpression
2649¿ExpressionStatement¿¿3709¿¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2650¿AssignmentExpression¿=¿3709¿¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿AssignmentExpression
2651¿MemberExpression¿¿3709¿¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2652¿Identifier¿¿3709¿v289¿¿¿¿¿Identifier
2653¿Identifier¿¿3709¿name¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2654¿Identifier¿¿3709¿v284¿¿¿¿¿Identifier
2655¿ExpressionStatement¿¿3709¿¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2656¿AssignmentExpression¿=¿3709¿¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿AssignmentExpression
2657¿MemberExpression¿¿3709¿¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2658¿Identifier¿¿3709¿v289¿¿¿¿¿Identifier
2659¿Identifier¿¿3709¿file¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2660¿Identifier¿¿3709¿v288¿¿¿¿¿Identifier
2661¿ReturnStatement¿¿3709¿¿¿¿{"start":{"line":78,"column":20},"end":{"line":82,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ReturnStatement
2662¿Identifier¿¿3709¿v289¿¿¿¿¿Identifier
2663¿BlockStatement¿¿3709¿¿¿¿{"start":{"line":75,"column":37},"end":{"line":83,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
2664¿VariableDeclarator¿¿3705¿v291¿¿¿{"start":{"line":73,"column":30},"end":{"line":83,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2665¿CallExpression¿¿3705¿¿¿¿{"start":{"line":73,"column":30},"end":{"line":83,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2666¿MemberExpression¿¿3705¿¿¿¿{"start":{"line":73,"column":30},"end":{"line":75,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2667¿Identifier¿¿3705¿v277¿¿¿¿¿Identifier
2668¿Identifier¿¿3705¿map¿¿¿{"start":{"line":75,"column":19},"end":{"line":75,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2669¿Identifier¿¿3705¿v290¿¿¿¿¿Identifier
2670¿VariableDeclarator¿¿3705¿v308¿¿¿{"start":{"line":83,"column":26},"end":{"line":87,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2671¿FunctionExpression¿¿3705¿anon¿¿¿{"start":{"line":83,"column":26},"end":{"line":87,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿FunctionExpression
2672¿Identifier¿¿0¿i¿¿¿{"start":{"line":83,"column":35},"end":{"line":83,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2673¿VariableDeclarator¿¿3711¿v292¿¿¿{"start":{"line":84,"column":36},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2674¿ArrayExpression¿¿3711¿¿¿¿{"start":{"line":84,"column":36},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ArrayExpression
2675¿VariableDeclarator¿¿3711¿v293¿¿¿{"start":{"line":84,"column":28},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2676¿LogicalExpression¿||¿3711¿¿¿¿{"start":{"line":84,"column":28},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿LogicalExpression
2677¿Identifier¿¿3711¿omit¿¿¿{"start":{"line":84,"column":28},"end":{"line":84,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2678¿Identifier¿¿3711¿v292¿¿¿¿¿Identifier
2679¿VariableDeclarator¿¿3711¿v294¿¿¿{"start":{"line":84,"column":48},"end":{"line":84,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2680¿MemberExpression¿¿3711¿¿¿¿{"start":{"line":84,"column":48},"end":{"line":84,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2681¿Identifier¿¿3711¿i¿¿¿{"start":{"line":84,"column":48},"end":{"line":84,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2682¿Identifier¿¿3711¿name¿¿¿{"start":{"line":84,"column":50},"end":{"line":84,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2683¿VariableDeclarator¿¿3711¿v295¿¿¿{"start":{"line":84,"column":27},"end":{"line":84,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2684¿CallExpression¿¿3711¿¿¿¿{"start":{"line":84,"column":27},"end":{"line":84,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2685¿MemberExpression¿¿3711¿¿¿¿{"start":{"line":84,"column":27},"end":{"line":84,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2686¿Identifier¿¿3711¿v293¿¿¿¿¿Identifier
2687¿Identifier¿¿3711¿indexOf¿¿¿{"start":{"line":84,"column":40},"end":{"line":84,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2688¿Identifier¿¿3711¿v294¿¿¿¿¿Identifier
2689¿VariableDeclarator¿¿3711¿v296¿¿¿{"start":{"line":84,"column":60},"end":{"line":84,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2690¿UnaryExpression¿-¿3711¿¿¿¿{"start":{"line":84,"column":60},"end":{"line":84,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿UnaryExpression
2691¿Literal¿number¿3711¿¿1¿¿{"start":{"line":84,"column":61},"end":{"line":84,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2692¿VariableDeclarator¿¿3711¿v297¿¿¿{"start":{"line":84,"column":27},"end":{"line":84,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2693¿BinaryExpression¿===¿3711¿¿¿¿{"start":{"line":84,"column":27},"end":{"line":84,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
2694¿Identifier¿¿3711¿v295¿¿¿¿¿Identifier
2695¿Identifier¿¿3711¿v296¿¿¿¿¿Identifier
2696¿VariableDeclarator¿¿3711¿v298¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2697¿MemberExpression¿¿3711¿¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2698¿Identifier¿¿3711¿i¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2699¿Identifier¿¿3711¿name¿¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2700¿VariableDeclarator¿¿3711¿v299¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2701¿CallExpression¿¿3711¿¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2702¿MemberExpression¿¿3711¿¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2703¿Identifier¿¿3711¿v298¿¿¿¿¿Identifier
2704¿Identifier¿¿3711¿indexOf¿¿¿{"start":{"line":85,"column":30},"end":{"line":85,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2705¿Literal¿string¿3711¿¿'://'¿¿{"start":{"line":85,"column":38},"end":{"line":85,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2706¿VariableDeclarator¿¿3711¿v300¿¿¿{"start":{"line":85,"column":49},"end":{"line":85,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2707¿UnaryExpression¿-¿3711¿¿¿¿{"start":{"line":85,"column":49},"end":{"line":85,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿UnaryExpression
2708¿Literal¿number¿3711¿¿1¿¿{"start":{"line":85,"column":50},"end":{"line":85,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2709¿VariableDeclarator¿¿3711¿v301¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2710¿BinaryExpression¿===¿3711¿¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
2711¿Identifier¿¿3711¿v299¿¿¿¿¿Identifier
2712¿Identifier¿¿3711¿v300¿¿¿¿¿Identifier
2713¿VariableDeclarator¿¿3711¿v302¿¿¿{"start":{"line":84,"column":27},"end":{"line":85,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2714¿LogicalExpression¿&&¿3711¿¿¿¿{"start":{"line":84,"column":27},"end":{"line":85,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿LogicalExpression
2715¿Identifier¿¿3711¿v297¿¿¿¿¿Identifier
2716¿Identifier¿¿3711¿v301¿¿¿¿¿Identifier
2717¿VariableDeclarator¿¿3711¿v303¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2718¿MemberExpression¿¿3711¿¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2719¿Identifier¿¿3711¿i¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2720¿Identifier¿¿3711¿name¿¿¿{"start":{"line":86,"column":25},"end":{"line":86,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2721¿VariableDeclarator¿¿3711¿v304¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2722¿CallExpression¿¿3711¿¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2723¿MemberExpression¿¿3711¿¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2724¿Identifier¿¿3711¿v303¿¿¿¿¿Identifier
2725¿Identifier¿¿3711¿toUpperCase¿¿¿{"start":{"line":86,"column":30},"end":{"line":86,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2726¿VariableDeclarator¿¿3711¿v305¿¿¿{"start":{"line":86,"column":48},"end":{"line":86,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2727¿MemberExpression¿¿3711¿¿¿¿{"start":{"line":86,"column":48},"end":{"line":86,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2728¿Identifier¿¿3711¿i¿¿¿{"start":{"line":86,"column":48},"end":{"line":86,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2729¿Identifier¿¿3711¿name¿¿¿{"start":{"line":86,"column":50},"end":{"line":86,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2730¿VariableDeclarator¿¿3711¿v306¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2731¿BinaryExpression¿!==¿3711¿¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BinaryExpression
2732¿Identifier¿¿3711¿v304¿¿¿¿¿Identifier
2733¿Identifier¿¿3711¿v305¿¿¿¿¿Identifier
2734¿VariableDeclarator¿¿3711¿v307¿¿¿{"start":{"line":84,"column":27},"end":{"line":86,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2735¿LogicalExpression¿&&¿3711¿¿¿¿{"start":{"line":84,"column":27},"end":{"line":86,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿LogicalExpression
2736¿Identifier¿¿3711¿v302¿¿¿¿¿Identifier
2737¿Identifier¿¿3711¿v306¿¿¿¿¿Identifier
2738¿ReturnStatement¿¿3711¿¿¿¿{"start":{"line":84,"column":20},"end":{"line":86,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ReturnStatement
2739¿Identifier¿¿3711¿v307¿¿¿¿¿Identifier
2740¿BlockStatement¿¿3711¿¿¿¿{"start":{"line":83,"column":37},"end":{"line":87,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿BlockStatement
2741¿VariableDeclarator¿¿3705¿matches¿¿¿{"start":{"line":73,"column":20},"end":{"line":87,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
