Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
892¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Program
1564¿Identifier¿¿1566¿module¿¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1565¿Identifier¿¿1566¿exports¿¿¿{"start":{"line":104,"column":17},"end":{"line":104,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1566¿CFG_F_START¿¿1566¿__main__¿¿¿¿¿CFG_F_START
1567¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1568¿CFG_F_START¿¿1568¿912_anon¿¿¿¿¿CFG_F_START
1569¿CFG_F_END¿¿0¿912_anon¿¿¿¿¿CFG_F_END
1570¿CFG_F_START¿¿1570¿949_anon¿¿¿¿¿CFG_F_START
1571¿CFG_F_END¿¿0¿949_anon¿¿¿¿¿CFG_F_END
1572¿CFG_F_START¿¿1572¿967_anon¿¿¿¿¿CFG_F_START
1573¿CFG_F_END¿¿0¿967_anon¿¿¿¿¿CFG_F_END
1574¿CFG_IF_END¿¿0¿979¿¿¿¿¿CFG_IF_END
1575¿CFG_IF_END¿¿0¿962¿¿¿¿¿CFG_IF_END
1576¿CFG_F_START¿¿1576¿1054_anon¿¿¿¿¿CFG_F_START
1577¿CFG_F_END¿¿0¿1054_anon¿¿¿¿¿CFG_F_END
1578¿CFG_IF_END¿¿0¿1113¿¿¿¿¿CFG_IF_END
1579¿CFG_IF_END¿¿0¿1089¿¿¿¿¿CFG_IF_END
1580¿CFG_F_START¿¿1580¿1149_anon¿¿¿¿¿CFG_F_START
1581¿CFG_F_END¿¿0¿1149_anon¿¿¿¿¿CFG_F_END
1582¿CFG_F_START¿¿1582¿1177_anon¿¿¿¿¿CFG_F_START
1583¿CFG_F_END¿¿0¿1177_anon¿¿¿¿¿CFG_F_END
1584¿CFG_F_START¿¿1584¿1200_anon¿¿¿¿¿CFG_F_START
1585¿CFG_F_END¿¿0¿1200_anon¿¿¿¿¿CFG_F_END
1586¿CFG_IF_END¿¿0¿1228¿¿¿¿¿CFG_IF_END
1587¿CFG_IF_END¿¿0¿1258¿¿¿¿¿CFG_IF_END
1588¿CFG_IF_END¿¿0¿1285¿¿¿¿¿CFG_IF_END
1589¿CFG_IF_END¿¿0¿1207¿¿¿¿¿CFG_IF_END
1590¿CFG_F_START¿¿1590¿1325_anon¿¿¿¿¿CFG_F_START
1591¿CFG_F_END¿¿0¿1325_anon¿¿¿¿¿CFG_F_END
1592¿CFG_F_START¿¿1592¿1355_anon¿¿¿¿¿CFG_F_START
1593¿CFG_F_END¿¿0¿1355_anon¿¿¿¿¿CFG_F_END
1594¿CFG_IF_END¿¿0¿1391¿¿¿¿¿CFG_IF_END
1595¿CFG_IF_END¿¿0¿1422¿¿¿¿¿CFG_IF_END
1596¿CFG_IF_END¿¿0¿1458¿¿¿¿¿CFG_IF_END
1597¿CFG_IF_END¿¿0¿1362¿¿¿¿¿CFG_IF_END
1598¿CFG_F_START¿¿1598¿1494_anon¿¿¿¿¿CFG_F_START
1599¿CFG_F_END¿¿0¿1494_anon¿¿¿¿¿CFG_F_END
1600¿CFG_F_START¿¿1600¿1520_anon¿¿¿¿¿CFG_F_START
1601¿CFG_F_END¿¿0¿1520_anon¿¿¿¿¿CFG_F_END
1602¿CFG_F_START¿¿1602¿1543_anon¿¿¿¿¿CFG_F_START
1603¿CFG_F_END¿¿0¿1543_anon¿¿¿¿¿CFG_F_END
1604¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1605¿PDG_CALL¿¿1566¿1566.CALL->require-o175¿¿¿¿¿PDG_CALL
1606¿PDG_OBJECT¿¿0¿1566.shell-o176¿¿¿¿¿PDG_OBJECT
1607¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1608¿PDG_CALL¿¿1566¿1566.CALL->require-o177¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1566.utils-o178¿¿¿¿¿PDG_OBJECT
1610¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1611¿PDG_OBJECT¿¿0¿1566.shell.config-o179¿¿¿¿¿PDG_OBJECT
1612¿PDG_OBJECT¿¿0¿1566.v104-o180¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1566.v104.silent-o181¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1568.this-o182¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1568.filename-o183¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1568.options-o184¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1566.pdfinfo-o185¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1602.this-o186¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1602.filename-o187¿¿¿¿¿PDG_OBJECT
1620¿PDG_OBJECT¿¿0¿1602.args-o188¿¿¿¿¿PDG_OBJECT
1621¿PDG_OBJECT¿¿0¿1566.v206-o189¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1566.module-o190¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1566.module.exports-o191¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1568.v105-o192¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1568.this-o193¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1568.this.options-o194¿¿¿¿¿PDG_OBJECT
1627¿PDG_OBJECT¿¿0¿1568.v107-o195¿¿¿¿¿PDG_OBJECT
1628¿PDG_OBJECT¿¿0¿1568.v108-o196¿¿¿¿¿PDG_OBJECT
1629¿PDG_OBJECT¿¿0¿1568.v106-o197¿¿¿¿¿PDG_OBJECT
1630¿PDG_OBJECT¿¿0¿1568.v106.additional-o198¿¿¿¿¿PDG_OBJECT
1631¿PDG_OBJECT¿¿0¿1568.pdfinfo.prototype-o199¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1570.this-o200¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1570.optionArray-o201¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1568.v125-o202¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1568.v109-o203¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1568.v109.add_options-o204¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1576.this-o205¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1568.v141-o206¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1568.v126-o207¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1568.v126.getInfoSync-o208¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1580.this-o209¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1568.v145-o210¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1568.v142-o211¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1568.v142.getSync-o212¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1582.this-o213¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1582.cb-o214¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1568.v167-o215¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1568.v146-o216¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿0¿1568.v146.getInfo-o217¿¿¿¿¿PDG_OBJECT
1650¿PDG_OBJECT¿¿0¿1590.this-o218¿¿¿¿¿PDG_OBJECT
1651¿PDG_OBJECT¿¿0¿1568.v198-o219¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿0¿1568.v168-o220¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1568.v168.get-o221¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1598.this-o222¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1598.callback-o223¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1568.v201-o224¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿0¿1568.v199-o225¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1568.v199.error-o226¿¿¿¿¿PDG_OBJECT
1659¿PDG_OBJECT¿¿0¿1600.this-o227¿¿¿¿¿PDG_OBJECT
1660¿PDG_OBJECT¿¿0¿1600.callback-o228¿¿¿¿¿PDG_OBJECT
1661¿PDG_OBJECT¿¿0¿1568.v204-o229¿¿¿¿¿PDG_OBJECT
1662¿PDG_OBJECT¿¿0¿1568.v202-o230¿¿¿¿¿PDG_OBJECT
1663¿PDG_OBJECT¿¿0¿1568.v202.success-o231¿¿¿¿¿PDG_OBJECT
1664¿PDG_OBJECT¿¿0¿1570.optionArray.length-o232¿¿¿¿¿PDG_OBJECT
1665¿PDG_OBJECT¿¿0¿1570.v112-o233¿¿¿¿¿PDG_OBJECT
1666¿PDG_OBJECT¿¿0¿1572.this-o234¿¿¿¿¿PDG_OBJECT
1667¿PDG_OBJECT¿¿0¿1572.el-o235¿¿¿¿¿PDG_OBJECT
1668¿PDG_OBJECT¿¿0¿1570.v123-o236¿¿¿¿¿PDG_OBJECT
1669¿PDG_CALL¿¿1570¿1570.CALL->optionArray.forEach-o237¿¿¿¿¿PDG_CALL
1670¿PDG_OBJECT¿¿0¿1570.v124-o238¿¿¿¿¿PDG_OBJECT
1671¿PDG_RETURN¿¿0¿1570.RET_OBJ-o239¿¿¿¿¿PDG_RETURN
1672¿PDG_CALL¿¿1572¿1572.CALL->el.indexOf-o240¿¿¿¿¿PDG_CALL
1673¿PDG_OBJECT¿¿0¿1572.v113-o241¿¿¿¿¿PDG_OBJECT
1674¿PDG_OBJECT¿¿0¿1572.v114-o242¿¿¿¿¿PDG_OBJECT
1675¿PDG_CALL¿¿1572¿1572.CALL->el.split-o243¿¿¿¿¿PDG_CALL
1676¿PDG_OBJECT¿¿0¿1572.values-o244¿¿¿¿¿PDG_OBJECT
1677¿PDG_OBJECT¿¿0¿1572.self.options-o245¿¿¿¿¿PDG_OBJECT
1678¿PDG_OBJECT¿¿0¿1572.v115.additional-o246¿¿¿¿¿PDG_OBJECT
1679¿PDG_OBJECT¿¿0¿1572.values.0-o247¿¿¿¿¿PDG_OBJECT
1680¿PDG_OBJECT¿¿0¿1572.values.1-o248¿¿¿¿¿PDG_OBJECT
1681¿PDG_CALL¿¿1572¿1572.CALL->v116.push-o249¿¿¿¿¿PDG_CALL
1682¿PDG_OBJECT¿¿0¿1572.v119-o250¿¿¿¿¿PDG_OBJECT
1683¿PDG_CALL¿¿1572¿1572.CALL->v121.push-o251¿¿¿¿¿PDG_CALL
1684¿PDG_OBJECT¿¿0¿1572.v122-o252¿¿¿¿¿PDG_OBJECT
1685¿PDG_OBJECT¿¿0¿1576.self.options-o253¿¿¿¿¿PDG_OBJECT
1686¿PDG_OBJECT¿¿0¿1576.v127.additional-o254¿¿¿¿¿PDG_OBJECT
1687¿PDG_CALL¿¿1576¿1576.CALL->v128.join-o255¿¿¿¿¿PDG_CALL
1688¿PDG_OBJECT¿¿0¿1576.v129-o256¿¿¿¿¿PDG_OBJECT
1689¿PDG_OBJECT¿¿0¿1576.v130-o257¿¿¿¿¿PDG_OBJECT
1690¿PDG_CALL¿¿1576¿1576.CALL->shell.exec-o258¿¿¿¿¿PDG_CALL
1691¿PDG_OBJECT¿¿0¿1576.child-o259¿¿¿¿¿PDG_OBJECT
1692¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1693¿PDG_OBJECT¿¿0¿1576.child.code-o260¿¿¿¿¿PDG_OBJECT
1694¿PDG_OBJECT¿¿0¿1576.v132-o261¿¿¿¿¿PDG_OBJECT
1695¿PDG_OBJECT¿¿0¿1576.child.stdout-o262¿¿¿¿¿PDG_OBJECT
1696¿PDG_CALL¿¿1576¿1576.CALL->utils.parse-o263¿¿¿¿¿PDG_CALL
1697¿PDG_OBJECT¿¿0¿1576.v134-o264¿¿¿¿¿PDG_OBJECT
1698¿PDG_RETURN¿¿0¿1576.RET_OBJ-o265¿¿¿¿¿PDG_RETURN
1699¿PDG_CALL¿¿1576¿1576.CALL->shell.which-o266¿¿¿¿¿PDG_CALL
1700¿PDG_OBJECT¿¿0¿1576.v135-o267¿¿¿¿¿PDG_OBJECT
1701¿PDG_CALL¿¿1576¿1576.CALL->Error-o268¿¿¿¿¿PDG_CALL
1702¿PDG_OBJECT¿¿0¿1576.v137-o269¿¿¿¿¿PDG_OBJECT
1703¿PDG_OBJECT¿¿0¿1576.v139-o270¿¿¿¿¿PDG_OBJECT
1704¿PDG_CALL¿¿1576¿1576.CALL->Error-o271¿¿¿¿¿PDG_CALL
1705¿PDG_OBJECT¿¿0¿1576.v140-o272¿¿¿¿¿PDG_OBJECT
1706¿PDG_CALL¿¿1580¿1580.CALL->console.warn-o273¿¿¿¿¿PDG_CALL
1707¿PDG_OBJECT¿¿0¿1580.v143-o274¿¿¿¿¿PDG_OBJECT
1708¿PDG_CALL¿¿1580¿1580.CALL->this.getInfoSync-o275¿¿¿¿¿PDG_CALL
1709¿PDG_OBJECT¿¿0¿1580.v144-o276¿¿¿¿¿PDG_OBJECT
1710¿PDG_RETURN¿¿0¿1580.RET_OBJ-o277¿¿¿¿¿PDG_RETURN
1711¿PDG_OBJECT¿¿0¿1582.self.options-o278¿¿¿¿¿PDG_OBJECT
1712¿PDG_OBJECT¿¿0¿1582.v147.additional-o279¿¿¿¿¿PDG_OBJECT
1713¿PDG_CALL¿¿1582¿1582.CALL->v148.join-o280¿¿¿¿¿PDG_CALL
1714¿PDG_OBJECT¿¿0¿1582.v149-o281¿¿¿¿¿PDG_OBJECT
1715¿PDG_OBJECT¿¿0¿1582.v150-o282¿¿¿¿¿PDG_OBJECT
1716¿PDG_OBJECT¿¿0¿1584.this-o283¿¿¿¿¿PDG_OBJECT
1717¿PDG_OBJECT¿¿0¿1584.code-o284¿¿¿¿¿PDG_OBJECT
1718¿PDG_OBJECT¿¿0¿1584.data-o285¿¿¿¿¿PDG_OBJECT
1719¿PDG_OBJECT¿¿0¿1582.v166-o286¿¿¿¿¿PDG_OBJECT
1720¿PDG_CALL¿¿1582¿1582.CALL->shell.exec-o287¿¿¿¿¿PDG_CALL
1721¿PDG_OBJECT¿¿0¿1582.child-o288¿¿¿¿¿PDG_OBJECT
1722¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1723¿PDG_OBJECT¿¿0¿1584.v151-o289¿¿¿¿¿PDG_OBJECT
1724¿PDG_CALL¿¿1584¿1584.CALL->utils.parse-o290¿¿¿¿¿PDG_CALL
1725¿PDG_OBJECT¿¿0¿1584.data-o291¿¿¿¿¿PDG_OBJECT
1726¿PDG_OBJECT¿¿0¿1584.v153-o292¿¿¿¿¿PDG_OBJECT
1727¿PDG_OBJECT¿¿0¿1584.v154-o293¿¿¿¿¿PDG_OBJECT
1728¿PDG_CALL¿¿1584¿1584.CALL->cb-o294¿¿¿¿¿PDG_CALL
1729¿PDG_OBJECT¿¿0¿1584.v157-o295¿¿¿¿¿PDG_OBJECT
1730¿PDG_OBJECT¿¿0¿1584.err-o296¿¿¿¿¿PDG_OBJECT
1731¿PDG_CALL¿¿1584¿1584.CALL->shell.which-o297¿¿¿¿¿PDG_CALL
1732¿PDG_OBJECT¿¿0¿1584.v158-o298¿¿¿¿¿PDG_OBJECT
1733¿PDG_CALL¿¿1584¿1584.CALL->Error-o299¿¿¿¿¿PDG_CALL
1734¿PDG_OBJECT¿¿0¿1584.err-o300¿¿¿¿¿PDG_OBJECT
1735¿PDG_CALL¿¿1584¿1584.CALL->Error-o301¿¿¿¿¿PDG_CALL
1736¿PDG_OBJECT¿¿0¿1584.err-o302¿¿¿¿¿PDG_OBJECT
1737¿PDG_OBJECT¿¿0¿1584.v161-o303¿¿¿¿¿PDG_OBJECT
1738¿PDG_OBJECT¿¿0¿1584.v162-o304¿¿¿¿¿PDG_OBJECT
1739¿PDG_OBJECT¿¿0¿1584.v163.addtional-o305¿¿¿¿¿PDG_OBJECT
1740¿PDG_CALL¿¿1584¿1584.CALL->cb-o306¿¿¿¿¿PDG_CALL
1741¿PDG_OBJECT¿¿0¿1584.v165-o307¿¿¿¿¿PDG_OBJECT
1742¿PDG_CALL¿¿1590¿1590.CALL->console.warn-o308¿¿¿¿¿PDG_CALL
1743¿PDG_OBJECT¿¿0¿1590.v169-o309¿¿¿¿¿PDG_OBJECT
1744¿PDG_OBJECT¿¿0¿1590.self.options-o310¿¿¿¿¿PDG_OBJECT
1745¿PDG_OBJECT¿¿0¿1590.v170.additional-o311¿¿¿¿¿PDG_OBJECT
1746¿PDG_CALL¿¿1590¿1590.CALL->v171.join-o312¿¿¿¿¿PDG_CALL
1747¿PDG_OBJECT¿¿0¿1590.v172-o313¿¿¿¿¿PDG_OBJECT
1748¿PDG_OBJECT¿¿0¿1590.v173-o314¿¿¿¿¿PDG_OBJECT
1749¿PDG_OBJECT¿¿0¿1592.this-o315¿¿¿¿¿PDG_OBJECT
1750¿PDG_OBJECT¿¿0¿1592.code-o316¿¿¿¿¿PDG_OBJECT
1751¿PDG_OBJECT¿¿0¿1592.data-o317¿¿¿¿¿PDG_OBJECT
1752¿PDG_OBJECT¿¿0¿1590.v197-o318¿¿¿¿¿PDG_OBJECT
1753¿PDG_CALL¿¿1590¿1590.CALL->shell.exec-o319¿¿¿¿¿PDG_CALL
1754¿PDG_OBJECT¿¿0¿1590.child-o320¿¿¿¿¿PDG_OBJECT
1755¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1756¿PDG_OBJECT¿¿0¿1592.v174-o321¿¿¿¿¿PDG_OBJECT
1757¿PDG_OBJECT¿¿0¿1592.v175.success-o322¿¿¿¿¿PDG_OBJECT
1758¿PDG_OBJECT¿¿0¿1592.v180-o323¿¿¿¿¿PDG_OBJECT
1759¿PDG_OBJECT¿¿0¿1592.v181-o324¿¿¿¿¿PDG_OBJECT
1760¿PDG_CALL¿¿1592¿1592.CALL->utils.parse-o325¿¿¿¿¿PDG_CALL
1761¿PDG_OBJECT¿¿0¿1592.v183-o326¿¿¿¿¿PDG_OBJECT
1762¿PDG_CALL¿¿1592¿1592.CALL->v182.success-o327¿¿¿¿¿PDG_CALL
1763¿PDG_OBJECT¿¿0¿1592.v184-o328¿¿¿¿¿PDG_OBJECT
1764¿PDG_CALL¿¿1592¿1592.CALL->shell.which-o329¿¿¿¿¿PDG_CALL
1765¿PDG_OBJECT¿¿0¿1592.v185-o330¿¿¿¿¿PDG_OBJECT
1766¿PDG_CALL¿¿1592¿1592.CALL->echo-o331¿¿¿¿¿PDG_CALL
1767¿PDG_OBJECT¿¿0¿1592.v187-o332¿¿¿¿¿PDG_OBJECT
1768¿PDG_OBJECT¿¿0¿1592.v188.error-o333¿¿¿¿¿PDG_OBJECT
1769¿PDG_OBJECT¿¿0¿1592.v193-o334¿¿¿¿¿PDG_OBJECT
1770¿PDG_OBJECT¿¿0¿1592.v194-o335¿¿¿¿¿PDG_OBJECT
1771¿PDG_CALL¿¿1592¿1592.CALL->v195.error-o336¿¿¿¿¿PDG_CALL
1772¿PDG_OBJECT¿¿0¿1592.v196-o337¿¿¿¿¿PDG_OBJECT
1773¿PDG_OBJECT¿¿0¿1598.this.options-o338¿¿¿¿¿PDG_OBJECT
1774¿PDG_OBJECT¿¿0¿1598.v200-o339¿¿¿¿¿PDG_OBJECT
1775¿PDG_OBJECT¿¿0¿1598.v200.error-o340¿¿¿¿¿PDG_OBJECT
1776¿PDG_RETURN¿¿0¿1598.RET_OBJ-o341¿¿¿¿¿PDG_RETURN
1777¿PDG_OBJECT¿¿0¿1600.this.options-o342¿¿¿¿¿PDG_OBJECT
1778¿PDG_OBJECT¿¿0¿1600.v203-o343¿¿¿¿¿PDG_OBJECT
1779¿PDG_OBJECT¿¿0¿1600.v203.success-o344¿¿¿¿¿PDG_OBJECT
1780¿PDG_RETURN¿¿0¿1600.RET_OBJ-o345¿¿¿¿¿PDG_RETURN
1781¿PDG_CALL¿¿1602¿1602.CALL->pdfinfo-o346¿¿¿¿¿PDG_CALL
1782¿PDG_OBJECT¿¿0¿1602.v205-o347¿¿¿¿¿PDG_OBJECT
1783¿PDG_RETURN¿¿0¿1602.RET_OBJ-o348¿¿¿¿¿PDG_RETURN
