Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1063¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":207,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Program
1760¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":191,"column":10},"end":{"line":191,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1761¿Identifier¿¿1891¿v181¿¿¿¿¿Identifier
1762¿VariableDeclarator¿¿1891¿v182¿¿¿{"start":{"line":192,"column":18},"end":{"line":192,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1763¿CallExpression¿¿1891¿¿¿¿{"start":{"line":192,"column":18},"end":{"line":192,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1764¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":192,"column":18},"end":{"line":192,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1765¿Identifier¿¿1891¿JSON¿¿¿{"start":{"line":192,"column":18},"end":{"line":192,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1766¿Identifier¿¿1891¿stringify¿¿¿{"start":{"line":192,"column":23},"end":{"line":192,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1767¿Identifier¿¿1891¿err¿¿¿{"start":{"line":192,"column":33},"end":{"line":192,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1768¿VariableDeclarator¿¿1891¿v183¿¿¿{"start":{"line":192,"column":10},"end":{"line":192,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1769¿CallExpression¿¿1891¿¿¿¿{"start":{"line":192,"column":10},"end":{"line":192,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1770¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":192,"column":10},"end":{"line":192,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1771¿Identifier¿¿1891¿res¿¿¿{"start":{"line":192,"column":10},"end":{"line":192,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1772¿Identifier¿¿1891¿end¿¿¿{"start":{"line":192,"column":14},"end":{"line":192,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1773¿Identifier¿¿1891¿v182¿¿¿¿¿Identifier
1774¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":192,"column":10},"end":{"line":192,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1775¿Identifier¿¿1891¿v183¿¿¿¿¿Identifier
1776¿BlockStatement¿¿1891¿¿¿¿{"start":{"line":190,"column":17},"end":{"line":194,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1777¿VariableDeclarator¿¿1891¿v184¿¿¿{"start":{"line":194,"column":19},"end":{"line":194,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1778¿CallExpression¿¿1891¿¿¿¿{"start":{"line":194,"column":19},"end":{"line":194,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1779¿Identifier¿¿1891¿should304¿¿¿{"start":{"line":194,"column":19},"end":{"line":194,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1780¿Identifier¿¿1891¿req¿¿¿{"start":{"line":194,"column":29},"end":{"line":194,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1781¿Identifier¿¿1891¿stats¿¿¿{"start":{"line":194,"column":34},"end":{"line":194,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1782¿IfStatement¿¿1891¿¿¿¿{"start":{"line":194,"column":15},"end":{"line":201,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1783¿Identifier¿¿1891¿v184¿¿¿¿¿Identifier
1784¿VariableDeclarator¿¿1891¿v185¿¿¿{"start":{"line":195,"column":10},"end":{"line":195,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1785¿CallExpression¿¿1891¿¿¿¿{"start":{"line":195,"column":10},"end":{"line":195,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1786¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":195,"column":10},"end":{"line":195,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1787¿Identifier¿¿1891¿res¿¿¿{"start":{"line":195,"column":10},"end":{"line":195,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1788¿Identifier¿¿1891¿writeHead¿¿¿{"start":{"line":195,"column":14},"end":{"line":195,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1789¿Literal¿number¿1891¿¿304¿¿{"start":{"line":195,"column":24},"end":{"line":195,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1790¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":195,"column":10},"end":{"line":195,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1791¿Identifier¿¿1891¿v185¿¿¿¿¿Identifier
1792¿VariableDeclarator¿¿1891¿v186¿¿¿{"start":{"line":196,"column":10},"end":{"line":196,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1793¿CallExpression¿¿1891¿¿¿¿{"start":{"line":196,"column":10},"end":{"line":196,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1794¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":196,"column":10},"end":{"line":196,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1795¿Identifier¿¿1891¿res¿¿¿{"start":{"line":196,"column":10},"end":{"line":196,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1796¿Identifier¿¿1891¿end¿¿¿{"start":{"line":196,"column":14},"end":{"line":196,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1797¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":196,"column":10},"end":{"line":196,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1798¿Identifier¿¿1891¿v186¿¿¿¿¿Identifier
1799¿BlockStatement¿¿1891¿¿¿¿{"start":{"line":194,"column":42},"end":{"line":198,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1800¿VariableDeclarator¿¿1891¿cache¿¿¿{"start":{"line":199,"column":16},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1801¿VariableDeclarator¿¿1891¿v187¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1802¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1803¿Identifier¿¿1891¿options¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1804¿Identifier¿¿1891¿cache¿¿¿{"start":{"line":199,"column":32},"end":{"line":199,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1805¿VariableDeclarator¿¿1891¿v188¿¿¿{"start":{"line":199,"column":40},"end":{"line":199,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1806¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":199,"column":40},"end":{"line":199,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1807¿Identifier¿¿1891¿options¿¿¿{"start":{"line":199,"column":40},"end":{"line":199,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1808¿Identifier¿¿1891¿cache¿¿¿{"start":{"line":199,"column":48},"end":{"line":199,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1809¿IfStatement¿¿1891¿¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1810¿Identifier¿¿1891¿v187¿¿¿¿¿Identifier
1811¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1812¿AssignmentExpression¿=¿1891¿¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1813¿Identifier¿¿1891¿cache¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1814¿Identifier¿¿1891¿v188¿¿¿¿¿Identifier
1815¿BlockStatement¿¿1891¿¿¿¿¿¿BlockStatement
1816¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1817¿AssignmentExpression¿=¿1891¿¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1818¿Identifier¿¿1891¿cache¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1819¿Literal¿string¿1891¿¿'max-age=86400'¿¿{"start":{"line":199,"column":56},"end":{"line":199,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1820¿BlockStatement¿¿1891¿¿¿¿¿¿BlockStatement
1821¿VariableDeclarator¿¿1891¿v189¿¿¿{"start":{"line":200,"column":10},"end":{"line":200,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1822¿CallExpression¿¿1891¿¿¿¿{"start":{"line":200,"column":10},"end":{"line":200,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1823¿Identifier¿¿1891¿serveFile¿¿¿{"start":{"line":200,"column":10},"end":{"line":200,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1824¿Identifier¿¿1891¿req¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1825¿Identifier¿¿1891¿res¿¿¿{"start":{"line":200,"column":25},"end":{"line":200,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1826¿Identifier¿¿1891¿stats¿¿¿{"start":{"line":200,"column":30},"end":{"line":200,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1827¿Identifier¿¿1891¿basePath¿¿¿{"start":{"line":200,"column":37},"end":{"line":200,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1828¿Identifier¿¿1891¿cache¿¿¿{"start":{"line":200,"column":47},"end":{"line":200,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1829¿ExpressionStatement¿¿1891¿¿¿¿{"start":{"line":200,"column":10},"end":{"line":200,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1830¿Identifier¿¿1891¿v189¿¿¿¿¿Identifier
1831¿BlockStatement¿¿1891¿¿¿¿{"start":{"line":198,"column":15},"end":{"line":201,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1832¿BlockStatement¿¿1891¿¿¿¿¿¿BlockStatement
1833¿BlockStatement¿¿1891¿¿¿¿{"start":{"line":189,"column":46},"end":{"line":202,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1834¿VariableDeclarator¿¿1879¿v191¿¿¿{"start":{"line":189,"column":6},"end":{"line":202,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1835¿CallExpression¿¿1879¿¿¿¿{"start":{"line":189,"column":6},"end":{"line":202,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1836¿Identifier¿¿1879¿statFile¿¿¿{"start":{"line":189,"column":6},"end":{"line":189,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1837¿Identifier¿¿1879¿basePath¿¿¿{"start":{"line":189,"column":15},"end":{"line":189,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1838¿Identifier¿¿1879¿v190¿¿¿¿¿Identifier
1839¿ExpressionStatement¿¿1879¿¿¿¿{"start":{"line":189,"column":6},"end":{"line":202,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1840¿Identifier¿¿1879¿v191¿¿¿¿¿Identifier
1841¿BlockStatement¿¿1879¿¿¿¿{"start":{"line":188,"column":11},"end":{"line":203,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1842¿BlockStatement¿¿1879¿¿¿¿{"start":{"line":163,"column":40},"end":{"line":204,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1843¿ReturnStatement¿¿1877¿¿¿¿{"start":{"line":163,"column":2},"end":{"line":204,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ReturnStatement
1844¿Identifier¿¿1877¿v192¿¿¿¿¿Identifier
1845¿BlockStatement¿¿1877¿¿¿¿{"start":{"line":162,"column":30},"end":{"line":205,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1846¿ExpressionStatement¿¿1852¿¿¿¿{"start":{"line":207,"column":0},"end":{"line":207,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1847¿AssignmentExpression¿=¿1852¿¿¿¿{"start":{"line":207,"column":0},"end":{"line":207,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1848¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":207,"column":0},"end":{"line":207,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1849¿Identifier¿¿1852¿module¿¿¿{"start":{"line":207,"column":0},"end":{"line":207,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1850¿Identifier¿¿1852¿exports¿¿¿{"start":{"line":207,"column":7},"end":{"line":207,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1851¿Identifier¿¿1852¿basicStatic¿¿¿{"start":{"line":207,"column":17},"end":{"line":207,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1852¿CFG_F_START¿¿1852¿__main__¿¿¿¿¿CFG_F_START
1853¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1854¿CFG_F_START¿¿1854¿1087_anon¿¿¿¿¿CFG_F_START
1855¿CFG_F_END¿¿0¿1087_anon¿¿¿¿¿CFG_F_END
1856¿CFG_F_START¿¿1856¿1091_anon¿¿¿¿¿CFG_F_START
1857¿CFG_F_END¿¿0¿1091_anon¿¿¿¿¿CFG_F_END
1858¿CFG_IF_END¿¿0¿1164¿¿¿¿¿CFG_IF_END
1859¿CFG_IF_END¿¿0¿1145¿¿¿¿¿CFG_IF_END
1860¿CFG_IF_END¿¿0¿1118¿¿¿¿¿CFG_IF_END
1861¿CFG_F_START¿¿1861¿1205_anon¿¿¿¿¿CFG_F_START
1862¿CFG_F_END¿¿0¿1205_anon¿¿¿¿¿CFG_F_END
1863¿CFG_F_START¿¿1863¿1212_anon¿¿¿¿¿CFG_F_START
1864¿CFG_F_END¿¿0¿1212_anon¿¿¿¿¿CFG_F_END
1865¿CFG_IF_END¿¿0¿1227¿¿¿¿¿CFG_IF_END
1866¿CFG_F_START¿¿1866¿1256_anon¿¿¿¿¿CFG_F_START
1867¿CFG_F_END¿¿0¿1256_anon¿¿¿¿¿CFG_F_END
1868¿CFG_F_START¿¿1868¿1300_anon¿¿¿¿¿CFG_F_START
1869¿CFG_F_END¿¿0¿1300_anon¿¿¿¿¿CFG_F_END
1870¿CFG_IF_END¿¿0¿1314¿¿¿¿¿CFG_IF_END
1871¿CFG_IF_END¿¿0¿1336¿¿¿¿¿CFG_IF_END
1872¿CFG_F_START¿¿1872¿1345_anon¿¿¿¿¿CFG_F_START
1873¿CFG_F_END¿¿0¿1345_anon¿¿¿¿¿CFG_F_END
1874¿CFG_F_START¿¿1874¿1358_anon¿¿¿¿¿CFG_F_START
1875¿CFG_F_END¿¿0¿1358_anon¿¿¿¿¿CFG_F_END
1876¿CFG_IF_END¿¿0¿1412¿¿¿¿¿CFG_IF_END
1877¿CFG_F_START¿¿1877¿1528_anon¿¿¿¿¿CFG_F_START
1878¿CFG_F_END¿¿0¿1528_anon¿¿¿¿¿CFG_F_END
1879¿CFG_F_START¿¿1879¿1531_serveStatic¿¿¿¿¿CFG_F_START
1880¿CFG_F_END¿¿0¿1531_serveStatic¿¿¿¿¿CFG_F_END
1881¿CFG_IF_END¿¿0¿1537¿¿¿¿¿CFG_IF_END
1882¿CFG_IF_END¿¿0¿1558¿¿¿¿¿CFG_IF_END
1883¿CFG_IF_END¿¿0¿1608¿¿¿¿¿CFG_IF_END
1884¿CFG_F_START¿¿1884¿1623_anon¿¿¿¿¿CFG_F_START
1885¿CFG_F_END¿¿0¿1623_anon¿¿¿¿¿CFG_F_END
1886¿CFG_F_START¿¿1886¿1627_anon¿¿¿¿¿CFG_F_START
1887¿CFG_F_END¿¿0¿1627_anon¿¿¿¿¿CFG_F_END
1888¿CFG_IF_END¿¿0¿1697¿¿¿¿¿CFG_IF_END
1889¿CFG_IF_END¿¿0¿1670¿¿¿¿¿CFG_IF_END
1890¿CFG_IF_END¿¿0¿1630¿¿¿¿¿CFG_IF_END
1891¿CFG_F_START¿¿1891¿1739_anon¿¿¿¿¿CFG_F_START
1892¿CFG_F_END¿¿0¿1739_anon¿¿¿¿¿CFG_F_END
1893¿CFG_IF_END¿¿0¿1809¿¿¿¿¿CFG_IF_END
1894¿CFG_IF_END¿¿0¿1782¿¿¿¿¿CFG_IF_END
1895¿CFG_IF_END¿¿0¿1742¿¿¿¿¿CFG_IF_END
1896¿CFG_IF_END¿¿0¿1620¿¿¿¿¿CFG_IF_END
1897¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1898¿PDG_CALL¿¿1852¿1852.CALL->require-o223¿¿¿¿¿PDG_CALL
1899¿PDG_OBJECT¿¿0¿1852.fs-o224¿¿¿¿¿PDG_OBJECT
1900¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1901¿PDG_CALL¿¿1852¿1852.CALL->require-o225¿¿¿¿¿PDG_CALL
1902¿PDG_OBJECT¿¿0¿1852.crypto-o226¿¿¿¿¿PDG_OBJECT
1903¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1904¿PDG_CALL¿¿1852¿1852.CALL->require-o227¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿0¿1852.path-o228¿¿¿¿¿PDG_OBJECT
1906¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1907¿PDG_CALL¿¿1852¿1852.CALL->require-o229¿¿¿¿¿PDG_CALL
1908¿PDG_OBJECT¿¿0¿1852.url-o230¿¿¿¿¿PDG_OBJECT
1909¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1910¿PDG_CALL¿¿1852¿1852.CALL->require-o231¿¿¿¿¿PDG_CALL
1911¿PDG_OBJECT¿¿0¿1852.mime-o232¿¿¿¿¿PDG_OBJECT
1912¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1913¿PDG_OBJECT¿¿0¿1854.this-o233¿¿¿¿¿PDG_OBJECT
1914¿PDG_OBJECT¿¿0¿1854.filePath-o234¿¿¿¿¿PDG_OBJECT
1915¿PDG_OBJECT¿¿0¿1854.callback-o235¿¿¿¿¿PDG_OBJECT
1916¿PDG_OBJECT¿¿0¿1852.statFile-o236¿¿¿¿¿PDG_OBJECT
1917¿PDG_OBJECT¿¿0¿1861.this-o237¿¿¿¿¿PDG_OBJECT
1918¿PDG_OBJECT¿¿0¿1861.basePath-o238¿¿¿¿¿PDG_OBJECT
1919¿PDG_OBJECT¿¿0¿1861.callback-o239¿¿¿¿¿PDG_OBJECT
1920¿PDG_OBJECT¿¿0¿1852.checkCompress-o240¿¿¿¿¿PDG_OBJECT
1921¿PDG_OBJECT¿¿0¿1866.this-o241¿¿¿¿¿PDG_OBJECT
1922¿PDG_OBJECT¿¿0¿1866.inode-o242¿¿¿¿¿PDG_OBJECT
1923¿PDG_OBJECT¿¿0¿1866.mTime-o243¿¿¿¿¿PDG_OBJECT
1924¿PDG_OBJECT¿¿0¿1852.createServerEtag-o244¿¿¿¿¿PDG_OBJECT
1925¿PDG_OBJECT¿¿0¿1868.this-o245¿¿¿¿¿PDG_OBJECT
1926¿PDG_OBJECT¿¿0¿1868.req-o246¿¿¿¿¿PDG_OBJECT
1927¿PDG_OBJECT¿¿0¿1868.stats-o247¿¿¿¿¿PDG_OBJECT
1928¿PDG_OBJECT¿¿0¿1852.should304-o248¿¿¿¿¿PDG_OBJECT
1929¿PDG_OBJECT¿¿0¿1872.this-o249¿¿¿¿¿PDG_OBJECT
1930¿PDG_OBJECT¿¿0¿1872.req-o250¿¿¿¿¿PDG_OBJECT
1931¿PDG_OBJECT¿¿0¿1872.res-o251¿¿¿¿¿PDG_OBJECT
1932¿PDG_OBJECT¿¿0¿1872.stats-o252¿¿¿¿¿PDG_OBJECT
1933¿PDG_OBJECT¿¿0¿1872.filePath-o253¿¿¿¿¿PDG_OBJECT
1934¿PDG_OBJECT¿¿0¿1872.cache-o254¿¿¿¿¿PDG_OBJECT
1935¿PDG_OBJECT¿¿0¿1852.serveFile-o255¿¿¿¿¿PDG_OBJECT
1936¿PDG_OBJECT¿¿0¿1877.this-o256¿¿¿¿¿PDG_OBJECT
1937¿PDG_OBJECT¿¿0¿1877.options-o257¿¿¿¿¿PDG_OBJECT
1938¿PDG_OBJECT¿¿0¿1852.basicStatic-o258¿¿¿¿¿PDG_OBJECT
1939¿PDG_OBJECT¿¿0¿1852.module-o259¿¿¿¿¿PDG_OBJECT
1940¿PDG_OBJECT¿¿0¿1852.module.exports-o260¿¿¿¿¿PDG_OBJECT
1941¿PDG_OBJECT¿¿0¿1856.this-o261¿¿¿¿¿PDG_OBJECT
1942¿PDG_OBJECT¿¿0¿1856.err-o262¿¿¿¿¿PDG_OBJECT
1943¿PDG_OBJECT¿¿0¿1856.stats-o263¿¿¿¿¿PDG_OBJECT
1944¿PDG_OBJECT¿¿0¿1854.v109-o264¿¿¿¿¿PDG_OBJECT
1945¿PDG_CALL¿¿1854¿1854.CALL->fs.stat-o265¿¿¿¿¿PDG_CALL
1946¿PDG_OBJECT¿¿0¿1854.v110-o266¿¿¿¿¿PDG_OBJECT
1947¿PDG_OBJECT¿¿0¿1856.err.code-o267¿¿¿¿¿PDG_OBJECT
1948¿PDG_OBJECT¿¿0¿1856.v98-o268¿¿¿¿¿PDG_OBJECT
1949¿PDG_OBJECT¿¿0¿1856.v100-o269¿¿¿¿¿PDG_OBJECT
1950¿PDG_OBJECT¿¿0¿1856.v102-o270¿¿¿¿¿PDG_OBJECT
1951¿PDG_CALL¿¿1856¿1856.CALL->Error-o271¿¿¿¿¿PDG_CALL
1952¿PDG_OBJECT¿¿0¿1856.error-o272¿¿¿¿¿PDG_OBJECT
1953¿PDG_OBJECT¿¿0¿1856.error-o273¿¿¿¿¿PDG_OBJECT
1954¿PDG_OBJECT¿¿0¿1856.error.httpCode-o274¿¿¿¿¿PDG_OBJECT
1955¿PDG_CALL¿¿1856¿1856.CALL->callback-o275¿¿¿¿¿PDG_CALL
1956¿PDG_OBJECT¿¿0¿1856.v103-o276¿¿¿¿¿PDG_OBJECT
1957¿PDG_CALL¿¿1856¿1856.CALL->stats.isFile-o277¿¿¿¿¿PDG_CALL
1958¿PDG_OBJECT¿¿0¿1856.v104-o278¿¿¿¿¿PDG_OBJECT
1959¿PDG_CALL¿¿1856¿1856.CALL->Error-o279¿¿¿¿¿PDG_CALL
1960¿PDG_OBJECT¿¿0¿1856.error-o280¿¿¿¿¿PDG_OBJECT
