Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
919¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/libnested_1.5.0/src/index.js"}¿¿Program
1715¿PDG_RETURN¿¿0¿1603.RET_OBJ-o258¿¿¿¿¿PDG_RETURN
1716¿PDG_CALL¿¿1603¿1603.CALL->isBasic-o259¿¿¿¿¿PDG_CALL
1717¿PDG_OBJECT¿¿0¿1603.v98-o260¿¿¿¿¿PDG_OBJECT
1718¿PDG_OBJECT¿¿0¿1603.obj.*-o261¿¿¿¿¿PDG_OBJECT
1719¿PDG_RETURN¿¿0¿1603.RET_OBJ-o262¿¿¿¿¿PDG_RETURN
1720¿PDG_OBJECT¿¿0¿1603.path.length-o263¿¿¿¿¿PDG_OBJECT
1721¿PDG_OBJECT¿¿0¿1603.v101-o264¿¿¿¿¿PDG_OBJECT
1722¿PDG_OBJECT¿¿0¿1603.path.*-o265¿¿¿¿¿PDG_OBJECT
1723¿PDG_OBJECT¿¿0¿1603.v104-o266¿¿¿¿¿PDG_OBJECT
1724¿PDG_RETURN¿¿0¿1603.RET_OBJ-o267¿¿¿¿¿PDG_RETURN
1725¿PDG_OBJECT¿¿0¿1603.v101-o268¿¿¿¿¿PDG_OBJECT
1726¿PDG_RETURN¿¿0¿1603.RET_OBJ-o269¿¿¿¿¿PDG_RETURN
1727¿PDG_CALL¿¿1609¿1609.CALL->Number.isInteger-o270¿¿¿¿¿PDG_CALL
1728¿PDG_OBJECT¿¿0¿1609.v105-o271¿¿¿¿¿PDG_OBJECT
1729¿PDG_OBJECT¿¿0¿1609.v106-o272¿¿¿¿¿PDG_OBJECT
1730¿PDG_OBJECT¿¿0¿1609.v107-o273¿¿¿¿¿PDG_OBJECT
1731¿PDG_RETURN¿¿0¿1609.RET_OBJ-o274¿¿¿¿¿PDG_RETURN
1732¿PDG_CALL¿¿1611¿1611.CALL->Error-o275¿¿¿¿¿PDG_CALL
1733¿PDG_OBJECT¿¿0¿1611.v109-o276¿¿¿¿¿PDG_OBJECT
1734¿PDG_CALL¿¿1611¿1611.CALL->isBasic-o277¿¿¿¿¿PDG_CALL
1735¿PDG_OBJECT¿¿0¿1611.v110-o278¿¿¿¿¿PDG_OBJECT
1736¿PDG_RETURN¿¿0¿1611.RET_OBJ-o279¿¿¿¿¿PDG_RETURN
1737¿PDG_OBJECT¿¿0¿1611.path.length-o280¿¿¿¿¿PDG_OBJECT
1738¿PDG_OBJECT¿¿0¿1611.v112-o281¿¿¿¿¿PDG_OBJECT
1739¿PDG_OBJECT¿¿0¿1611.v115-o282¿¿¿¿¿PDG_OBJECT
1740¿PDG_OBJECT¿¿0¿1611.v116-o283¿¿¿¿¿PDG_OBJECT
1741¿PDG_OBJECT¿¿0¿1611.path.*-o284¿¿¿¿¿PDG_OBJECT
1742¿PDG_OBJECT¿¿0¿1611.obj-o285¿¿¿¿¿PDG_OBJECT
1743¿PDG_OBJECT¿¿0¿1611.obj.*-o286¿¿¿¿¿PDG_OBJECT
1744¿PDG_OBJECT¿¿0¿1611.obj.*-o287¿¿¿¿¿PDG_OBJECT
1745¿PDG_OBJECT¿¿0¿1611.v120-o288¿¿¿¿¿PDG_OBJECT
1746¿PDG_OBJECT¿¿0¿1611.v122-o289¿¿¿¿¿PDG_OBJECT
1747¿PDG_CALL¿¿1611¿1611.CALL->isNonNegativeInteger-o290¿¿¿¿¿PDG_CALL
1748¿PDG_OBJECT¿¿0¿1611.v124-o291¿¿¿¿¿PDG_OBJECT
1749¿PDG_OBJECT¿¿0¿1611.v125-o292¿¿¿¿¿PDG_OBJECT
1750¿PDG_OBJECT¿¿0¿1611.v126-o293¿¿¿¿¿PDG_OBJECT
1751¿PDG_OBJECT¿¿0¿1611.v127-o294¿¿¿¿¿PDG_OBJECT
1752¿PDG_OBJECT¿¿0¿1611.obj-o295¿¿¿¿¿PDG_OBJECT
1753¿PDG_OBJECT¿¿0¿1611.obj.v121-o296¿¿¿¿¿PDG_OBJECT
1754¿PDG_OBJECT¿¿0¿1611.obj.*-o297¿¿¿¿¿PDG_OBJECT
1755¿PDG_OBJECT¿¿0¿1611.v112-o298¿¿¿¿¿PDG_OBJECT
1756¿PDG_RETURN¿¿0¿1611.RET_OBJ-o299¿¿¿¿¿PDG_RETURN
1757¿PDG_OBJECT¿¿0¿1619.v129-o300¿¿¿¿¿PDG_OBJECT
1758¿PDG_CALL¿¿1619¿1619.CALL->Array.isArray-o301¿¿¿¿¿PDG_CALL
1759¿PDG_OBJECT¿¿0¿1619.v130-o302¿¿¿¿¿PDG_OBJECT
1760¿PDG_RETURN¿¿0¿1619.RET_OBJ-o303¿¿¿¿¿PDG_RETURN
1761¿PDG_OBJECT¿¿0¿1619.obj.length-o304¿¿¿¿¿PDG_OBJECT
1762¿PDG_OBJECT¿¿0¿1619.v133-o305¿¿¿¿¿PDG_OBJECT
1763¿PDG_OBJECT¿¿0¿1619.obj.*-o306¿¿¿¿¿PDG_OBJECT
1764¿PDG_CALL¿¿1619¿1619.CALL->isObject-o307¿¿¿¿¿PDG_CALL
1765¿PDG_OBJECT¿¿0¿1619.v135-o308¿¿¿¿¿PDG_OBJECT
1766¿PDG_CALL¿¿1619¿1619.CALL->path.concat-o309¿¿¿¿¿PDG_CALL
1767¿PDG_OBJECT¿¿0¿1619.v136-o310¿¿¿¿¿PDG_OBJECT
1768¿PDG_CALL¿¿1619¿1619.CALL->each-o311¿¿¿¿¿PDG_CALL
1769¿PDG_OBJECT¿¿0¿1619.v137-o312¿¿¿¿¿PDG_OBJECT
1770¿PDG_OBJECT¿¿0¿1619.v138-o313¿¿¿¿¿PDG_OBJECT
1771¿PDG_RETURN¿¿0¿1619.RET_OBJ-o314¿¿¿¿¿PDG_RETURN
1772¿PDG_CALL¿¿1619¿1619.CALL->path.concat-o315¿¿¿¿¿PDG_CALL
1773¿PDG_OBJECT¿¿0¿1619.v139-o316¿¿¿¿¿PDG_OBJECT
1774¿PDG_CALL¿¿1619¿1619.CALL->iter-o317¿¿¿¿¿PDG_CALL
1775¿PDG_OBJECT¿¿0¿1619.v140-o318¿¿¿¿¿PDG_OBJECT
1776¿PDG_OBJECT¿¿0¿1619.v141-o319¿¿¿¿¿PDG_OBJECT
1777¿PDG_RETURN¿¿0¿1619.RET_OBJ-o320¿¿¿¿¿PDG_RETURN
1778¿PDG_OBJECT¿¿0¿1619.v133-o321¿¿¿¿¿PDG_OBJECT
1779¿PDG_OBJECT¿¿0¿1619.k-o322¿¿¿¿¿PDG_OBJECT
1780¿PDG_CALL¿¿1619¿1619.CALL->isObject-o323¿¿¿¿¿PDG_CALL
1781¿PDG_OBJECT¿¿0¿1619.v142-o324¿¿¿¿¿PDG_OBJECT
1782¿PDG_CALL¿¿1619¿1619.CALL->path.concat-o325¿¿¿¿¿PDG_CALL
1783¿PDG_OBJECT¿¿0¿1619.v143-o326¿¿¿¿¿PDG_OBJECT
1784¿PDG_CALL¿¿1619¿1619.CALL->each-o327¿¿¿¿¿PDG_CALL
1785¿PDG_OBJECT¿¿0¿1619.v144-o328¿¿¿¿¿PDG_OBJECT
1786¿PDG_OBJECT¿¿0¿1619.v145-o329¿¿¿¿¿PDG_OBJECT
1787¿PDG_RETURN¿¿0¿1619.RET_OBJ-o330¿¿¿¿¿PDG_RETURN
1788¿PDG_CALL¿¿1619¿1619.CALL->path.concat-o331¿¿¿¿¿PDG_CALL
1789¿PDG_OBJECT¿¿0¿1619.v146-o332¿¿¿¿¿PDG_OBJECT
1790¿PDG_CALL¿¿1619¿1619.CALL->iter-o333¿¿¿¿¿PDG_CALL
1791¿PDG_OBJECT¿¿0¿1619.v147-o334¿¿¿¿¿PDG_OBJECT
1792¿PDG_OBJECT¿¿0¿1619.v148-o335¿¿¿¿¿PDG_OBJECT
1793¿PDG_RETURN¿¿0¿1619.RET_OBJ-o336¿¿¿¿¿PDG_RETURN
1794¿PDG_RETURN¿¿0¿1619.RET_OBJ-o337¿¿¿¿¿PDG_RETURN
1795¿PDG_OBJECT¿¿0¿1631.out-o338¿¿¿¿¿PDG_OBJECT
1796¿PDG_CALL¿¿1631¿1631.CALL->Array.isArray-o339¿¿¿¿¿PDG_CALL
1797¿PDG_OBJECT¿¿0¿1631.v149-o340¿¿¿¿¿PDG_OBJECT
1798¿PDG_OBJECT¿¿0¿1631.v151-o341¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿0¿1631.v152-o342¿¿¿¿¿PDG_OBJECT
1800¿PDG_OBJECT¿¿0¿1634.this-o343¿¿¿¿¿PDG_OBJECT
1801¿PDG_OBJECT¿¿0¿1634.val-o344¿¿¿¿¿PDG_OBJECT
1802¿PDG_OBJECT¿¿0¿1634.path-o345¿¿¿¿¿PDG_OBJECT
1803¿PDG_OBJECT¿¿0¿1631.v155-o346¿¿¿¿¿PDG_OBJECT
1804¿PDG_CALL¿¿1631¿1631.CALL->each-o347¿¿¿¿¿PDG_CALL
1805¿PDG_OBJECT¿¿0¿1631.v156-o348¿¿¿¿¿PDG_OBJECT
1806¿PDG_RETURN¿¿0¿1631.RET_OBJ-o349¿¿¿¿¿PDG_RETURN
1807¿PDG_CALL¿¿1634¿1634.CALL->iter-o350¿¿¿¿¿PDG_CALL
1808¿PDG_OBJECT¿¿0¿1634.v153-o351¿¿¿¿¿PDG_OBJECT
1809¿PDG_CALL¿¿1634¿1634.CALL->set-o352¿¿¿¿¿PDG_CALL
1810¿PDG_OBJECT¿¿0¿1634.v154-o353¿¿¿¿¿PDG_OBJECT
1811¿PDG_OBJECT¿¿0¿1636.out-o354¿¿¿¿¿PDG_OBJECT
1812¿PDG_OBJECT¿¿0¿1638.this-o355¿¿¿¿¿PDG_OBJECT
1813¿PDG_OBJECT¿¿0¿1638._-o356¿¿¿¿¿PDG_OBJECT
1814¿PDG_OBJECT¿¿0¿1638.path-o357¿¿¿¿¿PDG_OBJECT
1815¿PDG_OBJECT¿¿0¿1636.v158-o358¿¿¿¿¿PDG_OBJECT
1816¿PDG_CALL¿¿1636¿1636.CALL->each-o359¿¿¿¿¿PDG_CALL
1817¿PDG_OBJECT¿¿0¿1636.v159-o360¿¿¿¿¿PDG_OBJECT
1818¿PDG_RETURN¿¿0¿1636.RET_OBJ-o361¿¿¿¿¿PDG_RETURN
1819¿PDG_CALL¿¿1638¿1638.CALL->out.push-o362¿¿¿¿¿PDG_CALL
1820¿PDG_OBJECT¿¿0¿1638.v157-o363¿¿¿¿¿PDG_OBJECT
1821¿PDG_RETURN¿¿0¿1640.RET_OBJ-o364¿¿¿¿¿PDG_RETURN
1822¿PDG_CALL¿¿1642¿1642.CALL->isObject-o365¿¿¿¿¿PDG_CALL
1823¿PDG_OBJECT¿¿0¿1642.v160-o366¿¿¿¿¿PDG_OBJECT
1824¿PDG_RETURN¿¿0¿1642.RET_OBJ-o367¿¿¿¿¿PDG_RETURN
1825¿PDG_OBJECT¿¿0¿1642._obj-o368¿¿¿¿¿PDG_OBJECT
1826¿PDG_CALL¿¿1642¿1642.CALL->Array.isArray-o369¿¿¿¿¿PDG_CALL
1827¿PDG_OBJECT¿¿0¿1642.v162-o370¿¿¿¿¿PDG_OBJECT
1828¿PDG_OBJECT¿¿0¿1642.v163-o371¿¿¿¿¿PDG_OBJECT
1829¿PDG_OBJECT¿¿0¿1642.v164-o372¿¿¿¿¿PDG_OBJECT
1830¿PDG_OBJECT¿¿0¿1642.k-o373¿¿¿¿¿PDG_OBJECT
1831¿PDG_OBJECT¿¿0¿1642.k-o374¿¿¿¿¿PDG_OBJECT
1832¿PDG_OBJECT¿¿0¿1642.obj.*-o375¿¿¿¿¿PDG_OBJECT
1833¿PDG_CALL¿¿1642¿1642.CALL->clone-o376¿¿¿¿¿PDG_CALL
1834¿PDG_OBJECT¿¿0¿1642.v166-o377¿¿¿¿¿PDG_OBJECT
1835¿PDG_OBJECT¿¿0¿1642._obj-o378¿¿¿¿¿PDG_OBJECT
1836¿PDG_OBJECT¿¿0¿1642._obj.*-o379¿¿¿¿¿PDG_OBJECT
1837¿PDG_RETURN¿¿0¿1642.RET_OBJ-o380¿¿¿¿¿PDG_RETURN
