Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8356¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":925,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Program
8901¿Literal¿string¿14850¿¿'function('¿¿{"start":{"line":96,"column":51},"end":{"line":96,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8902¿VariableDeclarator¿¿14850¿v1040¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8903¿BinaryExpression¿!==¿14850¿¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8904¿Literal¿number¿14850¿¿0¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8905¿Identifier¿¿14850¿v1039¿¿¿¿¿Identifier
8906¿VariableDeclarator¿¿14850¿v1041¿¿¿{"start":{"line":96,"column":79},"end":{"line":96,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8907¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":96,"column":79},"end":{"line":96,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8908¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":96,"column":79},"end":{"line":96,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8909¿Identifier¿¿14850¿member¿¿¿{"start":{"line":96,"column":90},"end":{"line":96,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8910¿VariableDeclarator¿¿14850¿v1042¿¿¿{"start":{"line":96,"column":67},"end":{"line":96,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8911¿BinaryExpression¿!==¿14850¿¿¿¿{"start":{"line":96,"column":67},"end":{"line":96,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8912¿Literal¿string¿14850¿¿'super'¿¿{"start":{"line":96,"column":67},"end":{"line":96,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8913¿Identifier¿¿14850¿v1041¿¿¿¿¿Identifier
8914¿VariableDeclarator¿¿14850¿v1043¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8915¿LogicalExpression¿&&¿14850¿¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿LogicalExpression
8916¿Identifier¿¿14850¿v1040¿¿¿¿¿Identifier
8917¿Identifier¿¿14850¿v1042¿¿¿¿¿Identifier
8918¿IfStatement¿¿14850¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":113,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿IfStatement
8919¿Identifier¿¿14850¿v1043¿¿¿¿¿Identifier
8920¿VariableDeclarator¿¿14850¿v1044¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8921¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8922¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8923¿Identifier¿¿14850¿member¿¿¿{"start":{"line":98,"column":34},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8924¿VariableDeclarator¿¿14850¿v1045¿¿¿{"start":{"line":98,"column":45},"end":{"line":98,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8925¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":98,"column":45},"end":{"line":98,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8926¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":98,"column":45},"end":{"line":98,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8927¿Identifier¿¿14850¿method¿¿¿{"start":{"line":98,"column":56},"end":{"line":98,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8928¿VariableDeclarator¿¿14850¿v1046¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8929¿BinaryExpression¿===¿14850¿¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8930¿Identifier¿¿14850¿v1044¿¿¿¿¿Identifier
8931¿Identifier¿¿14850¿v1045¿¿¿¿¿Identifier
8932¿IfStatement¿¿14850¿¿¿¿{"start":{"line":98,"column":20},"end":{"line":102,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿IfStatement
8933¿Identifier¿¿14850¿v1046¿¿¿¿¿Identifier
8934¿ExpressionStatement¿¿14850¿¿¿¿{"start":{"line":99,"column":24},"end":{"line":99,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8935¿AssignmentExpression¿=¿14850¿¿¿¿{"start":{"line":99,"column":24},"end":{"line":99,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8936¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":99,"column":24},"end":{"line":99,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8937¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":99,"column":24},"end":{"line":99,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8938¿Identifier¿¿14850¿member¿¿¿{"start":{"line":99,"column":35},"end":{"line":99,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8939¿Literal¿string¿14850¿¿'null'¿¿{"start":{"line":99,"column":44},"end":{"line":99,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8940¿BlockStatement¿¿14850¿¿¿¿{"start":{"line":98,"column":64},"end":{"line":100,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
8941¿VariableDeclarator¿¿14850¿v1047¿¿¿{"start":{"line":101,"column":50},"end":{"line":101,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8942¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":101,"column":50},"end":{"line":101,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8943¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":101,"column":50},"end":{"line":101,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8944¿Identifier¿¿14850¿method¿¿¿{"start":{"line":101,"column":61},"end":{"line":101,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8945¿VariableDeclarator¿¿14850¿v1048¿¿¿{"start":{"line":101,"column":44},"end":{"line":101,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8946¿BinaryExpression¿+¿14850¿¿¿¿{"start":{"line":101,"column":44},"end":{"line":101,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8947¿TemplateLiteral¿¿14850¿¿¿¿{"start":{"line":101,"column":44},"end":{"line":101,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿TemplateLiteral
8948¿Identifier¿¿14850¿v1047¿¿¿¿¿Identifier
8949¿ExpressionStatement¿¿14850¿¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8950¿AssignmentExpression¿=¿14850¿¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8951¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8952¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8953¿Identifier¿¿14850¿method¿¿¿{"start":{"line":101,"column":35},"end":{"line":101,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8954¿BinaryExpression¿+¿14850¿¿¿¿{"start":{"line":101,"column":44},"end":{"line":101,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8955¿Identifier¿¿14850¿v1048¿¿¿¿¿Identifier
8956¿TemplateLiteral¿¿14850¿¿¿¿{"start":{"line":101,"column":70},"end":{"line":101,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿TemplateLiteral
8957¿BlockStatement¿¿14850¿¿¿¿{"start":{"line":100,"column":27},"end":{"line":102,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
8958¿ExpressionStatement¿¿14850¿¿¿¿{"start":{"line":104,"column":20},"end":{"line":104,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8959¿AssignmentExpression¿=¿14850¿¿¿¿{"start":{"line":104,"column":20},"end":{"line":104,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8960¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":104,"column":20},"end":{"line":104,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8961¿Identifier¿¿14850¿parsedData¿¿¿{"start":{"line":104,"column":20},"end":{"line":104,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8962¿Identifier¿¿14850¿arguments¿¿¿{"start":{"line":104,"column":31},"end":{"line":104,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8963¿ArrayExpression¿¿14850¿¿¿¿{"start":{"line":104,"column":43},"end":{"line":104,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ArrayExpression
8964¿VariableDeclarator¿¿14850¿v1049¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8965¿MemberExpression¿¿14850¿¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8966¿Identifier¿¿14850¿node¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8967¿Identifier¿¿14850¿arguments¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8968¿VariableDeclarator¿¿14850¿v1060¿¿¿{"start":{"line":105,"column":43},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8969¿FunctionExpression¿¿14850¿anon¿¿¿{"start":{"line":105,"column":43},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿FunctionExpression
8970¿Identifier¿¿0¿val¿¿¿{"start":{"line":105,"column":52},"end":{"line":105,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8971¿VariableDeclarator¿¿14853¿v1050¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8972¿MemberExpression¿¿14853¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8973¿Identifier¿¿14853¿parsedData¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8974¿Identifier¿¿14853¿arguments¿¿¿{"start":{"line":106,"column":35},"end":{"line":106,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8975¿VariableDeclarator¿¿14853¿v1051¿¿¿{"start":{"line":106,"column":62},"end":{"line":106,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8976¿MemberExpression¿¿14853¿¿¿¿{"start":{"line":106,"column":62},"end":{"line":106,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8977¿Identifier¿¿14853¿val¿¿¿{"start":{"line":106,"column":62},"end":{"line":106,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8978¿Identifier¿¿14853¿range¿¿¿{"start":{"line":106,"column":66},"end":{"line":106,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8979¿VariableDeclarator¿¿14853¿v1052¿¿¿{"start":{"line":106,"column":62},"end":{"line":106,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8980¿MemberExpression¿computed¿14853¿¿¿¿{"start":{"line":106,"column":62},"end":{"line":106,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8981¿Identifier¿¿14853¿v1051¿¿¿¿¿Identifier
8982¿Literal¿number¿14853¿¿0¿¿{"start":{"line":106,"column":72},"end":{"line":106,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8983¿VariableDeclarator¿¿14853¿v1053¿¿¿{"start":{"line":106,"column":76},"end":{"line":106,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8984¿MemberExpression¿¿14853¿¿¿¿{"start":{"line":106,"column":76},"end":{"line":106,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8985¿Identifier¿¿14853¿val¿¿¿{"start":{"line":106,"column":76},"end":{"line":106,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8986¿Identifier¿¿14853¿range¿¿¿{"start":{"line":106,"column":80},"end":{"line":106,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8987¿VariableDeclarator¿¿14853¿v1054¿¿¿{"start":{"line":106,"column":76},"end":{"line":106,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8988¿MemberExpression¿computed¿14853¿¿¿¿{"start":{"line":106,"column":76},"end":{"line":106,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8989¿Identifier¿¿14853¿v1053¿¿¿¿¿Identifier
8990¿Literal¿number¿14853¿¿1¿¿{"start":{"line":106,"column":86},"end":{"line":106,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8991¿VariableDeclarator¿¿14853¿v1055¿¿¿{"start":{"line":106,"column":91},"end":{"line":106,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8992¿MemberExpression¿¿14853¿¿¿¿{"start":{"line":106,"column":91},"end":{"line":106,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8993¿Identifier¿¿14853¿val¿¿¿{"start":{"line":106,"column":91},"end":{"line":106,"column":94},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8994¿Identifier¿¿14853¿range¿¿¿{"start":{"line":106,"column":95},"end":{"line":106,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8995¿VariableDeclarator¿¿14853¿v1056¿¿¿{"start":{"line":106,"column":91},"end":{"line":106,"column":103},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8996¿MemberExpression¿computed¿14853¿¿¿¿{"start":{"line":106,"column":91},"end":{"line":106,"column":103},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8997¿Identifier¿¿14853¿v1055¿¿¿¿¿Identifier
8998¿Literal¿number¿14853¿¿0¿¿{"start":{"line":106,"column":101},"end":{"line":106,"column":102},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8999¿VariableDeclarator¿¿14853¿v1057¿¿¿{"start":{"line":106,"column":76},"end":{"line":106,"column":103},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
9000¿BinaryExpression¿-¿14853¿¿¿¿{"start":{"line":106,"column":76},"end":{"line":106,"column":103},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
9001¿Identifier¿¿14853¿v1054¿¿¿¿¿Identifier
9002¿Identifier¿¿14853¿v1056¿¿¿¿¿Identifier
9003¿VariableDeclarator¿¿14853¿v1058¿¿¿{"start":{"line":106,"column":50},"end":{"line":106,"column":104},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
9004¿CallExpression¿¿14853¿¿¿¿{"start":{"line":106,"column":50},"end":{"line":106,"column":104},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
9005¿MemberExpression¿¿14853¿¿¿¿{"start":{"line":106,"column":50},"end":{"line":106,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
9006¿Identifier¿¿14853¿code¿¿¿{"start":{"line":106,"column":50},"end":{"line":106,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
9007¿Identifier¿¿14853¿substr¿¿¿{"start":{"line":106,"column":55},"end":{"line":106,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
9008¿Identifier¿¿14853¿v1052¿¿¿¿¿Identifier
9009¿Identifier¿¿14853¿v1057¿¿¿¿¿Identifier
9010¿VariableDeclarator¿¿14853¿v1059¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
9011¿CallExpression¿¿14853¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
9012¿MemberExpression¿¿14853¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
9013¿Identifier¿¿14853¿v1050¿¿¿¿¿Identifier
9014¿Identifier¿¿14853¿push¿¿¿{"start":{"line":106,"column":45},"end":{"line":106,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
9015¿Identifier¿¿14853¿v1058¿¿¿¿¿Identifier
9016¿ExpressionStatement¿¿14853¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":106},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
9017¿Identifier¿¿14853¿v1059¿¿¿¿¿Identifier
9018¿BlockStatement¿¿14853¿¿¿¿{"start":{"line":105,"column":57},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
9019¿VariableDeclarator¿¿14850¿v1061¿¿¿{"start":{"line":105,"column":20},"end":{"line":107,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
