Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
924¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Program
1573¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":57,"column":17},"end":{"line":62,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1574¿VariableDeclarator¿¿1643¿v172¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1575¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1576¿Identifier¿¿1643¿output¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1577¿Identifier¿¿1643¿filename¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1578¿IfStatement¿¿1643¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1579¿Identifier¿¿1643¿v172¿¿¿¿¿Identifier
1580¿VariableDeclarator¿¿1643¿v173¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1581¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1582¿Identifier¿¿1643¿output¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1583¿Identifier¿¿1643¿filename¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1584¿VariableDeclarator¿¿1643¿v174¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1585¿BinaryExpression¿===¿1643¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BinaryExpression
1586¿Identifier¿¿1643¿v173¿¿¿¿¿Identifier
1587¿Literal¿string¿1643¿¿'stdout'¿¿{"start":{"line":64,"column":32},"end":{"line":64,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1588¿IfStatement¿¿1643¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":69,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1589¿Identifier¿¿1643¿v174¿¿¿¿¿Identifier
1590¿VariableDeclarator¿¿1643¿v175¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1591¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1592¿Identifier¿¿1643¿process¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1593¿Identifier¿¿1643¿stdout¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1594¿VariableDeclarator¿¿1643¿v176¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1595¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1596¿Identifier¿¿1643¿output¿¿¿{"start":{"line":65,"column":33},"end":{"line":65,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1597¿Identifier¿¿1643¿content¿¿¿{"start":{"line":65,"column":40},"end":{"line":65,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1598¿VariableDeclarator¿¿1643¿v177¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1599¿CallExpression¿¿1643¿¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1600¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1601¿Identifier¿¿1643¿v175¿¿¿¿¿Identifier
1602¿Identifier¿¿1643¿write¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1603¿Identifier¿¿1643¿v176¿¿¿¿¿Identifier
1604¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1605¿Identifier¿¿1643¿v177¿¿¿¿¿Identifier
1606¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":64,"column":42},"end":{"line":66,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1607¿VariableDeclarator¿¿1643¿v178¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1608¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1609¿Identifier¿¿1643¿fs_1¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1610¿Identifier¿¿1643¿promises¿¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1611¿VariableDeclarator¿¿1643¿v179¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1612¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1613¿Identifier¿¿1643¿output¿¿¿{"start":{"line":68,"column":42},"end":{"line":68,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1614¿Identifier¿¿1643¿filename¿¿¿{"start":{"line":68,"column":49},"end":{"line":68,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1615¿VariableDeclarator¿¿1643¿v180¿¿¿{"start":{"line":68,"column":59},"end":{"line":68,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1616¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":68,"column":59},"end":{"line":68,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1617¿Identifier¿¿1643¿output¿¿¿{"start":{"line":68,"column":59},"end":{"line":68,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1618¿Identifier¿¿1643¿content¿¿¿{"start":{"line":68,"column":66},"end":{"line":68,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1619¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1620¿AwaitExpression¿¿1643¿¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AwaitExpression
1621¿CallExpression¿¿1643¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1622¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1623¿Identifier¿¿1643¿v178¿¿¿¿¿Identifier
1624¿Identifier¿¿1643¿writeFile¿¿¿{"start":{"line":68,"column":32},"end":{"line":68,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1625¿Identifier¿¿1643¿v179¿¿¿¿¿Identifier
1626¿Identifier¿¿1643¿v180¿¿¿¿¿Identifier
1627¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":67,"column":13},"end":{"line":69,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1628¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":63,"column":25},"end":{"line":70,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1629¿ReturnStatement¿¿1643¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ReturnStatement
1630¿Identifier¿¿1643¿output¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1631¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":18,"column":59},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1632¿ExpressionStatement¿¿1638¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1633¿AssignmentExpression¿=¿1638¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1634¿MemberExpression¿¿1638¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1635¿Identifier¿¿1638¿exports¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1636¿Identifier¿¿1638¿convertMdToPdf¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1637¿Identifier¿¿1638¿convertMdToPdf¿¿¿{"start":{"line":73,"column":25},"end":{"line":73,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1638¿CFG_F_START¿¿1638¿__main__¿¿¿¿¿CFG_F_START
1639¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1640¿CFG_F_START¿¿1640¿936_anon¿¿¿¿¿CFG_F_START
1641¿CFG_F_END¿¿0¿936_anon¿¿¿¿¿CFG_F_END
1642¿CFG_IF_END¿¿0¿952¿¿¿¿¿CFG_IF_END
1643¿CFG_F_START¿¿1643¿1032_anon¿¿¿¿¿CFG_F_START
1644¿CFG_F_END¿¿0¿1032_anon¿¿¿¿¿CFG_F_END
1645¿CFG_IF_END¿¿0¿1074¿¿¿¿¿CFG_IF_END
1646¿CFG_IF_END¿¿0¿1086¿¿¿¿¿CFG_IF_END
1647¿CFG_IF_END¿¿0¿1200¿¿¿¿¿CFG_IF_END
1648¿CFG_IF_END¿¿0¿1235¿¿¿¿¿CFG_IF_END
1649¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1650¿CFG_IF_END¿¿0¿1311¿¿¿¿¿CFG_IF_END
1651¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1652¿CFG_IF_END¿¿0¿1345¿¿¿¿¿CFG_IF_END
1653¿CFG_IF_END¿¿0¿1391¿¿¿¿¿CFG_IF_END
1654¿CFG_IF_END¿¿0¿1411¿¿¿¿¿CFG_IF_END
1655¿CFG_IF_END¿¿0¿1376¿¿¿¿¿CFG_IF_END
1656¿CFG_IF_END¿¿0¿1510¿¿¿¿¿CFG_IF_END
1657¿CFG_IF_END¿¿0¿1540¿¿¿¿¿CFG_IF_END
1658¿CFG_IF_END¿¿0¿1554¿¿¿¿¿CFG_IF_END
1659¿CFG_IF_END¿¿0¿1534¿¿¿¿¿CFG_IF_END
1660¿CFG_IF_END¿¿0¿1588¿¿¿¿¿CFG_IF_END
1661¿CFG_IF_END¿¿0¿1578¿¿¿¿¿CFG_IF_END
1662¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1663¿PDG_OBJECT¿¿0¿1638.v92-o176¿¿¿¿¿PDG_OBJECT
1664¿PDG_OBJECT¿¿0¿1640.this-o177¿¿¿¿¿PDG_OBJECT
1665¿PDG_OBJECT¿¿0¿1640.mod-o178¿¿¿¿¿PDG_OBJECT
1666¿PDG_OBJECT¿¿0¿1638.v97-o179¿¿¿¿¿PDG_OBJECT
1667¿PDG_OBJECT¿¿0¿1638.v98-o180¿¿¿¿¿PDG_OBJECT
1668¿PDG_CALL¿¿1638¿1638.CALL->Object.defineProperty-o181¿¿¿¿¿PDG_CALL
1669¿PDG_OBJECT¿¿0¿1638.v99-o182¿¿¿¿¿PDG_OBJECT
1670¿PDG_OBJECT¿¿0¿1638.v100-o183¿¿¿¿¿PDG_OBJECT
1671¿PDG_OBJECT¿¿0¿1638.exports-o184¿¿¿¿¿PDG_OBJECT
1672¿PDG_OBJECT¿¿0¿1638.exports.convertMdToPdf-o185¿¿¿¿¿PDG_OBJECT
1673¿PDG_CALL¿¿1638¿1638.CALL->require-o186¿¿¿¿¿PDG_CALL
1674¿PDG_OBJECT¿¿0¿1638.fs_1-o187¿¿¿¿¿PDG_OBJECT
1675¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1676¿PDG_CALL¿¿1638¿1638.CALL->require-o188¿¿¿¿¿PDG_CALL
1677¿PDG_OBJECT¿¿0¿1638.v101-o189¿¿¿¿¿PDG_OBJECT
1678¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1679¿PDG_CALL¿¿1638¿1638.CALL->__importDefault-o190¿¿¿¿¿PDG_CALL
1680¿PDG_OBJECT¿¿0¿1638.gray_matter_1-o191¿¿¿¿¿PDG_OBJECT
1681¿PDG_CALL¿¿1638¿1638.CALL->require-o192¿¿¿¿¿PDG_CALL
1682¿PDG_OBJECT¿¿0¿1638.path_1-o193¿¿¿¿¿PDG_OBJECT
1683¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1684¿PDG_CALL¿¿1638¿1638.CALL->require-o194¿¿¿¿¿PDG_CALL
1685¿PDG_OBJECT¿¿0¿1638.generate_output_1-o195¿¿¿¿¿PDG_OBJECT
1686¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1687¿PDG_CALL¿¿1638¿1638.CALL->require-o196¿¿¿¿¿PDG_CALL
1688¿PDG_OBJECT¿¿0¿1638.get_html_1-o197¿¿¿¿¿PDG_OBJECT
1689¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1690¿PDG_CALL¿¿1638¿1638.CALL->require-o198¿¿¿¿¿PDG_CALL
1691¿PDG_OBJECT¿¿0¿1638.get_output_file_path_1-o199¿¿¿¿¿PDG_OBJECT
1692¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1693¿PDG_CALL¿¿1638¿1638.CALL->require-o200¿¿¿¿¿PDG_CALL
1694¿PDG_OBJECT¿¿0¿1638.helpers_1-o201¿¿¿¿¿PDG_OBJECT
1695¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1696¿PDG_CALL¿¿1638¿1638.CALL->require-o202¿¿¿¿¿PDG_CALL
1697¿PDG_OBJECT¿¿0¿1638.read_file_1-o203¿¿¿¿¿PDG_OBJECT
1698¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1699¿PDG_OBJECT¿¿0¿1643.this-o204¿¿¿¿¿PDG_OBJECT
1700¿PDG_OBJECT¿¿0¿1643.input-o205¿¿¿¿¿PDG_OBJECT
1701¿PDG_OBJECT¿¿0¿1643.config-o206¿¿¿¿¿PDG_OBJECT
1702¿PDG_OBJECT¿¿0¿1643.args-o207¿¿¿¿¿PDG_OBJECT
1703¿PDG_OBJECT¿¿0¿1638.convertMdToPdf-o208¿¿¿¿¿PDG_OBJECT
1704¿PDG_OBJECT¿¿0¿1638.exports-o209¿¿¿¿¿PDG_OBJECT
1705¿PDG_OBJECT¿¿0¿1638.exports.convertMdToPdf-o210¿¿¿¿¿PDG_OBJECT
1706¿PDG_OBJECT¿¿0¿1640.mod.__esModule-o211¿¿¿¿¿PDG_OBJECT
1707¿PDG_OBJECT¿¿0¿1640.v94-o212¿¿¿¿¿PDG_OBJECT
1708¿PDG_OBJECT¿¿0¿1640.v95-o213¿¿¿¿¿PDG_OBJECT
1709¿PDG_OBJECT¿¿0¿1640.v96-o214¿¿¿¿¿PDG_OBJECT
1710¿PDG_RETURN¿¿0¿1640.RET_OBJ-o215¿¿¿¿¿PDG_RETURN
1711¿PDG_OBJECT¿¿0¿1643._a-o216¿¿¿¿¿PDG_OBJECT
1712¿PDG_OBJECT¿¿0¿1643.mdFileContent-o217¿¿¿¿¿PDG_OBJECT
1713¿PDG_OBJECT¿¿0¿1643.v102-o218¿¿¿¿¿PDG_OBJECT
1714¿PDG_OBJECT¿¿0¿1643.input.content-o219¿¿¿¿¿PDG_OBJECT
1715¿PDG_OBJECT¿¿0¿1643.input.path-o220¿¿¿¿¿PDG_OBJECT
1716¿PDG_OBJECT¿¿0¿1643.v105-o221¿¿¿¿¿PDG_OBJECT
1717¿PDG_OBJECT¿¿0¿1643.v107-o222¿¿¿¿¿PDG_OBJECT
1718¿PDG_OBJECT¿¿0¿1643.v108-o223¿¿¿¿¿PDG_OBJECT
1719¿PDG_OBJECT¿¿0¿1643.config.md_file_encoding-o224¿¿¿¿¿PDG_OBJECT
1720¿PDG_OBJECT¿¿0¿1643.v110-o225¿¿¿¿¿PDG_OBJECT
1721¿PDG_CALL¿¿1643¿1643.CALL->gray_matter_1.default-o226¿¿¿¿¿PDG_CALL
1722¿PDG_OBJECT¿¿0¿1643.v111-o227¿¿¿¿¿PDG_OBJECT
1723¿TAINT_SINK¿¿0¿default¿¿¿¿¿TAINT_SINK
1724¿PDG_OBJECT¿¿0¿1643.v111.md-o228¿¿¿¿¿PDG_OBJECT
1725¿PDG_OBJECT¿¿0¿1643.v111.frontMatterConfig-o229¿¿¿¿¿PDG_OBJECT
1726¿PDG_OBJECT¿¿0¿1643.v112-o230¿¿¿¿¿PDG_OBJECT
1727¿PDG_CALL¿¿1643¿1643.CALL->Object.assign-o231¿¿¿¿¿PDG_CALL
1728¿PDG_OBJECT¿¿0¿1643.v113-o232¿¿¿¿¿PDG_OBJECT
1729¿PDG_CALL¿¿1643¿1643.CALL->Object.assign-o233¿¿¿¿¿PDG_CALL
1730¿PDG_OBJECT¿¿0¿1643.v114-o234¿¿¿¿¿PDG_OBJECT
1731¿PDG_OBJECT¿¿0¿1643.v115-o235¿¿¿¿¿PDG_OBJECT
1732¿PDG_OBJECT¿¿0¿1643.config.pdf_options-o236¿¿¿¿¿PDG_OBJECT
1733¿PDG_CALL¿¿1643¿1643.CALL->Object.assign-o237¿¿¿¿¿PDG_CALL
1734¿PDG_OBJECT¿¿0¿1643.v117-o238¿¿¿¿¿PDG_OBJECT
1735¿PDG_OBJECT¿¿0¿1643.frontMatterConfig-o239¿¿¿¿¿PDG_OBJECT
1736¿PDG_OBJECT¿¿0¿1643.frontMatterConfig.pdf_options-o240¿¿¿¿¿PDG_OBJECT
1737¿PDG_CALL¿¿1643¿1643.CALL->Object.assign-o241¿¿¿¿¿PDG_CALL
1738¿PDG_OBJECT¿¿0¿1643.v119-o242¿¿¿¿¿PDG_OBJECT
1739¿PDG_OBJECT¿¿0¿1643.v120-o243¿¿¿¿¿PDG_OBJECT
1740¿PDG_CALL¿¿1643¿1643.CALL->Object.assign-o244¿¿¿¿¿PDG_CALL
1741¿PDG_OBJECT¿¿0¿1643.config-o245¿¿¿¿¿PDG_OBJECT
1742¿PDG_OBJECT¿¿0¿1643.config.pdf_options-o246¿¿¿¿¿PDG_OBJECT
1743¿PDG_OBJECT¿¿0¿1643.v121.headerTemplate-o247¿¿¿¿¿PDG_OBJECT
1744¿PDG_OBJECT¿¿0¿1643.v121.footerTemplate-o248¿¿¿¿¿PDG_OBJECT
1745¿PDG_OBJECT¿¿0¿1643.v121.displayHeaderFooter-o249¿¿¿¿¿PDG_OBJECT
1746¿PDG_OBJECT¿¿0¿1643.v123-o250¿¿¿¿¿PDG_OBJECT
1747¿PDG_OBJECT¿¿0¿1643.v124-o251¿¿¿¿¿PDG_OBJECT
1748¿PDG_OBJECT¿¿0¿1643.v125-o252¿¿¿¿¿PDG_OBJECT
1749¿PDG_OBJECT¿¿0¿1643.v125.displayHeaderFooter-o253¿¿¿¿¿PDG_OBJECT
1750¿PDG_OBJECT¿¿0¿1643.arrayOptions-o254¿¿¿¿¿PDG_OBJECT
1751¿PDG_OBJECT¿¿0¿1643.arrayOptions.0-o255¿¿¿¿¿PDG_OBJECT
1752¿PDG_OBJECT¿¿0¿1643.arrayOptions.1-o256¿¿¿¿¿PDG_OBJECT
1753¿PDG_OBJECT¿¿0¿1643.arrayOptions.2-o257¿¿¿¿¿PDG_OBJECT
1754¿PDG_OBJECT¿¿0¿1643.option-o258¿¿¿¿¿PDG_OBJECT
1755¿PDG_OBJECT¿¿0¿1643.option-o259¿¿¿¿¿PDG_OBJECT
1756¿PDG_OBJECT¿¿0¿1643.config.*-o260¿¿¿¿¿PDG_OBJECT
1757¿PDG_CALL¿¿1643¿1643.CALL->Array.isArray-o261¿¿¿¿¿PDG_CALL
1758¿PDG_OBJECT¿¿0¿1643.v127-o262¿¿¿¿¿PDG_OBJECT
1759¿PDG_OBJECT¿¿0¿1643.v130-o263¿¿¿¿¿PDG_OBJECT
1760¿PDG_OBJECT¿¿0¿1643.v130.0-o264¿¿¿¿¿PDG_OBJECT
1761¿PDG_CALL¿¿1643¿1643.CALL->v130.filter-o265¿¿¿¿¿PDG_CALL
1762¿PDG_OBJECT¿¿0¿1643.v131-o266¿¿¿¿¿PDG_OBJECT
1763¿PDG_OBJECT¿¿0¿1643.config-o267¿¿¿¿¿PDG_OBJECT
1764¿PDG_OBJECT¿¿0¿1643.config.*-o268¿¿¿¿¿PDG_OBJECT
1765¿PDG_OBJECT¿¿0¿1643.v132-o269¿¿¿¿¿PDG_OBJECT
1766¿PDG_OBJECT¿¿0¿1643.v132.0-o270¿¿¿¿¿PDG_OBJECT
1767¿PDG_OBJECT¿¿0¿1643.v132.1-o271¿¿¿¿¿PDG_OBJECT
1768¿PDG_OBJECT¿¿0¿1643.v132.2-o272¿¿¿¿¿PDG_OBJECT
1769¿PDG_CALL¿¿1643¿1643.CALL->Set-o273¿¿¿¿¿PDG_CALL
1770¿PDG_OBJECT¿¿0¿1643.jsonArgs-o274¿¿¿¿¿PDG_OBJECT
1771¿PDG_OBJECT¿¿0¿1643.arg-o275¿¿¿¿¿PDG_OBJECT
1772¿PDG_CALL¿¿1643¿1643.CALL->Object.entries-o276¿¿¿¿¿PDG_CALL
1773¿PDG_OBJECT¿¿0¿1643.v133-o277¿¿¿¿¿PDG_OBJECT
1774¿PDG_OBJECT¿¿0¿1643.arg-o278¿¿¿¿¿PDG_OBJECT
1775¿PDG_OBJECT¿¿0¿1643.arg.0-o279¿¿¿¿¿PDG_OBJECT
1776¿PDG_OBJECT¿¿0¿1643.arg.1-o280¿¿¿¿¿PDG_OBJECT
1777¿PDG_CALL¿¿1643¿1643.CALL->argKey.slice-o281¿¿¿¿¿PDG_CALL
1778¿PDG_OBJECT¿¿0¿1643.v134-o282¿¿¿¿¿PDG_OBJECT
1779¿PDG_CALL¿¿1643¿1643.CALL->v134.replace-o283¿¿¿¿¿PDG_CALL
