Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
915¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":71,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Program
1599¿CFG_F_START¿¿1599¿1089_anon¿¿¿¿¿CFG_F_START
1600¿CFG_F_END¿¿0¿1089_anon¿¿¿¿¿CFG_F_END
1601¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1602¿CFG_F_START¿¿1602¿1125_anon¿¿¿¿¿CFG_F_START
1603¿CFG_F_END¿¿0¿1125_anon¿¿¿¿¿CFG_F_END
1604¿CFG_IF_END¿¿0¿1198¿¿¿¿¿CFG_IF_END
1605¿CFG_F_START¿¿1605¿1224_anon¿¿¿¿¿CFG_F_START
1606¿CFG_F_END¿¿0¿1224_anon¿¿¿¿¿CFG_F_END
1607¿CFG_F_START¿¿1607¿1247_anon¿¿¿¿¿CFG_F_START
1608¿CFG_F_END¿¿0¿1247_anon¿¿¿¿¿CFG_F_END
1609¿CFG_F_START¿¿1609¿1316_anon¿¿¿¿¿CFG_F_START
1610¿CFG_F_END¿¿0¿1316_anon¿¿¿¿¿CFG_F_END
1611¿CFG_F_START¿¿1611¿1340_anon¿¿¿¿¿CFG_F_START
1612¿CFG_F_END¿¿0¿1340_anon¿¿¿¿¿CFG_F_END
1613¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1614¿CFG_F_START¿¿1614¿1420_anon¿¿¿¿¿CFG_F_START
1615¿CFG_F_END¿¿0¿1420_anon¿¿¿¿¿CFG_F_END
1616¿CFG_F_START¿¿1616¿1429_anon¿¿¿¿¿CFG_F_START
1617¿CFG_F_END¿¿0¿1429_anon¿¿¿¿¿CFG_F_END
1618¿CFG_F_START¿¿1618¿1480_anon¿¿¿¿¿CFG_F_START
1619¿CFG_F_END¿¿0¿1480_anon¿¿¿¿¿CFG_F_END
1620¿CFG_IF_END¿¿0¿1568¿¿¿¿¿CFG_IF_END
1621¿CFG_IF_END¿¿0¿1543¿¿¿¿¿CFG_IF_END
1622¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1623¿PDG_CALL¿¿1589¿1589.CALL->require-o203¿¿¿¿¿PDG_CALL
1624¿PDG_OBJECT¿¿0¿1589.v95-o204¿¿¿¿¿PDG_OBJECT
1625¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1626¿PDG_OBJECT¿¿0¿1589.v95.execSync-o205¿¿¿¿¿PDG_OBJECT
1627¿PDG_CALL¿¿1589¿1589.CALL->require-o206¿¿¿¿¿PDG_CALL
1628¿PDG_OBJECT¿¿0¿1589.v96-o207¿¿¿¿¿PDG_OBJECT
1629¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1630¿PDG_OBJECT¿¿0¿1589.v96.argv-o208¿¿¿¿¿PDG_OBJECT
1631¿PDG_OBJECT¿¿0¿1589.v97._-o209¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1589.v98.0-o210¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1591.this-o211¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1591.pid-o212¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1591.name-o213¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1591.level-o214¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1589.Process-o215¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1589.Process-o216¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1589.Process.is_class-o217¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1593.this-o218¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1593.processObj-o219¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1589.v125-o220¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1602.this-o221¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1602.processObj-o222¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1589.v143-o223¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1607.this-o224¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1607.processObj-o225¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1607.pidsByLevel-o226¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿0¿1589.v159-o227¿¿¿¿¿PDG_OBJECT
1650¿PDG_OBJECT¿¿0¿1611.this-o228¿¿¿¿¿PDG_OBJECT
1651¿PDG_OBJECT¿¿0¿1611.pid-o229¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿0¿1589.v168-o230¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1614.this-o231¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1614.pid-o232¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1589.v178-o233¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1618.this-o234¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿0¿1618.pid-o235¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1589.v181-o236¿¿¿¿¿PDG_OBJECT
1659¿PDG_OBJECT¿¿0¿1589.PsTree-o237¿¿¿¿¿PDG_OBJECT
1660¿PDG_OBJECT¿¿0¿1589.PsTree-o238¿¿¿¿¿PDG_OBJECT
1661¿PDG_OBJECT¿¿0¿1589.PsTree._buildProcessTree-o239¿¿¿¿¿PDG_OBJECT
1662¿PDG_OBJECT¿¿0¿1589.PsTree-o240¿¿¿¿¿PDG_OBJECT
1663¿PDG_OBJECT¿¿0¿1589.PsTree._txtProcessTree-o241¿¿¿¿¿PDG_OBJECT
1664¿PDG_OBJECT¿¿0¿1589.PsTree-o242¿¿¿¿¿PDG_OBJECT
1665¿PDG_OBJECT¿¿0¿1589.PsTree.getPids-o243¿¿¿¿¿PDG_OBJECT
1666¿PDG_OBJECT¿¿0¿1589.PsTree-o244¿¿¿¿¿PDG_OBJECT
1667¿PDG_OBJECT¿¿0¿1589.PsTree.getProcessTree-o245¿¿¿¿¿PDG_OBJECT
1668¿PDG_OBJECT¿¿0¿1589.PsTree-o246¿¿¿¿¿PDG_OBJECT
1669¿PDG_OBJECT¿¿0¿1589.PsTree.treeKill-o247¿¿¿¿¿PDG_OBJECT
1670¿PDG_OBJECT¿¿0¿1589.PsTree-o248¿¿¿¿¿PDG_OBJECT
1671¿PDG_OBJECT¿¿0¿1589.PsTree.show-o249¿¿¿¿¿PDG_OBJECT
1672¿PDG_OBJECT¿¿0¿1589.require-o250¿¿¿¿¿PDG_OBJECT
1673¿PDG_OBJECT¿¿0¿1589.require.main-o251¿¿¿¿¿PDG_OBJECT
1674¿PDG_OBJECT¿¿0¿1589.v183-o252¿¿¿¿¿PDG_OBJECT
1675¿PDG_CALL¿¿1589¿1589.CALL->PsTree.show-o253¿¿¿¿¿PDG_CALL
1676¿PDG_OBJECT¿¿0¿1589.v184-o254¿¿¿¿¿PDG_OBJECT
1677¿PDG_CALL¿¿1589¿1589.CALL->console.error-o255¿¿¿¿¿PDG_CALL
1678¿PDG_OBJECT¿¿0¿1589.v185-o256¿¿¿¿¿PDG_OBJECT
1679¿PDG_CALL¿¿1589¿1589.CALL->process.exit-o257¿¿¿¿¿PDG_CALL
1680¿PDG_OBJECT¿¿0¿1589.v186-o258¿¿¿¿¿PDG_OBJECT
1681¿PDG_OBJECT¿¿0¿1589.v187-o259¿¿¿¿¿PDG_OBJECT
1682¿PDG_OBJECT¿¿0¿1589.v188-o260¿¿¿¿¿PDG_OBJECT
1683¿PDG_OBJECT¿¿0¿1589.module-o261¿¿¿¿¿PDG_OBJECT
1684¿PDG_OBJECT¿¿0¿1589.module.exports-o262¿¿¿¿¿PDG_OBJECT
1685¿PDG_OBJECT¿¿0¿1591.this.pid-o263¿¿¿¿¿PDG_OBJECT
1686¿PDG_OBJECT¿¿0¿1591.this.name-o264¿¿¿¿¿PDG_OBJECT
1687¿PDG_OBJECT¿¿0¿1591.this.level-o265¿¿¿¿¿PDG_OBJECT
1688¿PDG_OBJECT¿¿0¿1591.this.children-o266¿¿¿¿¿PDG_OBJECT
1689¿PDG_OBJECT¿¿0¿1591.v103-o267¿¿¿¿¿PDG_OBJECT
1690¿PDG_OBJECT¿¿0¿1593.v105-o268¿¿¿¿¿PDG_OBJECT
1691¿PDG_OBJECT¿¿0¿1593.v106-o269¿¿¿¿¿PDG_OBJECT
1692¿PDG_OBJECT¿¿0¿1593.processObj.pid-o270¿¿¿¿¿PDG_OBJECT
1693¿PDG_OBJECT¿¿0¿1593.v108-o271¿¿¿¿¿PDG_OBJECT
1694¿PDG_CALL¿¿1593¿1593.CALL->execSync-o272¿¿¿¿¿PDG_CALL
1695¿PDG_OBJECT¿¿0¿1593.v109-o273¿¿¿¿¿PDG_OBJECT
1696¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1697¿PDG_CALL¿¿1593¿1593.CALL->v109.toString-o274¿¿¿¿¿PDG_CALL
1698¿PDG_OBJECT¿¿0¿1593.v110-o275¿¿¿¿¿PDG_OBJECT
1699¿PDG_CALL¿¿1593¿1593.CALL->v110.split-o276¿¿¿¿¿PDG_CALL
1700¿PDG_OBJECT¿¿0¿1593.v111-o277¿¿¿¿¿PDG_OBJECT
1701¿PDG_OBJECT¿¿0¿1595.this-o278¿¿¿¿¿PDG_OBJECT
1702¿PDG_OBJECT¿¿0¿1595.e-o279¿¿¿¿¿PDG_OBJECT
1703¿PDG_OBJECT¿¿0¿1593.v112-o280¿¿¿¿¿PDG_OBJECT
1704¿PDG_CALL¿¿1593¿1593.CALL->v111.filter-o281¿¿¿¿¿PDG_CALL
1705¿PDG_OBJECT¿¿0¿1593.lines-o282¿¿¿¿¿PDG_OBJECT
1706¿PDG_OBJECT¿¿0¿1597.this-o283¿¿¿¿¿PDG_OBJECT
1707¿PDG_OBJECT¿¿0¿1597.line-o284¿¿¿¿¿PDG_OBJECT
1708¿PDG_OBJECT¿¿0¿1593.v123-o285¿¿¿¿¿PDG_OBJECT
1709¿PDG_CALL¿¿1593¿1593.CALL->lines.forEach-o286¿¿¿¿¿PDG_CALL
1710¿PDG_OBJECT¿¿0¿1593.v124-o287¿¿¿¿¿PDG_OBJECT
1711¿PDG_RETURN¿¿0¿1593.RET_OBJ-o288¿¿¿¿¿PDG_RETURN
1712¿PDG_RETURN¿¿0¿1595.RET_OBJ-o289¿¿¿¿¿PDG_RETURN
1713¿PDG_CALL¿¿1597¿1597.CALL->line.match-o290¿¿¿¿¿PDG_CALL
1714¿PDG_OBJECT¿¿0¿1597.v113-o291¿¿¿¿¿PDG_OBJECT
1715¿PDG_OBJECT¿¿0¿1597.v113.0-o292¿¿¿¿¿PDG_OBJECT
1716¿PDG_OBJECT¿¿0¿1597.v113.1-o293¿¿¿¿¿PDG_OBJECT
1717¿PDG_OBJECT¿¿0¿1597.v113.2-o294¿¿¿¿¿PDG_OBJECT
1718¿PDG_OBJECT¿¿0¿1597.processObj.children-o295¿¿¿¿¿PDG_OBJECT
1719¿PDG_OBJECT¿¿0¿1597.processObj.level-o296¿¿¿¿¿PDG_OBJECT
1720¿PDG_OBJECT¿¿0¿1597.v116-o297¿¿¿¿¿PDG_OBJECT
1721¿PDG_CALL¿¿1597¿1597.CALL->Process-o298¿¿¿¿¿PDG_CALL
1722¿PDG_OBJECT¿¿0¿1597.v117-o299¿¿¿¿¿PDG_OBJECT
1723¿PDG_CALL¿¿1597¿1597.CALL->v114.push-o300¿¿¿¿¿PDG_CALL
1724¿PDG_OBJECT¿¿0¿1597.v118-o301¿¿¿¿¿PDG_OBJECT
1725¿PDG_OBJECT¿¿0¿1599.this-o302¿¿¿¿¿PDG_OBJECT
1726¿PDG_OBJECT¿¿0¿1599.el-o303¿¿¿¿¿PDG_OBJECT
1727¿PDG_OBJECT¿¿0¿1597.v121-o304¿¿¿¿¿PDG_OBJECT
1728¿PDG_CALL¿¿1597¿1597.CALL->v119.forEach-o305¿¿¿¿¿PDG_CALL
1729¿PDG_OBJECT¿¿0¿1597.v122-o306¿¿¿¿¿PDG_OBJECT
1730¿PDG_CALL¿¿1599¿1599.CALL->this._buildProcessTree-o307¿¿¿¿¿PDG_CALL
1731¿PDG_OBJECT¿¿0¿1599.v120-o308¿¿¿¿¿PDG_OBJECT
1732¿PDG_RETURN¿¿0¿1599.RET_OBJ-o309¿¿¿¿¿PDG_RETURN
1733¿PDG_OBJECT¿¿0¿1602.v127-o310¿¿¿¿¿PDG_OBJECT
1734¿PDG_OBJECT¿¿0¿1602.v128-o311¿¿¿¿¿PDG_OBJECT
1735¿PDG_OBJECT¿¿0¿1602.processObj.level-o312¿¿¿¿¿PDG_OBJECT
1736¿PDG_CALL¿¿1602¿1602.CALL->Array-o313¿¿¿¿¿PDG_CALL
1737¿PDG_OBJECT¿¿0¿1602.v130-o314¿¿¿¿¿PDG_OBJECT
1738¿PDG_CALL¿¿1602¿1602.CALL->v130.fill-o315¿¿¿¿¿PDG_CALL
1739¿PDG_OBJECT¿¿0¿1602.v131-o316¿¿¿¿¿PDG_OBJECT
1740¿PDG_CALL¿¿1602¿1602.CALL->v131.join-o317¿¿¿¿¿PDG_CALL
1741¿PDG_OBJECT¿¿0¿1602.prefix-o318¿¿¿¿¿PDG_OBJECT
1742¿PDG_OBJECT¿¿0¿1602.name-o319¿¿¿¿¿PDG_OBJECT
1743¿PDG_OBJECT¿¿0¿1602.processObj.name-o320¿¿¿¿¿PDG_OBJECT
1744¿PDG_OBJECT¿¿0¿1602.v132.length-o321¿¿¿¿¿PDG_OBJECT
1745¿PDG_OBJECT¿¿0¿1602.v134-o322¿¿¿¿¿PDG_OBJECT
1746¿PDG_CALL¿¿1602¿1602.CALL->v135.substring-o323¿¿¿¿¿PDG_CALL
1747¿PDG_OBJECT¿¿0¿1602.v136-o324¿¿¿¿¿PDG_OBJECT
1748¿PDG_OBJECT¿¿0¿1602.v137-o325¿¿¿¿¿PDG_OBJECT
1749¿PDG_OBJECT¿¿0¿1602.processObj.pid-o326¿¿¿¿¿PDG_OBJECT
1750¿PDG_OBJECT¿¿0¿1602.output-o327¿¿¿¿¿PDG_OBJECT
1751¿PDG_OBJECT¿¿0¿1602.processObj.children-o328¿¿¿¿¿PDG_OBJECT
1752¿PDG_OBJECT¿¿0¿1605.this-o329¿¿¿¿¿PDG_OBJECT
1753¿PDG_OBJECT¿¿0¿1605.child-o330¿¿¿¿¿PDG_OBJECT
1754¿PDG_OBJECT¿¿0¿1602.v141-o331¿¿¿¿¿PDG_OBJECT
1755¿PDG_CALL¿¿1602¿1602.CALL->v140.forEach-o332¿¿¿¿¿PDG_CALL
1756¿PDG_OBJECT¿¿0¿1602.v142-o333¿¿¿¿¿PDG_OBJECT
1757¿PDG_RETURN¿¿0¿1602.RET_OBJ-o334¿¿¿¿¿PDG_RETURN
1758¿PDG_RETURN¿¿0¿1605.RET_OBJ-o335¿¿¿¿¿PDG_RETURN
1759¿PDG_OBJECT¿¿0¿1607.v145-o336¿¿¿¿¿PDG_OBJECT
1760¿PDG_OBJECT¿¿0¿1607.v146-o337¿¿¿¿¿PDG_OBJECT
1761¿PDG_OBJECT¿¿0¿1607.processObj.level-o338¿¿¿¿¿PDG_OBJECT
1762¿PDG_OBJECT¿¿0¿1607.pidsByLevel.*-o339¿¿¿¿¿PDG_OBJECT
1763¿PDG_OBJECT¿¿0¿1607.v150-o340¿¿¿¿¿PDG_OBJECT
1764¿PDG_OBJECT¿¿0¿1607.pidsByLevel-o341¿¿¿¿¿PDG_OBJECT
1765¿PDG_OBJECT¿¿0¿1607.pidsByLevel.*-o342¿¿¿¿¿PDG_OBJECT
1766¿PDG_OBJECT¿¿0¿1607.processObj.pid-o343¿¿¿¿¿PDG_OBJECT
1767¿PDG_CALL¿¿1607¿1607.CALL->v152.push-o344¿¿¿¿¿PDG_CALL
1768¿PDG_OBJECT¿¿0¿1607.v154-o345¿¿¿¿¿PDG_OBJECT
1769¿PDG_OBJECT¿¿0¿1607.processObj.children-o346¿¿¿¿¿PDG_OBJECT
1770¿PDG_OBJECT¿¿0¿1609.this-o347¿¿¿¿¿PDG_OBJECT
1771¿PDG_OBJECT¿¿0¿1609.child-o348¿¿¿¿¿PDG_OBJECT
1772¿PDG_OBJECT¿¿0¿1607.v157-o349¿¿¿¿¿PDG_OBJECT
1773¿PDG_CALL¿¿1607¿1607.CALL->v155.forEach-o350¿¿¿¿¿PDG_CALL
1774¿PDG_OBJECT¿¿0¿1607.v158-o351¿¿¿¿¿PDG_OBJECT
1775¿PDG_RETURN¿¿0¿1607.RET_OBJ-o352¿¿¿¿¿PDG_RETURN
1776¿PDG_CALL¿¿1609¿1609.CALL->this.getPids-o353¿¿¿¿¿PDG_CALL
1777¿PDG_OBJECT¿¿0¿1609.v156-o354¿¿¿¿¿PDG_OBJECT
1778¿PDG_RETURN¿¿0¿1609.RET_OBJ-o355¿¿¿¿¿PDG_RETURN
1779¿PDG_OBJECT¿¿0¿1611.v160-o356¿¿¿¿¿PDG_OBJECT
1780¿PDG_CALL¿¿1611¿1611.CALL->execSync-o357¿¿¿¿¿PDG_CALL
1781¿PDG_OBJECT¿¿0¿1611.v161-o358¿¿¿¿¿PDG_OBJECT
1782¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1783¿PDG_CALL¿¿1611¿1611.CALL->v161.toString-o359¿¿¿¿¿PDG_CALL
1784¿PDG_OBJECT¿¿0¿1611.v162-o360¿¿¿¿¿PDG_OBJECT
1785¿PDG_CALL¿¿1611¿1611.CALL->v162.trim-o361¿¿¿¿¿PDG_CALL
1786¿PDG_OBJECT¿¿0¿1611.psOutput-o362¿¿¿¿¿PDG_OBJECT
1787¿PDG_CALL¿¿1611¿1611.CALL->psOutput.match-o363¿¿¿¿¿PDG_CALL
1788¿PDG_OBJECT¿¿0¿1611.v163-o364¿¿¿¿¿PDG_OBJECT
1789¿PDG_OBJECT¿¿0¿1611.v163.0-o365¿¿¿¿¿PDG_OBJECT
1790¿PDG_OBJECT¿¿0¿1611.v163.1-o366¿¿¿¿¿PDG_OBJECT
1791¿PDG_OBJECT¿¿0¿1611.v163.2-o367¿¿¿¿¿PDG_OBJECT
1792¿PDG_CALL¿¿1611¿1611.CALL->Process-o368¿¿¿¿¿PDG_CALL
1793¿PDG_OBJECT¿¿0¿1611.processObj-o369¿¿¿¿¿PDG_OBJECT
1794¿PDG_CALL¿¿1611¿1611.CALL->this._buildProcessTree-o370¿¿¿¿¿PDG_CALL
1795¿PDG_OBJECT¿¿0¿1611.v164-o371¿¿¿¿¿PDG_OBJECT
1796¿PDG_RETURN¿¿0¿1611.RET_OBJ-o372¿¿¿¿¿PDG_RETURN
1797¿PDG_OBJECT¿¿0¿1611.e-o373¿¿¿¿¿PDG_OBJECT
1798¿PDG_OBJECT¿¿0¿1611.e.message-o374¿¿¿¿¿PDG_OBJECT
1799¿PDG_CALL¿¿1611¿1611.CALL->console.error-o375¿¿¿¿¿PDG_CALL
1800¿PDG_OBJECT¿¿0¿1611.v166-o376¿¿¿¿¿PDG_OBJECT
1801¿PDG_CALL¿¿1611¿1611.CALL->process.exit-o377¿¿¿¿¿PDG_CALL
1802¿PDG_OBJECT¿¿0¿1611.v167-o378¿¿¿¿¿PDG_OBJECT
1803¿PDG_CALL¿¿1614¿1614.CALL->this.getPids-o379¿¿¿¿¿PDG_CALL
1804¿PDG_OBJECT¿¿0¿1614.v169-o380¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿0¿1616.this-o381¿¿¿¿¿PDG_OBJECT
1806¿PDG_OBJECT¿¿0¿1616.s-o382¿¿¿¿¿PDG_OBJECT
1807¿PDG_OBJECT¿¿0¿1616.e-o383¿¿¿¿¿PDG_OBJECT
1808¿PDG_OBJECT¿¿0¿1614.v171-o384¿¿¿¿¿PDG_OBJECT
1809¿PDG_CALL¿¿1614¿1614.CALL->v169.reduce-o385¿¿¿¿¿PDG_CALL
1810¿PDG_OBJECT¿¿0¿1614.v172-o386¿¿¿¿¿PDG_OBJECT
1811¿PDG_CALL¿¿1614¿1614.CALL->v172.reverse-o387¿¿¿¿¿PDG_CALL
1812¿PDG_OBJECT¿¿0¿1614.pids-o388¿¿¿¿¿PDG_OBJECT
1813¿PDG_CALL¿¿1614¿1614.CALL->pids.join-o389¿¿¿¿¿PDG_CALL
1814¿PDG_OBJECT¿¿0¿1614.v173-o390¿¿¿¿¿PDG_OBJECT
1815¿PDG_OBJECT¿¿0¿1614.v174-o391¿¿¿¿¿PDG_OBJECT
1816¿PDG_CALL¿¿1614¿1614.CALL->execSync-o392¿¿¿¿¿PDG_CALL
1817¿PDG_OBJECT¿¿0¿1614.v175-o393¿¿¿¿¿PDG_OBJECT
1818¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1819¿PDG_CALL¿¿1614¿1614.CALL->pids.join-o394¿¿¿¿¿PDG_CALL
1820¿PDG_OBJECT¿¿0¿1614.v176-o395¿¿¿¿¿PDG_OBJECT
1821¿PDG_OBJECT¿¿0¿1614.v177-o396¿¿¿¿¿PDG_OBJECT
1822¿PDG_RETURN¿¿0¿1614.RET_OBJ-o397¿¿¿¿¿PDG_RETURN
1823¿PDG_CALL¿¿1616¿1616.CALL->s.concat-o398¿¿¿¿¿PDG_CALL
1824¿PDG_OBJECT¿¿0¿1616.v170-o399¿¿¿¿¿PDG_OBJECT
1825¿PDG_RETURN¿¿0¿1616.RET_OBJ-o400¿¿¿¿¿PDG_RETURN
1826¿PDG_CALL¿¿1618¿1618.CALL->this._txtProcessTree-o401¿¿¿¿¿PDG_CALL
1827¿PDG_OBJECT¿¿0¿1618.v179-o402¿¿¿¿¿PDG_OBJECT
1828¿PDG_CALL¿¿1618¿1618.CALL->console.log-o403¿¿¿¿¿PDG_CALL
1829¿PDG_OBJECT¿¿0¿1618.v180-o404¿¿¿¿¿PDG_OBJECT
