Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2614¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":583,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Program
3016¿CallExpression¿¿4591¿¿¿¿{"start":{"line":160,"column":0},"end":{"line":160,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
3017¿Identifier¿¿4591¿require¿¿¿{"start":{"line":160,"column":0},"end":{"line":160,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3018¿Literal¿string¿4591¿¿'util'¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3019¿VariableDeclarator¿¿4591¿v287¿¿¿{"start":{"line":160,"column":40},"end":{"line":160,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3020¿CallExpression¿¿4591¿¿¿¿{"start":{"line":160,"column":40},"end":{"line":160,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
3021¿Identifier¿¿4591¿require¿¿¿{"start":{"line":160,"column":40},"end":{"line":160,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3022¿Literal¿string¿4591¿¿'events'¿¿{"start":{"line":160,"column":48},"end":{"line":160,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3023¿VariableDeclarator¿¿4591¿v288¿¿¿{"start":{"line":160,"column":40},"end":{"line":160,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3024¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":160,"column":40},"end":{"line":160,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3025¿Identifier¿¿4591¿v287¿¿¿¿¿Identifier
3026¿Identifier¿¿4591¿EventEmitter¿¿¿{"start":{"line":160,"column":58},"end":{"line":160,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3027¿VariableDeclarator¿¿4591¿v289¿¿¿{"start":{"line":160,"column":0},"end":{"line":160,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3028¿CallExpression¿¿4591¿¿¿¿{"start":{"line":160,"column":0},"end":{"line":160,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
3029¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":160,"column":0},"end":{"line":160,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3030¿Identifier¿¿4591¿v286¿¿¿¿¿Identifier
3031¿Identifier¿¿4591¿inherits¿¿¿{"start":{"line":160,"column":16},"end":{"line":160,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3032¿Identifier¿¿4591¿IniReaderCore¿¿¿{"start":{"line":160,"column":25},"end":{"line":160,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3033¿Identifier¿¿4591¿v288¿¿¿¿¿Identifier
3034¿ExpressionStatement¿¿4591¿¿¿¿{"start":{"line":160,"column":0},"end":{"line":160,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3035¿Identifier¿¿4591¿v289¿¿¿¿¿Identifier
3036¿VariableDeclarator¿¿4591¿v290¿¿¿{"start":{"line":202,"column":0},"end":{"line":202,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3037¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":202,"column":0},"end":{"line":202,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3038¿Identifier¿¿4591¿IniReaderCore¿¿¿{"start":{"line":202,"column":0},"end":{"line":202,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3039¿Identifier¿¿4591¿prototype¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3040¿VariableDeclarator¿¿4591¿v299¿¿¿{"start":{"line":202,"column":0},"end":{"line":217,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3041¿FunctionExpression¿¿4591¿anon¿¿¿{"start":{"line":202,"column":36},"end":{"line":217,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
3042¿Identifier¿¿0¿cfg¿¿¿{"start":{"line":202,"column":46},"end":{"line":202,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3043¿Identifier¿¿0¿async¿¿¿{"start":{"line":202,"column":51},"end":{"line":202,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3044¿VariableDeclarator¿¿4617¿v291¿¿¿{"start":{"line":206,"column":8},"end":{"line":206,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3045¿UnaryExpression¿typeof¿4617¿¿¿¿{"start":{"line":206,"column":8},"end":{"line":206,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿UnaryExpression
3046¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":206,"column":15},"end":{"line":206,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3047¿VariableDeclarator¿¿4617¿v292¿¿¿{"start":{"line":206,"column":8},"end":{"line":206,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3048¿BinaryExpression¿===¿4617¿¿¿¿{"start":{"line":206,"column":8},"end":{"line":206,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
3049¿Identifier¿¿4617¿v291¿¿¿¿¿Identifier
3050¿Literal¿string¿4617¿¿'string'¿¿{"start":{"line":206,"column":23},"end":{"line":206,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3051¿IfStatement¿¿4617¿¿¿¿{"start":{"line":206,"column":4},"end":{"line":213,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
3052¿Identifier¿¿4617¿v292¿¿¿¿¿Identifier
3053¿ExpressionStatement¿¿4617¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":209,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3054¿AssignmentExpression¿=¿4617¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":209,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3055¿MemberExpression¿¿4617¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":209,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3056¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3057¿Identifier¿¿4617¿file¿¿¿{"start":{"line":208,"column":12},"end":{"line":208,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3058¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":208,"column":18},"end":{"line":208,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3059¿ExpressionStatement¿¿4617¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":209,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3060¿AssignmentExpression¿=¿4617¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":209,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3061¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3062¿ObjectExpression¿¿4617¿¿¿¿¿¿ObjectExpression
3063¿ExpressionStatement¿¿4617¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":209,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3064¿AssignmentExpression¿=¿4617¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":209,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3065¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3066¿ObjectExpression¿¿4617¿¿¿¿¿¿ObjectExpression
3067¿VariableDeclarator¿¿4617¿v293¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3068¿BinaryExpression¿===¿4617¿¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
3069¿Identifier¿¿4617¿async¿¿¿{"start":{"line":210,"column":12},"end":{"line":210,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3070¿Literal¿string¿4617¿¿'boolean'¿¿{"start":{"line":210,"column":22},"end":{"line":210,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3071¿IfStatement¿¿4617¿¿¿¿{"start":{"line":210,"column":8},"end":{"line":212,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
3072¿Identifier¿¿4617¿v293¿¿¿¿¿Identifier
3073¿ExpressionStatement¿¿4617¿¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3074¿AssignmentExpression¿=¿4617¿¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3075¿MemberExpression¿¿4617¿¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3076¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":211,"column":12},"end":{"line":211,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3077¿Identifier¿¿4617¿async¿¿¿{"start":{"line":211,"column":16},"end":{"line":211,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3078¿Identifier¿¿4617¿async¿¿¿{"start":{"line":211,"column":24},"end":{"line":211,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3079¿BlockStatement¿¿4617¿¿¿¿{"start":{"line":210,"column":33},"end":{"line":212,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3080¿BlockStatement¿¿4617¿¿¿¿{"start":{"line":206,"column":33},"end":{"line":213,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3081¿VariableDeclarator¿¿4617¿v294¿¿¿{"start":{"line":214,"column":17},"end":{"line":214,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3082¿ObjectExpression¿¿4617¿¿¿¿{"start":{"line":214,"column":17},"end":{"line":214,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ObjectExpression
3083¿ExpressionStatement¿¿4617¿¿¿¿{"start":{"line":214,"column":4},"end":{"line":214,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3084¿AssignmentExpression¿=¿4617¿¿¿¿{"start":{"line":214,"column":4},"end":{"line":214,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3085¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":214,"column":4},"end":{"line":214,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3086¿LogicalExpression¿||¿4617¿¿¿¿{"start":{"line":214,"column":10},"end":{"line":214,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿LogicalExpression
3087¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":214,"column":10},"end":{"line":214,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3088¿Identifier¿¿4617¿v294¿¿¿¿¿Identifier
3089¿VariableDeclarator¿¿4617¿v295¿¿¿{"start":{"line":215,"column":19},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3090¿MemberExpression¿¿4617¿¿¿¿{"start":{"line":215,"column":19},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3091¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":215,"column":19},"end":{"line":215,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3092¿Identifier¿¿4617¿async¿¿¿{"start":{"line":215,"column":23},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3093¿VariableDeclarator¿¿4617¿v296¿¿¿{"start":{"line":215,"column":18},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3094¿UnaryExpression¿!¿4617¿¿¿¿{"start":{"line":215,"column":18},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿UnaryExpression
3095¿Identifier¿¿4617¿v295¿¿¿¿¿Identifier
3096¿VariableDeclarator¿¿4617¿v297¿¿¿{"start":{"line":215,"column":17},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3097¿UnaryExpression¿!¿4617¿¿¿¿{"start":{"line":215,"column":17},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿UnaryExpression
3098¿Identifier¿¿4617¿v296¿¿¿¿¿Identifier
3099¿ExpressionStatement¿¿4617¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":215,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3100¿AssignmentExpression¿=¿4617¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":215,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3101¿MemberExpression¿¿4617¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":215,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3102¿ThisExpression¿¿4617¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":215,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
3103¿Identifier¿¿4617¿async¿¿¿{"start":{"line":215,"column":9},"end":{"line":215,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3104¿Identifier¿¿4617¿v297¿¿¿¿¿Identifier
3105¿VariableDeclarator¿¿4617¿v298¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
3106¿MemberExpression¿¿4617¿¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3107¿Identifier¿¿4617¿cfg¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3108¿Identifier¿¿4617¿file¿¿¿{"start":{"line":216,"column":20},"end":{"line":216,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3109¿ExpressionStatement¿¿4617¿¿¿¿{"start":{"line":216,"column":4},"end":{"line":216,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3110¿AssignmentExpression¿=¿4617¿¿¿¿{"start":{"line":216,"column":4},"end":{"line":216,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3111¿MemberExpression¿¿4617¿¿¿¿{"start":{"line":216,"column":4},"end":{"line":216,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3112¿ThisExpression¿¿4617¿¿¿¿{"start":{"line":216,"column":4},"end":{"line":216,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ThisExpression
3113¿Identifier¿¿4617¿file¿¿¿{"start":{"line":216,"column":9},"end":{"line":216,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
3114¿LogicalExpression¿||¿4617¿¿¿¿{"start":{"line":216,"column":16},"end":{"line":216,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿LogicalExpression
3115¿Identifier¿¿4617¿v298¿¿¿¿¿Identifier
3116¿Literal¿object¿4617¿¿null¿¿{"start":{"line":216,"column":28},"end":{"line":216,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
3117¿BlockStatement¿¿4617¿¿¿¿{"start":{"line":202,"column":58},"end":{"line":217,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
3118¿ExpressionStatement¿¿4591¿¿¿¿{"start":{"line":202,"column":0},"end":{"line":217,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
3119¿AssignmentExpression¿=¿4591¿¿¿¿{"start":{"line":202,"column":0},"end":{"line":217,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
3120¿MemberExpression¿¿4591¿¿¿¿{"start":{"line":202,"column":0},"end":{"line":202,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
3121¿Identifier¿¿4591¿v290¿¿¿¿¿Identifier
3122¿Identifier¿¿4591¿construct¿¿¿{"start":{"line":202,"column":24},"end":{"line":202,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
