Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5133¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":769,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Program
6546¿Identifier¿¿9033¿format¿¿¿{"start":{"line":275,"column":27},"end":{"line":275,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6547¿IfStatement¿¿9033¿¿¿¿{"start":{"line":275,"column":9},"end":{"line":285,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6548¿Identifier¿¿9033¿v742¿¿¿¿¿Identifier
6549¿ExpressionStatement¿¿9033¿¿¿¿{"start":{"line":277,"column":4},"end":{"line":277,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6550¿AssignmentExpression¿=¿9033¿¿¿¿{"start":{"line":277,"column":4},"end":{"line":277,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6551¿Identifier¿¿9033¿newFormat¿¿¿{"start":{"line":277,"column":4},"end":{"line":277,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6552¿CallExpression¿¿9033¿¿¿¿{"start":{"line":277,"column":16},"end":{"line":277,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6553¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":277,"column":16},"end":{"line":277,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6554¿Identifier¿¿9033¿contains¿¿¿{"start":{"line":277,"column":16},"end":{"line":277,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6555¿Identifier¿¿9033¿bind¿¿¿{"start":{"line":277,"column":25},"end":{"line":277,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6556¿Literal¿object¿9033¿¿null¿¿{"start":{"line":277,"column":30},"end":{"line":277,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6557¿Identifier¿¿9033¿format¿¿¿{"start":{"line":277,"column":36},"end":{"line":277,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6558¿BlockStatement¿¿9033¿¿¿¿{"start":{"line":275,"column":36},"end":{"line":279,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6559¿VariableDeclarator¿¿9033¿v743¿¿¿{"start":{"line":279,"column":13},"end":{"line":279,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6560¿UnaryExpression¿typeof¿9033¿¿¿¿{"start":{"line":279,"column":13},"end":{"line":279,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿UnaryExpression
6561¿Identifier¿¿9033¿format¿¿¿{"start":{"line":279,"column":20},"end":{"line":279,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6562¿VariableDeclarator¿¿9033¿v744¿¿¿{"start":{"line":279,"column":13},"end":{"line":279,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6563¿BinaryExpression¿===¿9033¿¿¿¿{"start":{"line":279,"column":13},"end":{"line":279,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6564¿Identifier¿¿9033¿v743¿¿¿¿¿Identifier
6565¿Literal¿string¿9033¿¿'function'¿¿{"start":{"line":279,"column":31},"end":{"line":279,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6566¿IfStatement¿¿9033¿¿¿¿{"start":{"line":279,"column":9},"end":{"line":285,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6567¿Identifier¿¿9033¿v744¿¿¿¿¿Identifier
6568¿ExpressionStatement¿¿9033¿¿¿¿{"start":{"line":280,"column":4},"end":{"line":280,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
6569¿AssignmentExpression¿=¿9033¿¿¿¿{"start":{"line":280,"column":4},"end":{"line":280,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
6570¿Identifier¿¿9033¿newFormat¿¿¿{"start":{"line":280,"column":4},"end":{"line":280,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6571¿Identifier¿¿9033¿format¿¿¿{"start":{"line":280,"column":16},"end":{"line":280,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6572¿BlockStatement¿¿9033¿¿¿¿{"start":{"line":279,"column":43},"end":{"line":282,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6573¿VariableDeclarator¿¿9033¿v745¿¿¿{"start":{"line":282,"column":23},"end":{"line":282,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6574¿UnaryExpression¿typeof¿9033¿¿¿¿{"start":{"line":282,"column":23},"end":{"line":282,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿UnaryExpression
6575¿Identifier¿¿9033¿format¿¿¿{"start":{"line":282,"column":30},"end":{"line":282,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6576¿VariableDeclarator¿¿9033¿v746¿¿¿{"start":{"line":282,"column":23},"end":{"line":282,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6577¿BinaryExpression¿!==¿9033¿¿¿¿{"start":{"line":282,"column":23},"end":{"line":282,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6578¿Identifier¿¿9033¿v745¿¿¿¿¿Identifier
6579¿Literal¿string¿9033¿¿'function'¿¿{"start":{"line":282,"column":41},"end":{"line":282,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6580¿VariableDeclarator¿¿9033¿v747¿¿¿{"start":{"line":282,"column":13},"end":{"line":282,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6581¿LogicalExpression¿&&¿9033¿¿¿¿{"start":{"line":282,"column":13},"end":{"line":282,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿LogicalExpression
6582¿Identifier¿¿9033¿format¿¿¿{"start":{"line":282,"column":13},"end":{"line":282,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6583¿Identifier¿¿9033¿v746¿¿¿¿¿Identifier
6584¿IfStatement¿¿9033¿¿¿¿{"start":{"line":282,"column":9},"end":{"line":285,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6585¿Identifier¿¿9033¿v747¿¿¿¿¿Identifier
6586¿VariableDeclarator¿¿9033¿v748¿¿¿{"start":{"line":283,"column":20},"end":{"line":283,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6587¿BinaryExpression¿+¿9033¿¿¿¿{"start":{"line":283,"column":20},"end":{"line":283,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6588¿Literal¿string¿9033¿¿'''¿¿{"start":{"line":283,"column":20},"end":{"line":283,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6589¿Identifier¿¿9033¿fullName¿¿¿{"start":{"line":283,"column":26},"end":{"line":283,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6590¿VariableDeclarator¿¿9033¿v749¿¿¿{"start":{"line":283,"column":20},"end":{"line":284,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6591¿BinaryExpression¿+¿9033¿¿¿¿{"start":{"line":283,"column":20},"end":{"line":284,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6592¿Identifier¿¿9033¿v748¿¿¿¿¿Identifier
6593¿Literal¿string¿9033¿¿'': `format` must be a function or a known format type.'¿¿{"start":{"line":284,"column":6},"end":{"line":284,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6594¿VariableDeclarator¿¿9033¿v750¿¿¿{"start":{"line":283,"column":10},"end":{"line":284,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6595¿NewExpression¿¿9033¿¿¿¿{"start":{"line":283,"column":10},"end":{"line":284,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿NewExpression
6596¿Identifier¿¿9033¿Error¿¿¿{"start":{"line":283,"column":14},"end":{"line":283,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6597¿Identifier¿¿9033¿v749¿¿¿¿¿Identifier
6598¿ThrowStatement¿¿9033¿¿¿¿{"start":{"line":283,"column":4},"end":{"line":284,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ThrowStatement
6599¿Identifier¿¿9033¿v750¿¿¿¿¿Identifier
6600¿BlockStatement¿¿9033¿¿¿¿{"start":{"line":282,"column":53},"end":{"line":285,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
6601¿BlockStatement¿¿9033¿¿¿¿¿¿BlockStatement
6602¿BlockStatement¿¿9033¿¿¿¿¿¿BlockStatement
6603¿BlockStatement¿¿9033¿¿¿¿¿¿BlockStatement
6604¿BlockStatement¿¿9033¿¿¿¿¿¿BlockStatement
6605¿VariableDeclarator¿¿9033¿v751¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6606¿UnaryExpression¿!¿9033¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿UnaryExpression
6607¿Identifier¿¿9033¿newFormat¿¿¿{"start":{"line":287,"column":7},"end":{"line":287,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6608¿VariableDeclarator¿¿9033¿v752¿¿¿{"start":{"line":287,"column":20},"end":{"line":287,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6609¿UnaryExpression¿!¿9033¿¿¿¿{"start":{"line":287,"column":20},"end":{"line":287,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿UnaryExpression
6610¿Identifier¿¿9033¿format¿¿¿{"start":{"line":287,"column":21},"end":{"line":287,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6611¿VariableDeclarator¿¿9033¿v753¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6612¿LogicalExpression¿&&¿9033¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿LogicalExpression
6613¿Identifier¿¿9033¿v751¿¿¿¿¿Identifier
6614¿Identifier¿¿9033¿v752¿¿¿¿¿Identifier
6615¿IfStatement¿¿9033¿¿¿¿{"start":{"line":287,"column":2},"end":{"line":294,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
6616¿Identifier¿¿9033¿v753¿¿¿¿¿Identifier
6617¿VariableDeclarator¿¿9033¿v754¿¿¿{"start":{"line":289,"column":17},"end":{"line":289,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6618¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":289,"column":17},"end":{"line":289,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6619¿Identifier¿¿9033¿Object¿¿¿{"start":{"line":289,"column":17},"end":{"line":289,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6620¿Identifier¿¿9033¿prototype¿¿¿{"start":{"line":289,"column":24},"end":{"line":289,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6621¿VariableDeclarator¿¿9033¿v755¿¿¿{"start":{"line":289,"column":17},"end":{"line":289,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6622¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":289,"column":17},"end":{"line":289,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6623¿Identifier¿¿9033¿v754¿¿¿¿¿Identifier
6624¿Identifier¿¿9033¿toString¿¿¿{"start":{"line":289,"column":34},"end":{"line":289,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6625¿VariableDeclarator¿¿9033¿v756¿¿¿{"start":{"line":289,"column":48},"end":{"line":289,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6626¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":289,"column":48},"end":{"line":289,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6627¿Identifier¿¿9033¿o¿¿¿{"start":{"line":289,"column":48},"end":{"line":289,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6628¿Identifier¿¿9033¿default¿¿¿{"start":{"line":289,"column":50},"end":{"line":289,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6629¿VariableDeclarator¿¿9033¿type¿¿¿{"start":{"line":289,"column":10},"end":{"line":289,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6630¿CallExpression¿¿9033¿¿¿¿{"start":{"line":289,"column":17},"end":{"line":289,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6631¿MemberExpression¿¿9033¿¿¿¿{"start":{"line":289,"column":17},"end":{"line":289,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6632¿Identifier¿¿9033¿v755¿¿¿¿¿Identifier
6633¿Identifier¿¿9033¿call¿¿¿{"start":{"line":289,"column":43},"end":{"line":289,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6634¿Identifier¿¿9033¿v756¿¿¿¿¿Identifier
6635¿VariableDeclarator¿¿9033¿v764¿¿¿{"start":{"line":290,"column":4},"end":{"line":293,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6636¿FunctionExpression¿¿9033¿anon¿¿¿{"start":{"line":290,"column":16},"end":{"line":293,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿FunctionExpression
6637¿Identifier¿¿0¿x¿¿¿{"start":{"line":290,"column":25},"end":{"line":290,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6638¿VariableDeclarator¿¿9054¿v757¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6639¿MemberExpression¿¿9054¿¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6640¿Identifier¿¿9054¿Object¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6641¿Identifier¿¿9054¿prototype¿¿¿{"start":{"line":291,"column":20},"end":{"line":291,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6642¿VariableDeclarator¿¿9054¿v758¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6643¿MemberExpression¿¿9054¿¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6644¿Identifier¿¿9054¿v757¿¿¿¿¿Identifier
6645¿Identifier¿¿9054¿toString¿¿¿{"start":{"line":291,"column":30},"end":{"line":291,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6646¿VariableDeclarator¿¿9054¿v759¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6647¿CallExpression¿¿9054¿¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6648¿MemberExpression¿¿9054¿¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6649¿Identifier¿¿9054¿v758¿¿¿¿¿Identifier
6650¿Identifier¿¿9054¿call¿¿¿{"start":{"line":291,"column":39},"end":{"line":291,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6651¿Identifier¿¿9054¿x¿¿¿{"start":{"line":291,"column":44},"end":{"line":291,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6652¿VariableDeclarator¿¿9054¿v760¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6653¿BinaryExpression¿==¿9054¿¿¿¿{"start":{"line":291,"column":13},"end":{"line":291,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
6654¿Identifier¿¿9054¿v759¿¿¿¿¿Identifier
6655¿Identifier¿¿9054¿type¿¿¿{"start":{"line":291,"column":50},"end":{"line":291,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6656¿VariableDeclarator¿¿9054¿v761¿¿¿{"start":{"line":292,"column":32},"end":{"line":292,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6657¿CallExpression¿¿9054¿¿¿¿{"start":{"line":292,"column":32},"end":{"line":292,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
6658¿MemberExpression¿¿9054¿¿¿¿{"start":{"line":292,"column":32},"end":{"line":292,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
6659¿Identifier¿¿9054¿type¿¿¿{"start":{"line":292,"column":32},"end":{"line":292,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6660¿Identifier¿¿9054¿replace¿¿¿{"start":{"line":292,"column":37},"end":{"line":292,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
6661¿Literal¿object¿9054¿¿/\[.* |]/g¿¿{"start":{"line":292,"column":45},"end":{"line":292,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6662¿Literal¿string¿9054¿¿''¿¿{"start":{"line":292,"column":57},"end":{"line":292,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
6663¿VariableDeclarator¿¿9054¿v762¿¿¿{"start":{"line":292,"column":8},"end":{"line":292,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
6664¿BinaryExpression¿+¿9054¿¿¿¿{"start":{"line":292,"column":8},"end":{"line":292,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BinaryExpression
