Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
913¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Program
1700¿PDG_OBJECT¿¿0¿1569.last-o293¿¿¿¿¿PDG_OBJECT
1701¿PDG_OBJECT¿¿0¿1569.v105-o294¿¿¿¿¿PDG_OBJECT
1702¿PDG_CALL¿¿1569¿1569.CALL->ip.fromLong-o295¿¿¿¿¿PDG_CALL
1703¿PDG_OBJECT¿¿0¿1569.v106-o296¿¿¿¿¿PDG_OBJECT
1704¿PDG_CALL¿¿1569¿1569.CALL->result.push-o297¿¿¿¿¿PDG_CALL
1705¿PDG_OBJECT¿¿0¿1569.v107-o298¿¿¿¿¿PDG_OBJECT
1706¿PDG_OBJECT¿¿0¿1569.v105-o299¿¿¿¿¿PDG_OBJECT
1707¿PDG_RETURN¿¿0¿1569.RET_OBJ-o300¿¿¿¿¿PDG_RETURN
1708¿PDG_CALL¿¿1575¿1575.CALL->servers.map-o301¿¿¿¿¿PDG_CALL
1709¿PDG_OBJECT¿¿0¿1575.v108-o302¿¿¿¿¿PDG_OBJECT
1710¿PDG_CALL¿¿1575¿1575.CALL->Promise.all-o303¿¿¿¿¿PDG_CALL
1711¿PDG_OBJECT¿¿0¿1575.v109-o304¿¿¿¿¿PDG_OBJECT
1712¿PDG_RETURN¿¿0¿1575.RET_OBJ-o305¿¿¿¿¿PDG_RETURN
1713¿PDG_OBJECT¿¿0¿1579.this-o306¿¿¿¿¿PDG_OBJECT
1714¿PDG_OBJECT¿¿0¿1579.resolve-o307¿¿¿¿¿PDG_OBJECT
1715¿PDG_OBJECT¿¿0¿1577.v115-o308¿¿¿¿¿PDG_OBJECT
1716¿PDG_CALL¿¿1577¿1577.CALL->Promise-o309¿¿¿¿¿PDG_CALL
1717¿PDG_OBJECT¿¿0¿1577.v116-o310¿¿¿¿¿PDG_OBJECT
1718¿PDG_RETURN¿¿0¿1577.RET_OBJ-o311¿¿¿¿¿PDG_RETURN
1719¿PDG_CALL¿¿1579¿1579.CALL->net.Socket-o312¿¿¿¿¿PDG_CALL
1720¿PDG_OBJECT¿¿0¿1579.socket-o313¿¿¿¿¿PDG_OBJECT
1721¿PDG_CALL¿¿1579¿1579.CALL->socket.setTimeout-o314¿¿¿¿¿PDG_CALL
1722¿PDG_OBJECT¿¿0¿1579.v110-o315¿¿¿¿¿PDG_OBJECT
1723¿PDG_CALL¿¿1579¿1579.CALL->socket.connect-o316¿¿¿¿¿PDG_CALL
1724¿PDG_OBJECT¿¿0¿1579.v111-o317¿¿¿¿¿PDG_OBJECT
1725¿PDG_CALL¿¿1579¿1579.CALL->socket.once-o318¿¿¿¿¿PDG_CALL
1726¿PDG_OBJECT¿¿0¿1579.v112-o319¿¿¿¿¿PDG_OBJECT
1727¿PDG_OBJECT¿¿0¿1581.this-o320¿¿¿¿¿PDG_OBJECT
1728¿PDG_OBJECT¿¿0¿1579.close-o321¿¿¿¿¿PDG_OBJECT
1729¿PDG_CALL¿¿1581¿1581.CALL->socket.destroy-o322¿¿¿¿¿PDG_CALL
1730¿PDG_OBJECT¿¿0¿1581.v113-o323¿¿¿¿¿PDG_OBJECT
1731¿PDG_CALL¿¿1581¿1581.CALL->resolve-o324¿¿¿¿¿PDG_CALL
1732¿PDG_OBJECT¿¿0¿1581.v114-o325¿¿¿¿¿PDG_OBJECT
1733¿PDG_CALL¿¿1583¿1583.CALL->cp.exec-o326¿¿¿¿¿PDG_CALL
1734¿PDG_OBJECT¿¿0¿1583.v117-o327¿¿¿¿¿PDG_OBJECT
1735¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1736¿PDG_CALL¿¿1583¿1583.CALL->v117.then-o328¿¿¿¿¿PDG_CALL
1737¿PDG_OBJECT¿¿0¿1583.v118-o329¿¿¿¿¿PDG_OBJECT
1738¿PDG_RETURN¿¿0¿1583.RET_OBJ-o330¿¿¿¿¿PDG_RETURN
1739¿PDG_OBJECT¿¿0¿1585.data.0-o331¿¿¿¿¿PDG_OBJECT
1740¿PDG_OBJECT¿¿0¿1585.v123-o332¿¿¿¿¿PDG_OBJECT
1741¿PDG_RETURN¿¿0¿1585.RET_OBJ-o333¿¿¿¿¿PDG_RETURN
1742¿PDG_OBJECT¿¿0¿1585.process-o334¿¿¿¿¿PDG_OBJECT
1743¿PDG_OBJECT¿¿0¿1585.process.platform-o335¿¿¿¿¿PDG_OBJECT
1744¿PDG_CALL¿¿1585¿1585.CALL->v124.includes-o336¿¿¿¿¿PDG_CALL
1745¿PDG_OBJECT¿¿0¿1585.v125-o337¿¿¿¿¿PDG_OBJECT
1746¿PDG_CALL¿¿1585¿1585.CALL->v126.split-o338¿¿¿¿¿PDG_CALL
1747¿PDG_OBJECT¿¿0¿1585.rows-o339¿¿¿¿¿PDG_OBJECT
1748¿PDG_OBJECT¿¿0¿1588.this-o340¿¿¿¿¿PDG_OBJECT
1749¿PDG_OBJECT¿¿0¿1588.row-o341¿¿¿¿¿PDG_OBJECT
1750¿PDG_OBJECT¿¿0¿1585.v128-o342¿¿¿¿¿PDG_OBJECT
1751¿PDG_CALL¿¿1585¿1585.CALL->rows.map-o343¿¿¿¿¿PDG_CALL
1752¿PDG_OBJECT¿¿0¿1585.v129-o344¿¿¿¿¿PDG_OBJECT
1753¿PDG_CALL¿¿1585¿1585.CALL->v129.filter-o345¿¿¿¿¿PDG_CALL
1754¿PDG_OBJECT¿¿0¿1585.v130-o346¿¿¿¿¿PDG_OBJECT
1755¿PDG_RETURN¿¿0¿1585.RET_OBJ-o347¿¿¿¿¿PDG_RETURN
1756¿PDG_CALL¿¿1585¿1585.CALL->v131.includes-o348¿¿¿¿¿PDG_CALL
1757¿PDG_OBJECT¿¿0¿1585.v132-o349¿¿¿¿¿PDG_OBJECT
1758¿PDG_CALL¿¿1585¿1585.CALL->v133.split-o350¿¿¿¿¿PDG_CALL
1759¿PDG_OBJECT¿¿0¿1585.v134-o351¿¿¿¿¿PDG_OBJECT
1760¿PDG_CALL¿¿1585¿1585.CALL->v134.splice-o352¿¿¿¿¿PDG_CALL
1761¿PDG_OBJECT¿¿0¿1585.winRows-o353¿¿¿¿¿PDG_OBJECT
1762¿PDG_OBJECT¿¿0¿1590.this-o354¿¿¿¿¿PDG_OBJECT
1763¿PDG_OBJECT¿¿0¿1590.row-o355¿¿¿¿¿PDG_OBJECT
1764¿PDG_OBJECT¿¿0¿1585.v136-o356¿¿¿¿¿PDG_OBJECT
1765¿PDG_CALL¿¿1585¿1585.CALL->winRows.map-o357¿¿¿¿¿PDG_CALL
1766¿PDG_OBJECT¿¿0¿1585.v137-o358¿¿¿¿¿PDG_OBJECT
1767¿PDG_CALL¿¿1585¿1585.CALL->v137.filter-o359¿¿¿¿¿PDG_CALL
1768¿PDG_OBJECT¿¿0¿1585.v138-o360¿¿¿¿¿PDG_OBJECT
1769¿PDG_RETURN¿¿0¿1585.RET_OBJ-o361¿¿¿¿¿PDG_RETURN
1770¿PDG_CALL¿¿1585¿1585.CALL->v139.trim-o362¿¿¿¿¿PDG_CALL
1771¿PDG_OBJECT¿¿0¿1585.v140-o363¿¿¿¿¿PDG_OBJECT
1772¿PDG_CALL¿¿1585¿1585.CALL->v140.split-o364¿¿¿¿¿PDG_CALL
1773¿PDG_OBJECT¿¿0¿1585.v141-o365¿¿¿¿¿PDG_OBJECT
1774¿PDG_OBJECT¿¿0¿1594.this-o366¿¿¿¿¿PDG_OBJECT
1775¿PDG_OBJECT¿¿0¿1594.row-o367¿¿¿¿¿PDG_OBJECT
1776¿PDG_OBJECT¿¿0¿1585.v143-o368¿¿¿¿¿PDG_OBJECT
1777¿PDG_CALL¿¿1585¿1585.CALL->v141.map-o369¿¿¿¿¿PDG_CALL
1778¿PDG_OBJECT¿¿0¿1585.v144-o370¿¿¿¿¿PDG_OBJECT
1779¿PDG_CALL¿¿1585¿1585.CALL->v144.filter-o371¿¿¿¿¿PDG_CALL
1780¿PDG_OBJECT¿¿0¿1585.v145-o372¿¿¿¿¿PDG_OBJECT
1781¿PDG_RETURN¿¿0¿1585.RET_OBJ-o373¿¿¿¿¿PDG_RETURN
1782¿PDG_CALL¿¿1588¿1588.CALL->parseLinux-o374¿¿¿¿¿PDG_CALL
1783¿PDG_OBJECT¿¿0¿1588.v127-o375¿¿¿¿¿PDG_OBJECT
1784¿PDG_RETURN¿¿0¿1588.RET_OBJ-o376¿¿¿¿¿PDG_RETURN
1785¿PDG_CALL¿¿1590¿1590.CALL->parseWin32-o377¿¿¿¿¿PDG_CALL
1786¿PDG_OBJECT¿¿0¿1590.v135-o378¿¿¿¿¿PDG_OBJECT
1787¿PDG_RETURN¿¿0¿1590.RET_OBJ-o379¿¿¿¿¿PDG_RETURN
1788¿PDG_CALL¿¿1594¿1594.CALL->parseRow-o380¿¿¿¿¿PDG_CALL
1789¿PDG_OBJECT¿¿0¿1594.v142-o381¿¿¿¿¿PDG_OBJECT
1790¿PDG_RETURN¿¿0¿1594.RET_OBJ-o382¿¿¿¿¿PDG_RETURN
1791¿PDG_OBJECT¿¿0¿1596.v146-o383¿¿¿¿¿PDG_OBJECT
1792¿PDG_CALL¿¿1596¿1596.CALL->cp.exec-o384¿¿¿¿¿PDG_CALL
1793¿PDG_OBJECT¿¿0¿1596.v147-o385¿¿¿¿¿PDG_OBJECT
1794¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1795¿PDG_CALL¿¿1596¿1596.CALL->v147.then-o386¿¿¿¿¿PDG_CALL
1796¿PDG_OBJECT¿¿0¿1596.v148-o387¿¿¿¿¿PDG_OBJECT
1797¿PDG_RETURN¿¿0¿1596.RET_OBJ-o388¿¿¿¿¿PDG_RETURN
1798¿PDG_OBJECT¿¿0¿1598.data.0-o389¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿0¿1598.process-o390¿¿¿¿¿PDG_OBJECT
1800¿PDG_OBJECT¿¿0¿1598.process.platform-o391¿¿¿¿¿PDG_OBJECT
1801¿PDG_CALL¿¿1598¿1598.CALL->v153.includes-o392¿¿¿¿¿PDG_CALL
1802¿PDG_OBJECT¿¿0¿1598.v154-o393¿¿¿¿¿PDG_OBJECT
1803¿PDG_CALL¿¿1598¿1598.CALL->v155.indexOf-o394¿¿¿¿¿PDG_CALL
1804¿PDG_OBJECT¿¿0¿1598.v156-o395¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿0¿1598.v157-o396¿¿¿¿¿PDG_OBJECT
1806¿PDG_CALL¿¿1598¿1598.CALL->v158.split-o397¿¿¿¿¿PDG_CALL
1807¿PDG_OBJECT¿¿0¿1598.v159-o398¿¿¿¿¿PDG_OBJECT
1808¿PDG_CALL¿¿1598¿1598.CALL->v159.slice-o399¿¿¿¿¿PDG_CALL
1809¿PDG_OBJECT¿¿0¿1598.v160-o400¿¿¿¿¿PDG_OBJECT
1810¿PDG_OBJECT¿¿0¿1598.v160.0-o401¿¿¿¿¿PDG_OBJECT
1811¿PDG_CALL¿¿1598¿1598.CALL->parseLinux-o402¿¿¿¿¿PDG_CALL
1812¿PDG_OBJECT¿¿0¿1598.v161-o403¿¿¿¿¿PDG_OBJECT
1813¿PDG_RETURN¿¿0¿1598.RET_OBJ-o404¿¿¿¿¿PDG_RETURN
1814¿PDG_CALL¿¿1598¿1598.CALL->v162.includes-o405¿¿¿¿¿PDG_CALL
1815¿PDG_OBJECT¿¿0¿1598.v163-o406¿¿¿¿¿PDG_OBJECT
1816¿PDG_CALL¿¿1598¿1598.CALL->parseRow-o407¿¿¿¿¿PDG_CALL
1817¿PDG_OBJECT¿¿0¿1598.v165-o408¿¿¿¿¿PDG_OBJECT
1818¿PDG_RETURN¿¿0¿1598.RET_OBJ-o409¿¿¿¿¿PDG_RETURN
1819¿PDG_OBJECT¿¿0¿1606.this-o410¿¿¿¿¿PDG_OBJECT
1820¿PDG_OBJECT¿¿0¿1606.data-o411¿¿¿¿¿PDG_OBJECT
1821¿PDG_OBJECT¿¿0¿1604.v166-o412¿¿¿¿¿PDG_OBJECT
1822¿PDG_RETURN¿¿0¿1604.RET_OBJ-o413¿¿¿¿¿PDG_RETURN
1823¿PDG_OBJECT¿¿0¿1606.lock-o414¿¿¿¿¿PDG_OBJECT
1824¿PDG_OBJECT¿¿0¿1606.lock.*-o415¿¿¿¿¿PDG_OBJECT
1825¿PDG_RETURN¿¿0¿1606.RET_OBJ-o416¿¿¿¿¿PDG_RETURN
