Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
900¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Program
1663¿PDG_OBJECT¿¿0¿1574.options.file-o249¿¿¿¿¿PDG_OBJECT
1664¿PDG_OBJECT¿¿0¿1574.this-o250¿¿¿¿¿PDG_OBJECT
1665¿PDG_OBJECT¿¿0¿1574.this.file-o251¿¿¿¿¿PDG_OBJECT
1666¿PDG_OBJECT¿¿0¿1574.options.hostname-o252¿¿¿¿¿PDG_OBJECT
1667¿PDG_OBJECT¿¿0¿1574.this-o253¿¿¿¿¿PDG_OBJECT
1668¿PDG_OBJECT¿¿0¿1574.this.hostname-o254¿¿¿¿¿PDG_OBJECT
1669¿PDG_OBJECT¿¿0¿1574.options.folder-o255¿¿¿¿¿PDG_OBJECT
1670¿PDG_OBJECT¿¿0¿1574.v84-o256¿¿¿¿¿PDG_OBJECT
1671¿PDG_CALL¿¿1574¿1574.CALL->Path.resolve-o257¿¿¿¿¿PDG_CALL
1672¿PDG_OBJECT¿¿0¿1574.v85-o258¿¿¿¿¿PDG_OBJECT
1673¿PDG_OBJECT¿¿0¿1574.this-o259¿¿¿¿¿PDG_OBJECT
1674¿PDG_OBJECT¿¿0¿1574.this.folder-o260¿¿¿¿¿PDG_OBJECT
1675¿PDG_OBJECT¿¿0¿1576.this.cors-o261¿¿¿¿¿PDG_OBJECT
1676¿PDG_OBJECT¿¿0¿1576.this.cache-o262¿¿¿¿¿PDG_OBJECT
1677¿PDG_OBJECT¿¿0¿1576.data-o263¿¿¿¿¿PDG_OBJECT
1678¿PDG_OBJECT¿¿0¿1576.data-o264¿¿¿¿¿PDG_OBJECT
1679¿PDG_OBJECT¿¿0¿1576.data.path-o265¿¿¿¿¿PDG_OBJECT
1680¿PDG_OBJECT¿¿0¿1576.data-o266¿¿¿¿¿PDG_OBJECT
1681¿PDG_OBJECT¿¿0¿1576.data.code-o267¿¿¿¿¿PDG_OBJECT
1682¿PDG_OBJECT¿¿0¿1576.data-o268¿¿¿¿¿PDG_OBJECT
1683¿PDG_OBJECT¿¿0¿1576.data.cors-o269¿¿¿¿¿PDG_OBJECT
1684¿PDG_OBJECT¿¿0¿1576.data-o270¿¿¿¿¿PDG_OBJECT
1685¿PDG_OBJECT¿¿0¿1576.data.cache-o271¿¿¿¿¿PDG_OBJECT
1686¿PDG_OBJECT¿¿0¿1576.this.spa-o272¿¿¿¿¿PDG_OBJECT
1687¿PDG_OBJECT¿¿0¿1576.this.file-o273¿¿¿¿¿PDG_OBJECT
1688¿PDG_OBJECT¿¿0¿1576.request.url-o274¿¿¿¿¿PDG_OBJECT
1689¿PDG_OBJECT¿¿0¿1576.this.folder-o275¿¿¿¿¿PDG_OBJECT
1690¿PDG_OBJECT¿¿0¿1576.v93-o276¿¿¿¿¿PDG_OBJECT
1691¿PDG_OBJECT¿¿0¿1576.stat.path-o277¿¿¿¿¿PDG_OBJECT
1692¿PDG_OBJECT¿¿0¿1576.data.path-o278¿¿¿¿¿PDG_OBJECT
1693¿PDG_OBJECT¿¿0¿1576.data-o279¿¿¿¿¿PDG_OBJECT
1694¿PDG_OBJECT¿¿0¿1576.data.path-o280¿¿¿¿¿PDG_OBJECT
1695¿PDG_OBJECT¿¿0¿1576.stat.code-o281¿¿¿¿¿PDG_OBJECT
1696¿PDG_OBJECT¿¿0¿1576.data.code-o282¿¿¿¿¿PDG_OBJECT
1697¿PDG_OBJECT¿¿0¿1576.data-o283¿¿¿¿¿PDG_OBJECT
1698¿PDG_OBJECT¿¿0¿1576.data.code-o284¿¿¿¿¿PDG_OBJECT
1699¿PDG_CALL¿¿1576¿1576.CALL->Utility.createHeader-o285¿¿¿¿¿PDG_CALL
1700¿PDG_OBJECT¿¿0¿1576.header-o286¿¿¿¿¿PDG_OBJECT
1701¿PDG_CALL¿¿1576¿1576.CALL->Utility.statusString-o287¿¿¿¿¿PDG_CALL
1702¿PDG_OBJECT¿¿0¿1576.result-o288¿¿¿¿¿PDG_OBJECT
1703¿PDG_CALL¿¿1576¿1576.CALL->response.writeHead-o289¿¿¿¿¿PDG_CALL
1704¿PDG_OBJECT¿¿0¿1576.v98-o290¿¿¿¿¿PDG_OBJECT
1705¿PDG_CALL¿¿1576¿1576.CALL->response.end-o291¿¿¿¿¿PDG_CALL
1706¿PDG_OBJECT¿¿0¿1576.v99-o292¿¿¿¿¿PDG_OBJECT
1707¿PDG_CALL¿¿1576¿1576.CALL->self.emit-o293¿¿¿¿¿PDG_CALL
1708¿PDG_OBJECT¿¿0¿1576.v100-o294¿¿¿¿¿PDG_OBJECT
1709¿PDG_OBJECT¿¿0¿1579.data.code-o295¿¿¿¿¿PDG_OBJECT
1710¿PDG_OBJECT¿¿0¿1579.v104-o296¿¿¿¿¿PDG_OBJECT
1711¿PDG_OBJECT¿¿0¿1579.data.path-o297¿¿¿¿¿PDG_OBJECT
1712¿PDG_CALL¿¿1579¿1579.CALL->Fs.createReadStream-o298¿¿¿¿¿PDG_CALL
1713¿PDG_OBJECT¿¿0¿1579.stream-o299¿¿¿¿¿PDG_OBJECT
1714¿TAINT_SINK¿¿0¿createReadStream¿¿¿¿¿TAINT_SINK
1715¿PDG_OBJECT¿¿0¿1581.this-o300¿¿¿¿¿PDG_OBJECT
1716¿PDG_OBJECT¿¿0¿1581.error-o301¿¿¿¿¿PDG_OBJECT
1717¿PDG_OBJECT¿¿0¿1579.v109-o302¿¿¿¿¿PDG_OBJECT
1718¿PDG_CALL¿¿1579¿1579.CALL->stream.on-o303¿¿¿¿¿PDG_CALL
1719¿PDG_OBJECT¿¿0¿1579.v110-o304¿¿¿¿¿PDG_OBJECT
1720¿PDG_OBJECT¿¿0¿1583.this-o305¿¿¿¿¿PDG_OBJECT
1721¿PDG_OBJECT¿¿0¿1579.v112-o306¿¿¿¿¿PDG_OBJECT
1722¿PDG_CALL¿¿1579¿1579.CALL->stream.on-o307¿¿¿¿¿PDG_CALL
1723¿PDG_OBJECT¿¿0¿1579.v113-o308¿¿¿¿¿PDG_OBJECT
1724¿PDG_OBJECT¿¿0¿1585.this-o309¿¿¿¿¿PDG_OBJECT
1725¿PDG_OBJECT¿¿0¿1579.v115-o310¿¿¿¿¿PDG_OBJECT
1726¿PDG_CALL¿¿1579¿1579.CALL->stream.on-o311¿¿¿¿¿PDG_CALL
1727¿PDG_OBJECT¿¿0¿1579.v116-o312¿¿¿¿¿PDG_OBJECT
1728¿PDG_CALL¿¿1579¿1579.CALL->stream.pipe-o313¿¿¿¿¿PDG_CALL
1729¿PDG_OBJECT¿¿0¿1579.v117-o314¿¿¿¿¿PDG_OBJECT
1730¿PDG_CALL¿¿1579¿1579.CALL->Utility.createHeader-o315¿¿¿¿¿PDG_CALL
1731¿PDG_OBJECT¿¿0¿1579.header-o316¿¿¿¿¿PDG_OBJECT
1732¿PDG_OBJECT¿¿0¿1579.v119-o317¿¿¿¿¿PDG_OBJECT
1733¿PDG_OBJECT¿¿0¿1579.header-o318¿¿¿¿¿PDG_OBJECT
1734¿PDG_OBJECT¿¿0¿1579.header.Location-o319¿¿¿¿¿PDG_OBJECT
1735¿PDG_CALL¿¿1579¿1579.CALL->Utility.statusString-o320¿¿¿¿¿PDG_CALL
1736¿PDG_OBJECT¿¿0¿1579.result-o321¿¿¿¿¿PDG_OBJECT
1737¿PDG_CALL¿¿1579¿1579.CALL->response.writeHead-o322¿¿¿¿¿PDG_CALL
1738¿PDG_OBJECT¿¿0¿1579.v123-o323¿¿¿¿¿PDG_OBJECT
1739¿PDG_CALL¿¿1579¿1579.CALL->response.end-o324¿¿¿¿¿PDG_CALL
1740¿PDG_OBJECT¿¿0¿1579.v124-o325¿¿¿¿¿PDG_OBJECT
1741¿PDG_CALL¿¿1581¿1581.CALL->Utility.createHeader-o326¿¿¿¿¿PDG_CALL
1742¿PDG_OBJECT¿¿0¿1581.header-o327¿¿¿¿¿PDG_OBJECT
1743¿PDG_CALL¿¿1581¿1581.CALL->Utility.statusString-o328¿¿¿¿¿PDG_CALL
1744¿PDG_OBJECT¿¿0¿1581.result-o329¿¿¿¿¿PDG_OBJECT
1745¿PDG_CALL¿¿1581¿1581.CALL->response.writeHead-o330¿¿¿¿¿PDG_CALL
1746¿PDG_OBJECT¿¿0¿1581.v106-o331¿¿¿¿¿PDG_OBJECT
1747¿PDG_CALL¿¿1581¿1581.CALL->response.end-o332¿¿¿¿¿PDG_CALL
1748¿PDG_OBJECT¿¿0¿1581.v107-o333¿¿¿¿¿PDG_OBJECT
1749¿PDG_CALL¿¿1581¿1581.CALL->self.emit-o334¿¿¿¿¿PDG_CALL
1750¿PDG_OBJECT¿¿0¿1581.v108-o335¿¿¿¿¿PDG_OBJECT
1751¿PDG_CALL¿¿1583¿1583.CALL->Utility.createHeader-o336¿¿¿¿¿PDG_CALL
1752¿PDG_OBJECT¿¿0¿1583.header-o337¿¿¿¿¿PDG_OBJECT
1753¿PDG_CALL¿¿1583¿1583.CALL->response.writeHead-o338¿¿¿¿¿PDG_CALL
1754¿PDG_OBJECT¿¿0¿1583.v111-o339¿¿¿¿¿PDG_OBJECT
1755¿PDG_CALL¿¿1585¿1585.CALL->response.end-o340¿¿¿¿¿PDG_CALL
1756¿PDG_OBJECT¿¿0¿1585.v114-o341¿¿¿¿¿PDG_OBJECT
1757¿PDG_OBJECT¿¿0¿1591.this-o342¿¿¿¿¿PDG_OBJECT
1758¿PDG_OBJECT¿¿0¿1591.resolve-o343¿¿¿¿¿PDG_OBJECT
1759¿PDG_OBJECT¿¿0¿1591.reject-o344¿¿¿¿¿PDG_OBJECT
1760¿PDG_OBJECT¿¿0¿1589.v136-o345¿¿¿¿¿PDG_OBJECT
1761¿PDG_CALL¿¿1589¿1589.CALL->Promise-o346¿¿¿¿¿PDG_CALL
1762¿PDG_OBJECT¿¿0¿1589.v137-o347¿¿¿¿¿PDG_OBJECT
1763¿PDG_RETURN¿¿0¿1589.RET_OBJ-o348¿¿¿¿¿PDG_RETURN
1764¿PDG_OBJECT¿¿0¿1591.self.port-o349¿¿¿¿¿PDG_OBJECT
1765¿PDG_OBJECT¿¿0¿1591.self.host-o350¿¿¿¿¿PDG_OBJECT
1766¿PDG_OBJECT¿¿0¿1591.v129-o351¿¿¿¿¿PDG_OBJECT
1767¿PDG_OBJECT¿¿0¿1593.this-o352¿¿¿¿¿PDG_OBJECT
1768¿PDG_OBJECT¿¿0¿1591.v134-o353¿¿¿¿¿PDG_OBJECT
1769¿PDG_CALL¿¿1591¿1591.CALL->self.listen-o354¿¿¿¿¿PDG_CALL
1770¿PDG_OBJECT¿¿0¿1591.v135-o355¿¿¿¿¿PDG_OBJECT
1771¿PDG_RETURN¿¿0¿1591.RET_OBJ-o356¿¿¿¿¿PDG_RETURN
1772¿PDG_CALL¿¿1593¿1593.CALL->self.address-o357¿¿¿¿¿PDG_CALL
1773¿PDG_OBJECT¿¿0¿1593.address-o358¿¿¿¿¿PDG_OBJECT
1774¿PDG_OBJECT¿¿0¿1593.address.port-o359¿¿¿¿¿PDG_OBJECT
1775¿PDG_OBJECT¿¿0¿1593.self-o360¿¿¿¿¿PDG_OBJECT
1776¿PDG_OBJECT¿¿0¿1593.self.port-o361¿¿¿¿¿PDG_OBJECT
1777¿PDG_OBJECT¿¿0¿1593.address.host-o362¿¿¿¿¿PDG_OBJECT
1778¿PDG_OBJECT¿¿0¿1593.self-o363¿¿¿¿¿PDG_OBJECT
1779¿PDG_OBJECT¿¿0¿1593.self.host-o364¿¿¿¿¿PDG_OBJECT
1780¿PDG_CALL¿¿1593¿1593.CALL->resolve-o365¿¿¿¿¿PDG_CALL
1781¿PDG_OBJECT¿¿0¿1593.v132-o366¿¿¿¿¿PDG_OBJECT
1782¿PDG_CALL¿¿1593¿1593.CALL->self.emit-o367¿¿¿¿¿PDG_CALL
1783¿PDG_OBJECT¿¿0¿1593.v133-o368¿¿¿¿¿PDG_OBJECT
1784¿PDG_OBJECT¿¿0¿1597.this-o369¿¿¿¿¿PDG_OBJECT
1785¿PDG_OBJECT¿¿0¿1597.resolve-o370¿¿¿¿¿PDG_OBJECT
1786¿PDG_OBJECT¿¿0¿1597.reject-o371¿¿¿¿¿PDG_OBJECT
1787¿PDG_OBJECT¿¿0¿1595.v144-o372¿¿¿¿¿PDG_OBJECT
1788¿PDG_CALL¿¿1595¿1595.CALL->Promise-o373¿¿¿¿¿PDG_CALL
1789¿PDG_OBJECT¿¿0¿1595.v145-o374¿¿¿¿¿PDG_OBJECT
1790¿PDG_RETURN¿¿0¿1595.RET_OBJ-o375¿¿¿¿¿PDG_RETURN
1791¿PDG_OBJECT¿¿0¿1599.this-o376¿¿¿¿¿PDG_OBJECT
1792¿PDG_OBJECT¿¿0¿1597.v142-o377¿¿¿¿¿PDG_OBJECT
1793¿PDG_CALL¿¿1597¿1597.CALL->self.close-o378¿¿¿¿¿PDG_CALL
1794¿PDG_OBJECT¿¿0¿1597.v143-o379¿¿¿¿¿PDG_OBJECT
1795¿PDG_RETURN¿¿0¿1597.RET_OBJ-o380¿¿¿¿¿PDG_RETURN
1796¿PDG_CALL¿¿1599¿1599.CALL->resolve-o381¿¿¿¿¿PDG_CALL
1797¿PDG_OBJECT¿¿0¿1599.v140-o382¿¿¿¿¿PDG_OBJECT
1798¿PDG_CALL¿¿1599¿1599.CALL->self.emit-o383¿¿¿¿¿PDG_CALL
1799¿PDG_OBJECT¿¿0¿1599.v141-o384¿¿¿¿¿PDG_OBJECT
