Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6836¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Program
7645¿CallExpression¿¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7646¿MemberExpression¿¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7647¿Identifier¿¿Object¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7648¿Identifier¿¿keys¿¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7649¿Identifier¿¿v915¿¿¿¿¿Identifier
7650¿VariableDeclarator¿¿v923¿¿¿¿¿VariableDeclarator
7651¿FunctionExpression¿¿anon¿¿¿{"start":{"line":108,"column":35},"end":{"line":111,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
7652¿Identifier¿¿key¿¿¿{"start":{"line":108,"column":45},"end":{"line":108,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7653¿VariableDeclarator¿¿v917¿¿¿¿¿VariableDeclarator
7654¿BinaryExpression¿in¿¿¿¿{"start":{"line":109,"column":18},"end":{"line":109,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
7655¿Identifier¿¿key¿¿¿{"start":{"line":109,"column":18},"end":{"line":109,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7656¿Identifier¿¿defaults¿¿¿{"start":{"line":109,"column":25},"end":{"line":109,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7657¿VariableDeclarator¿¿v918¿¿¿¿¿VariableDeclarator
7658¿UnaryExpression¿!¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
7659¿Identifier¿¿v917¿¿¿¿¿Identifier
7660¿VariableDeclarator¿¿v919¿¿¿¿¿VariableDeclarator
7661¿MemberExpression¿computed¿¿¿¿{"start":{"line":109,"column":45},"end":{"line":109,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7662¿Identifier¿¿defaults¿¿¿{"start":{"line":109,"column":45},"end":{"line":109,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7663¿Identifier¿¿key¿¿¿{"start":{"line":109,"column":54},"end":{"line":109,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7664¿VariableDeclarator¿¿v920¿¿¿¿¿VariableDeclarator
7665¿IfStatement¿¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
7666¿Identifier¿¿v918¿¿¿¿¿Identifier
7667¿ExpressionStatement¿¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7668¿AssignmentExpression¿=¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7669¿Identifier¿¿v920¿¿¿¿¿Identifier
7670¿Literal¿boolean¿¿false¿¿{"start":{"line":109,"column":37},"end":{"line":109,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7671¿BlockStatement¿¿¿¿¿¿¿BlockStatement
7672¿ExpressionStatement¿¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7673¿AssignmentExpression¿=¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7674¿Identifier¿¿v920¿¿¿¿¿Identifier
7675¿Identifier¿¿v919¿¿¿¿¿Identifier
7676¿BlockStatement¿¿¿¿¿¿¿BlockStatement
7677¿VariableDeclarator¿¿v921¿¿¿¿¿VariableDeclarator
7678¿CallExpression¿¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7679¿Identifier¿¿setArg¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7680¿Identifier¿¿key¿¿¿{"start":{"line":109,"column":11},"end":{"line":109,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7681¿Identifier¿¿v920¿¿¿¿¿Identifier
7682¿ExpressionStatement¿¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7683¿Identifier¿¿v921¿¿¿¿¿Identifier
7684¿VariableDeclarator¿¿v922¿¿¿¿¿VariableDeclarator
7685¿CallExpression¿¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7686¿Identifier¿¿setDefaulted¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7687¿Identifier¿¿key¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7688¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7689¿Identifier¿¿v922¿¿¿¿¿Identifier
7690¿BlockStatement¿¿¿¿¿{"start":{"line":108,"column":50},"end":{"line":111,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
7691¿VariableDeclarator¿¿v924¿¿¿¿¿VariableDeclarator
7692¿CallExpression¿¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":111,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7693¿MemberExpression¿¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7694¿Identifier¿¿v916¿¿¿¿¿Identifier
7695¿Identifier¿¿forEach¿¿¿{"start":{"line":108,"column":27},"end":{"line":108,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7696¿Identifier¿¿v923¿¿¿¿¿Identifier
7697¿ExpressionStatement¿¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":111,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7698¿Identifier¿¿v924¿¿¿¿¿Identifier
7699¿VariableDeclarator¿¿notFlags¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7700¿ArrayExpression¿¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":113,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ArrayExpression
7701¿VariableDeclarator¿¿v925¿¿¿¿¿VariableDeclarator
7702¿CallExpression¿¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7703¿MemberExpression¿¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7704¿Identifier¿¿args¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7705¿Identifier¿¿indexOf¿¿¿{"start":{"line":114,"column":11},"end":{"line":114,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7706¿Literal¿string¿¿'--'¿¿{"start":{"line":114,"column":19},"end":{"line":114,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7707¿VariableDeclarator¿¿v926¿¿¿¿¿VariableDeclarator
7708¿UnaryExpression¿-¿¿¿¿{"start":{"line":114,"column":29},"end":{"line":114,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿UnaryExpression
7709¿Literal¿number¿¿1¿¿{"start":{"line":114,"column":30},"end":{"line":114,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7710¿VariableDeclarator¿¿v927¿¿¿¿¿VariableDeclarator
7711¿BinaryExpression¿!==¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
7712¿Identifier¿¿v925¿¿¿¿¿Identifier
7713¿Identifier¿¿v926¿¿¿¿¿Identifier
7714¿IfStatement¿¿¿¿¿{"start":{"line":114,"column":2},"end":{"line":117,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿IfStatement
7715¿Identifier¿¿v927¿¿¿¿¿Identifier
7716¿VariableDeclarator¿¿v928¿¿¿¿¿VariableDeclarator
7717¿CallExpression¿¿¿¿¿{"start":{"line":115,"column":26},"end":{"line":115,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7718¿MemberExpression¿¿¿¿¿{"start":{"line":115,"column":26},"end":{"line":115,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7719¿Identifier¿¿args¿¿¿{"start":{"line":115,"column":26},"end":{"line":115,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7720¿Identifier¿¿indexOf¿¿¿{"start":{"line":115,"column":31},"end":{"line":115,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7721¿Literal¿string¿¿'--'¿¿{"start":{"line":115,"column":39},"end":{"line":115,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7722¿VariableDeclarator¿¿v929¿¿¿¿¿VariableDeclarator
7723¿BinaryExpression¿+¿¿¿¿{"start":{"line":115,"column":26},"end":{"line":115,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
7724¿Identifier¿¿v928¿¿¿¿¿Identifier
7725¿Literal¿number¿¿1¿¿{"start":{"line":115,"column":47},"end":{"line":115,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7726¿ExpressionStatement¿¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7727¿AssignmentExpression¿=¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7728¿Identifier¿¿notFlags¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7729¿CallExpression¿¿¿¿¿{"start":{"line":115,"column":15},"end":{"line":115,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7730¿MemberExpression¿¿¿¿¿{"start":{"line":115,"column":15},"end":{"line":115,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7731¿Identifier¿¿args¿¿¿{"start":{"line":115,"column":15},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7732¿Identifier¿¿slice¿¿¿{"start":{"line":115,"column":20},"end":{"line":115,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7733¿Identifier¿¿v929¿¿¿¿¿Identifier
7734¿VariableDeclarator¿¿v930¿¿¿¿¿VariableDeclarator
7735¿CallExpression¿¿¿¿¿{"start":{"line":116,"column":25},"end":{"line":116,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7736¿MemberExpression¿¿¿¿¿{"start":{"line":116,"column":25},"end":{"line":116,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7737¿Identifier¿¿args¿¿¿{"start":{"line":116,"column":25},"end":{"line":116,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7738¿Identifier¿¿indexOf¿¿¿{"start":{"line":116,"column":30},"end":{"line":116,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7739¿Literal¿string¿¿'--'¿¿{"start":{"line":116,"column":38},"end":{"line":116,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7740¿ExpressionStatement¿¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7741¿AssignmentExpression¿=¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7742¿Identifier¿¿args¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7743¿CallExpression¿¿¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7744¿MemberExpression¿¿¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7745¿Identifier¿¿args¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7746¿Identifier¿¿slice¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7747¿Literal¿number¿¿0¿¿{"start":{"line":116,"column":22},"end":{"line":116,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7748¿Identifier¿¿v930¿¿¿¿¿Identifier
7749¿BlockStatement¿¿¿¿¿{"start":{"line":114,"column":33},"end":{"line":117,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
7750¿VariableDeclarator¿¿i¿¿¿{"start":{"line":119,"column":11},"end":{"line":119,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7751¿Literal¿number¿¿0¿¿{"start":{"line":119,"column":15},"end":{"line":119,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7752¿VariableDeclarator¿¿v931¿¿¿¿¿VariableDeclarator
7753¿MemberExpression¿¿¿¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7754¿Identifier¿¿args¿¿¿{"start":{"line":119,"column":22},"end":{"line":119,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7755¿Identifier¿¿length¿¿¿{"start":{"line":119,"column":27},"end":{"line":119,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7756¿VariableDeclarator¿¿v932¿¿¿¿¿VariableDeclarator
7757¿BinaryExpression¿<¿¿¿¿{"start":{"line":119,"column":18},"end":{"line":119,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BinaryExpression
7758¿Identifier¿¿i¿¿¿{"start":{"line":119,"column":18},"end":{"line":119,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7759¿Identifier¿¿v931¿¿¿¿¿Identifier
7760¿WhileStatement¿¿¿¿¿{"start":{"line":119,"column":2},"end":{"line":279,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿WhileStatement
7761¿Identifier¿¿v932¿¿¿¿¿Identifier
7762¿VariableDeclarator¿¿arg¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7763¿MemberExpression¿computed¿¿¿¿{"start":{"line":120,"column":14},"end":{"line":120,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7764¿Identifier¿¿args¿¿¿{"start":{"line":120,"column":14},"end":{"line":120,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7765¿Identifier¿¿i¿¿¿{"start":{"line":120,"column":19},"end":{"line":120,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7766¿VariableDeclarator¿¿broken¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7767¿VariableDeclarator¿¿key¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7768¿VariableDeclarator¿¿letters¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7769¿VariableDeclarator¿¿m¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7770¿VariableDeclarator¿¿next¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7771¿VariableDeclarator¿¿value¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7772¿VariableDeclarator¿¿v934¿¿¿¿¿VariableDeclarator
7773¿CallExpression¿¿¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7774¿MemberExpression¿¿¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7775¿Identifier¿¿arg¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7776¿Identifier¿¿match¿¿¿{"start":{"line":129,"column":12},"end":{"line":129,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7777¿Literal¿object¿¿/^--.+=/¿¿{"start":{"line":129,"column":18},"end":{"line":129,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
