Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1066¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":229,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Program
1714¿ExpressionStatement¿¿1914¿¿¿¿{"start":{"line":185,"column":6},"end":{"line":185,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1715¿AssignmentExpression¿=¿1914¿¿¿¿{"start":{"line":185,"column":6},"end":{"line":185,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1716¿MemberExpression¿computed¿1914¿¿¿¿{"start":{"line":185,"column":6},"end":{"line":185,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1717¿Identifier¿¿1914¿target¿¿¿{"start":{"line":185,"column":6},"end":{"line":185,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1718¿Identifier¿¿1914¿key¿¿¿{"start":{"line":185,"column":13},"end":{"line":185,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1719¿Identifier¿¿1914¿v184¿¿¿¿¿Identifier
1720¿BlockStatement¿¿1914¿¿¿¿{"start":{"line":184,"column":22},"end":{"line":186,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1721¿ExpressionStatement¿¿1914¿¿¿¿{"start":{"line":188,"column":4},"end":{"line":188,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1722¿AssignmentExpression¿=¿1914¿¿¿¿{"start":{"line":188,"column":4},"end":{"line":188,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1723¿Identifier¿¿1914¿target¿¿¿{"start":{"line":188,"column":4},"end":{"line":188,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1724¿MemberExpression¿computed¿1914¿¿¿¿{"start":{"line":188,"column":13},"end":{"line":188,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1725¿Identifier¿¿1914¿target¿¿¿{"start":{"line":188,"column":13},"end":{"line":188,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1726¿Identifier¿¿1914¿key¿¿¿{"start":{"line":188,"column":20},"end":{"line":188,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1727¿ExpressionStatement¿¿1914¿¿¿¿{"start":{"line":182,"column":2},"end":{"line":189,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1728¿AssignmentExpression¿=¿1914¿¿¿¿{"start":{"line":182,"column":2},"end":{"line":189,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1729¿Identifier¿¿1914¿v181¿¿¿{"start":{"line":182,"column":2},"end":{"line":189,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1730¿BinaryExpression¿>¿1914¿¿¿¿{"start":{"line":182,"column":9},"end":{"line":182,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1731¿Identifier¿¿1914¿v180¿¿¿¿¿Identifier
1732¿Literal¿number¿1914¿¿1¿¿{"start":{"line":182,"column":23},"end":{"line":182,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1733¿BlockStatement¿¿1914¿¿¿¿{"start":{"line":182,"column":26},"end":{"line":189,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1734¿ExpressionStatement¿¿1914¿¿¿¿{"start":{"line":192,"column":2},"end":{"line":192,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1735¿AssignmentExpression¿=¿1914¿¿¿¿{"start":{"line":192,"column":2},"end":{"line":192,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1736¿Identifier¿¿1914¿key¿¿¿{"start":{"line":192,"column":2},"end":{"line":192,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1737¿CallExpression¿¿1914¿¿¿¿{"start":{"line":192,"column":8},"end":{"line":192,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1738¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":192,"column":8},"end":{"line":192,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1739¿Identifier¿¿1914¿path¿¿¿{"start":{"line":192,"column":8},"end":{"line":192,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1740¿Identifier¿¿1914¿shift¿¿¿{"start":{"line":192,"column":13},"end":{"line":192,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1741¿VariableDeclarator¿¿1914¿v185¿¿¿{"start":{"line":199,"column":13},"end":{"line":199,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1742¿MemberExpression¿computed¿1914¿¿¿¿{"start":{"line":199,"column":13},"end":{"line":199,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1743¿Identifier¿¿1914¿target¿¿¿{"start":{"line":199,"column":13},"end":{"line":199,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1744¿Identifier¿¿1914¿key¿¿¿{"start":{"line":199,"column":20},"end":{"line":199,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1745¿VariableDeclarator¿¿1914¿v186¿¿¿{"start":{"line":199,"column":6},"end":{"line":199,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1746¿UnaryExpression¿typeof¿1914¿¿¿¿{"start":{"line":199,"column":6},"end":{"line":199,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1747¿Identifier¿¿1914¿v185¿¿¿¿¿Identifier
1748¿VariableDeclarator¿¿1914¿v187¿¿¿{"start":{"line":199,"column":6},"end":{"line":199,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1749¿BinaryExpression¿!==¿1914¿¿¿¿{"start":{"line":199,"column":6},"end":{"line":199,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1750¿Identifier¿¿1914¿v186¿¿¿¿¿Identifier
1751¿Literal¿string¿1914¿¿'object'¿¿{"start":{"line":199,"column":29},"end":{"line":199,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1752¿VariableDeclarator¿¿1914¿v188¿¿¿{"start":{"line":199,"column":55},"end":{"line":199,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1753¿MemberExpression¿computed¿1914¿¿¿¿{"start":{"line":199,"column":55},"end":{"line":199,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1754¿Identifier¿¿1914¿target¿¿¿{"start":{"line":199,"column":55},"end":{"line":199,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1755¿Identifier¿¿1914¿key¿¿¿{"start":{"line":199,"column":62},"end":{"line":199,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1756¿VariableDeclarator¿¿1914¿v189¿¿¿{"start":{"line":199,"column":41},"end":{"line":199,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1757¿CallExpression¿¿1914¿¿¿¿{"start":{"line":199,"column":41},"end":{"line":199,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1758¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":199,"column":41},"end":{"line":199,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1759¿Identifier¿¿1914¿Array¿¿¿{"start":{"line":199,"column":41},"end":{"line":199,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1760¿Identifier¿¿1914¿isArray¿¿¿{"start":{"line":199,"column":47},"end":{"line":199,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1761¿Identifier¿¿1914¿v188¿¿¿¿¿Identifier
1762¿VariableDeclarator¿¿1914¿v190¿¿¿{"start":{"line":199,"column":6},"end":{"line":199,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1763¿LogicalExpression¿||¿1914¿¿¿¿{"start":{"line":199,"column":6},"end":{"line":199,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿LogicalExpression
1764¿Identifier¿¿1914¿v187¿¿¿¿¿Identifier
1765¿Identifier¿¿1914¿v189¿¿¿¿¿Identifier
1766¿IfStatement¿¿1914¿¿¿¿{"start":{"line":199,"column":2},"end":{"line":202,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1767¿Identifier¿¿1914¿v190¿¿¿¿¿Identifier
1768¿ExpressionStatement¿¿1914¿¿¿¿{"start":{"line":200,"column":4},"end":{"line":200,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1769¿AssignmentExpression¿=¿1914¿¿¿¿{"start":{"line":200,"column":4},"end":{"line":200,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1770¿MemberExpression¿computed¿1914¿¿¿¿{"start":{"line":200,"column":4},"end":{"line":200,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1771¿Identifier¿¿1914¿target¿¿¿{"start":{"line":200,"column":4},"end":{"line":200,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1772¿Identifier¿¿1914¿key¿¿¿{"start":{"line":200,"column":11},"end":{"line":200,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1773¿Identifier¿¿1914¿value¿¿¿{"start":{"line":200,"column":18},"end":{"line":200,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1774¿ReturnStatement¿¿1914¿¿¿¿{"start":{"line":201,"column":4},"end":{"line":201,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1775¿Literal¿boolean¿1914¿¿true¿¿{"start":{"line":201,"column":11},"end":{"line":201,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1776¿BlockStatement¿¿1914¿¿¿¿{"start":{"line":199,"column":69},"end":{"line":202,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1777¿VariableDeclarator¿¿1914¿v191¿¿¿{"start":{"line":204,"column":9},"end":{"line":204,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1778¿CallExpression¿¿1914¿¿¿¿{"start":{"line":204,"column":9},"end":{"line":204,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1779¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":204,"column":9},"end":{"line":204,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1780¿Identifier¿¿1914¿Object¿¿¿{"start":{"line":204,"column":9},"end":{"line":204,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1781¿Identifier¿¿1914¿keys¿¿¿{"start":{"line":204,"column":16},"end":{"line":204,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1782¿Identifier¿¿1914¿value¿¿¿{"start":{"line":204,"column":21},"end":{"line":204,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1783¿VariableDeclarator¿¿1914¿v196¿¿¿{"start":{"line":204,"column":34},"end":{"line":206,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1784¿FunctionExpression¿¿1914¿anon¿¿¿{"start":{"line":204,"column":34},"end":{"line":206,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿FunctionExpression
1785¿Identifier¿¿0¿nested¿¿¿{"start":{"line":204,"column":44},"end":{"line":204,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1786¿VariableDeclarator¿¿1921¿v192¿¿¿{"start":{"line":205,"column":35},"end":{"line":205,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1787¿MemberExpression¿¿1921¿¿¿¿{"start":{"line":205,"column":35},"end":{"line":205,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1788¿Identifier¿¿1921¿self¿¿¿{"start":{"line":205,"column":35},"end":{"line":205,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1789¿Identifier¿¿1921¿logicalSeparator¿¿¿{"start":{"line":205,"column":40},"end":{"line":205,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1790¿VariableDeclarator¿¿1921¿v193¿¿¿{"start":{"line":205,"column":22},"end":{"line":205,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1791¿CallExpression¿¿1921¿¿¿¿{"start":{"line":205,"column":22},"end":{"line":205,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1792¿MemberExpression¿¿1921¿¿¿¿{"start":{"line":205,"column":22},"end":{"line":205,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1793¿Identifier¿¿1921¿common¿¿¿{"start":{"line":205,"column":22},"end":{"line":205,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1794¿Identifier¿¿1921¿keyed¿¿¿{"start":{"line":205,"column":29},"end":{"line":205,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1795¿Identifier¿¿1921¿v192¿¿¿¿¿Identifier
1796¿Identifier¿¿1921¿fullKey¿¿¿{"start":{"line":205,"column":58},"end":{"line":205,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1797¿Identifier¿¿1921¿nested¿¿¿{"start":{"line":205,"column":67},"end":{"line":205,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1798¿VariableDeclarator¿¿1921¿v194¿¿¿{"start":{"line":205,"column":76},"end":{"line":205,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1799¿MemberExpression¿computed¿1921¿¿¿¿{"start":{"line":205,"column":76},"end":{"line":205,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1800¿Identifier¿¿1921¿value¿¿¿{"start":{"line":205,"column":76},"end":{"line":205,"column":81},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1801¿Identifier¿¿1921¿nested¿¿¿{"start":{"line":205,"column":82},"end":{"line":205,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1802¿VariableDeclarator¿¿1921¿v195¿¿¿{"start":{"line":205,"column":11},"end":{"line":205,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1803¿CallExpression¿¿1921¿¿¿¿{"start":{"line":205,"column":11},"end":{"line":205,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1804¿MemberExpression¿¿1921¿¿¿¿{"start":{"line":205,"column":11},"end":{"line":205,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1805¿Identifier¿¿1921¿self¿¿¿{"start":{"line":205,"column":11},"end":{"line":205,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1806¿Identifier¿¿1921¿merge¿¿¿{"start":{"line":205,"column":16},"end":{"line":205,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1807¿Identifier¿¿1921¿v193¿¿¿¿¿Identifier
1808¿Identifier¿¿1921¿v194¿¿¿¿¿Identifier
1809¿ReturnStatement¿¿1921¿¿¿¿{"start":{"line":205,"column":4},"end":{"line":205,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1810¿Identifier¿¿1921¿v195¿¿¿¿¿Identifier
1811¿BlockStatement¿¿1921¿¿¿¿{"start":{"line":204,"column":52},"end":{"line":206,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1812¿VariableDeclarator¿¿1914¿v197¿¿¿{"start":{"line":204,"column":9},"end":{"line":206,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1813¿CallExpression¿¿1914¿¿¿¿{"start":{"line":204,"column":9},"end":{"line":206,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1814¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":204,"column":9},"end":{"line":204,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1815¿Identifier¿¿1914¿v191¿¿¿¿¿Identifier
1816¿Identifier¿¿1914¿every¿¿¿{"start":{"line":204,"column":28},"end":{"line":204,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1817¿Identifier¿¿1914¿v196¿¿¿¿¿Identifier
1818¿ReturnStatement¿¿1914¿¿¿¿{"start":{"line":204,"column":2},"end":{"line":206,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1819¿Identifier¿¿1914¿v197¿¿¿¿¿Identifier
1820¿BlockStatement¿¿1914¿¿¿¿{"start":{"line":156,"column":47},"end":{"line":207,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1821¿ExpressionStatement¿¿1892¿¿¿¿{"start":{"line":156,"column":0},"end":{"line":207,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1822¿AssignmentExpression¿=¿1892¿¿¿¿{"start":{"line":156,"column":0},"end":{"line":207,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1823¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":156,"column":0},"end":{"line":156,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1824¿Identifier¿¿1892¿v168¿¿¿¿¿Identifier
1825¿Identifier¿¿1892¿merge¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1826¿Identifier¿¿1892¿v198¿¿¿¿¿Identifier
1827¿VariableDeclarator¿¿1892¿v199¿¿¿{"start":{"line":213,"column":0},"end":{"line":213,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1828¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":213,"column":0},"end":{"line":213,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1829¿Identifier¿¿1892¿Memory¿¿¿{"start":{"line":213,"column":0},"end":{"line":213,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1830¿Identifier¿¿1892¿prototype¿¿¿{"start":{"line":213,"column":7},"end":{"line":213,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1831¿VariableDeclarator¿¿1892¿v203¿¿¿{"start":{"line":213,"column":0},"end":{"line":221,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1832¿FunctionExpression¿¿1892¿anon¿¿¿{"start":{"line":213,"column":25},"end":{"line":221,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿FunctionExpression
1833¿VariableDeclarator¿¿1923¿v200¿¿¿{"start":{"line":214,"column":6},"end":{"line":214,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1834¿MemberExpression¿¿1923¿¿¿¿{"start":{"line":214,"column":6},"end":{"line":214,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1835¿ThisExpression¿¿1923¿¿¿¿{"start":{"line":214,"column":6},"end":{"line":214,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1836¿Identifier¿¿1923¿readOnly¿¿¿{"start":{"line":214,"column":11},"end":{"line":214,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1837¿IfStatement¿¿1923¿¿¿¿{"start":{"line":214,"column":2},"end":{"line":216,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1838¿Identifier¿¿1923¿v200¿¿¿¿¿Identifier
1839¿ReturnStatement¿¿1923¿¿¿¿{"start":{"line":215,"column":4},"end":{"line":215,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1840¿Literal¿boolean¿1923¿¿false¿¿{"start":{"line":215,"column":11},"end":{"line":215,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1841¿BlockStatement¿¿1923¿¿¿¿{"start":{"line":214,"column":21},"end":{"line":216,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1842¿VariableDeclarator¿¿1923¿v201¿¿¿{"start":{"line":218,"column":16},"end":{"line":218,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1843¿ObjectExpression¿¿1923¿¿¿¿¿¿ObjectExpression
1844¿ExpressionStatement¿¿1923¿¿¿¿{"start":{"line":218,"column":2},"end":{"line":218,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
